Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
11:40,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",1
11:40,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",1
11:40,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",1
11:40,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",1
11:40,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",1
11:40,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",1
11:24,,,,,"MISS JUMPER by PETTUS,JERROD",,,"MISS JUMPER by PETTUS,JERROD",1
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",1
11:13,"GOOD LAYUP by RUDAK,MATTY(in the paint)",15,,15,,BSC 15-15 (0),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
11:00,,15,,17 (+2),"GOOD LAYUP by BERRY,RAHEEM(in the paint)",HCM 15-17 (-2),,"GOOD LAYUP by BERRY,RAHEEM(in the paint)",1
--,,,,,"ASSIST  by PETTUS,JERROD",,,"ASSIST  by PETTUS,JERROD",1
10:34,"MISS LAYUP by RUDAK,MATTY",,,,,,,"MISS LAYUP by RUDAK,MATTY",1
--,,,,,"REBOUND DEF by BERRY,RAHEEM",,,"REBOUND DEF by BERRY,RAHEEM",1
10:27,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
10:13,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",1
10:12,,,,,"STEAL  by ASHLEY,ANDRE",,,"STEAL  by ASHLEY,ANDRE",1
10:06,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
10:06,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
10:06,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
10:06,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
10:06,"SUB OUT by GIVHAN,ANDERSON",,,,,,,"SUB OUT by GIVHAN,ANDERSON",1
10:06,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
10:06,"SUB OUT by MCKINLEY,CONNER",,,,,,,"SUB OUT by MCKINLEY,CONNER",1
10:06,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
10:06,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
10:06,,,,,"SUB OUT by PETTUS,JERROD",,,"SUB OUT by PETTUS,JERROD",1
09:53,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",1
09:49,,15,,20 (+5),"GOOD 3PTR by BERRY,RAHEEM",HCM 15-20 (-5),,"GOOD 3PTR by BERRY,RAHEEM",1
--,,,,,"ASSIST  by WASHINGTON,DANTAVIUS",,,"ASSIST  by WASHINGTON,DANTAVIUS",1
09:23,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:20,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
09:20,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
09:20,,,,,"SUB IN by PETTUS,JERROD",,,"SUB IN by PETTUS,JERROD",1
09:20,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",1
09:07,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
09:07,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",1
08:55,,,,,"TURNOVER  by PETTUS,JERROD",,,"TURNOVER  by PETTUS,JERROD",1
08:53,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",1
08:43,"GOOD LAYUP by CRAIN,JOHN(in the paint)",17,,20 (+3),,BSC 17-20 (-3),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",1
08:14,,17,,23 (+6),"GOOD 3PTR by JONES,RJ",HCM 17-23 (-6),,"GOOD 3PTR by JONES,RJ",1
08:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
08:08,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",1
08:08,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",1
08:08,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",1
08:08,,,,,"SUB OUT by PETTUS,JERROD",,,"SUB OUT by PETTUS,JERROD",1
07:51,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by JONES,RJ",,,"REBOUND DEF by JONES,RJ",1
07:35,,,,,"MISS JUMPER by WASHINGTON,DANTAVIUS",,,"MISS JUMPER by WASHINGTON,DANTAVIUS",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
07:25,"GOOD 3PTR by CRAIN,JOHN",20,,23 (+3),,BSC 20-23 (-3),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
07:04,,,,,"TURNOVER  by JONES,RJ",,,"TURNOVER  by JONES,RJ",1
07:02,"STEAL  by MCLEAN,JAMES",,,,,,,"STEAL  by MCLEAN,JAMES",1
06:59,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",1
--,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,"REBOUND DEF by WASHINGTON,DANTAVIUS",1
06:55,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",,,"TURNOVER  by WASHINGTON,DANTAVIUS",1
06:55,"SUB IN by KILCOYNE,PATRICK",,,,,,,"SUB IN by KILCOYNE,PATRICK",1
06:55,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",1
06:55,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
06:55,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
06:55,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
06:55,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",1
06:55,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
06:54,"GOOD 3PTR by MCLEAN,JAMES",23,,23,,BSC 23-23 (0),,"GOOD 3PTR by MCLEAN,JAMES",1
06:42,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
06:42,"SUB OUT by KILCOYNE,PATRICK",,,,,,,"SUB OUT by KILCOYNE,PATRICK",1
06:42,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",1
06:42,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",1
06:42,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
06:42,,,,,"SUB IN by COLEY,JOHN",,,"SUB IN by COLEY,JOHN",1
06:42,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",1
06:42,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
06:42,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",1
06:40,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",1
06:37,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",1
06:27,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
06:25,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",1
06:18,,,,,"MISS 3PTR by POPOVICH,WYATT",,,"MISS 3PTR by POPOVICH,WYATT",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
05:58,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",1
05:56,,,,,"SUB IN by PETTUS,JERROD",,,"SUB IN by PETTUS,JERROD",1
05:56,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
05:36,"GOOD LAYUP by WELCH,ROSS(in the paint)",25 (+2),,23,,BSC 25-23 (+2),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
05:25,,,,,"TURNOVER  by COLEY,JOHN",,,"TURNOVER  by COLEY,JOHN",1
05:24,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",1
05:21,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",1
--,,,,,"REBOUND DEF by JOHNSON,CHARLIE",,,"REBOUND DEF by JOHNSON,CHARLIE",1
05:13,,25,,25,"GOOD LAYUP by PETTUS,JERROD(fastbreak)(in the paint)",HCM 25-25 (0),,"GOOD LAYUP by PETTUS,JERROD(fastbreak)(in the paint)",1
04:51,,,,,"FOUL  by BERRY,RAHEEM",,,"FOUL  by BERRY,RAHEEM",1
04:51,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:51,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
04:51,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
04:51,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
04:51,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",1
04:51,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
04:51,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
04:51,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",1
04:51,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",1
04:51,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",1
04:51,,,,,"SUB OUT by COLEY,JOHN",,,"SUB OUT by COLEY,JOHN",1
04:40,,,,,"TURNOVER  by PETTUS,JERROD",,,"TURNOVER  by PETTUS,JERROD",1
04:40,,,,,"FOUL  by PETTUS,JERROD",,,"FOUL  by PETTUS,JERROD",1
04:15,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",1
04:14,,,,,"STEAL  by PETTUS,JERROD",,,"STEAL  by PETTUS,JERROD",1
04:10,,,,,"TURNOVER  by PETTUS,JERROD",,,"TURNOVER  by PETTUS,JERROD",1
04:09,"STEAL  by PERKINS,ALEX",,,,,,,"STEAL  by PERKINS,ALEX",1
04:07,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",1
04:07,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
04:07,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
04:07,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
04:07,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",1
04:07,,,,,"SUB OUT by PETTUS,JERROD",,,"SUB OUT by PETTUS,JERROD",1
03:57,,,,,"MISS JUMPER by JONES,RJ",,,"MISS JUMPER by JONES,RJ",1
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",1
03:33,"MISS 3PTR by HARDIMAN,BEN",,,,,,,"MISS 3PTR by HARDIMAN,BEN",1
--,,,,,"REBOUND DEF by BERRY,RAHEEM",,,"REBOUND DEF by BERRY,RAHEEM",1
03:26,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",1
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",1
03:08,,,,,"FOUL  by JOHNSON,CHARLIE",,,"FOUL  by JOHNSON,CHARLIE",1
03:08,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:08,"GOOD FT by RUDAK,MATTY",26 (+1),,25,,BSC 26-25 (+1),,"GOOD FT by RUDAK,MATTY",1
03:08,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
03:08,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
03:08,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
03:08,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
03:08,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
03:08,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",1
02:55,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
02:55,,26,,26,"GOOD FT by BERRY,RAHEEM",HCM 26-26 (0),,"GOOD FT by BERRY,RAHEEM",1
02:55,,,,,"MISS FT by BERRY,RAHEEM",,,"MISS FT by BERRY,RAHEEM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:55,,,,,"SUB IN by PETTUS,JERROD",,,"SUB IN by PETTUS,JERROD",1
02:55,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",1
02:39,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by JONES,RJ",,,"REBOUND DEF by JONES,RJ",1
02:17,,,,,"MISS JUMPER by BERRY,RAHEEM",,,"MISS JUMPER by BERRY,RAHEEM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:15,,,,,"FOUL  by CHADWICK,SCOTTY",,,"FOUL  by CHADWICK,SCOTTY",1
02:15,"GOOD FT by WELCH,ROSS",27 (+1),,26,,BSC 27-26 (+1),,"GOOD FT by WELCH,ROSS",1
02:15,"GOOD FT by WELCH,ROSS",28 (+2),,26,,BSC 28-26 (+2),,"GOOD FT by WELCH,ROSS",1
02:15,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
02:15,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
02:15,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",1
02:15,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",1
01:58,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
01:58,,28 (+1),,27,"GOOD FT by WASHINGTON,DANTAVIUS",HCM 28-27 (+1),,"GOOD FT by WASHINGTON,DANTAVIUS",1
01:58,,28,,28,"GOOD FT by WASHINGTON,DANTAVIUS",HCM 28-28 (0),,"GOOD FT by WASHINGTON,DANTAVIUS",1
01:51,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
01:48,,,,,"STEAL  by JONES,RJ",,,"STEAL  by JONES,RJ",1
