Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:10,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
15:54,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
15:54,"GOOD FT by TOME,MATT",23,,39 (+16),,SEWANEE 23-39 (+16),,"GOOD FT by TOME,MATT",2
15:54,"GOOD FT by TOME,MATT",24,,39 (+15),,SEWANEE 24-39 (+15),,"GOOD FT by TOME,MATT",2
15:54,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",2
15:54,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
15:54,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
15:54,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
15:54,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
15:54,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:54,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:54,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
15:39,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
15:14,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
15:14,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
15:14,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
14:55,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",2
14:55,,24,,40 (+16),"GOOD FT by DENEKA,HARRISON",BSC 24-40 (+16),,"GOOD FT by DENEKA,HARRISON",2
14:55,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
14:55,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
14:55,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",2
14:48,"MISS LAYUP by TOME,MATT",,,,,,,"MISS LAYUP by TOME,MATT",2
--,"REBOUND OFF by MCCULLOUGH,JACOB",,,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",2
14:21,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
14:10,,24,,42 (+18),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 24-42 (+18),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
13:56,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
13:56,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
13:56,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
13:56,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
13:56,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
13:56,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:56,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
13:56,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:56,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
13:56,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
13:56,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:52,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
13:52,"GOOD FT by CARTER,KESHONN",25,,42 (+17),,SEWANEE 25-42 (+17),,"GOOD FT by CARTER,KESHONN",2
13:52,"GOOD FT by CARTER,KESHONN",26,,42 (+16),,SEWANEE 26-42 (+16),,"GOOD FT by CARTER,KESHONN",2
13:23,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
13:04,"GOOD 3PTR by STONE,BRODY",29,,42 (+13),,SEWANEE 29-42 (+13),,"GOOD 3PTR by STONE,BRODY",2
12:48,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
12:43,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
12:38,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
12:38,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
12:22,,29,,45 (+16),"GOOD 3PTR by CRAIN,JOHN",BSC 29-45 (+16),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
11:44,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:44,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
11:44,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
11:44,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
11:44,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:44,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
11:44,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
11:26,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
11:26,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
11:26,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
11:26,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
11:00,"GOOD 3PTR by STONE,BRODY",32,,45 (+13),,SEWANEE 32-45 (+13),,"GOOD 3PTR by STONE,BRODY",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
10:46,,32,,47 (+15),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 32-47 (+15),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
10:26,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
10:26,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
10:26,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
10:26,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
10:26,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
10:26,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
10:26,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
10:16,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
10:16,"TURNOVER  by JONES,CODY",,,,,,,"TURNOVER  by JONES,CODY",2
10:16,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
10:16,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
10:01,,32,,49 (+17),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 32-49 (+17),,"GOOD LAYUP by THOM,IAN(in the paint)",2
09:51,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
09:51,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
09:51,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
09:32,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
09:14,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
08:57,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
08:57,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
08:57,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
08:45,"GOOD 3PTR by BORN,CLAY",35,,49 (+14),,SEWANEE 35-49 (+14),,"GOOD 3PTR by BORN,CLAY",2
08:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:31,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
08:14,"GOOD JUMPER by BUESCHER,HUNTER",37,,49 (+12),,SEWANEE 37-49 (+12),,"GOOD JUMPER by BUESCHER,HUNTER",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
08:02,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
08:02,,37,,50 (+13),"GOOD FT by DENEKA,HARRISON",BSC 37-50 (+13),,"GOOD FT by DENEKA,HARRISON",2
08:02,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
08:02,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
08:02,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
08:02,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
08:02,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
07:47,"GOOD LAYUP by BROWN,SETH(in the paint)",39,,50 (+11),,SEWANEE 39-50 (+11),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
07:28,,39,,52 (+13),"GOOD LAYUP by MURPHY,JUWAN(in the paint)",BSC 39-52 (+13),,"GOOD LAYUP by MURPHY,JUWAN(in the paint)",2
06:59,"GOOD JUMPER by BORN,CLAY",41,,52 (+11),,SEWANEE 41-52 (+11),,"GOOD JUMPER by BORN,CLAY",2
06:36,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
06:32,,41,,55 (+14),"GOOD 3PTR by WELCH,ROSS",BSC 41-55 (+14),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
06:19,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
06:19,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
06:19,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
06:19,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
06:19,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
06:19,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
06:08,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
05:58,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
05:58,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
05:53,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
05:51,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
05:38,"GOOD 3PTR by BORN,CLAY",44,,55 (+11),,SEWANEE 44-55 (+11),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
05:13,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
05:09,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
05:09,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
05:09,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
05:09,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
05:09,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
05:09,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
04:49,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
04:23,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
04:23,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:23,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
04:23,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
04:23,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
04:23,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
04:23,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
04:06,"GOOD 3PTR by BROWN,SETH",47,,55 (+8),,SEWANEE 47-55 (+8),,"GOOD 3PTR by BROWN,SETH",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
03:36,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
03:36,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",2
03:36,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
03:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:36,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
03:36,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:36,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
03:36,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
03:19,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
03:00,,47,,57 (+10),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 47-57 (+10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
03:00,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
03:00,,47,,58 (+11),"GOOD FT by AVERY,ALEX",BSC 47-58 (+11),,"GOOD FT by AVERY,ALEX",2
03:00,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
03:00,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
03:00,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
03:00,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
02:47,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
02:29,,47,,60 (+13),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 47-60 (+13),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
02:17,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",2
02:11,"GOOD 3PTR by BUESCHER,HUNTER",50,,60 (+10),,SEWANEE 50-60 (+10),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",2
02:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:37,,50,,63 (+13),"GOOD 3PTR by WELCH,ROSS",BSC 50-63 (+13),,"GOOD 3PTR by WELCH,ROSS",2
01:25,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
01:08,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
01:06,"STEAL  by BUESCHER,HUNTER",,,,,,,"STEAL  by BUESCHER,HUNTER",2
00:58,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
00:54,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
00:54,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:54,,50,,64 (+14),"GOOD FT by LEWIS,EVAN",BSC 50-64 (+14),,"GOOD FT by LEWIS,EVAN",2
00:54,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
00:54,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
00:54,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:54,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
00:45,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
00:44,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
00:44,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:44,,50,,65 (+15),"GOOD FT by DENEKA,HARRISON",BSC 50-65 (+15),,"GOOD FT by DENEKA,HARRISON",2
00:44,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
00:44,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
00:35,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
00:35,"MISS FT by BORN,CLAY",,,,,,,"MISS FT by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:35,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
00:35,"SUB IN by KUELLING,CHRIS",,,,,,,"SUB IN by KUELLING,CHRIS",2
00:35,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
00:35,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
00:35,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
00:35,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
00:05,,50,,68 (+18),"GOOD 3PTR by PERKINS,ALEX",BSC 50-68 (+18),,"GOOD 3PTR by PERKINS,ALEX",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
