Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
00:37,,,,,"FOUL  by GORDON,JIM",,,"FOUL  by GORDON,JIM",1
00:37,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",1
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",1
00:33,,,,,"TURNOVER  by GIGAX,ADAM",,,"TURNOVER  by GIGAX,ADAM",1
00:33,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",1
00:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
00:33,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
00:33,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
00:06,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND DEF by GORDON,JIM",,,"REBOUND DEF by GORDON,JIM",1
00:01,,25,,42 (+17),"GOOD 3PTR by GORDON,JIM(fastbreak)",EUM 25-42 (-17),,"GOOD 3PTR by GORDON,JIM(fastbreak)",1
20:00,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
20:00,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
20:00,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
20:00,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
20:00,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
19:41,"GOOD LAYUP by THOM,IAN(in the paint)",27,,42 (+15),,BSCM 27-42 (-15),,"GOOD LAYUP by THOM,IAN(in the paint)",2
19:23,,,,,"MISS JUMPER by DAGUE,AUSTIN",,,"MISS JUMPER by DAGUE,AUSTIN",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
19:07,"GOOD LAYUP by AVERY,ALEX(in the paint)",29,,42 (+13),,BSCM 29-42 (-13),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
18:49,,,,,"MISS JUMPER by GIGAX,ADAM",,,"MISS JUMPER by GIGAX,ADAM",2
--,,,,,"REBOUND OFF by TERRY,JONATHAN",,,"REBOUND OFF by TERRY,JONATHAN",2
18:44,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
18:44,,29,,43 (+14),"GOOD FT by TRAWICK,WILL",EUM 29-43 (-14),,"GOOD FT by TRAWICK,WILL",2
18:44,,29,,44 (+15),"GOOD FT by TRAWICK,WILL",EUM 29-44 (-15),,"GOOD FT by TRAWICK,WILL",2
18:34,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",2
18:23,,,,,"TURNOVER  by TRAWICK,WILL",,,"TURNOVER  by TRAWICK,WILL",2
17:58,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by TERRY,JONATHAN",,,"REBOUND DEF by TERRY,JONATHAN",2
17:48,,29,,47 (+18),"GOOD 3PTR by TERRY,JONATHAN",EUM 29-47 (-18),,"GOOD 3PTR by TERRY,JONATHAN",2
--,,,,,"ASSIST  by TRAWICK,WILL",,,"ASSIST  by TRAWICK,WILL",2
17:39,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TERRY,JONATHAN",,,"REBOUND DEF by TERRY,JONATHAN",2
17:30,,,,,"MISS 3PTR by TRAWICK,WILL",,,"MISS 3PTR by TRAWICK,WILL",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
17:07,"GOOD LAYUP by THOM,IAN(in the paint)",31,,47 (+16),,BSCM 31-47 (-16),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
16:49,,,,,"MISS LAYUP by DAGUE,AUSTIN",,,"MISS LAYUP by DAGUE,AUSTIN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
16:42,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TERRY,JONATHAN",,,"REBOUND DEF by TERRY,JONATHAN",2
16:36,,31,,49 (+18),"GOOD LAYUP by HEERY,SAM(fastbreak)(in the paint)",EUM 31-49 (-18),,"GOOD LAYUP by HEERY,SAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TERRY,JONATHAN",,,"ASSIST  by TERRY,JONATHAN",2
16:10,"GOOD JUMPER by THOM,IAN(in the paint)",33,,49 (+16),,BSCM 33-49 (-16),,"GOOD JUMPER by THOM,IAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
15:55,,33,,52 (+19),"GOOD 3PTR by TERRY,JONATHAN",EUM 33-52 (-19),,"GOOD 3PTR by TERRY,JONATHAN",2
15:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:51,,,,,"SUB IN by RAO,DAVIS",,,"SUB IN by RAO,DAVIS",2
15:51,,,,,"SUB IN by RAPP,WHIT",,,"SUB IN by RAPP,WHIT",2
15:51,,,,,"SUB OUT by HEERY,SAM",,,"SUB OUT by HEERY,SAM",2
15:51,,,,,"SUB OUT by GIGAX,ADAM",,,"SUB OUT by GIGAX,ADAM",2
15:22,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
15:19,,,,,"TURNOVER  by TERRY,JONATHAN",,,"TURNOVER  by TERRY,JONATHAN",2
15:02,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
14:55,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
14:54,,,,,"STEAL  by RAO,DAVIS",,,"STEAL  by RAO,DAVIS",2
14:50,,33,,55 (+22),"GOOD 3PTR by TERRY,JONATHAN(fastbreak)",EUM 33-55 (-22),,"GOOD 3PTR by TERRY,JONATHAN(fastbreak)",2
--,,,,,"ASSIST  by TRAWICK,WILL",,,"ASSIST  by TRAWICK,WILL",2
14:35,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
14:35,,,,,"STEAL  by TERRY,JONATHAN",,,"STEAL  by TERRY,JONATHAN",2
14:35,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
14:35,"SUB IN by REBIC,ANTE",,,,,,,"SUB IN by REBIC,ANTE",2
14:35,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
14:35,"SUB IN by MCKINLEY,CONNER",,,,,,,"SUB IN by MCKINLEY,CONNER",2
14:35,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
14:35,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
14:35,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
14:35,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
14:35,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
14:35,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:34,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
14:22,,33,,57 (+24),"GOOD LAYUP by DAGUE,AUSTIN(in the paint)",EUM 33-57 (-24),,"GOOD LAYUP by DAGUE,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by RAPP,WHIT",,,"ASSIST  by RAPP,WHIT",2
14:09,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",2
13:52,,33,,59 (+26),"GOOD LAYUP by DAGUE,AUSTIN(in the paint)",EUM 33-59 (-26),,"GOOD LAYUP by DAGUE,AUSTIN(in the paint)",2
13:29,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",2
13:29,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",2
13:29,,,,,"SUB IN by GORDON,JIM",,,"SUB IN by GORDON,JIM",2
13:29,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",2
13:29,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",2
13:07,"MISS LAYUP by REBIC,ANTE",,,,,,,"MISS LAYUP by REBIC,ANTE",2
13:07,,,,,"BLOCK  by GORDON,JIM",,,"BLOCK  by GORDON,JIM",2
--,"REBOUND OFF by RUDAK,MATTY",,,,,,,"REBOUND OFF by RUDAK,MATTY",2
13:01,"MISS LAYUP by RUDAK,MATTY",,,,,,,"MISS LAYUP by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by RAPP,WHIT",,,"REBOUND DEF by RAPP,WHIT",2
13:00,,,,,"TURNOVER  by RAPP,WHIT",,,"TURNOVER  by RAPP,WHIT",2
12:59,,,,,"FOUL  by GORDON,JIM",,,"FOUL  by GORDON,JIM",2
12:47,,,,,"FOUL  by TERRY,JONATHAN",,,"FOUL  by TERRY,JONATHAN",2
12:20,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND OFF by REBIC,ANTE",,,,,,,"REBOUND OFF by REBIC,ANTE",2
12:15,,,,,"FOUL  by GORDON,JIM",,,"FOUL  by GORDON,JIM",2
12:15,"MISS FT by REBIC,ANTE",,,,,,,"MISS FT by REBIC,ANTE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:15,"MISS FT by REBIC,ANTE",,,,,,,"MISS FT by REBIC,ANTE",2
--,,,,,"REBOUND DEF by AVANT,DONALD",,,"REBOUND DEF by AVANT,DONALD",2
12:08,,33,,61 (+28),"GOOD JUMPER by RAO,DAVIS",EUM 33-61 (-28),,"GOOD JUMPER by RAO,DAVIS",2
11:50,"GOOD JUMPER by REBIC,ANTE(in the paint)",35,,61 (+26),,BSCM 35-61 (-26),,"GOOD JUMPER by REBIC,ANTE(in the paint)",2
11:41,,,,,"MISS JUMPER by RAO,DAVIS",,,"MISS JUMPER by RAO,DAVIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:39,,,,,"FOUL  by AVANT,DONALD",,,"FOUL  by AVANT,DONALD",2
11:39,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
11:39,"SUB OUT by REBIC,ANTE",,,,,,,"SUB OUT by REBIC,ANTE",2
11:39,,,,,"SUB IN by GIGAX,ADAM",,,"SUB IN by GIGAX,ADAM",2
11:39,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",2
11:39,,,,,"SUB OUT by TERRY,JONATHAN",,,"SUB OUT by TERRY,JONATHAN",2
11:39,,,,,"SUB OUT by RAO,DAVIS",,,"SUB OUT by RAO,DAVIS",2
11:23,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND OFF by HARDIMAN,BEN",,,,,,,"REBOUND OFF by HARDIMAN,BEN",2
11:18,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",37,,61 (+24),,BSCM 37-61 (-24),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
11:10,,,,,"FOUL  by AVANT,DONALD",,,"FOUL  by AVANT,DONALD",2
11:10,,,,,"TURNOVER  by AVANT,DONALD",,,"TURNOVER  by AVANT,DONALD",2
10:47,"MISS JUMPER by PERKINS,ALEX",,,,,,,"MISS JUMPER by PERKINS,ALEX",2
--,"REBOUND OFF by RUDAK,MATTY",,,,,,,"REBOUND OFF by RUDAK,MATTY",2
10:44,"GOOD TIPIN by RUDAK,MATTY(in the paint)",39,,61 (+22),,BSCM 39-61 (-22),,"GOOD TIPIN by RUDAK,MATTY(in the paint)",2
10:30,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
10:30,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
10:30,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
10:30,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
10:30,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
10:30,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
10:30,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
10:30,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
10:30,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
10:30,"SUB OUT by MCKINLEY,CONNER",,,,,,,"SUB OUT by MCKINLEY,CONNER",2
10:30,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",2
10:30,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",2
10:30,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",2
10:30,,,,,"SUB OUT by AVANT,DONALD",,,"SUB OUT by AVANT,DONALD",2
10:30,,,,,"SUB OUT by GORDON,JIM",,,"SUB OUT by GORDON,JIM",2
10:29,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
10:04,"GOOD 3PTR by LEWIS,EVAN",42,,61 (+19),,BSCM 42-61 (-19),,"GOOD 3PTR by LEWIS,EVAN",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
09:47,,42,,63 (+21),"GOOD JUMPER by GIGAX,ADAM",EUM 42-63 (-21),,"GOOD JUMPER by GIGAX,ADAM",2
09:26,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
09:17,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
08:59,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
08:52,,42,,66 (+24),"GOOD 3PTR by BOMMARITO,BEAU(fastbreak)",EUM 42-66 (-24),,"GOOD 3PTR by BOMMARITO,BEAU(fastbreak)",2
--,,,,,"ASSIST  by TRAWICK,WILL",,,"ASSIST  by TRAWICK,WILL",2
08:45,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",2
08:45,"GOOD FT by THOM,IAN",43,,66 (+23),,BSCM 43-66 (-23),,"GOOD FT by THOM,IAN",2
08:45,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by TRAWICK,WILL",,,"REBOUND DEF by TRAWICK,WILL",2
08:33,,43,,68 (+25),"GOOD LAYUP by TRAWICK,WILL(in the paint)",EUM 43-68 (-25),,"GOOD LAYUP by TRAWICK,WILL(in the paint)",2
08:25,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",2
08:25,"GOOD FT by THOM,IAN",44,,68 (+24),,BSCM 44-68 (-24),,"GOOD FT by THOM,IAN",2
08:25,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by DAGUE,AUSTIN",,,"REBOUND DEF by DAGUE,AUSTIN",2
08:25,,,,,"SUB IN by COLES,JONATHAN",,,"SUB IN by COLES,JONATHAN",2
08:25,,,,,"SUB IN by RAO,DAVIS",,,"SUB IN by RAO,DAVIS",2
08:25,,,,,"SUB OUT by RAPP,WHIT",,,"SUB OUT by RAPP,WHIT",2
08:25,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",2
08:12,,,,,"MISS 3PTR by RAO,DAVIS",,,"MISS 3PTR by RAO,DAVIS",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
07:54,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
07:41,,44,,70 (+26),"GOOD LAYUP by COLES,JONATHAN(in the paint)",EUM 44-70 (-26),,"GOOD LAYUP by COLES,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by DAGUE,AUSTIN",,,"ASSIST  by DAGUE,AUSTIN",2
07:27,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
07:27,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
07:27,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
07:27,"SUB IN by MCKINLEY,CONNER",,,,,,,"SUB IN by MCKINLEY,CONNER",2
07:27,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
07:27,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
07:27,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
07:27,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
07:27,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
07:27,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
07:27,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",2
07:27,,,,,"SUB IN by TERRY,JONATHAN",,,"SUB IN by TERRY,JONATHAN",2
07:27,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",2
07:27,,,,,"SUB OUT by GIGAX,ADAM",,,"SUB OUT by GIGAX,ADAM",2
07:23,"MISS 3PTR by MCKINLEY,CONNER",,,,,,,"MISS 3PTR by MCKINLEY,CONNER",2
--,,,,,"REBOUND DEF by COLES,JONATHAN",,,"REBOUND DEF by COLES,JONATHAN",2
07:14,,,,,"TURNOVER  by COLES,JONATHAN",,,"TURNOVER  by COLES,JONATHAN",2
06:49,"TURNOVER  by PERKINS,ALEX",,,,,,,"TURNOVER  by PERKINS,ALEX",2
06:48,,,,,"STEAL  by TERRY,JONATHAN",,,"STEAL  by TERRY,JONATHAN",2
06:39,,,,,"MISS 3PTR by TERRY,JONATHAN",,,"MISS 3PTR by TERRY,JONATHAN",2
--,"REBOUND DEF by MCKINLEY,CONNER",,,,,,,"REBOUND DEF by MCKINLEY,CONNER",2
06:37,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",2
06:37,"GOOD FT by CRAIN,JOHN",45,,70 (+25),,BSCM 45-70 (-25),,"GOOD FT by CRAIN,JOHN",2
06:37,"GOOD FT by CRAIN,JOHN",46,,70 (+24),,BSCM 46-70 (-24),,"GOOD FT by CRAIN,JOHN",2
06:37,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
06:37,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
06:34,,46,,72 (+26),"GOOD LAYUP by DAGUE,AUSTIN(fastbreak)(in the paint)",EUM 46-72 (-26),,"GOOD LAYUP by DAGUE,AUSTIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RAO,DAVIS",,,"ASSIST  by RAO,DAVIS",2
06:09,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",2
06:07,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
06:07,"SUB OUT by MCKINLEY,CONNER",,,,,,,"SUB OUT by MCKINLEY,CONNER",2
06:07,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",2
06:07,,,,,"SUB IN by GORDON,JIM",,,"SUB IN by GORDON,JIM",2
06:07,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",2
06:07,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",2
06:07,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",2
06:07,,,,,"SUB OUT by RAO,DAVIS",,,"SUB OUT by RAO,DAVIS",2
05:55,,,,,"TURNOVER  by COLES,JONATHAN",,,"TURNOVER  by COLES,JONATHAN",2
05:55,"STEAL  by RUDAK,MATTY",,,,,,,"STEAL  by RUDAK,MATTY",2
05:46,,,,,"FOUL  by BAITEY,GEBEREAL",,,"FOUL  by BAITEY,GEBEREAL",2
05:46,"GOOD FT by WALDRUM,AIDAN",47,,72 (+25),,BSCM 47-72 (-25),,"GOOD FT by WALDRUM,AIDAN",2
05:46,"MISS FT by WALDRUM,AIDAN",,,,,,,"MISS FT by WALDRUM,AIDAN",2
--,,,,,"REBOUND DEF by BAITEY,GEBEREAL",,,"REBOUND DEF by BAITEY,GEBEREAL",2
05:37,,47,,75 (+28),"GOOD 3PTR by TERRY,JONATHAN",EUM 47-75 (-28),,"GOOD 3PTR by TERRY,JONATHAN",2
--,,,,,"ASSIST  by COLES,JONATHAN",,,"ASSIST  by COLES,JONATHAN",2
05:24,"MISS LAYUP by CRAIN,JOHN",,,,,,,"MISS LAYUP by CRAIN,JOHN",2
--,"REBOUND OFF by WALDRUM,AIDAN",,,,,,,"REBOUND OFF by WALDRUM,AIDAN",2
05:21,,,,,"FOUL  by GORDON,JIM",,,"FOUL  by GORDON,JIM",2
05:21,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:21,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:21,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by AVANT,CHRIS",,,"REBOUND DEF by AVANT,CHRIS",2
05:21,,,,,"SUB IN by AVANT,CHRIS",,,"SUB IN by AVANT,CHRIS",2
05:21,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",2
05:21,,,,,"SUB OUT by GORDON,JIM",,,"SUB OUT by GORDON,JIM",2
05:21,,,,,"SUB OUT by TERRY,JONATHAN",,,"SUB OUT by TERRY,JONATHAN",2
04:56,,,,,"MISS LAYUP by BAITEY,GEBEREAL",,,"MISS LAYUP by BAITEY,GEBEREAL",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
04:38,"TURNOVER  by CRAIN,JOHN",,,,,,,"TURNOVER  by CRAIN,JOHN",2
04:37,,,,,"STEAL  by BAITEY,GEBEREAL",,,"STEAL  by BAITEY,GEBEREAL",2
04:25,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
04:25,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
04:25,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
04:25,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
04:25,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
04:14,,47,,77 (+30),"GOOD LAYUP by AVANT,DONALD(in the paint)",EUM 47-77 (-30),,"GOOD LAYUP by AVANT,DONALD(in the paint)",2
--,,,,,"ASSIST  by AVANT,CHRIS",,,"ASSIST  by AVANT,CHRIS",2
03:55,"MISS 3PTR by MURPHY,JUWAN",,,,,,,"MISS 3PTR by MURPHY,JUWAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:42,"MISS JUMPER by GRAHAM,CHRIS",,,,,,,"MISS JUMPER by GRAHAM,CHRIS",2
--,,,,,"REBOUND DEF by AVANT,DONALD",,,"REBOUND DEF by AVANT,DONALD",2
03:33,,47,,79 (+32),"GOOD LAYUP by AVANT,CHRIS(in the paint)",EUM 47-79 (-32),,"GOOD LAYUP by AVANT,CHRIS(in the paint)",2
--,,,,,"ASSIST  by BAITEY,GEBEREAL",,,"ASSIST  by BAITEY,GEBEREAL",2
03:33,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
03:33,,47,,80 (+33),"GOOD FT by AVANT,CHRIS",EUM 47-80 (-33),,"GOOD FT by AVANT,CHRIS",2
03:33,"SUB IN by GRAHAM,CHRIS",,,,,,,"SUB IN by GRAHAM,CHRIS",2
03:33,"SUB IN by MCKINLEY,CONNER",,,,,,,"SUB IN by MCKINLEY,CONNER",2
03:33,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
03:33,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
03:33,,,,,"SUB IN by COLEMAN,EVAN",,,"SUB IN by COLEMAN,EVAN",2
03:33,,,,,"SUB OUT by COLES,JONATHAN",,,"SUB OUT by COLES,JONATHAN",2
03:24,,,,,"FOUL  by AVANT,CHRIS",,,"FOUL  by AVANT,CHRIS",2
03:24,"MISS FT by GRAHAM,CHRIS",,,,,,,"MISS FT by GRAHAM,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:24,"GOOD FT by GRAHAM,CHRIS",48,,80 (+32),,BSCM 48-80 (-32),,"GOOD FT by GRAHAM,CHRIS",2
03:12,,,,,"MISS JUMPER by BAITEY,GEBEREAL",,,"MISS JUMPER by BAITEY,GEBEREAL",2
--,"REBOUND DEF by PERKINS,ALEX",,,,,,,"REBOUND DEF by PERKINS,ALEX",2
03:02,"MISS LAYUP by PERKINS,ALEX",,,,,,,"MISS LAYUP by PERKINS,ALEX",2
--,,,,,"REBOUND DEF by BAITEY,GEBEREAL",,,"REBOUND DEF by BAITEY,GEBEREAL",2
02:54,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,"REBOUND DEF by MURPHY,JUWAN",,,,,,,"REBOUND DEF by MURPHY,JUWAN",2
02:35,"MISS JUMPER by GRAHAM,CHRIS",,,,,,,"MISS JUMPER by GRAHAM,CHRIS",2
--,,,,,"REBOUND DEF by AVANT,CHRIS",,,"REBOUND DEF by AVANT,CHRIS",2
02:23,,48,,83 (+35),"GOOD 3PTR by BAITEY,GEBEREAL",EUM 48-83 (-35),,"GOOD 3PTR by BAITEY,GEBEREAL",2
--,,,,,"ASSIST  by BOMMARITO,BEAU",,,"ASSIST  by BOMMARITO,BEAU",2
