Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:38,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
17:31,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
17:19,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",36,,40 (+4),,HC 36-40 (+4),,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by OGLE,JOHN",,,,,,,"ASSIST  by OGLE,JOHN",2
17:00,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
16:58,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
16:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:58,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:58,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:47,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
16:47,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
16:35,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
16:35,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
16:29,"TURNOVER  by BRADY,RYAN",,,,,,,"TURNOVER  by BRADY,RYAN",2
16:08,,36,,43 (+7),"GOOD 3PTR by LEWIS,EVAN",BSC 36-43 (+7),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
15:50,"GOOD JUMPER by OGLE,JOHN",38,,43 (+5),,HC 38-43 (+5),,"GOOD JUMPER by OGLE,JOHN",2
15:29,,38,,46 (+8),"GOOD 3PTR by LEWIS,EVAN",BSC 38-46 (+8),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
14:50,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:43,,38,,49 (+11),"GOOD 3PTR by WELCH,ROSS",BSC 38-49 (+11),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
14:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:33,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
14:33,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
14:33,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
14:33,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
14:33,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
14:33,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
14:20,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:03,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
14:03,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
14:03,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
14:03,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
14:03,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
14:03,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
14:03,"SUB OUT by BRADY,RYAN",,,,,,,"SUB OUT by BRADY,RYAN",2
13:52,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
13:35,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
13:35,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
13:35,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
13:24,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:24,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
13:07,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
13:04,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
13:04,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:04,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
13:04,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
13:04,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:50,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
12:50,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
12:50,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",2
12:50,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
12:50,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
12:36,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:22,"MISS JUMPER by MURPHEY,LUKE",,,,,,,"MISS JUMPER by MURPHEY,LUKE",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
12:07,,,,,"MISS JUMPER by MCLEAN,JAMES",,,"MISS JUMPER by MCLEAN,JAMES",2
12:07,"BLOCK  by GARRETT,TRAVIS",,,,,,,"BLOCK  by GARRETT,TRAVIS",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
12:00,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",40,,49 (+9),,HC 40-49 (+9),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
12:00,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
12:00,"GOOD FT by BATCHELOR,BRYCE",41,,49 (+8),,HC 41-49 (+8),,"GOOD FT by BATCHELOR,BRYCE",2
12:00,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
12:00,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
11:46,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
11:46,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:46,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
11:37,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:31,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:16,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:07,,41,,52 (+11),"GOOD 3PTR by MCLEAN,JAMES",BSC 41-52 (+11),,"GOOD 3PTR by MCLEAN,JAMES",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
11:00,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",2
10:58,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
10:55,,41,,54 (+13),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 41-54 (+13),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
10:45,"GOOD JUMPER by STEELE,AARON(in the paint)",43,,54 (+11),,HC 43-54 (+11),,"GOOD JUMPER by STEELE,AARON(in the paint)",2
10:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:43,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
10:43,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
10:43,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
10:43,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
10:43,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
10:43,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:43,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
10:43,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
10:33,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
10:33,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
10:33,"SUB OUT by MURPHEY,LUKE",,,,,,,"SUB OUT by MURPHEY,LUKE",2
10:26,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",2
10:24,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
10:22,,43,,56 (+13),"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",BSC 43-56 (+13),,"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",2
10:14,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
10:12,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
10:09,,43,,58 (+15),"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",BSC 43-58 (+15),,"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",2
10:09,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
10:09,,43,,59 (+16),"GOOD FT by AVERY,ALEX",BSC 43-59 (+16),,"GOOD FT by AVERY,ALEX",2
10:09,"SUB IN by BRADY,RYAN",,,,,,,"SUB IN by BRADY,RYAN",2
10:09,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
10:06,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
09:42,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
09:30,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
09:29,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",2
09:19,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
09:18,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
09:15,,43,,62 (+19),"GOOD 3PTR by LEWIS,EVAN",BSC 43-62 (+19),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
08:56,"GOOD 3PTR by BATCHELOR,BRYCE",46,,62 (+16),,HC 46-62 (+16),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
08:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:31,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
08:31,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
08:27,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:26,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
08:26,"MISS FT by BATCHELOR,BRYCE",,,,,,,"MISS FT by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
08:06,,46,,64 (+18),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 46-64 (+18),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
07:53,"GOOD LAYUP by SMITH,PRESTON(in the paint)",48,,64 (+16),,HC 48-64 (+16),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
07:24,,48,,66 (+18),"GOOD JUMPER by THOM,IAN(in the paint)",BSC 48-66 (+18),,"GOOD JUMPER by THOM,IAN(in the paint)",2
07:14,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
07:14,"MISS FT by BRADY,RYAN",,,,,,,"MISS FT by BRADY,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:14,"GOOD FT by BRADY,RYAN",49,,66 (+17),,HC 49-66 (+17),,"GOOD FT by BRADY,RYAN",2
07:14,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
07:14,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
07:02,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:43,"GOOD LAYUP by BRADY,RYAN(in the paint)",51,,66 (+15),,HC 51-66 (+15),,"GOOD LAYUP by BRADY,RYAN(in the paint)",2
06:43,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
06:43,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
06:37,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
06:30,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
06:28,"STEAL  by BATCHELOR,BRYCE",,,,,,,"STEAL  by BATCHELOR,BRYCE",2
06:19,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
05:55,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
05:54,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
05:48,"GOOD 3PTR by NIKOLOVSKI,DREW",54,,66 (+12),,HC 54-66 (+12),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
05:19,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
05:19,"BLOCK  by BATCHELOR,BRYCE",,,,,,,"BLOCK  by BATCHELOR,BRYCE",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
05:09,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
05:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:09,"GOOD FT by BRADY,RYAN",55,,66 (+11),,HC 55-66 (+11),,"GOOD FT by BRADY,RYAN",2
05:09,"GOOD FT by BRADY,RYAN",56,,66 (+10),,HC 56-66 (+10),,"GOOD FT by BRADY,RYAN",2
05:09,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:09,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
04:52,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
04:52,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:52,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,"REBOUND DEF by BRADY,RYAN",,,,,,,"REBOUND DEF by BRADY,RYAN",2
04:52,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
04:52,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
04:52,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
04:52,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
04:43,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
04:43,"GOOD FT by BRADY,RYAN",57,,66 (+9),,HC 57-66 (+9),,"GOOD FT by BRADY,RYAN",2
04:43,"GOOD FT by BRADY,RYAN",58,,66 (+8),,HC 58-66 (+8),,"GOOD FT by BRADY,RYAN",2
04:35,"FOUL  by BRADY,RYAN",,,,,,,"FOUL  by BRADY,RYAN",2
04:35,,58,,67 (+9),"GOOD FT by THOM,IAN",BSC 58-67 (+9),,"GOOD FT by THOM,IAN",2
04:35,,58,,68 (+10),"GOOD FT by THOM,IAN",BSC 58-68 (+10),,"GOOD FT by THOM,IAN",2
04:35,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
04:35,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
04:21,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",2
04:16,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
04:01,,,,,"MISS JUMPER by MCLEAN,JAMES",,,"MISS JUMPER by MCLEAN,JAMES",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
03:54,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
03:54,"GOOD FT by BATCHELOR,BRYCE",59,,68 (+9),,HC 59-68 (+9),,"GOOD FT by BATCHELOR,BRYCE",2
03:54,"GOOD FT by BATCHELOR,BRYCE",60,,68 (+8),,HC 60-68 (+8),,"GOOD FT by BATCHELOR,BRYCE",2
03:54,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:54,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
03:54,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
03:54,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
03:41,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
03:37,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",62,,68 (+6),,HC 62-68 (+6),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
03:10,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
03:10,,62,,69 (+7),"GOOD FT by AVERY,ALEX",BSC 62-69 (+7),,"GOOD FT by AVERY,ALEX",2
03:10,,62,,70 (+8),"GOOD FT by AVERY,ALEX",BSC 62-70 (+8),,"GOOD FT by AVERY,ALEX",2
03:10,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
03:10,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
03:02,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
02:57,"GOOD 3PTR by SMITH,PRESTON",65,,70 (+5),,HC 65-70 (+5),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by OGLE,JOHN",,,,,,,"ASSIST  by OGLE,JOHN",2
02:25,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:23,,65,,72 (+7),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 65-72 (+7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
02:23,"GOOD JUMPER by SMITH,PRESTON(in the paint)",67,,72 (+5),,HC 67-72 (+5),,"GOOD JUMPER by SMITH,PRESTON(in the paint)",2
01:48,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
01:48,,67,,73 (+6),"GOOD FT by AVERY,ALEX",BSC 67-73 (+6),,"GOOD FT by AVERY,ALEX",2
01:48,,67,,74 (+7),"GOOD FT by AVERY,ALEX",BSC 67-74 (+7),,"GOOD FT by AVERY,ALEX",2
01:40,"GOOD JUMPER by SMITH,PRESTON(in the paint)",69,,74 (+5),,HC 69-74 (+5),,"GOOD JUMPER by SMITH,PRESTON(in the paint)",2
01:25,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
01:25,,69,,75 (+6),"GOOD FT by AVERY,ALEX",BSC 69-75 (+6),,"GOOD FT by AVERY,ALEX",2
01:25,,69,,76 (+7),"GOOD FT by AVERY,ALEX",BSC 69-76 (+7),,"GOOD FT by AVERY,ALEX",2
01:25,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
01:25,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
01:17,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
01:17,"MISS FT by BRADY,RYAN",,,,,,,"MISS FT by BRADY,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:17,"MISS FT by BRADY,RYAN",,,,,,,"MISS FT by BRADY,RYAN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
01:17,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
01:17,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
00:56,,69,,79 (+10),"GOOD 3PTR by LEWIS,EVAN",BSC 69-79 (+10),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
00:55,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
00:55,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:46,"MISS 3PTR by BRADY,RYAN",,,,,,,"MISS 3PTR by BRADY,RYAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
00:39,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:39,,69,,80 (+11),"GOOD FT by THOM,IAN",BSC 69-80 (+11),,"GOOD FT by THOM,IAN",2
00:39,,69,,81 (+12),"GOOD FT by THOM,IAN",BSC 69-81 (+12),,"GOOD FT by THOM,IAN",2
00:32,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
00:32,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
00:22,"FOUL  by BRADY,RYAN",,,,,,,"FOUL  by BRADY,RYAN",2
00:22,,69,,82 (+13),"GOOD FT by THOM,IAN",BSC 69-82 (+13),,"GOOD FT by THOM,IAN",2
00:22,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
00:15,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
