Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:43,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
17:39,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
17:35,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
17:34,"STEAL  by GASKIN,JOSH",,,,,,,"STEAL  by GASKIN,JOSH",2
17:28,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
17:28,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",2
17:28,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
17:28,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
17:28,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
17:13,"TURNOVER  by GASKIN,JOSH",,,,,,,"TURNOVER  by GASKIN,JOSH",2
17:11,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
17:08,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by ANDERSON,DYRON",,,,,,,"REBOUND DEF by ANDERSON,DYRON",2
16:39,"MISS JUMPER by CARPENTER,JOSH",,,,,,,"MISS JUMPER by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
16:25,,43,,57 (+14),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 43-57 (+14),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
16:05,"MISS JUMPER by CARPENTER,JOSH",,,,,,,"MISS JUMPER by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
15:56,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
15:56,"SUB IN by MITCHELL,CORNELIUS",,,,,,,"SUB IN by MITCHELL,CORNELIUS",2
15:56,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
15:56,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
15:56,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
15:32,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
15:29,,43,,59 (+16),"GOOD TIPIN by RUDAK,MATTY(in the paint)",BSC 43-59 (+16),,"GOOD TIPIN by RUDAK,MATTY(in the paint)",2
15:19,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
15:19,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
15:19,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
15:13,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
15:13,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:01,"MISS LAYUP by MITCHELL,CORNELIUS",,,,,,,"MISS LAYUP by MITCHELL,CORNELIUS",2
15:01,,,,,"BLOCK  by BARRON,MAC",,,"BLOCK  by BARRON,MAC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:49,"GOOD JUMPER by CARPENTER,JOSH",45,,59 (+14),,BU 45-59 (+14),,"GOOD JUMPER by CARPENTER,JOSH",2
--,"ASSIST  by GRIFFITHS,JACK",,,,,,,"ASSIST  by GRIFFITHS,JACK",2
14:35,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",2
--,"REBOUND DEF by CARPENTER,JOSH",,,,,,,"REBOUND DEF by CARPENTER,JOSH",2
14:23,"MISS JUMPER by CARPENTER,JOSH",,,,,,,"MISS JUMPER by CARPENTER,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:23,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
14:23,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
14:12,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
14:12,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
14:12,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",2
14:12,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",2
14:12,"SUB OUT by MITCHELL,CORNELIUS",,,,,,,"SUB OUT by MITCHELL,CORNELIUS",2
14:12,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
14:06,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",47,,59 (+12),,BU 47-59 (+12),,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",2
13:54,,47,,62 (+15),"GOOD 3PTR by CRAIN,JOHN",BSC 47-62 (+15),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
13:33,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
13:33,"GOOD FT by ANDERSON,DYRON",48,,62 (+14),,BU 48-62 (+14),,"GOOD FT by ANDERSON,DYRON",2
13:33,"GOOD FT by ANDERSON,DYRON",49,,62 (+13),,BU 49-62 (+13),,"GOOD FT by ANDERSON,DYRON",2
13:25,,49,,65 (+16),"GOOD 3PTR by CRAIN,JOHN",BSC 49-65 (+16),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
13:08,"MISS JUMPER by MAYERS,DE'LA",,,,,,,"MISS JUMPER by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
13:05,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
13:05,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
13:05,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
12:52,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
12:35,"GOOD 3PTR by YOUNG,DAJUAN",52,,65 (+13),,BU 52-65 (+13),,"GOOD 3PTR by YOUNG,DAJUAN",2
--,"ASSIST  by ANDERSON,DYRON",,,,,,,"ASSIST  by ANDERSON,DYRON",2
12:10,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
11:58,"MISS LAYUP by CARPENTER,JOSH",,,,,,,"MISS LAYUP by CARPENTER,JOSH",2
11:58,,,,,"BLOCK  by BARRON,MAC",,,"BLOCK  by BARRON,MAC",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
11:54,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
11:54,"BLOCK  by MAYERS,DE'LA",,,,,,,"BLOCK  by MAYERS,DE'LA",2
--,"REBOUND DEF by YOUNG,DAJUAN",,,,,,,"REBOUND DEF by YOUNG,DAJUAN",2
11:46,"MISS LAYUP by CARPENTER,JOSH",,,,,,,"MISS LAYUP by CARPENTER,JOSH",2
--,"REBOUND OFF by GASKIN,JOSH",,,,,,,"REBOUND OFF by GASKIN,JOSH",2
11:44,"GOOD TIPIN by GASKIN,JOSH(in the paint)",54,,65 (+11),,BU 54-65 (+11),,"GOOD TIPIN by GASKIN,JOSH(in the paint)",2
11:34,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
11:34,"FOUL TECH by GASKIN,JOSH",,,,,,,"FOUL TECH by GASKIN,JOSH",2
11:34,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
11:34,,54,,66 (+12),"GOOD FT by CRAIN,JOHN",BSC 54-66 (+12),,"GOOD FT by CRAIN,JOHN",2
11:34,,54,,67 (+13),"GOOD FT by CRAIN,JOHN",BSC 54-67 (+13),,"GOOD FT by CRAIN,JOHN",2
11:34,"SUB IN by MITCHELL,CORNELIUS",,,,,,,"SUB IN by MITCHELL,CORNELIUS",2
11:34,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
11:34,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
11:34,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
11:34,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:34,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
11:34,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
11:34,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
11:34,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
11:34,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
10:59,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
10:59,"BLOCK  by MITCHELL,CORNELIUS",,,,,,,"BLOCK  by MITCHELL,CORNELIUS",2
--,"REBOUND DEF by MITCHELL,CORNELIUS",,,,,,,"REBOUND DEF by MITCHELL,CORNELIUS",2
10:45,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
10:45,"GOOD FT by CARPENTER,JOSH",55,,67 (+12),,BU 55-67 (+12),,"GOOD FT by CARPENTER,JOSH",2
10:45,"GOOD FT by CARPENTER,JOSH",56,,67 (+11),,BU 56-67 (+11),,"GOOD FT by CARPENTER,JOSH",2
10:45,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
10:45,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
10:29,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
10:28,"STEAL  by MAYERS,DE'LA",,,,,,,"STEAL  by MAYERS,DE'LA",2
10:26,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",2
10:26,"GOOD FT by MAYERS,DE'LA",57,,67 (+10),,BU 57-67 (+10),,"GOOD FT by MAYERS,DE'LA",2
10:26,"MISS FT by MAYERS,DE'LA",,,,,,,"MISS FT by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
10:26,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:26,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
10:01,,57,,69 (+12),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 57-69 (+12),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
09:37,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",2
09:37,"TURNOVER  by MAYERS,DE'LA",,,,,,,"TURNOVER  by MAYERS,DE'LA",2
09:29,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
09:28,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
09:28,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",2
09:28,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
09:28,"SUB OUT by MITCHELL,CORNELIUS",,,,,,,"SUB OUT by MITCHELL,CORNELIUS",2
09:28,"SUB OUT by YOUNG,DAJUAN",,,,,,,"SUB OUT by YOUNG,DAJUAN",2
09:28,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",2
09:20,"TURNOVER  by GRIFFITHS,JACK",,,,,,,"TURNOVER  by GRIFFITHS,JACK",2
09:16,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
09:15,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
09:12,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
09:08,,57,,71 (+14),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 57-71 (+14),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
08:44,"TURNOVER  by CARPENTER,JOSH",,,,,,,"TURNOVER  by CARPENTER,JOSH",2
08:36,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
08:30,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
08:28,"STEAL  by ANDERSON,DYRON",,,,,,,"STEAL  by ANDERSON,DYRON",2
08:11,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
08:11,"MISS FT by GASKIN,JOSH",,,,,,,"MISS FT by GASKIN,JOSH",2
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",2
07:49,"MISS LAYUP by MAYERS,DE'LA",,,,,,,"MISS LAYUP by MAYERS,DE'LA",2
--,"REBOUND OFF by MAYERS,DE'LA",,,,,,,"REBOUND OFF by MAYERS,DE'LA",2
07:45,"GOOD JUMPER by MAYERS,DE'LA(in the paint)",59,,71 (+12),,BU 59-71 (+12),,"GOOD JUMPER by MAYERS,DE'LA(in the paint)",2
07:40,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
07:19,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
06:48,"MISS JUMPER by MAYERS,DE'LA",,,,,,,"MISS JUMPER by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
06:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:29,,59,,74 (+15),"GOOD 3PTR by WELCH,ROSS",BSC 59-74 (+15),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
06:00,"GOOD 3PTR by GRIFFITHS,JACK",62,,74 (+12),,BU 62-74 (+12),,"GOOD 3PTR by GRIFFITHS,JACK",2
05:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:58,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
05:58,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
05:58,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
05:58,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
05:48,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
05:48,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:43,"FOUL  by CARPENTER,JOSH",,,,,,,"FOUL  by CARPENTER,JOSH",2
05:43,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by GASKIN,JOSH",,,,,,,"REBOUND DEF by GASKIN,JOSH",2
05:31,"MISS LAYUP by ANDERSON,DYRON",,,,,,,"MISS LAYUP by ANDERSON,DYRON",2
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",2
05:30,"MISS LAYUP by ANDERSON,DYRON",,,,,,,"MISS LAYUP by ANDERSON,DYRON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
05:14,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
--,"REBOUND DEF by ANDERSON,DYRON",,,,,,,"REBOUND DEF by ANDERSON,DYRON",2
05:03,"MISS 3PTR by ANDERSON,DYRON",,,,,,,"MISS 3PTR by ANDERSON,DYRON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
04:41,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
04:41,"STEAL  by PATTERSON,KYLE",,,,,,,"STEAL  by PATTERSON,KYLE",2
04:41,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
04:41,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",2
04:41,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",2
04:41,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
04:19,"MISS LAYUP by GASKIN,JOSH",,,,,,,"MISS LAYUP by GASKIN,JOSH",2
--,"REBOUND OFF by GASKIN,JOSH",,,,,,,"REBOUND OFF by GASKIN,JOSH",2
04:16,"GOOD TIPIN by GASKIN,JOSH(in the paint)",64,,74 (+10),,BU 64-74 (+10),,"GOOD TIPIN by GASKIN,JOSH(in the paint)",2
03:54,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
03:53,"STEAL  by ANDERSON,DYRON",,,,,,,"STEAL  by ANDERSON,DYRON",2
03:50,"GOOD LAYUP by MAYERS,DE'LA(fastbreak)(in the paint)",66,,74 (+8),,BU 66-74 (+8),,"GOOD LAYUP by MAYERS,DE'LA(fastbreak)(in the paint)",2
03:28,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
03:26,"STEAL  by MAYERS,DE'LA",,,,,,,"STEAL  by MAYERS,DE'LA",2
03:18,"GOOD LAYUP by MAYERS,DE'LA(in the paint)",68,,74 (+6),,BU 68-74 (+6),,"GOOD LAYUP by MAYERS,DE'LA(in the paint)",2
03:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:16,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
03:16,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
03:16,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
03:16,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
03:16,,,,,"SUB IN by DIXON,PAXTON",,,"SUB IN by DIXON,PAXTON",2
03:16,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:04,"FOUL  by DOUGLAS,FRED",,,,,,,"FOUL  by DOUGLAS,FRED",2
03:04,,68,,75 (+7),"GOOD FT by THOM,IAN",BSC 68-75 (+7),,"GOOD FT by THOM,IAN",2
03:04,,68,,76 (+8),"GOOD FT by THOM,IAN",BSC 68-76 (+8),,"GOOD FT by THOM,IAN",2
03:04,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
03:04,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",2
03:04,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",2
03:04,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
03:01,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
03:01,"MISS FT by CARPENTER,JOSH",,,,,,,"MISS FT by CARPENTER,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:01,"GOOD FT by CARPENTER,JOSH",69,,76 (+7),,BU 69-76 (+7),,"GOOD FT by CARPENTER,JOSH",2
03:01,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
03:01,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
03:01,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:01,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
03:01,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
03:01,,,,,"SUB OUT by DIXON,PAXTON",,,"SUB OUT by DIXON,PAXTON",2
03:01,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
03:01,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
03:01,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
03:01,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
03:00,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
03:00,,69,,77 (+8),"GOOD FT by THOM,IAN",BSC 69-77 (+8),,"GOOD FT by THOM,IAN",2
03:00,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
03:00,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
03:00,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
02:43,"GOOD JUMPER by ANDERSON,DYRON",71,,77 (+6),,BU 71-77 (+6),,"GOOD JUMPER by ANDERSON,DYRON",2
02:20,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by GASKIN,JOSH",,,,,,,"REBOUND DEF by GASKIN,JOSH",2
02:03,"FOUL  by CARPENTER,JOSH",,,,,,,"FOUL  by CARPENTER,JOSH",2
02:03,"TURNOVER  by CARPENTER,JOSH",,,,,,,"TURNOVER  by CARPENTER,JOSH",2
01:44,,71,,79 (+8),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 71-79 (+8),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
01:24,"MISS JUMPER by ANDERSON,DYRON",,,,,,,"MISS JUMPER by ANDERSON,DYRON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
01:17,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
01:17,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
01:01,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
00:27,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
00:27,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:27,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
00:27,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",2
00:27,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
00:21,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
00:21,"GOOD FT by MAYERS,DE'LA",72,,79 (+7),,BU 72-79 (+7),,"GOOD FT by MAYERS,DE'LA",2
00:21,"GOOD FT by MAYERS,DE'LA",73,,79 (+6),,BU 73-79 (+6),,"GOOD FT by MAYERS,DE'LA",2
00:21,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
00:21,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
00:21,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
00:21,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:21,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
00:21,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:18,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",2
00:18,,73,,80 (+7),"GOOD FT by MCLEAN,JAMES",BSC 73-80 (+7),,"GOOD FT by MCLEAN,JAMES",2
00:18,,73,,81 (+8),"GOOD FT by MCLEAN,JAMES",BSC 73-81 (+8),,"GOOD FT by MCLEAN,JAMES",2
00:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:18,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
00:18,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
00:18,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
00:18,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
00:12,"MISS LAYUP by CARPENTER,JOSH",,,,,,,"MISS LAYUP by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
