Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
16:13,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
15:53,"MISS 3PTR by JONES,BLAKE",,,,,,,"MISS 3PTR by JONES,BLAKE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
15:31,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
15:28,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
15:28,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:28,,45,,48 (+3),"GOOD FT by DENEKA,HARRISON",BSC 45-48 (+3),,"GOOD FT by DENEKA,HARRISON",2
15:28,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
15:28,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
15:28,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
15:28,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
15:28,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
15:28,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
15:00,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
14:49,,45,,51 (+6),"GOOD 3PTR by THOM,IAN",BSC 45-51 (+6),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
14:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:25,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
14:22,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:15,,45,,54 (+9),"GOOD 3PTR by THOM,IAN",BSC 45-54 (+9),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
13:59,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
13:59,"GOOD FT by MARKWITH,TRENT",46,,54 (+8),,MILLMBB 46-54 (+8),,"GOOD FT by MARKWITH,TRENT",2
13:59,"GOOD FT by MARKWITH,TRENT",47,,54 (+7),,MILLMBB 47-54 (+7),,"GOOD FT by MARKWITH,TRENT",2
13:59,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
13:59,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
13:46,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
13:45,"STEAL  by MANCUSO,LOGAN",,,,,,,"STEAL  by MANCUSO,LOGAN",2
13:35,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
13:32,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",49,,54 (+5),,MILLMBB 49-54 (+5),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
13:16,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
13:05,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
12:45,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
12:38,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",2
12:38,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
12:38,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
12:38,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
12:38,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
12:38,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
12:38,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
12:38,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
12:38,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
12:38,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
12:38,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
12:38,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
12:14,,,,,"MISS LAYUP by CRAIN,JOHN",,,"MISS LAYUP by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",2
12:11,,49,,56 (+7),"GOOD TIPIN by BARRON,MAC(in the paint)",BSC 49-56 (+7),,"GOOD TIPIN by BARRON,MAC(in the paint)",2
12:00,"GOOD 3PTR by ATKINSON,QUINN",52,,56 (+4),,MILLMBB 52-56 (+4),,"GOOD 3PTR by ATKINSON,QUINN",2
11:52,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
11:39,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
11:39,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:39,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",2
11:39,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:39,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
11:18,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
11:17,"STEAL  by ATKINSON,QUINN",,,,,,,"STEAL  by ATKINSON,QUINN",2
11:14,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
11:14,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
11:00,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
10:40,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",2
10:40,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:40,,52,,57 (+5),"GOOD FT by RUDAK,MATTY",BSC 52-57 (+5),,"GOOD FT by RUDAK,MATTY",2
10:40,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
10:40,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
10:40,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
10:40,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
10:40,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
10:40,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
10:18,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
10:11,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
09:45,"TURNOVER  by MCSWAIN,JOSHUA",,,,,,,"TURNOVER  by MCSWAIN,JOSHUA",2
09:25,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",2
09:24,"STEAL  by GERCHOW,ALEX",,,,,,,"STEAL  by GERCHOW,ALEX",2
09:07,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
09:07,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
09:07,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
09:03,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
08:49,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
08:48,"STEAL  by GERCHOW,ALEX",,,,,,,"STEAL  by GERCHOW,ALEX",2
08:37,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
08:37,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
08:37,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
08:37,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
08:37,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
08:37,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:37,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
08:37,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
08:37,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
08:30,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",54,,57 (+3),,MILLMBB 54-57 (+3),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
08:09,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
08:06,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
08:06,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
08:06,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
08:06,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
07:55,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
07:38,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
07:38,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
07:32,"FOUL  by HANSTAD,RAJAN",,,,,,,"FOUL  by HANSTAD,RAJAN",2
07:32,,54,,58 (+4),"GOOD FT by AVERY,ALEX",BSC 54-58 (+4),,"GOOD FT by AVERY,ALEX",2
07:32,,54,,59 (+5),"GOOD FT by AVERY,ALEX",BSC 54-59 (+5),,"GOOD FT by AVERY,ALEX",2
07:32,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
07:32,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
07:32,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
07:32,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
07:15,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",56,,59 (+3),,MILLMBB 56-59 (+3),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
06:51,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
06:39,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",2
--,"REBOUND OFF by MCSWAIN,JOSHUA",,,,,,,"REBOUND OFF by MCSWAIN,JOSHUA",2
06:35,"GOOD TIPIN by MCSWAIN,JOSHUA(in the paint)",58,,59 (+1),,MILLMBB 58-59 (+1),,"GOOD TIPIN by MCSWAIN,JOSHUA(in the paint)",2
06:15,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
06:12,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
05:49,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
05:49,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
05:49,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
05:49,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
05:49,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:26,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
05:25,,,,,"STEAL  by CRAIN,JOHN",,,"STEAL  by CRAIN,JOHN",2
04:59,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
04:55,,58,,61 (+3),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 58-61 (+3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
04:35,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",60,,61 (+1),,MILLMBB 60-61 (+1),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
04:08,,60,,63 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 60-63 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
04:08,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
04:08,,60,,64 (+4),"GOOD FT by AVERY,ALEX",BSC 60-64 (+4),,"GOOD FT by AVERY,ALEX",2
04:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:08,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
04:08,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
03:47,"GOOD JUMPER by ATKINSON,QUINN",62,,64 (+2),,MILLMBB 62-64 (+2),,"GOOD JUMPER by ATKINSON,QUINN",2
03:16,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",2
02:59,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
02:58,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
02:55,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",64,,64,,MILLMBB 64-64 (0),,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
02:31,,64,,67 (+3),"GOOD 3PTR by DENEKA,HARRISON",BSC 64-67 (+3),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
02:06,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
02:06,,,,,"BLOCK  by CRAIN,JOHN",,,"BLOCK  by CRAIN,JOHN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
01:38,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
01:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:29,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
01:29,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
01:29,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
01:29,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
01:19,"GOOD LAYUP by JONES,BLAKE(in the paint)",66,,67 (+1),,MILLMBB 66-67 (+1),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
01:00,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
00:52,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
00:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:33,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:33,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:15,,66,,69 (+3),"GOOD JUMPER by WELCH,ROSS(in the paint)",BSC 66-69 (+3),,"GOOD JUMPER by WELCH,ROSS(in the paint)",2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:14,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
00:14,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
00:02,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
00:02,"GOOD FT by ATKINSON,QUINN",67,,69 (+2),,MILLMBB 67-69 (+2),,"GOOD FT by ATKINSON,QUINN",2
00:02,"GOOD FT by ATKINSON,QUINN",68,,69 (+1),,MILLMBB 68-69 (+1),,"GOOD FT by ATKINSON,QUINN",2
00:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:02,"GOOD FT by ATKINSON,QUINN",69,,69,,MILLMBB 69-69 (0),,"GOOD FT by ATKINSON,QUINN",2
00:02,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
00:02,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
00:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:01,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:01,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:00,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:00,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",3
05:00,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",3
04:39,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",3
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",3
04:34,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",71 (+2),,69,,MILLMBB 71-69 (-2),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",3
04:18,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",3
04:17,"STEAL  by GERCHOW,ALEX",,,,,,,"STEAL  by GERCHOW,ALEX",3
03:54,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",3
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",3
03:48,,71,,71,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 71-71 (0),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",3
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",3
03:29,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",3
03:29,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:29,"GOOD FT by GERCHOW,ALEX",72 (+1),,71,,MILLMBB 72-71 (-1),,"GOOD FT by GERCHOW,ALEX",3
03:29,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",3
03:29,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",3
03:10,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",3
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",3
03:07,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",3
03:07,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:07,,72,,72,"GOOD FT by AVERY,ALEX",BSC 72-72 (0),,"GOOD FT by AVERY,ALEX",3
03:07,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",3
03:07,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",3
02:38,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",3
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",3
02:10,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",3
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",3
02:09,,72,,74 (+2),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 72-74 (+2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",3
02:09,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",3
02:09,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",3
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",3
02:09,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",3
02:09,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",3
01:50,"GOOD JUMPER by ATKINSON,QUINN",74,,74,,MILLMBB 74-74 (0),,"GOOD JUMPER by ATKINSON,QUINN",3
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",3
01:29,,74,,77 (+3),"GOOD 3PTR by WELCH,ROSS",BSC 74-77 (+3),,"GOOD 3PTR by WELCH,ROSS",3
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",3
01:14,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",3
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",3
00:46,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",3
00:44,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",3
00:40,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",76,,77 (+1),,MILLMBB 76-77 (+1),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",3
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",3
00:18,,76,,80 (+4),"GOOD 3PTR by WELCH,ROSS",BSC 76-80 (+4),,"GOOD 3PTR by WELCH,ROSS",3
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",3
00:11,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",78,,80 (+2),,MILLMBB 78-80 (+2),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",3
00:07,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",3
00:07,,78,,81 (+3),"GOOD FT by WELCH,ROSS",BSC 78-81 (+3),,"GOOD FT by WELCH,ROSS",3
00:07,,,,,"MISS FT by WELCH,ROSS",,,"MISS FT by WELCH,ROSS",3
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",3
00:01,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",3
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",3
