Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,HSC,Game Score,Team Indicator,Play,Period
15:34,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
15:34,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
15:34,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:34,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
15:34,,,,,"SUB IN by SMITH,ALEX",,,"SUB IN by SMITH,ALEX",2
15:34,,,,,"SUB OUT by LEWIS,GREG",,,"SUB OUT by LEWIS,GREG",2
15:13,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
15:13,,26,,34 (+8),"GOOD FT by SMITH,ALEX",HSC 26-34 (-8),,"GOOD FT by SMITH,ALEX",2
15:13,,26,,35 (+9),"GOOD FT by SMITH,ALEX",HSC 26-35 (-9),,"GOOD FT by SMITH,ALEX",2
15:01,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by SMITH,ALEX",,,"REBOUND DEF by SMITH,ALEX",2
14:49,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
14:49,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
14:49,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
14:46,,,,,"MISS 3PTR by OWENS,MITCH",,,"MISS 3PTR by OWENS,MITCH",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
14:35,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
14:35,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
14:35,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
14:35,,,,,"SUB IN by SCOTT,WILLIAM",,,"SUB IN by SCOTT,WILLIAM",2
14:35,,,,,"SUB OUT by OWENS,MITCH",,,"SUB OUT by OWENS,MITCH",2
14:18,,26,,37 (+11),"GOOD JUMPER by MURRAY,MIKE",HSC 26-37 (-11),,"GOOD JUMPER by MURRAY,MIKE",2
13:44,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by SCOTT,WILLIAM",,,"REBOUND DEF by SCOTT,WILLIAM",2
13:08,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
13:08,,26,,38 (+12),"GOOD FT by MURRAY,MIKE",HSC 26-38 (-12),,"GOOD FT by MURRAY,MIKE",2
13:08,,26,,39 (+13),"GOOD FT by MURRAY,MIKE",HSC 26-39 (-13),,"GOOD FT by MURRAY,MIKE",2
13:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:08,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
13:08,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
13:08,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
13:08,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
12:56,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
12:55,,,,,"STEAL  by SCOTT,WILLIAM",,,"STEAL  by SCOTT,WILLIAM",2
12:46,,,,,"MISS 3PTR by DUNCAN,JAKE",,,"MISS 3PTR by DUNCAN,JAKE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
12:14,"GOOD LAYUP by BROWN,SETH(in the paint)",28,,39 (+11),,SEWANEE 28-39 (-11),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",2
11:55,,28,,42 (+14),"GOOD 3PTR by SMITH,ALEX",HSC 28-42 (-14),,"GOOD 3PTR by SMITH,ALEX",2
--,,,,,"ASSIST  by MURRAY,MIKE",,,"ASSIST  by MURRAY,MIKE",2
11:23,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
11:17,"GOOD LAYUP by CARTER,KESHONN(in the paint)",30,,42 (+12),,SEWANEE 30-42 (-12),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
10:49,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
10:49,,30,,43 (+13),"GOOD FT by MURRAY,MIKE",HSC 30-43 (-13),,"GOOD FT by MURRAY,MIKE",2
10:49,,30,,44 (+14),"GOOD FT by MURRAY,MIKE",HSC 30-44 (-14),,"GOOD FT by MURRAY,MIKE",2
10:49,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
10:49,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
10:49,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
10:49,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
10:49,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
10:49,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
10:49,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
10:49,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
10:49,,,,,"SUB IN by HARGROVE,LEON",,,"SUB IN by HARGROVE,LEON",2
10:49,,,,,"SUB IN by CHASE,NICK",,,"SUB IN by CHASE,NICK",2
10:49,,,,,"SUB IN by LEWIS,GREG",,,"SUB IN by LEWIS,GREG",2
10:49,,,,,"SUB OUT by MURRAY,MIKE",,,"SUB OUT by MURRAY,MIKE",2
10:49,,,,,"SUB OUT by KUEHN,HUNTER",,,"SUB OUT by KUEHN,HUNTER",2
10:49,,,,,"SUB OUT by SMITH,ALEX",,,"SUB OUT by SMITH,ALEX",2
10:29,"GOOD LAYUP by STONE,BRODY(in the paint)",32,,44 (+12),,SEWANEE 32-44 (-12),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
10:14,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
10:07,,,,,"MISS JUMPER by DUNCAN,JAKE",,,"MISS JUMPER by DUNCAN,JAKE",2
--,,,,,"REBOUND OFF by SCOTT,WILLIAM",,,"REBOUND OFF by SCOTT,WILLIAM",2
09:45,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
09:45,,,,,"MISS FT by HARGROVE,LEON",,,"MISS FT by HARGROVE,LEON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:45,,32,,45 (+13),"GOOD FT by HARGROVE,LEON",HSC 32-45 (-13),,"GOOD FT by HARGROVE,LEON",2
09:21,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:19,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
09:19,,,,,"MISS FT by SCOTT,WILLIAM",,,"MISS FT by SCOTT,WILLIAM",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
09:19,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
09:19,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
09:05,,,,,"FOUL  by LEWIS,GREG",,,"FOUL  by LEWIS,GREG",2
09:02,"GOOD 3PTR by WILLIAMS,JORDEN",35,,45 (+10),,SEWANEE 35-45 (-10),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
08:41,,,,,"TURNOVER  by CHASE,NICK",,,"TURNOVER  by CHASE,NICK",2
08:39,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
08:34,"GOOD 3PTR by BORN,CLAY",38,,45 (+7),,SEWANEE 38-45 (-7),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
08:11,,,,,"MISS 3PTR by DUNCAN,JAKE",,,"MISS 3PTR by DUNCAN,JAKE",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
07:58,"GOOD 3PTR by WILLIAMS,JORDEN",41,,45 (+4),,SEWANEE 41-45 (-4),,"GOOD 3PTR by WILLIAMS,JORDEN",2
07:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:55,,,,,"SUB IN by KUEHN,HUNTER",,,"SUB IN by KUEHN,HUNTER",2
07:55,,,,,"SUB IN by DUNCAN,JAKE",,,"SUB IN by DUNCAN,JAKE",2
07:55,,,,,"SUB IN by MURRAY,MIKE",,,"SUB IN by MURRAY,MIKE",2
07:55,,,,,"SUB IN by OWENS,MITCH",,,"SUB IN by OWENS,MITCH",2
07:55,,,,,"SUB IN by LEWIS,GREG",,,"SUB IN by LEWIS,GREG",2
07:55,,,,,"SUB OUT by DUNCAN,JAKE",,,"SUB OUT by DUNCAN,JAKE",2
07:55,,,,,"SUB OUT by CHASE,NICK",,,"SUB OUT by CHASE,NICK",2
07:55,,,,,"SUB OUT by HARGROVE,LEON",,,"SUB OUT by HARGROVE,LEON",2
07:55,,,,,"SUB OUT by SCOTT,WILLIAM",,,"SUB OUT by SCOTT,WILLIAM",2
07:55,,,,,"SUB OUT by LEWIS,GREG",,,"SUB OUT by LEWIS,GREG",2
07:32,,41,,48 (+7),"GOOD 3PTR by LEWIS,GREG",HSC 41-48 (-7),,"GOOD 3PTR by LEWIS,GREG",2
--,,,,,"ASSIST  by MURRAY,MIKE",,,"ASSIST  by MURRAY,MIKE",2
07:12,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
06:54,,,,,"MISS 3PTR by LEWIS,GREG",,,"MISS 3PTR by LEWIS,GREG",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
06:38,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
06:35,,,,,"STEAL  by OWENS,MITCH",,,"STEAL  by OWENS,MITCH",2
06:33,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
06:04,,41,,49 (+8),"GOOD FT by LEWIS,GREG",HSC 41-49 (-8),,"GOOD FT by LEWIS,GREG",2
06:01,,,,,"MISS FT by LEWIS,GREG",,,"MISS FT by LEWIS,GREG",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
05:58,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by MURRAY,MIKE",,,"REBOUND DEF by MURRAY,MIKE",2
05:57,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
05:57,,41,,50 (+9),"GOOD FT by MURRAY,MIKE",HSC 41-50 (-9),,"GOOD FT by MURRAY,MIKE",2
05:57,,41,,51 (+10),"GOOD FT by MURRAY,MIKE",HSC 41-51 (-10),,"GOOD FT by MURRAY,MIKE",2
05:57,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
05:57,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
05:47,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND DEF by LEWIS,GREG",,,"REBOUND DEF by LEWIS,GREG",2
05:14,,41,,53 (+12),"GOOD JUMPER by DUNCAN,JAKE",HSC 41-53 (-12),,"GOOD JUMPER by DUNCAN,JAKE",2
04:45,"GOOD JUMPER by CARTER,KESHONN",43,,53 (+10),,SEWANEE 43-53 (-10),,"GOOD JUMPER by CARTER,KESHONN",2
04:17,,,,,"TURNOVER  by DUNCAN,JAKE",,,"TURNOVER  by DUNCAN,JAKE",2
04:16,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
04:12,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND OFF by WILLIAMS,JORDEN",,,,,,,"REBOUND OFF by WILLIAMS,JORDEN",2
04:02,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
03:50,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
03:22,,43,,56 (+13),"GOOD 3PTR by DUNCAN,JAKE",HSC 43-56 (-13),,"GOOD 3PTR by DUNCAN,JAKE",2
--,,,,,"ASSIST  by MURRAY,MIKE",,,"ASSIST  by MURRAY,MIKE",2
03:01,"GOOD JUMPER by WILLIAMS,JORDEN",45,,56 (+11),,SEWANEE 45-56 (-11),,"GOOD JUMPER by WILLIAMS,JORDEN",2
02:28,,,,,"TURNOVER  by MURRAY,MIKE",,,"TURNOVER  by MURRAY,MIKE",2
02:28,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
02:28,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
02:17,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by KUEHN,HUNTER",,,"REBOUND DEF by KUEHN,HUNTER",2
02:00,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
02:00,,,,,"MISS FT by MURRAY,MIKE",,,"MISS FT by MURRAY,MIKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:00,,45,,57 (+12),"GOOD FT by MURRAY,MIKE",HSC 45-57 (-12),,"GOOD FT by MURRAY,MIKE",2
02:00,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
02:00,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
01:46,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:46,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
01:46,,,,,"MISS FT by SCOTT,WILLIAM",,,"MISS FT by SCOTT,WILLIAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:46,,,,,"MISS FT by SCOTT,WILLIAM",,,"MISS FT by SCOTT,WILLIAM",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
01:46,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
01:46,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
01:30,"GOOD 3PTR by WILLIAMS,JORDEN",48,,57 (+9),,SEWANEE 48-57 (-9),,"GOOD 3PTR by WILLIAMS,JORDEN",2
01:15,,,,,"MISS 3PTR by LEWIS,GREG",,,"MISS 3PTR by LEWIS,GREG",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
01:00,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
00:55,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
00:52,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND DEF by DUNCAN,JAKE",,,"REBOUND DEF by DUNCAN,JAKE",2
00:38,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
00:38,,48,,58 (+10),"GOOD FT by MURRAY,MIKE",HSC 48-58 (-10),,"GOOD FT by MURRAY,MIKE",2
00:38,,,,,"MISS FT by MURRAY,MIKE",,,"MISS FT by MURRAY,MIKE",2
00:38,,,,,"SUB IN by CHASE,NICK",,,"SUB IN by CHASE,NICK",2
00:38,,,,,"SUB IN by SMITH,ALEX",,,"SUB IN by SMITH,ALEX",2
00:38,,,,,"SUB OUT by OWENS,MITCH",,,"SUB OUT by OWENS,MITCH",2
00:38,,,,,"SUB OUT by LEWIS,GREG",,,"SUB OUT by LEWIS,GREG",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
00:21,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by WILLIAMS,JORDEN",,,,,,,"REBOUND OFF by WILLIAMS,JORDEN",2
00:12,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
00:09,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:09,,,,,"SUB IN by HARGROVE,LEON",,,"SUB IN by HARGROVE,LEON",2
00:09,,,,,"SUB OUT by KUEHN,HUNTER",,,"SUB OUT by KUEHN,HUNTER",2
00:08,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by CHASE,NICK",,,"REBOUND DEF by CHASE,NICK",2
