Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
12:44,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
12:44,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
12:44,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
12:44,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
11:56,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
11:45,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
11:32,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",2
11:23,,30,,42 (+12),"GOOD LAYUP by TOME,MATT(in the paint)",SEWANEE 30-42 (+12),,"GOOD LAYUP by TOME,MATT(in the paint)",2
11:06,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
10:57,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
10:57,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
10:57,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
10:57,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
10:57,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
10:36,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
10:32,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
10:32,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
10:14,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
10:14,"GOOD FT by ATKINSON,QUINN",31,,42 (+11),,MILLSAPS 31-42 (+11),,"GOOD FT by ATKINSON,QUINN",2
10:14,"GOOD FT by ATKINSON,QUINN",32,,42 (+10),,MILLSAPS 32-42 (+10),,"GOOD FT by ATKINSON,QUINN",2
10:14,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
10:14,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
10:14,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
10:14,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
09:53,,32,,44 (+12),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 32-44 (+12),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
09:45,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
09:42,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
09:42,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
09:19,"MISS JUMPER by MCSWAIN,JOSH",,,,,,,"MISS JUMPER by MCSWAIN,JOSH",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
08:58,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
08:36,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
08:31,,32,,46 (+14),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 32-46 (+14),,"GOOD JUMPER by WILLIAMS,JORDEN",2
08:15,"GOOD JUMPER by MCSWAIN,JOSH",34,,46 (+12),,MILLSAPS 34-46 (+12),,"GOOD JUMPER by MCSWAIN,JOSH",2
--,"ASSIST  by MOORE,MYLES",,,,,,,"ASSIST  by MOORE,MYLES",2
08:11,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
08:11,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
08:11,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
08:11,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
07:44,,34,,48 (+14),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 34-48 (+14),,"GOOD JUMPER by CARTER,KESHONN",2
07:15,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
07:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:01,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
07:01,,34,,49 (+15),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 34-49 (+15),,"GOOD FT by CALDWELL,MARCELLUS",2
07:01,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
07:01,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
06:45,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
06:20,,34,,51 (+17),"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 34-51 (+17),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
05:55,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
05:31,,,,,"MISS LAYUP by WILLIAMS,JORDEN",,,"MISS LAYUP by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
05:21,"MISS 3PTR by DETILLIEU,RYAN",,,,,,,"MISS 3PTR by DETILLIEU,RYAN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
05:15,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
05:15,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
05:15,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
05:15,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
05:15,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
05:15,,,,,"SUB IN by JENNINGS,WILL",,,"SUB IN by JENNINGS,WILL",2
05:15,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
05:15,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
05:15,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
05:15,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
05:05,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
05:05,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
05:05,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
04:59,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
04:41,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
04:41,,34,,52 (+18),"GOOD FT by CARTER,KESHONN",SEWANEE 34-52 (+18),,"GOOD FT by CARTER,KESHONN",2
04:41,,34,,53 (+19),"GOOD FT by CARTER,KESHONN",SEWANEE 34-53 (+19),,"GOOD FT by CARTER,KESHONN",2
04:41,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
04:41,,,,,"SUB OUT by JENNINGS,WILL",,,"SUB OUT by JENNINGS,WILL",2
04:39,"MISS 3PTR by DETILLIEU,RYAN",,,,,,,"MISS 3PTR by DETILLIEU,RYAN",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
04:35,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
04:35,,34,,54 (+20),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 34-54 (+20),,"GOOD FT by MCCULLOUGH,JACOB",2
04:35,,34,,55 (+21),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 34-55 (+21),,"GOOD FT by MCCULLOUGH,JACOB",2
04:35,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
04:35,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:22,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",36,,55 (+19),,MILLSAPS 36-55 (+19),,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
04:18,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:17,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by PRATER,DALLAS",,,,,,,"REBOUND DEF by PRATER,DALLAS",2
04:06,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
03:39,,36,,57 (+21),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 36-57 (+21),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
03:21,"GOOD 3PTR by PRATER,DALLAS",39,,57 (+18),,MILLSAPS 39-57 (+18),,"GOOD 3PTR by PRATER,DALLAS",2
03:00,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
02:46,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
02:46,"GOOD FT by PRATER,DALLAS",40,,57 (+17),,MILLSAPS 40-57 (+17),,"GOOD FT by PRATER,DALLAS",2
02:46,"GOOD FT by PRATER,DALLAS",41,,57 (+16),,MILLSAPS 41-57 (+16),,"GOOD FT by PRATER,DALLAS",2
02:46,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
02:46,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
02:46,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
02:46,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
02:46,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
02:46,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
02:24,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
02:14,"MISS LAYUP by MOORE,MYLES",,,,,,,"MISS LAYUP by MOORE,MYLES",2
--,"REBOUND OFF by MCSWAIN,JOSH",,,,,,,"REBOUND OFF by MCSWAIN,JOSH",2
02:14,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
02:14,"GOOD FT by MCSWAIN,JOSH",42,,57 (+15),,MILLSAPS 42-57 (+15),,"GOOD FT by MCSWAIN,JOSH",2
02:14,"GOOD FT by MCSWAIN,JOSH",43,,57 (+14),,MILLSAPS 43-57 (+14),,"GOOD FT by MCSWAIN,JOSH",2
02:14,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
02:14,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
01:51,,,,,"MISS 3PTR by TURNER,BYRON",,,"MISS 3PTR by TURNER,BYRON",2
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",2
01:44,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",2
01:34,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",2
01:34,,43,,58 (+15),"GOOD FT by HOWELL,TAYLOR",SEWANEE 43-58 (+15),,"GOOD FT by HOWELL,TAYLOR",2
01:34,,,,,"MISS FT by HOWELL,TAYLOR",,,"MISS FT by HOWELL,TAYLOR",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
01:34,,,,,"SUB IN by JENNINGS,WILL",,,"SUB IN by JENNINGS,WILL",2
01:34,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
01:28,"MISS JUMPER by PRATER,DALLAS",,,,,,,"MISS JUMPER by PRATER,DALLAS",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
01:18,,43,,60 (+17),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 43-60 (+17),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
01:04,"TURNOVER  by HANSTAD,RAJAN",,,,,,,"TURNOVER  by HANSTAD,RAJAN",2
00:59,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
00:59,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",2
00:23,,,,,"TURNOVER  by JENNINGS,WILL",,,"TURNOVER  by JENNINGS,WILL",2
00:23,,,,,"FOUL  by JENNINGS,WILL",,,"FOUL  by JENNINGS,WILL",2
00:23,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
00:23,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
00:14,"TURNOVER  by MOORE,MYLES",,,,,,,"TURNOVER  by MOORE,MYLES",2
