Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
16:25,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
16:23,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
16:23,,27,,29 (+2),"GOOD FT by HOECK,RYAN VAN",RHODES 27-29 (-2),,"GOOD FT by HOECK,RYAN VAN",2
16:23,,27,,30 (+3),"GOOD FT by HOECK,RYAN VAN",RHODES 27-30 (-3),,"GOOD FT by HOECK,RYAN VAN",2
16:23,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
16:23,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
16:23,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
16:23,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
16:06,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
15:43,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
15:32,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
15:25,,27,,32 (+5),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 27-32 (-5),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:02,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
14:51,,27,,35 (+8),"GOOD 3PTR by MILLER,DREW",RHODES 27-35 (-8),,"GOOD 3PTR by MILLER,DREW",2
14:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:38,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
14:38,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:38,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:38,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:27,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
14:27,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
14:19,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:17,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
14:09,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
14:08,,,,,"STEAL  by COLLINS,LUKE",,,"STEAL  by COLLINS,LUKE",2
13:58,,27,,38 (+11),"GOOD 3PTR by COLLINS,LUKE",RHODES 27-38 (-11),,"GOOD 3PTR by COLLINS,LUKE",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
13:35,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
13:35,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
13:35,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
13:35,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
13:35,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
13:35,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
13:35,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:22,"GOOD JUMPER by CARTER,KESHONN",29,,38 (+9),,SEWANEE 29-38 (-9),,"GOOD JUMPER by CARTER,KESHONN",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
12:59,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
12:56,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
12:56,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",2
12:56,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
12:56,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:56,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
12:39,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:39,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:39,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:39,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:35,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
12:34,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",2
12:32,"TURNOVER  by TURNER,BYRON",,,,,,,"TURNOVER  by TURNER,BYRON",2
12:32,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",2
12:32,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
12:32,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
12:32,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:15,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
12:15,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
12:02,"GOOD LAYUP by STONE,BRODY(in the paint)",31,,38 (+7),,SEWANEE 31-38 (-7),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
11:46,,31,,40 (+9),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 31-40 (-9),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
11:29,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
11:27,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
11:10,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",2
10:54,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
10:53,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
10:43,,31,,42 (+11),"GOOD JUMPER by BUTTS,KEYSHAWN(in the paint)",RHODES 31-42 (-11),,"GOOD JUMPER by BUTTS,KEYSHAWN(in the paint)",2
10:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:33,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
10:33,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
10:33,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",2
10:33,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
10:33,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:33,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
10:33,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
10:33,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
10:13,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
10:12,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
10:01,,31,,44 (+13),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 31-44 (-13),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
09:27,"GOOD 3PTR by TOME,MATT",34,,44 (+10),,SEWANEE 34-44 (-10),,"GOOD 3PTR by TOME,MATT",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
09:16,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
09:16,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
09:16,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
09:16,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
09:16,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
09:16,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
09:16,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
09:13,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
09:13,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
09:13,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
08:52,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
08:52,,34,,45 (+11),"GOOD FT by MILLER,DREW",RHODES 34-45 (-11),,"GOOD FT by MILLER,DREW",2
08:52,,34,,46 (+12),"GOOD FT by MILLER,DREW",RHODES 34-46 (-12),,"GOOD FT by MILLER,DREW",2
08:52,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
08:52,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
08:26,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
08:25,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
08:19,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
07:55,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
07:54,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
07:51,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
07:44,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
07:27,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
07:27,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
07:19,,,,,"MISS 3PTR by LIVSEY,GEOFF",,,"MISS 3PTR by LIVSEY,GEOFF",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:17,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:17,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:17,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
07:17,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
07:01,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
06:44,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
06:29,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
06:14,,34,,48 (+14),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 34-48 (-14),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
06:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:06,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
06:06,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
05:42,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
05:42,"MISS FT by BROWN,SETH",,,,,,,"MISS FT by BROWN,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:42,"MISS FT by BROWN,SETH",,,,,,,"MISS FT by BROWN,SETH",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
05:42,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
05:42,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
05:17,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
05:05,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
04:47,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
04:18,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
04:18,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
04:18,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
04:18,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:16,,34,,51 (+17),"GOOD 3PTR by MILLER,DREW",RHODES 34-51 (-17),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
03:46,"GOOD 3PTR by BORN,LEO",37,,51 (+14),,SEWANEE 37-51 (-14),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
03:17,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
03:17,,37,,52 (+15),"GOOD FT by COLLINS,LUKE",RHODES 37-52 (-15),,"GOOD FT by COLLINS,LUKE",2
03:17,,37,,53 (+16),"GOOD FT by COLLINS,LUKE",RHODES 37-53 (-16),,"GOOD FT by COLLINS,LUKE",2
03:02,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
03:00,,,,,"STEAL  by COLLINS,LUKE",,,"STEAL  by COLLINS,LUKE",2
02:50,,37,,55 (+18),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 37-55 (-18),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
02:30,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
01:55,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
01:41,"GOOD 3PTR by BORN,CLAY",40,,55 (+15),,SEWANEE 40-55 (-15),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",2
01:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:38,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",2
01:38,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
01:38,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
01:38,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
01:23,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
01:23,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:23,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
01:16,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND OFF by TURNER,BYRON",,,,,,,"REBOUND OFF by TURNER,BYRON",2
01:12,"GOOD LAYUP by STONE,BRODY(in the paint)",42,,55 (+13),,SEWANEE 42-55 (-13),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
00:35,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",2
00:24,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:24,"GOOD FT by WILLIAMS,JORDEN",43,,55 (+12),,SEWANEE 43-55 (-12),,"GOOD FT by WILLIAMS,JORDEN",2
00:24,"GOOD FT by WILLIAMS,JORDEN",44,,55 (+11),,SEWANEE 44-55 (-11),,"GOOD FT by WILLIAMS,JORDEN",2
