Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
14:22,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:22,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
14:22,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
14:22,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
14:09,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",1
13:59,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
13:40,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
13:23,,6,,18 (+12),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 6-18 (-12),,"GOOD LAYUP by THOM,IAN(in the paint)",1
13:04,"GOOD JUMPER by WILLIAMS,JORDEN",8,,18 (+10),,SEWANEE 8-18 (-10),,"GOOD JUMPER by WILLIAMS,JORDEN",1
12:57,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
12:55,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",1
12:52,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",1
12:46,,8,,21 (+13),"GOOD 3PTR by CRAIN,JOHN",BSC 8-21 (-13),,"GOOD 3PTR by CRAIN,JOHN",1
12:14,"GOOD 3PTR by BORN,LEO",11,,21 (+10),,SEWANEE 11-21 (-10),,"GOOD 3PTR by BORN,LEO",1
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",1
11:58,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
11:58,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
11:58,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
11:58,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
11:58,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
11:58,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
11:25,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
11:23,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
11:21,"GOOD LAYUP by STONE,BRODY(in the paint)",13,,21 (+8),,SEWANEE 13-21 (-8),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
11:02,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
10:37,"GOOD LAYUP by STONE,BRODY(in the paint)",15,,21 (+6),,SEWANEE 15-21 (-6),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
10:17,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
09:49,"GOOD JUMPER by CALDWELL,MARCELLUS",17,,21 (+4),,SEWANEE 17-21 (-4),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
09:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:35,,17,,23 (+6),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 17-23 (-6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
09:32,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
09:32,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
09:32,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
09:32,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
09:32,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
09:32,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
09:32,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
09:32,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
09:32,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
09:32,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
09:27,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
09:27,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
09:27,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
09:27,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
09:27,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
09:27,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
09:14,"GOOD LAYUP by CARTER,KESHONN(in the paint)",19,,23 (+4),,SEWANEE 19-23 (-4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
09:00,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
08:38,"GOOD LAYUP by CARTER,KESHONN(in the paint)",21,,23 (+2),,SEWANEE 21-23 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
08:16,,21,,25 (+4),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 21-25 (-4),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
07:51,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
07:51,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
07:36,"GOOD LAYUP by CARTER,KESHONN(in the paint)",23,,25 (+2),,SEWANEE 23-25 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
07:17,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",1
07:16,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",1
06:58,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",25,,25,,SEWANEE 25-25 (0),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
06:38,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",1
06:37,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",1
06:17,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
06:03,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
06:00,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",1
05:47,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
05:28,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",1
05:28,,25,,26 (+1),"GOOD FT by THOMAS,LARRY",BSC 25-26 (-1),,"GOOD FT by THOMAS,LARRY",1
05:28,,25,,27 (+2),"GOOD FT by THOMAS,LARRY",BSC 25-27 (-2),,"GOOD FT by THOMAS,LARRY",1
05:28,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
05:28,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
05:28,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
05:28,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
05:28,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
05:28,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
05:28,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
05:28,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
05:01,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",1
--,"REBOUND OFF by VEAL,ROBERT",,,,,,,"REBOUND OFF by VEAL,ROBERT",1
04:56,"MISS LAYUP by VEAL,ROBERT",,,,,,,"MISS LAYUP by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
04:38,,25,,29 (+4),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 25-29 (-4),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",1
04:16,"GOOD JUMPER by CALDWELL,MARCELLUS",27,,29 (+2),,SEWANEE 27-29 (-2),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
03:49,,27,,31 (+4),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 27-31 (-4),,"GOOD LAYUP by THOM,IAN(in the paint)",1
03:17,"GOOD 3PTR by BORN,LEO",30,,31 (+1),,SEWANEE 30-31 (-1),,"GOOD 3PTR by BORN,LEO",1
02:57,,30,,33 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 30-33 (-3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
02:31,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
02:18,,30,,36 (+6),"GOOD 3PTR by DENEKA,HARRISON",BSC 30-36 (-6),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
02:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:11,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
02:11,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
02:11,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
02:11,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
02:11,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
02:11,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
02:11,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
02:11,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
02:11,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
02:11,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
01:58,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
01:58,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
01:29,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",1
01:19,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
01:19,,30,,37 (+7),"GOOD FT by DENEKA,HARRISON",BSC 30-37 (-7),,"GOOD FT by DENEKA,HARRISON",1
01:19,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:19,,30,,38 (+8),"GOOD FT by DENEKA,HARRISON",BSC 30-38 (-8),,"GOOD FT by DENEKA,HARRISON",1
01:19,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
01:19,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
01:19,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
01:19,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
01:19,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
01:19,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
01:19,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
01:19,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
01:19,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
01:19,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
00:49,,,,,"MISS JUMPER by MCKINLEY,CONNER",,,"MISS JUMPER by MCKINLEY,CONNER",1
00:49,"BLOCK  by CLENDENEN,MATT",,,,,,,"BLOCK  by CLENDENEN,MATT",1
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
00:01,"MISS JUMPER by BROWN,SETH",,,,,,,"MISS JUMPER by BROWN,SETH",1
00:01,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
20:00,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
20:00,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
19:42,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
19:20,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",2
19:00,,30,,40 (+10),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 30-40 (-10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
19:00,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
19:00,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
18:44,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
18:40,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
18:40,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:40,"GOOD FT by WILLIAMS,JORDEN",31,,40 (+9),,SEWANEE 31-40 (-9),,"GOOD FT by WILLIAMS,JORDEN",2
18:22,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
18:17,,31,,42 (+11),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 31-42 (-11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
17:57,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
17:34,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
17:03,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",33,,42 (+9),,SEWANEE 33-42 (-9),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
16:43,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
16:43,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
16:43,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
16:43,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
16:43,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
16:33,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
16:06,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
15:52,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
15:43,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:29,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
15:27,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
15:10,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
14:59,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:41,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
14:40,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
14:19,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
14:10,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
13:53,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
13:53,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
13:53,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
13:53,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
13:53,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:53,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
13:53,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
13:53,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
13:53,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:53,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:53,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
13:53,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
13:53,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:41,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
13:27,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:06,"GOOD 3PTR by CALDWELL,MARCELLUS",36,,42 (+6),,SEWANEE 36-42 (-6),,"GOOD 3PTR by CALDWELL,MARCELLUS",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
13:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:52,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
12:52,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:52,,36,,43 (+7),"GOOD FT by LEWIS,EVAN",BSC 36-43 (-7),,"GOOD FT by LEWIS,EVAN",2
