Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
12:52,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
12:52,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
12:33,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by WILLIAMS,JORDEN",,,,,,,"REBOUND OFF by WILLIAMS,JORDEN",2
12:20,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
12:20,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
12:20,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
12:07,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
12:07,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:07,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
11:52,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
11:52,"GOOD FT by CALDWELL,MARCELLUS",37,,43 (+6),,SEWANEE 37-43 (-6),,"GOOD FT by CALDWELL,MARCELLUS",2
11:52,"GOOD FT by CALDWELL,MARCELLUS",38,,43 (+5),,SEWANEE 38-43 (-5),,"GOOD FT by CALDWELL,MARCELLUS",2
11:33,,38,,46 (+8),"GOOD 3PTR by CRAIN,JOHN",BSC 38-46 (-8),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
11:00,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",40,,46 (+6),,SEWANEE 40-46 (-6),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
10:39,,40,,49 (+9),"GOOD 3PTR by CRAIN,JOHN",BSC 40-49 (-9),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
10:30,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
10:28,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
10:27,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:03,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
10:03,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
10:03,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:03,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
10:03,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
10:03,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:03,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
10:03,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
10:03,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
10:03,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
10:03,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
10:03,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
10:03,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
10:02,"GOOD JUMPER by CARTER,KESHONN(in the paint)",42,,49 (+7),,SEWANEE 42-49 (-7),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
09:59,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
09:59,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
09:26,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
09:19,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
08:56,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
08:55,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
08:51,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
08:50,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
08:50,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:50,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
08:50,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
08:50,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
08:32,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
08:26,"GOOD LAYUP by STONE,BRODY(in the paint)",44,,49 (+5),,SEWANEE 44-49 (-5),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",2
08:09,,44,,51 (+7),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 44-51 (-7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
07:56,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
07:55,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
07:51,,44,,53 (+9),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 44-53 (-9),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
07:13,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",46,,53 (+7),,SEWANEE 46-53 (-7),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
06:58,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
06:58,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:58,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
06:58,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
06:58,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
06:58,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
06:58,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
06:58,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
06:58,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
06:42,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
06:42,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
06:26,,46,,55 (+9),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 46-55 (-9),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
06:06,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
05:48,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
05:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:43,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
05:43,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
05:25,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
05:24,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
04:56,,46,,58 (+12),"GOOD 3PTR by DENEKA,HARRISON",BSC 46-58 (-12),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
04:31,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:30,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
04:30,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
04:30,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
04:30,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
04:27,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND OFF by BORN,CLAY",,,,,,,"REBOUND OFF by BORN,CLAY",2
04:25,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
04:10,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
03:53,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
03:49,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
03:49,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:49,,46,,59 (+13),"GOOD FT by THOM,IAN",BSC 46-59 (-13),,"GOOD FT by THOM,IAN",2
03:49,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
03:49,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
03:35,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
03:35,"MISS FT by BORN,CLAY",,,,,,,"MISS FT by BORN,CLAY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
03:33,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
03:23,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
03:22,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
03:04,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
02:55,"GOOD 3PTR by TOME,MATT",49,,59 (+10),,SEWANEE 49-59 (-10),,"GOOD 3PTR by TOME,MATT",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
02:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:52,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
02:52,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
02:27,,49,,61 (+12),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 49-61 (-12),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
02:06,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
02:06,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
01:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:42,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
01:42,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
01:30,,49,,64 (+15),"GOOD 3PTR by THOMAS,LARRY",BSC 49-64 (-15),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
01:11,"GOOD JUMPER by CARTER,KESHONN(in the paint)",51,,64 (+13),,SEWANEE 51-64 (-13),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
01:04,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
01:04,,51,,65 (+14),"GOOD FT by LEWIS,EVAN",BSC 51-65 (-14),,"GOOD FT by LEWIS,EVAN",2
01:04,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
00:54,"GOOD JUMPER by STONE,BRODY(in the paint)",53,,65 (+12),,SEWANEE 53-65 (-12),,"GOOD JUMPER by STONE,BRODY(in the paint)",2
00:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:52,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
00:52,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:52,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
00:45,"GOOD LAYUP by CARTER,KESHONN(in the paint)",55,,65 (+10),,SEWANEE 55-65 (-10),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
00:45,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
00:45,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
00:45,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
00:45,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:43,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
00:43,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
00:29,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
00:26,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
