Time Remaining,USM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
06:34,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
06:19,"GOOD 3PTR by WILLIAMS,JORDEN",22 (+7),,15,,USM 22-15 (+7),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",1
06:10,,,,,"MISS JUMPER by LAWRENCE,CHRIS",,,"MISS JUMPER by LAWRENCE,CHRIS",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
05:57,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
05:51,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",1
05:51,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
05:51,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
05:51,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
05:27,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:10,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
05:07,"GOOD LAYUP by CARTER,KESHONN(in the paint)",24 (+9),,15,,USM 24-15 (+9),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
04:58,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
04:45,,,,,"MISS 3PTR by DAVIS,ALEX",,,"MISS 3PTR by DAVIS,ALEX",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
04:40,,24 (+7),,17,"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 24-17 (+7),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
--,,,,,"ASSIST  by PATRICK,DREW",,,"ASSIST  by PATRICK,DREW",1
04:24,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
04:24,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
04:24,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
04:24,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
04:24,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
04:24,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
04:24,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
04:00,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",1
04:00,,,,,"BLOCK  by SIGRIST,CONNOR",,,"BLOCK  by SIGRIST,CONNOR",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
03:56,"GOOD LAYUP by STONE,BRODY(in the paint)",26 (+9),,17,,USM 26-17 (+9),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
03:41,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
03:41,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
03:30,,26 (+7),,19,"GOOD LAYUP by PATRICK,DREW(in the paint)",OUM 26-19 (+7),,"GOOD LAYUP by PATRICK,DREW(in the paint)",1
03:29,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
03:29,,26 (+6),,20,"GOOD FT by PATRICK,DREW",OUM 26-20 (+6),,"GOOD FT by PATRICK,DREW",1
03:29,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
03:29,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
03:29,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",1
03:29,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",1
03:21,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",1
03:09,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
03:09,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
02:45,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
02:35,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
02:09,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",1
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",1
01:32,,26 (+4),,22,"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 26-22 (+4),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
01:04,"GOOD LAYUP by CARTER,KESHONN(in the paint)",28 (+6),,22,,USM 28-22 (+6),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
01:04,,,,,"FOUL  by WARDLAW,CHASE",,,"FOUL  by WARDLAW,CHASE",1
01:04,"GOOD FT by CARTER,KESHONN",29 (+7),,22,,USM 29-22 (+7),,"GOOD FT by CARTER,KESHONN",1
01:04,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
01:04,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
01:04,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
01:04,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
01:04,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
01:04,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",1
00:44,,29 (+5),,24,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",OUM 29-24 (+5),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",1
00:10,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
00:10,,,,,"STEAL  by DAVIS,ALEX",,,"STEAL  by DAVIS,ALEX",1
00:10,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",1
00:10,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
00:03,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
20:00,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
20:00,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
19:39,,29 (+2),,27,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 29-27 (+2),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
19:11,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
18:50,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
18:50,"BLOCK  by STONE,BRODY",,,,,,,"BLOCK  by STONE,BRODY",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
18:21,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
17:50,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
17:44,,29,,29,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",OUM 29-29 (0),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PATRICK,DREW",,,"ASSIST  by PATRICK,DREW",2
17:07,"GOOD 3PTR by CALDWELL,MARCELLUS",32 (+3),,29,,USM 32-29 (+3),,"GOOD 3PTR by CALDWELL,MARCELLUS",2
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",2
16:47,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
16:27,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND OFF by WILLIAMS,JORDEN",,,,,,,"REBOUND OFF by WILLIAMS,JORDEN",2
16:23,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",34 (+5),,29,,USM 34-29 (+5),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
16:03,,34 (+2),,32,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 34-32 (+2),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by PATRICK,DREW",,,"ASSIST  by PATRICK,DREW",2
15:28,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
15:07,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
14:55,"GOOD 3PTR by WILLIAMS,JORDEN",37 (+5),,32,,USM 37-32 (+5),,"GOOD 3PTR by WILLIAMS,JORDEN",2
14:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:53,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
14:53,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
14:53,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
14:53,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
14:42,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
14:23,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
14:23,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:23,"GOOD FT by CARTER,KESHONN",38 (+6),,32,,USM 38-32 (+6),,"GOOD FT by CARTER,KESHONN",2
14:23,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
14:23,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
14:23,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
14:23,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
14:08,,38 (+4),,34,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",OUM 38-34 (+4),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",2
13:37,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
13:33,,,,,"STEAL  by WARDLAW,CHASE",,,"STEAL  by WARDLAW,CHASE",2
13:19,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
13:19,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
13:19,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
