Time Remaining,USM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
13:18,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
13:15,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",2
13:15,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
13:15,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
12:58,"MISS DUNK by CARTER,KESHONN",,,,,,,"MISS DUNK by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
12:49,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
12:46,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND OFF by WILLIAMS,JORDEN",,,,,,,"REBOUND OFF by WILLIAMS,JORDEN",2
12:26,,,,,"FOUL  by WARDLAW,CHASE",,,"FOUL  by WARDLAW,CHASE",2
12:26,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
12:26,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
12:25,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
12:25,,,,,"STEAL  by BATES,ROMELLO",,,"STEAL  by BATES,ROMELLO",2
12:20,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
12:20,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
12:20,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
12:20,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
12:15,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
12:15,,38 (+3),,35,"GOOD FT by KINNEY,JORDAN",OUM 38-35 (+3),,"GOOD FT by KINNEY,JORDAN",2
12:15,,38 (+2),,36,"GOOD FT by KINNEY,JORDAN",OUM 38-36 (+2),,"GOOD FT by KINNEY,JORDAN",2
12:15,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
12:15,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
11:54,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
11:47,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
11:47,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
11:47,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
11:47,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
11:47,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
11:45,,,,,"MISS JUMPER by PATRICK,DREW",,,"MISS JUMPER by PATRICK,DREW",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
11:42,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
11:25,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
11:24,,,,,"STEAL  by PATRICK,DREW",,,"STEAL  by PATRICK,DREW",2
11:22,,38,,38,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",OUM 38-38 (0),,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",2
10:40,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:40,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
10:40,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
10:40,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
10:40,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
10:40,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
10:40,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
10:40,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
10:40,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
10:40,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
10:40,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
10:17,,38,,40 (+2),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 38-40 (-2),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
09:57,"GOOD JUMPER by CALDWELL,MARCELLUS",40,,40,,USM 40-40 (0),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
09:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:55,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
09:55,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
09:44,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
09:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:44,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
09:44,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
09:41,,40,,42 (+2),"GOOD LAYUP by BATES,ROMELLO(in the paint)",OUM 40-42 (-2),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
09:16,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
09:02,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
08:35,,40,,44 (+4),"GOOD JUMPER by BATES,ROMELLO(in the paint)",OUM 40-44 (-4),,"GOOD JUMPER by BATES,ROMELLO(in the paint)",2
--,,,,,"ASSIST  by KINNEY,JORDAN",,,"ASSIST  by KINNEY,JORDAN",2
08:34,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
08:34,,,,,"MISS FT by BATES,ROMELLO",,,"MISS FT by BATES,ROMELLO",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
08:18,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
08:16,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
08:16,,40,,45 (+5),"GOOD FT by PATRICK,DREW",OUM 40-45 (-5),,"GOOD FT by PATRICK,DREW",2
08:16,,40,,46 (+6),"GOOD FT by PATRICK,DREW",OUM 40-46 (-6),,"GOOD FT by PATRICK,DREW",2
08:16,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
08:16,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
08:16,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
08:16,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
08:16,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
08:16,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
08:00,"GOOD LAYUP by CARTER,KESHONN(in the paint)",42,,46 (+4),,USM 42-46 (-4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
07:59,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",2
07:59,"GOOD FT by CARTER,KESHONN",43,,46 (+3),,USM 43-46 (-3),,"GOOD FT by CARTER,KESHONN",2
07:59,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
07:59,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
07:45,,,,,"MISS JUMPER by PATRICK,DREW",,,"MISS JUMPER by PATRICK,DREW",2
--,,,,,"REBOUND OFF by BATES,ROMELLO",,,"REBOUND OFF by BATES,ROMELLO",2
07:39,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
07:22,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
07:22,"GOOD FT by CARTER,KESHONN",44,,46 (+2),,USM 44-46 (-2),,"GOOD FT by CARTER,KESHONN",2
07:22,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
07:22,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
07:22,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
07:15,,44,,48 (+4),"GOOD LAYUP by BATES,ROMELLO(in the paint)",OUM 44-48 (-4),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
06:54,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
06:54,,,,,"BLOCK  by LAWRENCE,CHRIS",,,"BLOCK  by LAWRENCE,CHRIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:49,"GOOD JUMPER by CARTER,KESHONN(in the paint)",46,,48 (+2),,USM 46-48 (-2),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
06:29,,,,,"MISS 3PTR by DAVIS,ALEX",,,"MISS 3PTR by DAVIS,ALEX",2
06:29,"BLOCK  by BROWN,SETH",,,,,,,"BLOCK  by BROWN,SETH",2
--,,,,,"REBOUND OFF by KINNEY,JORDAN",,,"REBOUND OFF by KINNEY,JORDAN",2
06:25,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
06:04,"GOOD LAYUP by BROWN,SETH(in the paint)",48,,48,,USM 48-48 (0),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",2
05:57,,,,,"MISS LAYUP by BATES,ROMELLO",,,"MISS LAYUP by BATES,ROMELLO",2
05:57,"BLOCK  by TOME,MATT",,,,,,,"BLOCK  by TOME,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:56,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
05:56,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
05:40,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
05:15,"GOOD 3PTR by TOME,MATT",51 (+3),,48,,USM 51-48 (+3),,"GOOD 3PTR by TOME,MATT",2
04:49,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
04:18,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
04:18,"MISS FT by STONE,BRODY",,,,,,,"MISS FT by STONE,BRODY",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
04:18,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
04:18,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
04:18,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
04:18,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
04:15,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
04:15,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
04:15,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
04:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:14,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
04:14,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
03:53,"GOOD JUMPER by CALDWELL,MARCELLUS",53 (+5),,48,,USM 53-48 (+5),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
03:42,,53 (+2),,51,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 53-51 (+2),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
03:39,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
03:39,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
03:13,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
03:12,,,,,"STEAL  by BATES,ROMELLO",,,"STEAL  by BATES,ROMELLO",2
03:00,,,,,"TURNOVER  by BATES,ROMELLO",,,"TURNOVER  by BATES,ROMELLO",2
02:28,"GOOD LAYUP by CARTER,KESHONN(in the paint)",55 (+4),,51,,USM 55-51 (+4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
02:12,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
01:51,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
01:40,,55 (+1),,54,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 55-54 (+1),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
01:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:38,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
01:38,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
01:18,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
01:18,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
01:03,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
00:36,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
00:36,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:36,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
00:36,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
00:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:34,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
00:34,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:23,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",2
00:23,"GOOD FT by STONE,BRODY",56 (+2),,54,,USM 56-54 (+2),,"GOOD FT by STONE,BRODY",2
00:23,"GOOD FT by STONE,BRODY",57 (+3),,54,,USM 57-54 (+3),,"GOOD FT by STONE,BRODY",2
00:23,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
00:23,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
00:19,,57 (+1),,56,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",OUM 57-56 (+1),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
00:18,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
00:18,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:18,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:13,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
00:12,,,,,"STEAL  by BATES,ROMELLO",,,"STEAL  by BATES,ROMELLO",2
00:07,,57,,58 (+1),"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",OUM 57-58 (-1),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",2
00:07,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
00:07,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:07,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
00:07,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
00:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:01,"GOOD 3PTR by TOME,MATT",60 (+2),,58,,USM 60-58 (+2),,"GOOD 3PTR by TOME,MATT",2
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",2
