Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
16:02,"GOOD LAYUP by BORN,CLAY(in the paint)",25,,32 (+7),,SEWANEE 25-32 (-7),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
15:45,,25,,35 (+10),"GOOD 3PTR by LAYSON,ALEX",HCM 25-35 (-10),,"GOOD 3PTR by LAYSON,ALEX",2
--,,,,,"ASSIST  by DAVIS,JEROME",,,"ASSIST  by DAVIS,JEROME",2
15:37,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by LAYSON,ALEX",,,"REBOUND DEF by LAYSON,ALEX",2
14:59,,,,,"TURNOVER  by LAYSON,ALEX",,,"TURNOVER  by LAYSON,ALEX",2
14:59,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
14:59,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
14:59,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
14:59,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
14:59,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
14:59,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
14:59,,,,,"SUB IN by DONALDSON,BILL",,,"SUB IN by DONALDSON,BILL",2
14:59,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",2
14:59,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",2
14:59,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",2
14:59,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
14:59,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",2
14:31,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
14:08,,,,,"MISS JUMPER by DONALDSON,BILL",,,"MISS JUMPER by DONALDSON,BILL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:07,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",2
14:07,,,,,"SUB OUT by DAVIS,JEROME",,,"SUB OUT by DAVIS,JEROME",2
13:58,,25,,38 (+13),"GOOD 3PTR by JONES,RJ",HCM 25-38 (-13),,"GOOD 3PTR by JONES,RJ",2
--,,,,,"ASSIST  by HUGHES,TAYLOR",,,"ASSIST  by HUGHES,TAYLOR",2
13:56,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
13:56,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
13:56,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
13:56,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:56,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
13:54,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",2
--,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
13:51,"FOUL  by MCCULLOUGH,JACOB",,,,,,,"FOUL  by MCCULLOUGH,JACOB",2
13:51,,25,,39 (+14),"GOOD FT by WASHINGTON,DANTAVIUS",HCM 25-39 (-14),,"GOOD FT by WASHINGTON,DANTAVIUS",2
13:51,,25,,40 (+15),"GOOD FT by WASHINGTON,DANTAVIUS",HCM 25-40 (-15),,"GOOD FT by WASHINGTON,DANTAVIUS",2
13:51,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
13:51,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
13:45,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
13:44,,,,,"STEAL  by WASHINGTON,DANTAVIUS",,,"STEAL  by WASHINGTON,DANTAVIUS",2
13:40,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:14,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
13:14,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",2
13:14,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",2
13:14,,,,,"SUB OUT by DONALDSON,BILL",,,"SUB OUT by DONALDSON,BILL",2
13:14,,,,,"SUB OUT by STRAWN,LOGAN",,,"SUB OUT by STRAWN,LOGAN",2
13:02,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND DEF by JONES,RJ",,,"REBOUND DEF by JONES,RJ",2
12:44,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
12:33,,,,,"FOUL  by BERRY,RAHEEM",,,"FOUL  by BERRY,RAHEEM",2
12:33,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
12:33,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
12:33,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
12:33,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
12:33,,,,,"SUB IN by DAVIS,JEROME",,,"SUB IN by DAVIS,JEROME",2
12:33,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
12:18,"GOOD JUMPER by MCCULLOUGH,JACOB(in the paint)",27,,40 (+13),,SEWANEE 27-40 (-13),,"GOOD JUMPER by MCCULLOUGH,JACOB(in the paint)",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
11:48,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
11:48,,27,,41 (+14),"GOOD FT by ASHLEY,ANDRE",HCM 27-41 (-14),,"GOOD FT by ASHLEY,ANDRE",2
11:48,,27,,42 (+15),"GOOD FT by ASHLEY,ANDRE",HCM 27-42 (-15),,"GOOD FT by ASHLEY,ANDRE",2
11:48,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
11:48,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
11:48,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",2
11:48,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
11:18,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:13,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",2
11:13,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",2
11:05,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
11:05,,,,,"STEAL  by ASHLEY,ANDRE",,,"STEAL  by ASHLEY,ANDRE",2
11:04,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
11:04,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:04,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:46,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",29,,42 (+13),,SEWANEE 29-42 (-13),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
10:23,,,,,"MISS JUMPER by ASHLEY,ANDRE",,,"MISS JUMPER by ASHLEY,ANDRE",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:16,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
10:16,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
10:16,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
10:10,"GOOD JUMPER by CARTER,KESHONN(in the paint)",31,,42 (+11),,SEWANEE 31-42 (-11),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
09:48,,31,,44 (+13),"GOOD LAYUP by POPOVICH,WYATT(in the paint)",HCM 31-44 (-13),,"GOOD LAYUP by POPOVICH,WYATT(in the paint)",2
--,,,,,"ASSIST  by DAVIS,JEROME",,,"ASSIST  by DAVIS,JEROME",2
09:48,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
09:48,,,,,"MISS FT by POPOVICH,WYATT",,,"MISS FT by POPOVICH,WYATT",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
09:30,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
09:25,,,,,"FOUL  by WASHINGTON,DANTAVIUS",,,"FOUL  by WASHINGTON,DANTAVIUS",2
09:25,"GOOD FT by STONE,BRODY",32,,44 (+12),,SEWANEE 32-44 (-12),,"GOOD FT by STONE,BRODY",2
09:25,"GOOD FT by STONE,BRODY",33,,44 (+11),,SEWANEE 33-44 (-11),,"GOOD FT by STONE,BRODY",2
09:08,,,,,"MISS LAYUP by BERRY,RAHEEM",,,"MISS LAYUP by BERRY,RAHEEM",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
09:02,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
08:32,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
08:32,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
08:32,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
08:32,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
08:32,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",2
08:32,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",2
08:18,,,,,"MISS JUMPER by DAVIS,JEROME",,,"MISS JUMPER by DAVIS,JEROME",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:15,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",2
08:15,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",2
08:13,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",2
08:13,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
08:07,,,,,"FOUL  by JOHNSON,CHARLIE",,,"FOUL  by JOHNSON,CHARLIE",2
08:07,"MISS FT by MCCULLOUGH,JACOB",,,,,,,"MISS FT by MCCULLOUGH,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:07,"MISS FT by MCCULLOUGH,JACOB",,,,,,,"MISS FT by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
08:02,"GOOD LAYUP by CARTER,KESHONN(in the paint)",35,,44 (+9),,SEWANEE 35-44 (-9),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
07:30,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
07:30,,35,,45 (+10),"GOOD FT by DAVIS,JEROME",HCM 35-45 (-10),,"GOOD FT by DAVIS,JEROME",2
07:30,,35,,46 (+11),"GOOD FT by DAVIS,JEROME",HCM 35-46 (-11),,"GOOD FT by DAVIS,JEROME",2
07:30,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
07:30,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
07:30,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
07:30,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
07:30,,,,,"SUB IN by DONALDSON,BILL",,,"SUB IN by DONALDSON,BILL",2
07:30,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",2
07:15,"GOOD 3PTR by WILLIAMS,JORDEN",38,,46 (+8),,SEWANEE 38-46 (-8),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
07:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:36,,38,,49 (+11),"GOOD 3PTR by LAYSON,ALEX",HCM 38-49 (-11),,"GOOD 3PTR by LAYSON,ALEX",2
06:16,"GOOD JUMPER by CARTER,KESHONN(in the paint)",40,,49 (+9),,SEWANEE 40-49 (-9),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
06:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:13,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
06:13,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",2
06:13,,,,,"SUB OUT by DONALDSON,BILL",,,"SUB OUT by DONALDSON,BILL",2
06:13,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
06:01,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,"MISS LAYUP by WASHINGTON,DANTAVIUS",2
06:01,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
05:37,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:13,,40,,51 (+11),"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 40-51 (-11),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",2
04:59,"GOOD 3PTR by STONE,BRODY",43,,51 (+8),,SEWANEE 43-51 (-8),,"GOOD 3PTR by STONE,BRODY",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
04:36,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
04:36,,43,,52 (+9),"GOOD FT by LAYSON,ALEX",HCM 43-52 (-9),,"GOOD FT by LAYSON,ALEX",2
04:36,,43,,53 (+10),"GOOD FT by LAYSON,ALEX",HCM 43-53 (-10),,"GOOD FT by LAYSON,ALEX",2
04:36,,,,,"SUB IN by CASTEEL,JONAH",,,"SUB IN by CASTEEL,JONAH",2
04:36,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",2
04:27,,,,,"FOUL  by LAYSON,ALEX",,,"FOUL  by LAYSON,ALEX",2
04:27,"GOOD FT by CALDWELL,MARCELLUS",44,,53 (+9),,SEWANEE 44-53 (-9),,"GOOD FT by CALDWELL,MARCELLUS",2
04:27,"GOOD FT by CALDWELL,MARCELLUS",45,,53 (+8),,SEWANEE 45-53 (-8),,"GOOD FT by CALDWELL,MARCELLUS",2
04:07,,45,,55 (+10),"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 45-55 (-10),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",2
--,,,,,"ASSIST  by ASHLEY,ANDRE",,,"ASSIST  by ASHLEY,ANDRE",2
03:48,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by DAVIS,JEROME",,,"REBOUND DEF by DAVIS,JEROME",2
03:34,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
03:34,,45,,56 (+11),"GOOD FT by LAYSON,ALEX",HCM 45-56 (-11),,"GOOD FT by LAYSON,ALEX",2
03:34,,45,,57 (+12),"GOOD FT by LAYSON,ALEX",HCM 45-57 (-12),,"GOOD FT by LAYSON,ALEX",2
03:34,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
03:34,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
03:34,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",2
03:34,,,,,"SUB OUT by CASTEEL,JONAH",,,"SUB OUT by CASTEEL,JONAH",2
03:21,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
03:21,"GOOD FT by WILLIAMS,JORDEN",46,,57 (+11),,SEWANEE 46-57 (-11),,"GOOD FT by WILLIAMS,JORDEN",2
03:21,"GOOD FT by WILLIAMS,JORDEN",47,,57 (+10),,SEWANEE 47-57 (-10),,"GOOD FT by WILLIAMS,JORDEN",2
02:53,,,,,"MISS LAYUP by LAYSON,ALEX",,,"MISS LAYUP by LAYSON,ALEX",2
--,,,,,"REBOUND OFF by ASHLEY,ANDRE",,,"REBOUND OFF by ASHLEY,ANDRE",2
02:49,,47,,59 (+12),"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",HCM 47-59 (-12),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
02:38,,,,,"FOUL  by BERRY,RAHEEM",,,"FOUL  by BERRY,RAHEEM",2
02:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:38,"GOOD FT by WILLIAMS,JORDEN",48,,59 (+11),,SEWANEE 48-59 (-11),,"GOOD FT by WILLIAMS,JORDEN",2
02:38,"GOOD FT by WILLIAMS,JORDEN",49,,59 (+10),,SEWANEE 49-59 (-10),,"GOOD FT by WILLIAMS,JORDEN",2
02:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:38,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
02:38,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
02:38,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
02:38,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
02:38,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
02:38,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
02:38,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
02:38,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
02:17,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
02:17,,49,,60 (+11),"GOOD FT by LAYSON,ALEX",HCM 49-60 (-11),,"GOOD FT by LAYSON,ALEX",2
02:17,,49,,61 (+12),"GOOD FT by LAYSON,ALEX",HCM 49-61 (-12),,"GOOD FT by LAYSON,ALEX",2
02:17,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
02:17,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
02:10,,,,,"FOUL  by DAVIS,JEROME",,,"FOUL  by DAVIS,JEROME",2
02:10,"GOOD FT by CALDWELL,MARCELLUS",50,,61 (+11),,SEWANEE 50-61 (-11),,"GOOD FT by CALDWELL,MARCELLUS",2
02:10,"GOOD FT by CALDWELL,MARCELLUS",51,,61 (+10),,SEWANEE 51-61 (-10),,"GOOD FT by CALDWELL,MARCELLUS",2
02:10,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
02:10,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
02:07,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",2
02:06,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",2
02:03,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",53,,61 (+8),,SEWANEE 53-61 (-8),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
01:53,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
01:53,,53,,62 (+9),"GOOD FT by DAVIS,JEROME",HCM 53-62 (-9),,"GOOD FT by DAVIS,JEROME",2
01:53,,53,,63 (+10),"GOOD FT by DAVIS,JEROME",HCM 53-63 (-10),,"GOOD FT by DAVIS,JEROME",2
01:53,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
01:53,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
01:41,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:35,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",2
01:30,,,,,"TURNOVER  by DAVIS,JEROME",,,"TURNOVER  by DAVIS,JEROME",2
01:25,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",55,,63 (+8),,SEWANEE 55-63 (-8),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
01:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:25,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
01:25,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
01:25,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",2
01:25,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
01:23,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
01:23,,55,,64 (+9),"GOOD FT by LAYSON,ALEX",HCM 55-64 (-9),,"GOOD FT by LAYSON,ALEX",2
01:23,,,,,"MISS FT by LAYSON,ALEX",,,"MISS FT by LAYSON,ALEX",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
01:23,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
01:23,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
01:12,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by MCCULLOUGH,JACOB",,,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",2
01:04,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
00:53,"GOOD LAYUP by CARTER,KESHONN(in the paint)",57,,64 (+7),,SEWANEE 57-64 (-7),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
00:50,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
00:50,,57,,65 (+8),"GOOD FT by LAYSON,ALEX",HCM 57-65 (-8),,"GOOD FT by LAYSON,ALEX",2
00:50,,57,,66 (+9),"GOOD FT by LAYSON,ALEX",HCM 57-66 (-9),,"GOOD FT by LAYSON,ALEX",2
00:42,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",59,,66 (+7),,SEWANEE 59-66 (-7),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
00:42,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
00:42,"GOOD FT by WILLIAMS,JORDEN",60,,66 (+6),,SEWANEE 60-66 (-6),,"GOOD FT by WILLIAMS,JORDEN",2
00:42,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
00:42,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
00:39,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
00:39,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",2
00:32,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
00:32,,60,,67 (+7),"GOOD FT by ASHLEY,ANDRE",HCM 60-67 (-7),,"GOOD FT by ASHLEY,ANDRE",2
00:32,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
00:32,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
00:32,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
00:32,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",2
00:32,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
00:26,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
00:26,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:26,"GOOD FT by CARTER,KESHONN",61,,67 (+6),,SEWANEE 61-67 (-6),,"GOOD FT by CARTER,KESHONN",2
