Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,MVCM,Game Score,Team Indicator,Play,Period
12:50,,,,,"SUB IN by GREENE,SAM",,,"SUB IN by GREENE,SAM",1
12:50,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",1
12:50,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",1
12:29,,,,,"MISS JUMPER by GREENE,SAM",,,"MISS JUMPER by GREENE,SAM",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
12:17,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",1
12:16,,,,,"STEAL  by BOWYER,JAYLEN",,,"STEAL  by BOWYER,JAYLEN",1
11:59,,,,,"TURNOVER  by GREENE,SAM",,,"TURNOVER  by GREENE,SAM",1
11:58,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",1
11:47,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,,,,,"REBOUND DEF by BOWYER,JAYLEN",,,"REBOUND DEF by BOWYER,JAYLEN",1
11:38,,,,,"MISS LAYUP by BOWYER,JAYLEN",,,"MISS LAYUP by BOWYER,JAYLEN",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
11:32,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by GREENE,SAM",,,"REBOUND DEF by GREENE,SAM",1
11:08,,,,,"MISS JUMPER by JACKSON,ANTONIO",,,"MISS JUMPER by JACKSON,ANTONIO",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
10:58,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
10:58,,,,,"BLOCK  by GREENE,SAM",,,"BLOCK  by GREENE,SAM",1
--,,,,,"REBOUND DEF by PEAKE,SPENCER",,,"REBOUND DEF by PEAKE,SPENCER",1
10:39,,,,,"TURNOVER  by GREENE,SAM",,,"TURNOVER  by GREENE,SAM",1
10:39,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
10:39,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
10:39,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
10:39,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",1
10:39,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
10:39,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
10:39,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
10:39,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
10:39,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",1
10:39,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",1
10:39,,,,,"SUB OUT by GREENE,SAM",,,"SUB OUT by GREENE,SAM",1
10:39,,,,,"SUB OUT by JACKSON,ANTONIO",,,"SUB OUT by JACKSON,ANTONIO",1
10:27,"GOOD JUMPER by STONE,BRODY",9,,13 (+4),,SEWANEE 9-13 (-4),,"GOOD JUMPER by STONE,BRODY",1
10:12,,9,,16 (+7),"GOOD 3PTR by PEAKE,SPENCER",MVCM 9-16 (-7),,"GOOD 3PTR by PEAKE,SPENCER",1
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",1
09:43,"GOOD JUMPER by STONE,BRODY(in the paint)",11,,16 (+5),,SEWANEE 11-16 (-5),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
09:25,,,,,"MISS 3PTR by PEAKE,SPENCER",,,"MISS 3PTR by PEAKE,SPENCER",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
09:10,"GOOD 3PTR by WILLIAMS,JORDEN",14,,16 (+2),,SEWANEE 14-16 (-2),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",1
08:45,,14,,18 (+4),"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVCM 14-18 (-4),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",1
--,,,,,"ASSIST  by BOWYER,JAYLEN",,,"ASSIST  by BOWYER,JAYLEN",1
08:14,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",1
08:14,,,,,"STEAL  by BOWYER,JAYLEN",,,"STEAL  by BOWYER,JAYLEN",1
08:14,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
08:14,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
08:14,,,,,"SUB IN by BREWER,LOGAN",,,"SUB IN by BREWER,LOGAN",1
08:14,,,,,"SUB IN by SHOFFNER,SPENCER",,,"SUB IN by SHOFFNER,SPENCER",1
08:14,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",1
08:14,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",1
08:00,,,,,"MISS JUMPER by SHOFFNER,SPENCER",,,"MISS JUMPER by SHOFFNER,SPENCER",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:41,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
07:41,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
07:41,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
07:41,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
07:41,,,,,"SUB IN by JACKSON,ANTONIO",,,"SUB IN by JACKSON,ANTONIO",1
07:41,,,,,"SUB OUT by BOWYER,JAYLEN",,,"SUB OUT by BOWYER,JAYLEN",1
07:25,,,,,"TURNOVER  by BREWER,LOGAN",,,"TURNOVER  by BREWER,LOGAN",1
07:23,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",1
07:17,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",1
07:06,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",1
06:51,,,,,"MISS JUMPER by BUTLER,OSCAR",,,"MISS JUMPER by BUTLER,OSCAR",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
06:36,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
06:36,,,,,"STEAL  by BREWER,LOGAN",,,"STEAL  by BREWER,LOGAN",1
06:18,,,,,"TURNOVER  by BREWER,LOGAN",,,"TURNOVER  by BREWER,LOGAN",1
06:15,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",1
06:07,,,,,"FOUL  by BREWER,LOGAN",,,"FOUL  by BREWER,LOGAN",1
06:07,,,,,"SUB IN by TORRES,TANNER",,,"SUB IN by TORRES,TANNER",1
06:07,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",1
06:07,,,,,"SUB OUT by BREWER,LOGAN",,,"SUB OUT by BREWER,LOGAN",1
06:07,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",1
06:03,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by SHOFFNER,SPENCER",,,"REBOUND DEF by SHOFFNER,SPENCER",1
05:55,,,,,"MISS LAYUP by JACKSON,ANTONIO",,,"MISS LAYUP by JACKSON,ANTONIO",1
05:55,"BLOCK  by CALDWELL,MARCELLUS",,,,,,,"BLOCK  by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
05:42,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",1
05:25,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
05:25,,,,,"MISS FT by BYRD,JAUMONEE",,,"MISS FT by BYRD,JAUMONEE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:25,,14,,19 (+5),"GOOD FT by BYRD,JAUMONEE",MVCM 14-19 (-5),,"GOOD FT by BYRD,JAUMONEE",1
05:06,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
05:04,,,,,"STEAL  by TORRES,TANNER",,,"STEAL  by TORRES,TANNER",1
05:02,,14,,21 (+7),"GOOD DUNK by BUTLER,OSCAR(fastbreak)(in the paint)",MVCM 14-21 (-7),,"GOOD DUNK by BUTLER,OSCAR(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by TORRES,TANNER",,,"ASSIST  by TORRES,TANNER",1
04:45,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
04:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:32,,,,,"MISS 3PTR by TORRES,TANNER",,,"MISS 3PTR by TORRES,TANNER",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
04:11,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
04:10,,,,,"STEAL  by SHOFFNER,SPENCER",,,"STEAL  by SHOFFNER,SPENCER",1
03:52,,,,,"MISS JUMPER by SHOFFNER,SPENCER",,,"MISS JUMPER by SHOFFNER,SPENCER",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
03:49,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
03:49,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
03:49,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
03:49,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
03:49,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
03:49,,,,,"SUB IN by BOWYER,JAYLEN",,,"SUB IN by BOWYER,JAYLEN",1
03:49,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",1
03:49,,,,,"SUB OUT by JACKSON,ANTONIO",,,"SUB OUT by JACKSON,ANTONIO",1
03:49,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",1
03:37,,14,,24 (+10),"GOOD 3PTR by FORD,CHRISTIAN",MVCM 14-24 (-10),,"GOOD 3PTR by FORD,CHRISTIAN",1
--,,,,,"ASSIST  by BOWYER,JAYLEN",,,"ASSIST  by BOWYER,JAYLEN",1
03:20,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",1
03:15,,,,,"TURNOVER  by BOWYER,JAYLEN",,,"TURNOVER  by BOWYER,JAYLEN",1
03:14,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",1
03:13,"GOOD LAYUP by WILLIAMS,JORDEN(fastbreak)(in the paint)",16,,24 (+8),,SEWANEE 16-24 (-8),,"GOOD LAYUP by WILLIAMS,JORDEN(fastbreak)(in the paint)",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
03:13,,,,,"FOUL  by BOWYER,JAYLEN",,,"FOUL  by BOWYER,JAYLEN",1
03:13,"GOOD FT by WILLIAMS,JORDEN",17,,24 (+7),,SEWANEE 17-24 (-7),,"GOOD FT by WILLIAMS,JORDEN",1
03:13,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
03:13,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
03:13,,,,,"SUB IN by GREENE,SAM",,,"SUB IN by GREENE,SAM",1
03:13,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",1
02:53,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
02:46,"TURNOVER  by TURNER,BYRON",,,,,,,"TURNOVER  by TURNER,BYRON",1
02:45,,,,,"STEAL  by FORD,CHRISTIAN",,,"STEAL  by FORD,CHRISTIAN",1
02:41,,,,,"MISS 3PTR by TORRES,TANNER",,,"MISS 3PTR by TORRES,TANNER",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
02:38,,,,,"FOUL  by GREENE,SAM",,,"FOUL  by GREENE,SAM",1
02:38,,,,,"SUB IN by PEAKE,SPENCER",,,"SUB IN by PEAKE,SPENCER",1
02:38,,,,,"SUB OUT by TORRES,TANNER",,,"SUB OUT by TORRES,TANNER",1
02:05,"MISS JUMPER by TOME,MATT",,,,,,,"MISS JUMPER by TOME,MATT",1
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",1
01:50,,,,,"MISS 3PTR by BOWYER,JAYLEN",,,"MISS 3PTR by BOWYER,JAYLEN",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
01:40,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by PEAKE,SPENCER",,,"REBOUND DEF by PEAKE,SPENCER",1
01:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:35,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
01:35,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
01:35,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
01:35,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
01:35,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
01:35,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",1
01:22,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
01:22,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
01:15,,17,,26 (+9),"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",MVCM 17-26 (-9),,"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",1
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",1
00:54,,,,,"FOUL  by FORD,CHRISTIAN",,,"FOUL  by FORD,CHRISTIAN",1
00:43,"GOOD 3PTR by WILLIAMS,JORDEN",20,,26 (+6),,SEWANEE 20-26 (-6),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
00:06,,,,,"MISS 3PTR by PEAKE,SPENCER",,,"MISS 3PTR by PEAKE,SPENCER",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
19:41,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
19:37,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
19:33,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",2
19:33,,,,,"BLOCK  by BUTLER,OSCAR",,,"BLOCK  by BUTLER,OSCAR",2
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",2
19:14,,20,,28 (+8),"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVCM 20-28 (-8),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by BUTLER,OSCAR",,,"ASSIST  by BUTLER,OSCAR",2
18:48,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",22,,28 (+6),,SEWANEE 22-28 (-6),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",2
18:37,,,,,"TURNOVER  by SHOFFNER,SPENCER",,,"TURNOVER  by SHOFFNER,SPENCER",2
18:01,"GOOD LAYUP by STONE,BRODY(in the paint)",24,,28 (+4),,SEWANEE 24-28 (-4),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
17:40,,24,,30 (+6),"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",MVCM 24-30 (-6),,"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by SHOFFNER,SPENCER",,,"ASSIST  by SHOFFNER,SPENCER",2
17:05,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
17:05,,,,,"BLOCK  by BYRD,JAUMONEE",,,"BLOCK  by BYRD,JAUMONEE",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
17:01,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
16:59,"GOOD JUMPER by STONE,BRODY(in the paint)",26,,30 (+4),,SEWANEE 26-30 (-4),,"GOOD JUMPER by STONE,BRODY(in the paint)",2
16:41,,,,,"TURNOVER  by BYRD,JAUMONEE",,,"TURNOVER  by BYRD,JAUMONEE",2
16:40,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
16:37,,,,,"FOUL  by SHOFFNER,SPENCER",,,"FOUL  by SHOFFNER,SPENCER",2
16:37,"GOOD FT by WILLIAMS,JORDEN",27,,30 (+3),,SEWANEE 27-30 (-3),,"GOOD FT by WILLIAMS,JORDEN",2
16:37,"GOOD FT by WILLIAMS,JORDEN",28,,30 (+2),,SEWANEE 28-30 (-2),,"GOOD FT by WILLIAMS,JORDEN",2
16:37,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
