Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
14:10,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",2
14:10,"GOOD FT by CALDWELL,MARCELLUS",36 (+8),,28,,SEWANEE 36-28 (+8),,"GOOD FT by CALDWELL,MARCELLUS",2
14:10,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
14:10,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
14:10,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",2
14:10,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
14:10,,,,,"SUB IN by BURNS,RYAN",,,"SUB IN by BURNS,RYAN",2
14:10,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",2
14:10,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",2
14:10,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
14:10,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",2
14:10,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
14:10,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",2
14:10,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",2
13:53,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
13:53,,,,,"MISS FT by BELL,ROBBY",,,"MISS FT by BELL,ROBBY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:53,,,,,"MISS FT by BELL,ROBBY",,,"MISS FT by BELL,ROBBY",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
13:53,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
13:53,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
13:53,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:53,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
13:37,"GOOD 3PTR by WILLIAMS,JORDEN",39 (+11),,28,,SEWANEE 39-28 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
13:15,,,,,"TURNOVER  by BURNS,RYAN",,,"TURNOVER  by BURNS,RYAN",2
13:14,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
13:12,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",41 (+13),,28,,SEWANEE 41-28 (+13),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",2
13:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:54,,,,,"MISS 3PTR by FRIERSON,NATE",,,"MISS 3PTR by FRIERSON,NATE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
12:50,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
12:50,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
12:50,,41 (+12),,29,"GOOD FT by BURNS,RYAN",CCM 41-29 (+12),,"GOOD FT by BURNS,RYAN",2
12:50,,,,,"MISS FT by BURNS,RYAN",,,"MISS FT by BURNS,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:46,,,,,"MISS LAYUP by ENGBERS,BRYANT",,,"MISS LAYUP by ENGBERS,BRYANT",2
12:46,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
12:24,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
12:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:15,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
12:15,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",2
12:15,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
12:15,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",2
12:15,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",2
12:15,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",2
12:15,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",2
12:15,,,,,"SUB OUT by BURNS,RYAN",,,"SUB OUT by BURNS,RYAN",2
12:15,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",2
12:15,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",2
12:10,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
12:10,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
12:10,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
11:54,,,,,"TURNOVER  by SEARS,CONNOR",,,"TURNOVER  by SEARS,CONNOR",2
11:34,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
11:16,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",2
11:14,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
11:14,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
11:14,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
11:14,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
11:14,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
11:01,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",2
10:59,"STEAL  by CALDWELL,MARCELLUS",,,,,,,"STEAL  by CALDWELL,MARCELLUS",2
10:42,"GOOD 3PTR by WILLIAMS,JORDEN",44 (+15),,29,,SEWANEE 44-29 (+15),,"GOOD 3PTR by WILLIAMS,JORDEN",2
10:30,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
10:30,,44 (+14),,30,"GOOD FT by COX,TJ",CCM 44-30 (+14),,"GOOD FT by COX,TJ",2
10:30,,44 (+13),,31,"GOOD FT by COX,TJ",CCM 44-31 (+13),,"GOOD FT by COX,TJ",2
09:55,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",2
09:38,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
09:25,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",2
09:25,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
09:25,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
09:11,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
08:59,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
08:54,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
08:54,"GOOD FT by STONE,BRODY",45 (+14),,31,,SEWANEE 45-31 (+14),,"GOOD FT by STONE,BRODY",2
08:54,"MISS FT by STONE,BRODY",,,,,,,"MISS FT by STONE,BRODY",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
08:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:43,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",2
08:43,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
08:43,,,,,"SUB IN by BURNS,RYAN",,,"SUB IN by BURNS,RYAN",2
08:43,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",2
08:43,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
08:43,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
08:43,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",2
08:43,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",2
08:29,,,,,"TURNOVER  by BURNS,RYAN",,,"TURNOVER  by BURNS,RYAN",2
08:28,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",2
08:26,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",47 (+16),,31,,SEWANEE 47-31 (+16),,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",2
07:59,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
07:59,,47 (+15),,32,"GOOD FT by BURNS,RYAN",CCM 47-32 (+15),,"GOOD FT by BURNS,RYAN",2
07:59,,47 (+14),,33,"GOOD FT by BURNS,RYAN",CCM 47-33 (+14),,"GOOD FT by BURNS,RYAN",2
07:59,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
07:59,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
07:32,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by BURNS,RYAN",,,"REBOUND DEF by BURNS,RYAN",2
07:24,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
07:24,,47 (+13),,34,"GOOD FT by MCGRIFF,COLTON",CCM 47-34 (+13),,"GOOD FT by MCGRIFF,COLTON",2
07:24,,,,,"MISS FT by MCGRIFF,COLTON",,,"MISS FT by MCGRIFF,COLTON",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
07:24,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
07:24,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
07:24,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
07:24,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
07:09,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
07:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:54,,47 (+11),,36,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 47-36 (+11),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
06:39,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND DEF by ENGBERS,BRYANT",,,"REBOUND DEF by ENGBERS,BRYANT",2
06:05,,,,,"MISS JUMPER by FRIERSON,NATE",,,"MISS JUMPER by FRIERSON,NATE",2
--,,,,,"REBOUND OFF by ENGBERS,BRYANT",,,"REBOUND OFF by ENGBERS,BRYANT",2
05:59,,47 (+9),,38,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",CCM 47-38 (+9),,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",2
05:41,"GOOD JUMPER by CARTER,KESHONN(in the paint)",49 (+11),,38,,SEWANEE 49-38 (+11),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",2
05:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:38,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
05:38,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
05:38,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
05:38,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
05:17,,,,,"MISS 3PTR by BELL,ROBBY",,,"MISS 3PTR by BELL,ROBBY",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
05:13,,,,,"FOUL  by BURNS,RYAN",,,"FOUL  by BURNS,RYAN",2
05:13,"MISS FT by CALDWELL,MARCELLUS",,,,,,,"MISS FT by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by ENGBERS,BRYANT",,,"REBOUND DEF by ENGBERS,BRYANT",2
05:13,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
05:13,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
05:10,,,,,"TURNOVER  by ENGBERS,BRYANT",,,"TURNOVER  by ENGBERS,BRYANT",2
05:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:10,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
05:10,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",2
05:10,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",2
05:10,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",2
05:10,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",2
05:10,,,,,"SUB OUT by BURNS,RYAN",,,"SUB OUT by BURNS,RYAN",2
04:51,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
04:47,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
04:47,,,,,"STEAL  by MCGRIFF,COLTON",,,"STEAL  by MCGRIFF,COLTON",2
04:47,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
04:47,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
04:47,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
04:47,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",2
04:23,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
03:48,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by COX,TJ",,,"REBOUND DEF by COX,TJ",2
03:41,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
03:31,,,,,"FOUL  by FRIERSON,NATE",,,"FOUL  by FRIERSON,NATE",2
03:31,"GOOD FT by WILLIAMS,JORDEN",50 (+12),,38,,SEWANEE 50-38 (+12),,"GOOD FT by WILLIAMS,JORDEN",2
03:31,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
03:15,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
03:04,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
03:04,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
03:04,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",2
03:04,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
03:04,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
02:50,,,,,"MISS JUMPER by PORTLOCK,WILL",,,"MISS JUMPER by PORTLOCK,WILL",2
--,,,,,"REBOUND OFF by MCGRIFF,COLTON",,,"REBOUND OFF by MCGRIFF,COLTON",2
02:46,,50 (+10),,40,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 50-40 (+10),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
02:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:34,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",52 (+12),,40,,SEWANEE 52-40 (+12),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
02:18,,,,,"TURNOVER  by PORTLOCK,WILL",,,"TURNOVER  by PORTLOCK,WILL",2
02:16,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
02:05,"GOOD LAYUP by STONE,BRODY(in the paint)",54 (+14),,40,,SEWANEE 54-40 (+14),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
01:52,,,,,"MISS LAYUP by SEARS,CONNOR",,,"MISS LAYUP by SEARS,CONNOR",2
01:52,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
01:32,,,,,"FOUL  by PORTLOCK,WILL",,,"FOUL  by PORTLOCK,WILL",2
01:32,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",2
01:21,,,,,"MISS 3PTR by PORTLOCK,WILL",,,"MISS 3PTR by PORTLOCK,WILL",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
01:08,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
01:08,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",2
01:08,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
01:08,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",2
01:08,,,,,"SUB IN by BURNS,RYAN",,,"SUB IN by BURNS,RYAN",2
01:08,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
01:08,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",2
01:08,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",2
01:08,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",2
01:00,,54 (+11),,43,"GOOD 3PTR by BELL,ROBBY",CCM 54-43 (+11),,"GOOD 3PTR by BELL,ROBBY",2
--,,,,,"ASSIST  by ARIMA,Z",,,"ASSIST  by ARIMA,Z",2
00:54,,,,,"FOUL  by ARIMA,Z",,,"FOUL  by ARIMA,Z",2
00:54,"GOOD FT by CARTER,KESHONN",55 (+12),,43,,SEWANEE 55-43 (+12),,"GOOD FT by CARTER,KESHONN",2
00:54,"GOOD FT by CARTER,KESHONN",56 (+13),,43,,SEWANEE 56-43 (+13),,"GOOD FT by CARTER,KESHONN",2
00:43,,,,,"MISS 3PTR by BELL,ROBBY",,,"MISS 3PTR by BELL,ROBBY",2
--,,,,,"REBOUND OFF by ENGBERS,BRYANT",,,"REBOUND OFF by ENGBERS,BRYANT",2
00:37,,56 (+10),,46,"GOOD 3PTR by ENGBERS,BRYANT",CCM 56-46 (+10),,"GOOD 3PTR by ENGBERS,BRYANT",2
--,,,,,"ASSIST  by FRIERSON,NATE",,,"ASSIST  by FRIERSON,NATE",2
