Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
16:10,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",1
16:10,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",1
16:02,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",1
16:01,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
16:01,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
16:01,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
15:46,,2,,5 (+3),"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 2-5 (-3),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",1
15:46,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",1
15:46,,2,,6 (+4),"GOOD FT by MCGRIFF,COLTON",CCM 2-6 (-4),,"GOOD FT by MCGRIFF,COLTON",1
15:38,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
15:36,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",1
15:34,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
15:33,,,,,"STEAL  by COX,TJ",,,"STEAL  by COX,TJ",1
15:09,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
14:55,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",1
14:54,,,,,"STEAL  by SEARS,CONNOR",,,"STEAL  by SEARS,CONNOR",1
14:48,,,,,"TURNOVER  by COX,TJ",,,"TURNOVER  by COX,TJ",1
14:23,"GOOD JUMPER by MCCULLOUGH,JACOB",4,,6 (+2),,SEWANEE 4-6 (-2),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
14:04,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
14:04,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
14:04,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",1
14:04,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",1
14:04,,,,,"SUB IN by BURNS,RYAN",,,"SUB IN by BURNS,RYAN",1
14:04,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
14:04,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",1
14:04,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",1
14:04,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
14:04,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
14:04,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
14:04,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",1
14:00,,,,,"TURNOVER  by ENGBERS,BRYANT",,,"TURNOVER  by ENGBERS,BRYANT",1
13:58,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",1
13:44,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
13:40,,,,,"FOUL  by BURNS,RYAN",,,"FOUL  by BURNS,RYAN",1
13:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
13:31,"GOOD JUMPER by WILLIAMS,JORDEN",6,,6,,SEWANEE 6-6 (0),,"GOOD JUMPER by WILLIAMS,JORDEN",1
13:16,,,,,"MISS 3PTR by ENGBERS,BRYANT",,,"MISS 3PTR by ENGBERS,BRYANT",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
12:53,"GOOD JUMPER by MCCULLOUGH,JACOB",8 (+2),,6,,SEWANEE 8-6 (+2),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
12:40,,,,,"MISS 3PTR by BELL,ROBBY",,,"MISS 3PTR by BELL,ROBBY",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
12:27,"GOOD JUMPER by BORN,LEO(in the paint)",10 (+4),,6,,SEWANEE 10-6 (+4),,"GOOD JUMPER by BORN,LEO(in the paint)",1
12:08,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
12:08,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
12:08,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
11:45,,,,,"MISS LAYUP by FRIERSON,NATE",,,"MISS LAYUP by FRIERSON,NATE",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
11:33,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by FRIERSON,NATE",,,"REBOUND DEF by FRIERSON,NATE",1
11:25,,,,,"MISS JUMPER by BURNS,RYAN",,,"MISS JUMPER by BURNS,RYAN",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
11:07,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
11:04,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
11:04,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
11:04,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
11:04,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
11:04,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",1
11:04,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
11:04,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",1
11:04,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
11:04,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",1
11:04,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",1
11:04,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",1
11:04,,,,,"SUB OUT by BURNS,RYAN",,,"SUB OUT by BURNS,RYAN",1
11:04,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
11:04,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",1
10:55,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",1
10:41,"GOOD JUMPER by CALDWELL,MARCELLUS",12 (+6),,6,,SEWANEE 12-6 (+6),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
10:19,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",1
10:19,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
10:05,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",1
09:43,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
09:21,"GOOD 3PTR by BORN,LEO",15 (+9),,6,,SEWANEE 15-6 (+9),,"GOOD 3PTR by BORN,LEO",1
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",1
09:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:53,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",1
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",1
08:36,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",1
08:24,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",1
08:24,"BLOCK  by CALDWELL,MARCELLUS",,,,,,,"BLOCK  by CALDWELL,MARCELLUS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:17,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",1
07:46,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",1
07:46,,15 (+8),,7,"GOOD FT by COX,TJ",CCM 15-7 (+8),,"GOOD FT by COX,TJ",1
07:46,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
07:46,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
07:46,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
07:46,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
07:46,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
07:46,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
07:46,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
07:46,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
07:45,,15 (+7),,8,"GOOD FT by COX,TJ",CCM 15-8 (+7),,"GOOD FT by COX,TJ",1
07:30,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",1
07:30,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",1
07:30,,,,,"SUB IN by BURNS,RYAN",,,"SUB IN by BURNS,RYAN",1
07:30,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
07:30,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",1
07:30,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",1
07:30,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
07:30,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
07:30,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
07:30,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",1
07:14,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by ARIMA,Z",,,"REBOUND DEF by ARIMA,Z",1
07:07,,,,,"TURNOVER  by ARIMA,Z",,,"TURNOVER  by ARIMA,Z",1
07:06,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",1
06:54,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",1
06:54,,,,,"BLOCK  by ENGBERS,BRYANT",,,"BLOCK  by ENGBERS,BRYANT",1
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",1
06:51,,,,,"FOUL  by ENGBERS,BRYANT",,,"FOUL  by ENGBERS,BRYANT",1
06:51,"GOOD FT by BORN,LEO",16 (+8),,8,,SEWANEE 16-8 (+8),,"GOOD FT by BORN,LEO",1
06:51,"GOOD FT by BORN,LEO",17 (+9),,8,,SEWANEE 17-8 (+9),,"GOOD FT by BORN,LEO",1
06:21,,17 (+7),,10,"GOOD JUMPER by BELL,ROBBY",CCM 17-10 (+7),,"GOOD JUMPER by BELL,ROBBY",1
06:19,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
06:19,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
06:19,,,,,"MISS FT by BELL,ROBBY",,,"MISS FT by BELL,ROBBY",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
06:19,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
06:19,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
06:19,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
06:19,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
06:19,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
06:19,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
05:56,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
05:43,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
05:43,,,,,"MISS FT by ARIMA,Z",,,"MISS FT by ARIMA,Z",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:43,,17 (+6),,11,"GOOD FT by ARIMA,Z",CCM 17-11 (+6),,"GOOD FT by ARIMA,Z",1
05:27,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by BURNS,RYAN",,,"REBOUND DEF by BURNS,RYAN",1
04:55,,,,,"MISS LAYUP by ARIMA,Z",,,"MISS LAYUP by ARIMA,Z",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
04:33,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
04:14,,17 (+4),,13,"GOOD JUMPER by FRIERSON,NATE",CCM 17-13 (+4),,"GOOD JUMPER by FRIERSON,NATE",1
03:51,"GOOD 3PTR by WILLIAMS,JORDEN",20 (+7),,13,,SEWANEE 20-13 (+7),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
03:40,,,,,"MISS LAYUP by FRIERSON,NATE",,,"MISS LAYUP by FRIERSON,NATE",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
03:29,,,,,"FOUL  by ENGBERS,BRYANT",,,"FOUL  by ENGBERS,BRYANT",1
03:29,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
03:29,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
03:29,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
03:29,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
03:29,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",1
03:29,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
03:29,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",1
03:29,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
03:29,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",1
03:29,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",1
03:29,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",1
03:29,,,,,"SUB OUT by BURNS,RYAN",,,"SUB OUT by BURNS,RYAN",1
03:29,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
03:29,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",1
03:13,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
02:49,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",1
02:41,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
02:40,,,,,"STEAL  by PORTLOCK,WILL",,,"STEAL  by PORTLOCK,WILL",1
02:40,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
02:40,,20 (+6),,14,"GOOD FT by PORTLOCK,WILL",CCM 20-14 (+6),,"GOOD FT by PORTLOCK,WILL",1
02:40,,20 (+5),,15,"GOOD FT by PORTLOCK,WILL",CCM 20-15 (+5),,"GOOD FT by PORTLOCK,WILL",1
02:40,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
02:40,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
02:20,"GOOD 3PTR by TOME,MATT",23 (+8),,15,,SEWANEE 23-15 (+8),,"GOOD 3PTR by TOME,MATT",1
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",1
01:58,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",1
01:58,,23 (+7),,16,"GOOD FT by MCGRIFF,COLTON",CCM 23-16 (+7),,"GOOD FT by MCGRIFF,COLTON",1
01:58,,23 (+6),,17,"GOOD FT by MCGRIFF,COLTON",CCM 23-17 (+6),,"GOOD FT by MCGRIFF,COLTON",1
01:58,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
01:58,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
01:43,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",1
01:43,"MISS FT by TOME,MATT",,,,,,,"MISS FT by TOME,MATT",1
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",1
01:43,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
01:43,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
01:24,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",1
01:07,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",1
00:48,,23 (+4),,19,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 23-19 (+4),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",1
--,,,,,"ASSIST  by SEARS,CONNOR",,,"ASSIST  by SEARS,CONNOR",1
00:23,"GOOD JUMPER by MCCULLOUGH,JACOB",25 (+6),,19,,SEWANEE 25-19 (+6),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
19:42,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
19:11,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND OFF by MCGRIFF,COLTON",,,"REBOUND OFF by MCGRIFF,COLTON",2
19:05,,25 (+4),,21,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 25-21 (+4),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
18:52,"GOOD JUMPER by BORN,CLAY",27 (+6),,21,,SEWANEE 27-21 (+6),,"GOOD JUMPER by BORN,CLAY",2
18:41,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
18:32,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
18:13,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
17:44,,27 (+4),,23,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",CCM 27-23 (+4),,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",2
17:44,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
17:44,,27 (+3),,24,"GOOD FT by PORTLOCK,WILL",CCM 27-24 (+3),,"GOOD FT by PORTLOCK,WILL",2
17:40,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
17:39,,,,,"STEAL  by PORTLOCK,WILL",,,"STEAL  by PORTLOCK,WILL",2
17:37,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
17:37,,27 (+2),,25,"GOOD FT by PORTLOCK,WILL",CCM 27-25 (+2),,"GOOD FT by PORTLOCK,WILL",2
17:37,,27 (+1),,26,"GOOD FT by PORTLOCK,WILL",CCM 27-26 (+1),,"GOOD FT by PORTLOCK,WILL",2
17:37,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
17:37,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
17:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:12,"GOOD 3PTR by WILLIAMS,JORDEN",30 (+4),,26,,SEWANEE 30-26 (+4),,"GOOD 3PTR by WILLIAMS,JORDEN",2
16:53,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
16:35,,,,,"FOUL  by PORTLOCK,WILL",,,"FOUL  by PORTLOCK,WILL",2
16:26,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
16:13,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
16:05,,,,,"FOUL  by PORTLOCK,WILL",,,"FOUL  by PORTLOCK,WILL",2
16:02,"GOOD 3PTR by WILLIAMS,JORDEN",33 (+7),,26,,SEWANEE 33-26 (+7),,"GOOD 3PTR by WILLIAMS,JORDEN",2
15:51,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",2
15:42,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
15:16,,33 (+5),,28,"GOOD LAYUP by COX,TJ(in the paint)",CCM 33-28 (+5),,"GOOD LAYUP by COX,TJ(in the paint)",2
15:04,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
14:43,,,,,"MISS JUMPER by PORTLOCK,WILL",,,"MISS JUMPER by PORTLOCK,WILL",2
--,,,,,"REBOUND OFF by PORTLOCK,WILL",,,"REBOUND OFF by PORTLOCK,WILL",2
14:26,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
14:11,"GOOD JUMPER by CALDWELL,MARCELLUS",35 (+7),,28,,SEWANEE 35-28 (+7),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
