Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:32,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",1
16:30,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",1
16:17,,1,,9 (+8),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 1-9 (+8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
16:01,"MISS JUMPER by GARRETT,DANIEL",,,,,,,"MISS JUMPER by GARRETT,DANIEL",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
15:56,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
15:56,"STEAL  by GARRETT,DANIEL",,,,,,,"STEAL  by GARRETT,DANIEL",1
15:56,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
15:54,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
15:54,"STEAL  by SEARS,CONNOR",,,,,,,"STEAL  by SEARS,CONNOR",1
15:35,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
15:35,"MISS 3PTR by SEARS,CONNOR",,,,,,,"MISS 3PTR by SEARS,CONNOR",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
15:35,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
15:35,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",1
15:35,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",1
15:35,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",1
15:35,"SUB OUT by DULK,MATT DEN",,,,,,,"SUB OUT by DULK,MATT DEN",1
15:35,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
15:35,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
15:35,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
15:35,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
15:35,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
15:32,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",1
15:28,"MISS JUMPER by BURNS,RYAN",,,,,,,"MISS JUMPER by BURNS,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:55,,1,,11 (+10),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 1-11 (+10),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
14:40,"GOOD LAYUP by FRIERSON,NATE(in the paint)",3,,11 (+8),,COVENANT 3-11 (+8),,"GOOD LAYUP by FRIERSON,NATE(in the paint)",1
14:23,,3,,14 (+11),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 3-14 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
14:19,"MISS LAYUP by FRIERSON,NATE",,,,,,,"MISS LAYUP by FRIERSON,NATE",1
14:19,,,,,"BLOCK  by MCCULLOUGH,JACOB",,,"BLOCK  by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
14:09,,3,,17 (+14),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 3-17 (+14),,"GOOD 3PTR by WILLIAMS,JORDEN",1
13:52,"MISS 3PTR by BELL,ROBBY",,,,,,,"MISS 3PTR by BELL,ROBBY",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
13:28,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
13:28,"BLOCK  by SEARS,CONNOR",,,,,,,"BLOCK  by SEARS,CONNOR",1
--,"REBOUND DEF by SEARS,CONNOR",,,,,,,"REBOUND DEF by SEARS,CONNOR",1
13:22,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
12:11,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",1
12:11,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
12:11,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",1
12:11,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
12:11,"SUB OUT by BELL,ROBBY",,,,,,,"SUB OUT by BELL,ROBBY",1
12:11,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",1
12:11,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
12:11,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
12:11,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
12:11,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
12:11,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
11:56,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",1
11:56,"FOUL  by GARRETT,DANIEL",,,,,,,"FOUL  by GARRETT,DANIEL",1
11:40,,3,,19 (+16),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 3-19 (+16),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
11:25,"GOOD JUMPER by MCGRIFF,COLTON(in the paint)",5,,19 (+14),,COVENANT 5-19 (+14),,"GOOD JUMPER by MCGRIFF,COLTON(in the paint)",1
11:09,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",1
11:04,,5,,22 (+17),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 5-22 (+17),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
10:48,"GOOD 3PTR by COX,TJ",8,,22 (+14),,COVENANT 8-22 (+14),,"GOOD 3PTR by COX,TJ",1
10:41,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",1
10:39,"STEAL  by PORTLOCK,WILL",,,,,,,"STEAL  by PORTLOCK,WILL",1
10:39,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",10,,22 (+12),,COVENANT 10-22 (+12),,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",1
10:18,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
10:11,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,"REBOUND DEF by GARRETT,DANIEL",,,,,,,"REBOUND DEF by GARRETT,DANIEL",1
10:05,"TURNOVER  by GARRETT,DANIEL",,,,,,,"TURNOVER  by GARRETT,DANIEL",1
10:05,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
10:05,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",1
10:05,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
10:05,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",1
10:05,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",1
10:05,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
10:05,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
10:05,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
10:05,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
10:05,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
10:05,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
09:56,"STEAL  by TURNER,MICAH",,,,,,,"STEAL  by TURNER,MICAH",1
09:56,"GOOD LAYUP by ARIMA,Z(in the paint)",12,,22 (+10),,COVENANT 12-22 (+10),,"GOOD LAYUP by ARIMA,Z(in the paint)",1
09:27,"FOUL  by TURNER,MICAH",,,,,,,"FOUL  by TURNER,MICAH",1
09:27,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
09:27,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
09:17,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
09:15,"STEAL  by TURNER,MICAH",,,,,,,"STEAL  by TURNER,MICAH",1
09:05,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
08:52,,12,,24 (+12),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 12-24 (+12),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",1
08:27,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
08:27,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
08:27,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
08:27,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
08:27,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",1
08:27,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",1
08:27,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
08:27,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
08:27,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
08:27,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
08:27,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",1
08:27,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
07:26,,12,,26 (+14),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 12-26 (+14),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",1
07:08,"MISS JUMPER by FRIERSON,NATE",,,,,,,"MISS JUMPER by FRIERSON,NATE",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
07:00,"FOUL  by BELL,ROBBY",,,,,,,"FOUL  by BELL,ROBBY",1
06:59,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
06:59,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
06:34,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
06:32,"STEAL  by PHELPS,BEN",,,,,,,"STEAL  by PHELPS,BEN",1
06:29,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
06:23,"GOOD FT by FRIERSON,NATE",13,,26 (+13),,COVENANT 13-26 (+13),,"GOOD FT by FRIERSON,NATE",1
06:11,"GOOD FT by FRIERSON,NATE",14,,26 (+12),,COVENANT 14-26 (+12),,"GOOD FT by FRIERSON,NATE",1
06:11,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
06:11,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
05:53,,14,,28 (+14),"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 14-28 (+14),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
05:43,"GOOD LAYUP by PHELPS,BEN(in the paint)",16,,28 (+12),,COVENANT 16-28 (+12),,"GOOD LAYUP by PHELPS,BEN(in the paint)",1
05:16,,16,,30 (+14),"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 16-30 (+14),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",1
04:48,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",1
04:48,,,,,"BLOCK  by CALDWELL,MARCELLUS",,,"BLOCK  by CALDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
04:42,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by BELL,ROBBY",,,,,,,"REBOUND DEF by BELL,ROBBY",1
04:18,"GOOD 3PTR by FRIERSON,NATE",19,,30 (+11),,COVENANT 19-30 (+11),,"GOOD 3PTR by FRIERSON,NATE",1
--,"ASSIST  by PHELPS,BEN",,,,,,,"ASSIST  by PHELPS,BEN",1
03:55,,19,,32 (+13),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 19-32 (+13),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
03:39,"MISS 3PTR by BELL,ROBBY",,,,,,,"MISS 3PTR by BELL,ROBBY",1
--,"REBOUND OFF by SEARS,CONNOR",,,,,,,"REBOUND OFF by SEARS,CONNOR",1
03:33,"GOOD 3PTR by PHELPS,BEN",22,,32 (+10),,COVENANT 22-32 (+10),,"GOOD 3PTR by PHELPS,BEN",1
--,"ASSIST  by FRIERSON,NATE",,,,,,,"ASSIST  by FRIERSON,NATE",1
03:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:28,,22,,34 (+12),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 22-34 (+12),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
03:28,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
03:28,"SUB OUT by BELL,ROBBY",,,,,,,"SUB OUT by BELL,ROBBY",1
03:28,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
03:28,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
03:12,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",1
03:07,"MISS LAYUP by MCGRIFF,COLTON",,,,,,,"MISS LAYUP by MCGRIFF,COLTON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
02:46,,22,,36 (+14),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 22-36 (+14),,"GOOD JUMPER by CARTER,KESHONN",1
02:20,"MISS JUMPER by FRIERSON,NATE",,,,,,,"MISS JUMPER by FRIERSON,NATE",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
02:14,,22,,38 (+16),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 22-38 (+16),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
02:13,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",1
02:13,,22,,39 (+17),"GOOD FT by CARTER,KESHONN",SEWANEE 22-39 (+17),,"GOOD FT by CARTER,KESHONN",1
02:13,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
02:13,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",1
02:13,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
02:13,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",1
02:13,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
02:13,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
02:13,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
02:13,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
01:48,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
01:35,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",1
01:30,,22,,41 (+19),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 22-41 (+19),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
01:24,"GOOD LAYUP by SEARS,CONNOR(in the paint)",24,,41 (+17),,COVENANT 24-41 (+17),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",1
--,"ASSIST  by PORTLOCK,WILL",,,,,,,"ASSIST  by PORTLOCK,WILL",1
01:12,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",1
01:12,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",1
01:12,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
01:12,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",1
01:12,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
00:40,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
00:40,"GOOD FT by ARIMA,Z",25,,41 (+16),,COVENANT 25-41 (+16),,"GOOD FT by ARIMA,Z",1
00:40,"GOOD FT by ARIMA,Z",26,,41 (+15),,COVENANT 26-41 (+15),,"GOOD FT by ARIMA,Z",1
00:17,"FOUL  by PORTLOCK,WILL",,,,,,,"FOUL  by PORTLOCK,WILL",1
00:17,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
00:17,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
00:06,"FOUL  by TURNER,MICAH",,,,,,,"FOUL  by TURNER,MICAH",1
00:03,,26,,43 (+17),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 26-43 (+17),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",1
19:48,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
19:47,"MISS FT by MCGRIFF,COLTON",,,,,,,"MISS FT by MCGRIFF,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:47,"GOOD FT by MCGRIFF,COLTON",27,,43 (+16),,COVENANT 27-43 (+16),,"GOOD FT by MCGRIFF,COLTON",2
19:34,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by PORTLOCK,WILL",,,,,,,"REBOUND DEF by PORTLOCK,WILL",2
19:23,"GOOD JUMPER by MCGRIFF,COLTON",29,,43 (+14),,COVENANT 29-43 (+14),,"GOOD JUMPER by MCGRIFF,COLTON",2
19:04,,29,,45 (+16),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 29-45 (+16),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
18:48,"MISS JUMPER by PORTLOCK,WILL",,,,,,,"MISS JUMPER by PORTLOCK,WILL",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
18:27,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
18:23,,29,,47 (+18),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 29-47 (+18),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
18:04,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",2
17:56,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
17:49,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
17:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",,,"REBOUND OFF by CALDWELL,MARCELLUS",2
17:24,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",2
17:23,,29,,50 (+21),"GOOD 3PTR by BORN,CLAY",SEWANEE 29-50 (+21),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
17:08,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",31,,50 (+19),,COVENANT 31-50 (+19),,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",2
16:54,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
16:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:37,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
16:21,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
16:20,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
16:18,"STEAL  by SEARS,CONNOR",,,,,,,"STEAL  by SEARS,CONNOR",2
16:15,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",33,,50 (+17),,COVENANT 33-50 (+17),,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
15:57,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by COX,TJ",,,,,,,"REBOUND DEF by COX,TJ",2
15:30,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:30,"GOOD FT by MCGRIFF,COLTON",34,,50 (+16),,COVENANT 34-50 (+16),,"GOOD FT by MCGRIFF,COLTON",2
15:30,"GOOD FT by MCGRIFF,COLTON",35,,50 (+15),,COVENANT 35-50 (+15),,"GOOD FT by MCGRIFF,COLTON",2
15:30,,35,,52 (+17),"GOOD JUMPER by WILLIAMS,JORDEN(fastbreak)",SEWANEE 35-52 (+17),,"GOOD JUMPER by WILLIAMS,JORDEN(fastbreak)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
15:30,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
