,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,19:43,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1,layup,missed,centre,"scinta,blake",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1183.0,earlham,1,0,0.0,1
1,1,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,--,"REBOUND DEF by WILSON-THOMAS,ELIJAH",,,,,,,"REBOUND DEF by WILSON-THOMAS,ELIJAH",1,defensive rebound,,earlham,"wilson-thomas,elijah",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",,earlham,1,0,0.0,0
2,2,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,19:15,"GOOD 3PTR by ALEXANDER,TAYLEN",3.0,,0.0,,EARLHAM 3-0 (-3),,"GOOD 3PTR by ALEXANDER,TAYLEN",1,three pointer,good,earlham,"alexander,taylen",3.0,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1155.0,earlham,1,0,0.0,0
3,3,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,--,"ASSIST  by TOPALOVIC,ALEX",3.0,,0.0,,,,"ASSIST  by TOPALOVIC,ALEX",1,assist,,earlham,"topalovic,alex",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",,earlham,1,0,0.0,0
4,4,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,18:52,,3.0,,0.0,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",1,layup,missed,centre,"wesley,tyler",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1132.0,earlham,1,0,0.0,0
5,5,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,--,,3.0,,0.0,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,centre,,,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",,earlham,1,0,0.0,0
6,6,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,18:46,"FOUL  by TOPALOVIC,ALEX",3.0,,0.0,,,,"FOUL  by TOPALOVIC,ALEX",1,foul,,earlham,"topalovic,alex",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1126.0,earlham,1,0,0.0,0
7,7,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,18:28,,3.0,,0.0,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",1,layup,missed,centre,"wesley,tyler",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1108.0,earlham,1,0,0.0,0
8,8,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,--,"REBOUND DEF by HUNTER,KAMARI",3.0,,0.0,,,,"REBOUND DEF by HUNTER,KAMARI",1,defensive rebound,,earlham,"hunter,kamari",,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",,earlham,1,0,0.0,0
9,9,819,CENTRE,EARLHAM,0,54-55,"26,29","31,23",8-3,1-9,0-0,0-3,12/30/15,2:10 PM,,"Springfield, Ohio (Pam Evans Smith)",Win,2,False,113,False,18:15,"GOOD 3PTR by ALEXANDER,TAYLEN",6.0,,0.0,,EARLHAM 6-0 (-6),,"GOOD 3PTR by ALEXANDER,TAYLEN",1,three pointer,good,earlham,"alexander,taylen",3.0,"['alexander,taylen', 'wilson-thomas,elijah', 'bene,cole', 'hunter,kamari', 'topalovic,alex']","['scinta,blake', 'wesley,tyler', 'gump,matt', 'griffin,jarod', 'repishti,bryan']",1095.0,earlham,1,0,0.0,0
