Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
15:04,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
15:01,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
15:01,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:01,"GOOD FT by SCHAMP,GRIFFIN",40,,46 (+6),,BSC 40-46 (-6),,"GOOD FT by SCHAMP,GRIFFIN",2
15:01,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
15:01,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
15:01,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
15:01,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
15:01,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
15:01,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
15:01,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
15:01,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
15:01,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
15:01,,,,,"SUB IN by SATCHELL,MACKEILE",,,"SUB IN by SATCHELL,MACKEILE",2
15:01,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
15:01,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
15:01,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
15:01,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
14:55,,40,,48 (+8),"GOOD JUMPER by DAVIS,ALEX(fastbreak)(in the paint)",OU 40-48 (-8),,"GOOD JUMPER by DAVIS,ALEX(fastbreak)(in the paint)",2
14:39,"TURNOVER  by LEE,CALEB",,,,,,,"TURNOVER  by LEE,CALEB",2
14:38,,,,,"STEAL  by DAVIS,ALEX",,,"STEAL  by DAVIS,ALEX",2
14:33,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
14:17,"MISS LAYUP by LEE,CALEB",,,,,,,"MISS LAYUP by LEE,CALEB",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
13:55,,,,,"MISS 3PTR by SATCHELL,MACKEILE",,,"MISS 3PTR by SATCHELL,MACKEILE",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
13:47,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
13:47,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
13:47,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
13:47,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
13:47,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
13:18,,40,,50 (+10),"GOOD LAYUP by SATCHELL,MACKEILE(in the paint)",OU 40-50 (-10),,"GOOD LAYUP by SATCHELL,MACKEILE(in the paint)",2
--,,,,,"ASSIST  by PITTS,ALEC",,,"ASSIST  by PITTS,ALEC",2
13:18,"FOUL  by MURPHY,NICK",,,,,,,"FOUL  by MURPHY,NICK",2
13:18,,40,,51 (+11),"GOOD FT by SATCHELL,MACKEILE",OU 40-51 (-11),,"GOOD FT by SATCHELL,MACKEILE",2
13:18,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
13:18,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
13:18,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
13:18,,,,,"SUB OUT by SATCHELL,MACKEILE",,,"SUB OUT by SATCHELL,MACKEILE",2
13:06,"GOOD JUMPER by HOLLAND,JASON(in the paint)",42,,51 (+9),,BSC 42-51 (-9),,"GOOD JUMPER by HOLLAND,JASON(in the paint)",2
12:36,,42,,53 (+11),"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OU 42-53 (-11),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
12:27,"GOOD 3PTR by THOMAS,LARRY",45,,53 (+8),,BSC 45-53 (-8),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
11:55,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",2
11:53,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
11:48,"GOOD LAYUP by MURPHY,NICK(fastbreak)(in the paint)",47,,53 (+6),,BSC 47-53 (-6),,"GOOD LAYUP by MURPHY,NICK(fastbreak)(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
11:38,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
11:38,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
11:38,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
11:38,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
11:38,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
11:38,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
11:38,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
11:38,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
11:29,,,,,"FOUL  by CERONE,TYLER",,,"FOUL  by CERONE,TYLER",2
11:29,"GOOD FT by HOLLAND,JASON",48,,53 (+5),,BSC 48-53 (-5),,"GOOD FT by HOLLAND,JASON",2
11:29,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND OFF by HOLLAND,JASON",,,,,,,"REBOUND OFF by HOLLAND,JASON",2
11:16,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by CERONE,TYLER",,,"REBOUND DEF by CERONE,TYLER",2
11:11,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
10:54,,48,,55 (+7),"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",OU 48-55 (-7),,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",2
10:37,"GOOD JUMPER by MURPHY,NICK",50,,55 (+5),,BSC 50-55 (-5),,"GOOD JUMPER by MURPHY,NICK",2
--,"ASSIST  by JONUS,JASEN",,,,,,,"ASSIST  by JONUS,JASEN",2
10:17,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
10:17,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
10:17,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
10:17,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
10:17,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
10:09,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
10:09,,,,,"BLOCK  by PURDY,SAM",,,"BLOCK  by PURDY,SAM",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
09:42,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
09:21,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
08:53,,50,,57 (+7),"GOOD JUMPER by STEIOFF,ANDREW",OU 50-57 (-7),,"GOOD JUMPER by STEIOFF,ANDREW",2
08:30,"GOOD 3PTR by THOMAS,LARRY",53,,57 (+4),,BSC 53-57 (-4),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by JONUS,JASEN",,,,,,,"ASSIST  by JONUS,JASEN",2
07:57,,53,,60 (+7),"GOOD 3PTR by PITTS,ALEC",OU 53-60 (-7),,"GOOD 3PTR by PITTS,ALEC",2
07:46,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
07:15,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
07:14,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
07:09,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
07:09,,,,,"BLOCK  by MOLINET,CHRISTIAN",,,"BLOCK  by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
07:04,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
06:52,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
06:29,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
06:29,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
06:29,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
06:29,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
06:29,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
06:29,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
06:29,,,,,"SUB IN by SATCHELL,MACKEILE",,,"SUB IN by SATCHELL,MACKEILE",2
06:29,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
06:20,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
06:10,"GOOD 3PTR by THOMAS,LARRY",56,,60 (+4),,BSC 56-60 (-4),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
05:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:50,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:47,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
05:47,,,,,"SUB OUT by SATCHELL,MACKEILE",,,"SUB OUT by SATCHELL,MACKEILE",2
05:24,,,,,"MISS JUMPER by STEIOFF,ANDREW",,,"MISS JUMPER by STEIOFF,ANDREW",2
--,"REBOUND DEF by MURPHY,NICK",,,,,,,"REBOUND DEF by MURPHY,NICK",2
05:07,"GOOD 3PTR by THOMAS,LARRY",59,,60 (+1),,BSC 59-60 (-1),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
04:45,,,,,"TURNOVER  by STEIOFF,ANDREW",,,"TURNOVER  by STEIOFF,ANDREW",2
04:37,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
04:05,,,,,"MISS JUMPER by STEIOFF,ANDREW",,,"MISS JUMPER by STEIOFF,ANDREW",2
--,"REBOUND DEF by MURPHY,NICK",,,,,,,"REBOUND DEF by MURPHY,NICK",2
03:50,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
03:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:48,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
03:48,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
03:48,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
03:48,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
03:33,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
03:27,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
03:26,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
03:05,,,,,"TURNOVER  by JOVAAG,BRANDEN",,,"TURNOVER  by JOVAAG,BRANDEN",2
03:05,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
03:05,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
02:46,"MISS LAYUP by RICHARDS,ZAC",,,,,,,"MISS LAYUP by RICHARDS,ZAC",2
02:46,,,,,"BLOCK  by STEIOFF,ANDREW",,,"BLOCK  by STEIOFF,ANDREW",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
02:35,"FOUL  by WHITE,BLAISE",,,,,,,"FOUL  by WHITE,BLAISE",2
02:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:24,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
02:24,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
02:05,,59,,62 (+3),"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OU 59-62 (-3),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
01:58,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND OFF by WHITE,BLAISE",,,,,,,"REBOUND OFF by WHITE,BLAISE",2
01:50,"MISS LAYUP by WHITE,BLAISE",,,,,,,"MISS LAYUP by WHITE,BLAISE",2
01:50,,,,,"BLOCK  by STEIOFF,ANDREW",,,"BLOCK  by STEIOFF,ANDREW",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
01:35,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
01:35,"SUB IN by OLAFSSON,ODDUR",,,,,,,"SUB IN by OLAFSSON,ODDUR",2
01:35,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
01:35,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
01:35,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
01:35,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
01:35,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
01:35,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
01:18,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
01:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:08,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
01:08,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
01:08,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
01:08,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
01:08,"SUB OUT by OLAFSSON,ODDUR",,,,,,,"SUB OUT by OLAFSSON,ODDUR",2
01:08,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
01:08,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
01:08,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
00:42,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND OFF by RICHARDS,ZAC",,,,,,,"REBOUND OFF by RICHARDS,ZAC",2
00:37,,,,,"FOUL  by PURDY,SAM",,,"FOUL  by PURDY,SAM",2
00:37,"MISS FT by RICHARDS,ZAC",,,,,,,"MISS FT by RICHARDS,ZAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:37,"GOOD FT by RICHARDS,ZAC",60,,62 (+2),,BSC 60-62 (-2),,"GOOD FT by RICHARDS,ZAC",2
00:37,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
00:37,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
00:37,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
00:37,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
00:37,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
00:37,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
00:37,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
00:37,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
00:31,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
00:31,,,,,"MISS FT by PITTS,ALEC",,,"MISS FT by PITTS,ALEC",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
00:31,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
00:31,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
00:31,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
00:31,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
00:31,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
00:31,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
00:31,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
00:31,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
00:15,"TURNOVER  by JONUS,JASEN",,,,,,,"TURNOVER  by JONUS,JASEN",2
00:14,,,,,"STEAL  by PURDY,SAM",,,"STEAL  by PURDY,SAM",2
00:14,"FOUL  by MURPHY,NICK",,,,,,,"FOUL  by MURPHY,NICK",2
00:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:14,,,,,"MISS FT by PURDY,SAM",,,"MISS FT by PURDY,SAM",2
--,"REBOUND DEF by JONUS,JASEN",,,,,,,"REBOUND DEF by JONUS,JASEN",2
00:14,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
00:14,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
00:01,"GOOD 3PTR by THOMAS,LARRY",63 (+1),,62,,BSC 63-62 (+1),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
