Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:37,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",1
16:37,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",1
16:37,"SUB OUT by MCDOWELL,WILLIE",,,,,,,"SUB OUT by MCDOWELL,WILLIE",1
16:07,,8,,11 (+3),"GOOD 3PTR by KEGARISE,KEVIN",BSC 8-11 (+3),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
15:52,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",1
15:52,,,,,"BLOCK  by RICHARDS,ZAC",,,"BLOCK  by RICHARDS,ZAC",1
--,"REBOUND OFF by THOMAS,JEREMIAH",,,,,,,"REBOUND OFF by THOMAS,JEREMIAH",1
15:48,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",10,,11 (+1),,HC 10-11 (+1),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",1
15:34,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by KEGARISE,KEVIN",,,"REBOUND OFF by KEGARISE,KEVIN",1
15:28,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",1
15:08,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",1
--,"REBOUND OFF by BLACKMON,KANDEN",,,,,,,"REBOUND OFF by BLACKMON,KANDEN",1
15:05,"GOOD 3PTR by VARNEY,JASON",13 (+2),,11,,HC 13-11 (-2),,"GOOD 3PTR by VARNEY,JASON",1
--,"ASSIST  by KILPATRICK,MIKE",,,,,,,"ASSIST  by KILPATRICK,MIKE",1
14:53,,13,,13,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 13-13 (0),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
14:30,"GOOD LAYUP by TURNIPSEED,D'AWVALO(in the paint)",15 (+2),,13,,HC 15-13 (-2),,"GOOD LAYUP by TURNIPSEED,D'AWVALO(in the paint)",1
--,"ASSIST  by BLACKMON,KANDEN",,,,,,,"ASSIST  by BLACKMON,KANDEN",1
14:27,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",1
14:27,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",1
14:27,"SUB OUT by KILPATRICK,MIKE",,,,,,,"SUB OUT by KILPATRICK,MIKE",1
14:27,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
14:27,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
14:27,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",1
14:27,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
14:27,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
14:27,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",1
14:27,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",1
14:27,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
14:27,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
14:27,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
14:27,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
14:10,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",1
--,"REBOUND DEF by TURNIPSEED,D'AWVALO",,,,,,,"REBOUND DEF by TURNIPSEED,D'AWVALO",1
13:58,"GOOD 3PTR by PETTY,RYAN",18 (+5),,13,,HC 18-13 (-5),,"GOOD 3PTR by PETTY,RYAN",1
13:41,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",1
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",1
13:39,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
13:19,"MISS 3PTR by EDGAR,COURTNEE",,,,,,,"MISS 3PTR by EDGAR,COURTNEE",1
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",1
13:10,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",1
13:05,"MISS LAYUP by TURNIPSEED,D'AWVALO",,,,,,,"MISS LAYUP by TURNIPSEED,D'AWVALO",1
13:05,,,,,"BLOCK  by HOLLAND,JASON",,,"BLOCK  by HOLLAND,JASON",1
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",1
12:52,,18 (+2),,16,"GOOD 3PTR by MURPHY,NICK",BSC 18-16 (-2),,"GOOD 3PTR by MURPHY,NICK",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
12:28,"GOOD LAYUP by EDGAR,COURTNEE(in the paint)",20 (+4),,16,,HC 20-16 (-4),,"GOOD LAYUP by EDGAR,COURTNEE(in the paint)",1
12:11,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by PETTY,RYAN",,,,,,,"REBOUND DEF by PETTY,RYAN",1
12:06,"GOOD LAYUP by EDGAR,COURTNEE(fastbreak)(in the paint)",22 (+6),,16,,HC 22-16 (-6),,"GOOD LAYUP by EDGAR,COURTNEE(fastbreak)(in the paint)",1
--,"ASSIST  by PETTY,RYAN",,,,,,,"ASSIST  by PETTY,RYAN",1
12:03,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
12:03,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
12:03,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
12:03,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
12:03,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
12:03,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
12:03,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
12:03,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
12:03,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
12:03,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
11:33,,22 (+4),,18,"GOOD LAYUP by JONUS,JASEN(in the paint)",BSC 22-18 (-4),,"GOOD LAYUP by JONUS,JASEN(in the paint)",1
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",1
11:23,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",1
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",1
11:09,,22 (+2),,20,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 22-20 (-2),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
10:45,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
10:36,,22,,22,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",BSC 22-22 (0),,"GOOD LAYUP by WHITE,BLAISE(fastbreak)(in the paint)",1
10:36,"FOUL  by TURNIPSEED,D'AWVALO",,,,,,,"FOUL  by TURNIPSEED,D'AWVALO",1
10:36,,22,,23 (+1),"GOOD FT by WHITE,BLAISE",BSC 22-23 (+1),,"GOOD FT by WHITE,BLAISE",1
10:36,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",1
10:36,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",1
10:36,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
10:36,"SUB IN by ROBERSON,D'ANGELO",,,,,,,"SUB IN by ROBERSON,D'ANGELO",1
10:36,"SUB IN by MOODY,JACOB",,,,,,,"SUB IN by MOODY,JACOB",1
10:36,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",1
10:36,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",1
10:36,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",1
10:36,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",1
10:36,"SUB OUT by TURNIPSEED,D'AWVALO",,,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",1
10:25,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",1
10:04,,22,,26 (+4),"GOOD 3PTR by KEGARISE,KEVIN",BSC 22-26 (+4),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by JONUS,JASEN",,,"ASSIST  by JONUS,JASEN",1
09:43,"MISS 3PTR by VARNEY,JASON",,,,,,,"MISS 3PTR by VARNEY,JASON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:21,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",1
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",1
09:13,"MISS LAYUP by LEE,JERROD",,,,,,,"MISS LAYUP by LEE,JERROD",1
--,"REBOUND OFF by ROBERSON,D'ANGELO",,,,,,,"REBOUND OFF by ROBERSON,D'ANGELO",1
09:08,"MISS TIPIN by ROBERSON,D'ANGELO",,,,,,,"MISS TIPIN by ROBERSON,D'ANGELO",1
--,"REBOUND OFF by LEE,JERROD",,,,,,,"REBOUND OFF by LEE,JERROD",1
09:08,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",1
09:08,"GOOD FT by ROBERSON,D'ANGELO",23,,26 (+3),,HC 23-26 (+3),,"GOOD FT by ROBERSON,D'ANGELO",1
09:07,"MISS FT by ROBERSON,D'ANGELO",,,,,,,"MISS FT by ROBERSON,D'ANGELO",1
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",1
08:48,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",1
08:44,"MISS LAYUP by ROBERSON,D'ANGELO",,,,,,,"MISS LAYUP by ROBERSON,D'ANGELO",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
08:22,"FOUL  by ROBERSON,D'ANGELO",,,,,,,"FOUL  by ROBERSON,D'ANGELO",1
08:22,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:14,,23,,27 (+4),"GOOD FT by HENRY,COLIN",BSC 23-27 (+4),,"GOOD FT by HENRY,COLIN",1
07:55,"GOOD LAYUP by LEE,JERROD(in the paint)",25,,27 (+2),,HC 25-27 (+2),,"GOOD LAYUP by LEE,JERROD(in the paint)",1
07:32,,,,,"TURNOVER  by JONUS,JASEN",,,"TURNOVER  by JONUS,JASEN",1
07:30,"STEAL  by KILPATRICK,MIKE",,,,,,,"STEAL  by KILPATRICK,MIKE",1
07:22,"GOOD LAYUP by VARNEY,JASON(in the paint)",27,,27,,HC 27-27 (0),,"GOOD LAYUP by VARNEY,JASON(in the paint)",1
07:04,"FOUL  by MOODY,JACOB",,,,,,,"FOUL  by MOODY,JACOB",1
07:04,,27,,28 (+1),"GOOD FT by HENRY,COLIN",BSC 27-28 (+1),,"GOOD FT by HENRY,COLIN",1
07:04,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",1
--,"REBOUND DEF by MCDOWELL,WILLIE",,,,,,,"REBOUND DEF by MCDOWELL,WILLIE",1
07:04,"SUB IN by MCDOWELL,WILLIE",,,,,,,"SUB IN by MCDOWELL,WILLIE",1
07:04,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",1
07:04,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",1
07:04,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
07:04,"SUB OUT by ROBERSON,D'ANGELO",,,,,,,"SUB OUT by ROBERSON,D'ANGELO",1
07:04,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",1
07:04,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",1
07:04,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
07:04,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",1
07:04,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
07:04,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
07:04,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
07:04,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",1
07:04,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
06:51,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
06:51,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
06:40,"GOOD 3PTR by BLACKMON,KANDEN",30 (+2),,28,,HC 30-28 (-2),,"GOOD 3PTR by BLACKMON,KANDEN",1
06:28,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by MCDOWELL,WILLIE",,,,,,,"REBOUND DEF by MCDOWELL,WILLIE",1
06:18,"GOOD 3PTR by PETTY,RYAN",33 (+5),,28,,HC 33-28 (-5),,"GOOD 3PTR by PETTY,RYAN",1
--,"ASSIST  by KILPATRICK,MIKE",,,,,,,"ASSIST  by KILPATRICK,MIKE",1
06:00,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by LEE,CALEB",,,"REBOUND OFF by LEE,CALEB",1
05:58,,,,,"MISS TIPIN by LEE,CALEB",,,"MISS TIPIN by LEE,CALEB",1
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",1
05:55,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by MCDOWELL,WILLIE",,,,,,,"REBOUND DEF by MCDOWELL,WILLIE",1
05:49,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",1
05:49,"GOOD FT by KILPATRICK,MIKE",34 (+6),,28,,HC 34-28 (-6),,"GOOD FT by KILPATRICK,MIKE",1
05:49,"GOOD FT by KILPATRICK,MIKE",35 (+7),,28,,HC 35-28 (-7),,"GOOD FT by KILPATRICK,MIKE",1
05:49,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
05:49,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",1
05:34,,35 (+5),,30,"GOOD JUMPER by LEE,CALEB",BSC 35-30 (-5),,"GOOD JUMPER by LEE,CALEB",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
05:15,"MISS LAYUP by MCDOWELL,WILLIE",,,,,,,"MISS LAYUP by MCDOWELL,WILLIE",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
04:58,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",1
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",1
04:50,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",1
04:50,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",1
04:50,"SUB OUT by MCDOWELL,WILLIE",,,,,,,"SUB OUT by MCDOWELL,WILLIE",1
04:50,"SUB OUT by KILPATRICK,MIKE",,,,,,,"SUB OUT by KILPATRICK,MIKE",1
04:48,"TURNOVER  by EDGAR,COURTNEE",,,,,,,"TURNOVER  by EDGAR,COURTNEE",1
04:46,,,,,"STEAL  by LEE,CALEB",,,"STEAL  by LEE,CALEB",1
04:44,,,,,"MISS JUMPER by HOLLAND,JASON",,,"MISS JUMPER by HOLLAND,JASON",1
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",1
04:40,,35 (+2),,33,"GOOD 3PTR by MURPHY,NICK",BSC 35-33 (-2),,"GOOD 3PTR by MURPHY,NICK",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
04:30,"MISS 3PTR by VARNEY,JASON",,,,,,,"MISS 3PTR by VARNEY,JASON",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
04:14,,35,,35,"GOOD JUMPER by LEE,CALEB",BSC 35-35 (0),,"GOOD JUMPER by LEE,CALEB",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
03:45,"GOOD 3PTR by PETTY,RYAN",38 (+3),,35,,HC 38-35 (-3),,"GOOD 3PTR by PETTY,RYAN",1
03:33,,,,,"MISS JUMPER by MURPHY,NICK",,,"MISS JUMPER by MURPHY,NICK",1
--,,,,,"REBOUND OFF by LEE,CALEB",,,"REBOUND OFF by LEE,CALEB",1
03:29,,,,,"TURNOVER  by LEE,CALEB",,,"TURNOVER  by LEE,CALEB",1
03:28,"STEAL  by EDGAR,COURTNEE",,,,,,,"STEAL  by EDGAR,COURTNEE",1
03:12,"MISS LAYUP by EDGAR,COURTNEE",,,,,,,"MISS LAYUP by EDGAR,COURTNEE",1
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",1
03:03,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
02:58,,38 (+1),,37,"GOOD TIPIN by THOMAS,LARRY(in the paint)",BSC 38-37 (-1),,"GOOD TIPIN by THOMAS,LARRY(in the paint)",1
02:52,,,,,"FOUL  by MURPHY,NICK",,,"FOUL  by MURPHY,NICK",1
02:52,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
02:52,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
02:52,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
02:52,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:52,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
02:52,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
02:52,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
02:52,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
02:52,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
02:52,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
02:41,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",1
02:39,,38,,40 (+2),"GOOD 3PTR by KEGARISE,KEVIN",BSC 38-40 (+2),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
02:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:09,"MISS 3PTR by MCDOWELL,WILLIE",,,,,,,"MISS 3PTR by MCDOWELL,WILLIE",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
01:59,,38,,43 (+5),"GOOD 3PTR by JONUS,JASEN",BSC 38-43 (+5),,"GOOD 3PTR by JONUS,JASEN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
01:47,"TURNOVER  by KILPATRICK,MIKE",,,,,,,"TURNOVER  by KILPATRICK,MIKE",1
01:45,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
01:38,,38,,45 (+7),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 38-45 (+7),,"GOOD LAYUP by HENRY,COLIN(in the paint)",1
01:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
01:35,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",1
01:35,"SUB IN by MCDOWELL,WILLIE",,,,,,,"SUB IN by MCDOWELL,WILLIE",1
01:35,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",1
01:35,"SUB IN by MOODY,JACOB",,,,,,,"SUB IN by MOODY,JACOB",1
01:35,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",1
01:35,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",1
01:35,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",1
01:35,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",1
01:23,"MISS 3PTR by MOODY,JACOB",,,,,,,"MISS 3PTR by MOODY,JACOB",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
01:13,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",1
