Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
04:19,SUB IN by 1,,,,,,,SUB IN by 1,2
04:19,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
04:19,"SUB OUT by MURPHY,NICK",,,,,,,"SUB OUT by MURPHY,NICK",2
04:19,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
04:19,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
04:19,SUB OUT by 5,,,,,,,SUB OUT by 5,2
03:58,"TURNOVER  by RICHARDS,ZAC",,,,,,,"TURNOVER  by RICHARDS,ZAC",2
03:53,,,,,"TURNOVER  by PETTY,RYAN",,,"TURNOVER  by PETTY,RYAN",2
03:53,,,,,"FOUL  by PETTY,RYAN",,,"FOUL  by PETTY,RYAN",2
03:32,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",75 (+3),,72,,BSC 75-72 (+3),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
03:21,,,,,"TURNOVER  by MOODY,JACOB",,,"TURNOVER  by MOODY,JACOB",2
03:19,STEAL  by 4,,,,,,,STEAL  by 4,2
02:58,"MISS JUMPER by RICHARDS,ZAC",,,,,,,"MISS JUMPER by RICHARDS,ZAC",2
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",2
02:52,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,"MISS 3PTR by TURNIPSEED,D'AWVALO",2
--,"REBOUND DEF by RICHARDS,ZAC",,,,,,,"REBOUND DEF by RICHARDS,ZAC",2
02:19,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",2
02:18,"FOUL  by RICHARDS,ZAC",,,,,,,"FOUL  by RICHARDS,ZAC",2
02:18,,75 (+2),,73,"GOOD FT by THOMAS,JEREMIAH",HC 75-73 (+2),,"GOOD FT by THOMAS,JEREMIAH",2
02:18,,75 (+1),,74,"GOOD FT by THOMAS,JEREMIAH",HC 75-74 (+1),,"GOOD FT by THOMAS,JEREMIAH",2
02:18,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
02:18,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
02:18,,,,,"SUB IN by BLACKMON,KANDEN",,,"SUB IN by BLACKMON,KANDEN",2
02:18,,,,,"SUB IN by ROBERSON,D'ANGELO",,,"SUB IN by ROBERSON,D'ANGELO",2
02:18,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
02:18,,,,,"SUB IN by KILPATRICK,MIKE",,,"SUB IN by KILPATRICK,MIKE",2
02:18,,,,,"SUB OUT by MOODY,JACOB",,,"SUB OUT by MOODY,JACOB",2
02:18,,,,,"SUB OUT by THOMAS,JEREMIAH",,,"SUB OUT by THOMAS,JEREMIAH",2
02:18,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",,,"SUB OUT by TURNIPSEED,D'AWVALO",2
02:18,,,,,"SUB OUT by PETTY,RYAN",,,"SUB OUT by PETTY,RYAN",2
02:05,"GOOD 3PTR by KEGARISE,KEVIN",78 (+4),,74,,BSC 78-74 (+4),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,ASSIST  by 4,,,,,,,ASSIST  by 4,2
01:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:56,,,,,"TURNOVER  by KILPATRICK,MIKE",,,"TURNOVER  by KILPATRICK,MIKE",2
01:56,STEAL  by 4,,,,,,,STEAL  by 4,2
01:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:54,,,,,"SUB IN by PETTY,RYAN",,,"SUB IN by PETTY,RYAN",2
01:54,,,,,"SUB OUT by KILPATRICK,MIKE",,,"SUB OUT by KILPATRICK,MIKE",2
01:25,"MISS JUMPER by KEGARISE,KEVIN",,,,,,,"MISS JUMPER by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by BLACKMON,KANDEN",,,"REBOUND DEF by BLACKMON,KANDEN",2
01:20,,78 (+1),,77,"GOOD 3PTR by EDGAR,COURTNEE",HC 78-77 (+1),,"GOOD 3PTR by EDGAR,COURTNEE",2
00:58,MISS LAYUP by 4,,,,,,,MISS LAYUP by 4,2
00:58,,,,,"BLOCK  by BLACKMON,KANDEN",,,"BLOCK  by BLACKMON,KANDEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:58,,,,,"SUB IN by TURNIPSEED,D'AWVALO",,,"SUB IN by TURNIPSEED,D'AWVALO",2
00:58,,,,,"SUB OUT by BLACKMON,KANDEN",,,"SUB OUT by BLACKMON,KANDEN",2
00:42,,,,,"FOUL  by EDGAR,COURTNEE",,,"FOUL  by EDGAR,COURTNEE",2
00:42,MISS FT by 4,,,,,,,MISS FT by 4,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:42,GOOD FT by 4,79 (+2),,77,,BSC 79-77 (+2),,GOOD FT by 4,2
00:42,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
00:42,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
00:42,,,,,"SUB IN by BLACKMON,KANDEN",,,"SUB IN by BLACKMON,KANDEN",2
00:42,,,,,"SUB OUT by ROBERSON,D'ANGELO",,,"SUB OUT by ROBERSON,D'ANGELO",2
00:23,,,,,"FOUL  by EDGAR,COURTNEE",,,"FOUL  by EDGAR,COURTNEE",2
00:23,GOOD FT by 4,80 (+3),,77,,BSC 80-77 (+3),,GOOD FT by 4,2
00:23,GOOD FT by 4,81 (+4),,77,,BSC 81-77 (+4),,GOOD FT by 4,2
00:23,SUB IN by 5,,,,,,,SUB IN by 5,2
00:23,SUB IN by 0,,,,,,,SUB IN by 0,2
00:23,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
00:23,SUB OUT by 1,,,,,,,SUB OUT by 1,2
00:23,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
00:23,,,,,"SUB OUT by PETTY,RYAN",,,"SUB OUT by PETTY,RYAN",2
00:19,,,,,"MISS LAYUP by PETTY,RYAN",,,"MISS LAYUP by PETTY,RYAN",2
--,,,,,"REBOUND OFF by LEE,JERROD",,,"REBOUND OFF by LEE,JERROD",2
00:12,,,,,"MISS 3PTR by LEE,JERROD",,,"MISS 3PTR by LEE,JERROD",2
--,,,,,"REBOUND OFF by BLACKMON,KANDEN",,,"REBOUND OFF by BLACKMON,KANDEN",2
00:10,,,,,"MISS 3PTR by VARNEY,JASON",,,"MISS 3PTR by VARNEY,JASON",2
--,,,,,"REBOUND OFF by LEE,JERROD",,,"REBOUND OFF by LEE,JERROD",2
00:00,,81 (+2),,79,"GOOD LAYUP by LEE,JERROD(in the paint)",HC 81-79 (+2),,"GOOD LAYUP by LEE,JERROD(in the paint)",2
