Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
14:57,"BLOCK  by PURDY,SAM",,,,,,,"BLOCK  by PURDY,SAM",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
14:47,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",1
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",1
14:42,,14,,21 (+7),"GOOD 3PTR by MURPHY,NICK",BSC 14-21 (+7),,"GOOD 3PTR by MURPHY,NICK",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
14:17,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",1
14:10,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",16,,21 (+5),,OU 16-21 (+5),,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",1
13:53,"FOUL  by STEIOFF,ANDREW",,,,,,,"FOUL  by STEIOFF,ANDREW",1
13:53,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
13:53,"SUB IN by CERONE,TYLER",,,,,,,"SUB IN by CERONE,TYLER",1
13:53,"SUB OUT by STEIOFF,ANDREW",,,,,,,"SUB OUT by STEIOFF,ANDREW",1
13:53,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",1
13:45,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
13:42,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",1
13:42,"TIMEOUT 30SEC by HAMILTON,PRICE",,,,,,,"TIMEOUT 30SEC by HAMILTON,PRICE",1
13:35,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",1
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",1
13:24,,16,,23 (+7),"GOOD JUMPER by LEE,CALEB(in the paint)",BSC 16-23 (+7),,"GOOD JUMPER by LEE,CALEB(in the paint)",1
13:24,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",1
13:24,,,,,"MISS FT by LEE,CALEB",,,"MISS FT by LEE,CALEB",1
--,,,,,"REBOUND OFF by MURPHY,NICK",,,"REBOUND OFF by MURPHY,NICK",1
13:04,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",1
13:04,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
12:45,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",18,,23 (+5),,OU 18-23 (+5),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",1
12:34,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by CERONE,TYLER",,,,,,,"REBOUND DEF by CERONE,TYLER",1
12:25,"MISS 3PTR by MOLINET,CHRISTIAN",,,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",1
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",1
12:06,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
12:05,"STEAL  by JOVAAG,BRANDEN",,,,,,,"STEAL  by JOVAAG,BRANDEN",1
12:01,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",1
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",1
11:41,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
11:41,"STEAL  by KINNEY,JORDAN",,,,,,,"STEAL  by KINNEY,JORDAN",1
11:41,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",1
11:38,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
11:38,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",1
11:28,"MISS JUMPER by PURDY,SAM",,,,,,,"MISS JUMPER by PURDY,SAM",1
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",1
11:11,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",1
10:58,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",20,,23 (+3),,OU 20-23 (+3),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",1
--,"ASSIST  by PURDY,SAM",,,,,,,"ASSIST  by PURDY,SAM",1
10:30,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",1
10:30,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",1
10:30,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",1
10:30,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",1
10:30,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
10:30,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",1
10:30,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
10:30,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
10:30,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
10:30,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
10:30,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
10:30,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
10:30,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
10:30,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
10:30,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
10:30,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
10:21,,20,,26 (+6),"GOOD 3PTR by JONUS,JASEN",BSC 20-26 (+6),,"GOOD 3PTR by JONUS,JASEN",1
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",1
10:07,"MISS 3PTR by ROSARIO,AARON DEL",,,,,,,"MISS 3PTR by ROSARIO,AARON DEL",1
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",1
10:02,,20,,28 (+8),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 20-28 (+8),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
10:02,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",1
10:02,,20,,29 (+9),"GOOD FT by RICHARDS,ZAC",BSC 20-29 (+9),,"GOOD FT by RICHARDS,ZAC",1
10:02,"SUB IN by ROSARIO,AARON DEL",,,,,,,"SUB IN by ROSARIO,AARON DEL",1
09:40,"MISS 3PTR by COURSON,TYLER",,,,,,,"MISS 3PTR by COURSON,TYLER",1
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",1
09:31,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
09:28,,,,,"TURNOVER  by KEGARISE,KEVIN",,,"TURNOVER  by KEGARISE,KEVIN",1
09:27,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",1
09:24,"GOOD LAYUP by ROSARIO,AARON DEL(in the paint)",22,,29 (+7),,OU 22-29 (+7),,"GOOD LAYUP by ROSARIO,AARON DEL(in the paint)",1
09:11,,22,,32 (+10),"GOOD 3PTR by KEGARISE,KEVIN",BSC 22-32 (+10),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:47,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",1
08:41,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",1
08:38,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",1
08:38,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
08:38,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
08:38,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
08:05,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",1
07:58,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",1
07:57,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
07:54,,22,,34 (+12),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 22-34 (+12),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
--,,,,,"ASSIST  by JONUS,JASEN",,,"ASSIST  by JONUS,JASEN",1
07:50,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",1
07:50,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",1
07:50,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",1
07:50,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",1
07:50,"SUB OUT by ROSARIO,AARON DEL",,,,,,,"SUB OUT by ROSARIO,AARON DEL",1
07:50,"SUB OUT by CERONE,TYLER",,,,,,,"SUB OUT by CERONE,TYLER",1
07:45,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",1
07:43,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",1
07:39,,22,,36 (+14),"GOOD LAYUP by JONUS,JASEN(fastbreak)(in the paint)",BSC 22-36 (+14),,"GOOD LAYUP by JONUS,JASEN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
07:30,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",1
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",1
07:26,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",24,,36 (+12),,OU 24-36 (+12),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
07:26,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
07:26,"GOOD FT by STEIOFF,ANDREW",25,,36 (+11),,OU 25-36 (+11),,"GOOD FT by STEIOFF,ANDREW",1
07:04,,25,,38 (+13),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 25-38 (+13),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
06:39,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",27,,38 (+11),,OU 27-38 (+11),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
06:32,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",1
06:08,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",1
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",1
05:54,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
05:52,"STEAL  by JOVAAG,BRANDEN",,,,,,,"STEAL  by JOVAAG,BRANDEN",1
05:45,"GOOD 3PTR by JOVAAG,BRANDEN",30,,38 (+8),,OU 30-38 (+8),,"GOOD 3PTR by JOVAAG,BRANDEN",1
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",1
05:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:42,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",1
05:42,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
05:42,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
05:42,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",1
05:42,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
05:42,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
05:42,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
05:42,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
05:42,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
05:42,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",1
05:15,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",1
--,"REBOUND DEF by HAMILTON,PRICE",,,,,,,"REBOUND DEF by HAMILTON,PRICE",1
05:13,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",1
04:50,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",1
--,"REBOUND OFF by PITTS,ALEC",,,,,,,"REBOUND OFF by PITTS,ALEC",1
04:42,"TURNOVER  by STEIOFF,ANDREW",,,,,,,"TURNOVER  by STEIOFF,ANDREW",1
04:28,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",1
04:09,"MISS JUMPER by PITTS,ALEC",,,,,,,"MISS JUMPER by PITTS,ALEC",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
03:58,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by PITTS,ALEC",,,,,,,"REBOUND DEF by PITTS,ALEC",1
03:30,"MISS LAYUP by STEIOFF,ANDREW",,,,,,,"MISS LAYUP by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",1
03:24,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
03:15,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",32,,38 (+6),,OU 32-38 (+6),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",1
02:49,,32,,40 (+8),"GOOD JUMPER by HOLLAND,JASON",BSC 32-40 (+8),,"GOOD JUMPER by HOLLAND,JASON",1
02:36,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",34,,40 (+6),,OU 34-40 (+6),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
--,"ASSIST  by PURDY,SAM",,,,,,,"ASSIST  by PURDY,SAM",1
02:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:36,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:36,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
02:36,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
02:36,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
02:36,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
02:36,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
02:36,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
02:36,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
02:26,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
02:21,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",1
02:19,,,,,"STEAL  by JONUS,JASEN",,,"STEAL  by JONUS,JASEN",1
02:17,,34,,42 (+8),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 34-42 (+8),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by JONUS,JASEN",,,"ASSIST  by JONUS,JASEN",1
02:11,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",1
02:09,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
02:05,"FOUL  by PITTS,ALEC",,,,,,,"FOUL  by PITTS,ALEC",1
02:05,,,,,"MISS FT by JONUS,JASEN",,,"MISS FT by JONUS,JASEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:05,,34,,43 (+9),"GOOD FT by JONUS,JASEN",BSC 34-43 (+9),,"GOOD FT by JONUS,JASEN",1
02:05,,,,,"MISS FT by JONUS,JASEN",,,"MISS FT by JONUS,JASEN",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
01:48,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
01:33,,34,,45 (+11),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 34-45 (+11),,"GOOD LAYUP by HENRY,COLIN(in the paint)",1
01:08,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
01:04,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",1
01:03,"STEAL  by MOLINET,CHRISTIAN",,,,,,,"STEAL  by MOLINET,CHRISTIAN",1
00:55,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",36,,45 (+9),,OU 36-45 (+9),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",1
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",1
00:44,,36,,48 (+12),"GOOD 3PTR by WHITE,BLAISE",BSC 36-48 (+12),,"GOOD 3PTR by WHITE,BLAISE",1
00:01,"GOOD 3PTR by MOLINET,CHRISTIAN",39,,48 (+9),,OU 39-48 (+9),,"GOOD 3PTR by MOLINET,CHRISTIAN",1
20:00,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",2
20:00,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
20:00,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
20:00,"SUB IN by CERONE,TYLER",,,,,,,"SUB IN by CERONE,TYLER",2
20:00,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
19:39,"MISS JUMPER by PURDY,SAM",,,,,,,"MISS JUMPER by PURDY,SAM",2
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",2
19:21,"GOOD 3PTR by PURDY,SAM",42,,48 (+6),,OU 42-48 (+6),,"GOOD 3PTR by PURDY,SAM",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
19:02,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
18:53,,42,,50 (+8),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 42-50 (+8),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
