Time Remaining,MMB,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
16:26,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
16:18,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
16:16,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
16:16,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
16:16,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
16:16,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
16:16,,,,,"SUB IN by JOHNSON,CALEB",,,"SUB IN by JOHNSON,CALEB",2
16:16,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
16:12,,29 (+1),,28,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 29-28 (+1),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,ALTON",,,"ASSIST  by MCCLOUD,ALTON",2
15:57,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
15:47,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
15:46,"STEAL  by KOHNKE,SAM",,,,,,,"STEAL  by KOHNKE,SAM",2
15:39,"GOOD LAYUP by KOHNKE,SAM(in the paint)",31 (+3),,28,,MMB 31-28 (+3),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",2
--,"ASSIST  by BECKER,SAXTON",,,,,,,"ASSIST  by BECKER,SAXTON",2
15:22,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
15:22,"STEAL  by BLANZ,BUCK",,,,,,,"STEAL  by BLANZ,BUCK",2
15:22,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
15:22,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
15:02,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
15:02,,,,,"BLOCK  by ELLINGSWORTH,COLEMAN",,,"BLOCK  by ELLINGSWORTH,COLEMAN",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
14:58,"GOOD LAYUP by BLANZ,BUCK(in the paint)",33 (+5),,28,,MMB 33-28 (+5),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
14:38,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
14:14,"MISS 3PTR by COLEMAN,DANIEL",,,,,,,"MISS 3PTR by COLEMAN,DANIEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:06,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:06,,,,,"SUB IN by SPALDING,TANNER",,,"SUB IN by SPALDING,TANNER",2
14:06,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
13:52,,33 (+3),,30,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",BCM 33-30 (+3),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
13:40,"FOUL  by COLEMAN,DANIEL",,,,,,,"FOUL  by COLEMAN,DANIEL",2
13:40,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
13:40,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
13:40,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
13:40,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",2
13:40,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
13:40,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
13:23,,,,,"MISS LAYUP by SPALDING,TANNER",,,"MISS LAYUP by SPALDING,TANNER",2
13:23,"BLOCK  by MANCUSO,LOGAN",,,,,,,"BLOCK  by MANCUSO,LOGAN",2
--,,,,,"REBOUND OFF by SPALDING,TANNER",,,"REBOUND OFF by SPALDING,TANNER",2
13:23,,33 (+1),,32,"GOOD LAYUP by SPALDING,TANNER(in the paint)",BCM 33-32 (+1),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
13:23,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
13:23,,33,,33,"GOOD FT by SPALDING,TANNER",BCM 33-33 (0),,"GOOD FT by SPALDING,TANNER",2
13:23,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
13:23,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",2
13:09,"MISS LAYUP by KOHNKE,SAM",,,,,,,"MISS LAYUP by KOHNKE,SAM",2
13:09,,,,,"BLOCK  by MARDER,NICK",,,"BLOCK  by MARDER,NICK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:03,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by SPALDING,TANNER",,,"REBOUND DEF by SPALDING,TANNER",2
12:50,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
12:49,"STEAL  by KOHNKE,SAM",,,,,,,"STEAL  by KOHNKE,SAM",2
12:43,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
12:43,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
12:43,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
12:27,"GOOD 3PTR by BECKER,SAXTON",36 (+3),,33,,MMB 36-33 (+3),,"GOOD 3PTR by BECKER,SAXTON",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
12:15,,36 (+1),,35,"GOOD LAYUP by JONES,BLAKE(in the paint)",BCM 36-35 (+1),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
11:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:56,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
11:46,"FOUL  by KOHNKE,SAM",,,,,,,"FOUL  by KOHNKE,SAM",2
11:46,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
11:46,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
11:44,,36,,37 (+1),"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 36-37 (-1),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,ALTON",,,"ASSIST  by MCCLOUD,ALTON",2
11:24,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
11:17,,,,,"TURNOVER  by MCCLOUD,ALTON",,,"TURNOVER  by MCCLOUD,ALTON",2
10:41,"GOOD JUMPER by KOHNKE,SAM",38 (+1),,37,,MMB 38-37 (+1),,"GOOD JUMPER by KOHNKE,SAM",2
10:38,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
10:38,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
10:13,,,,,"MISS 3PTR by JOHNSON,CALEB",,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:09,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,,,,,"REBOUND OFF by JONES,BLAKE",,,"REBOUND OFF by JONES,BLAKE",2
09:50,,38,,40 (+2),"GOOD 3PTR by FORTE,MCCARTY",BCM 38-40 (-2),,"GOOD 3PTR by FORTE,MCCARTY",2
--,,,,,"ASSIST  by MCCLOUD,ALTON",,,"ASSIST  by MCCLOUD,ALTON",2
09:43,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
09:26,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
09:15,"GOOD LAYUP by BLANZ,BUCK(in the paint)",40,,40,,MMB 40-40 (0),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,"ASSIST  by TULLOS,ZACHARY",,,,,,,"ASSIST  by TULLOS,ZACHARY",2
09:00,,40,,42 (+2),"GOOD LAYUP by SPALDING,TANNER(in the paint)",BCM 40-42 (-2),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
09:00,"FOUL  by KOHNKE,SAM",,,,,,,"FOUL  by KOHNKE,SAM",2
09:00,,,,,"MISS FT by SPALDING,TANNER",,,"MISS FT by SPALDING,TANNER",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
09:00,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
09:00,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
09:00,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
09:00,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
08:46,"FOUL  by GARDNER,ROBERT",,,,,,,"FOUL  by GARDNER,ROBERT",2
08:32,,40,,44 (+4),"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",BCM 40-44 (-4),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
08:20,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
08:14,"MISS JUMPER by TULLOS,ZACHARY",,,,,,,"MISS JUMPER by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by JOHNSON,CALEB",,,"REBOUND DEF by JOHNSON,CALEB",2
07:53,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
07:51,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",2
07:46,"MISS LAYUP by TULLOS,ZACHARY",,,,,,,"MISS LAYUP by TULLOS,ZACHARY",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
07:43,"GOOD LAYUP by BLANZ,BUCK(in the paint)",42,,44 (+2),,MMB 42-44 (-2),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
07:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:24,,42,,46 (+4),"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",BCM 42-46 (-4),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
07:07,"MISS JUMPER by TULLOS,ZACHARY",,,,,,,"MISS JUMPER by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by FORTE,MCCARTY",,,"REBOUND DEF by FORTE,MCCARTY",2
06:49,,42,,48 (+6),"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",BCM 42-48 (-6),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
06:15,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
06:15,,,,,"BLOCK  by ELLINGSWORTH,COLEMAN",,,"BLOCK  by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
06:11,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
06:11,,42,,49 (+7),"GOOD FT by JOHNSON,CALEB",BCM 42-49 (-7),,"GOOD FT by JOHNSON,CALEB",2
06:11,,42,,50 (+8),"GOOD FT by JOHNSON,CALEB",BCM 42-50 (-8),,"GOOD FT by JOHNSON,CALEB",2
06:11,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
06:11,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
06:11,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
06:11,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
05:53,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
05:52,,,,,"STEAL  by ELLINGSWORTH,COLEMAN",,,"STEAL  by ELLINGSWORTH,COLEMAN",2
05:31,,,,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
05:16,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:16,"FOUL  by KOHNKE,SAM",,,,,,,"FOUL  by KOHNKE,SAM",2
05:16,,,,,"MISS FT by ELLINGSWORTH,COLEMAN",,,"MISS FT by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND OFF by MARDER,NICK",,,"REBOUND OFF by MARDER,NICK",2
05:16,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
05:16,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
05:16,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
05:16,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
05:16,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
05:16,,,,,"SUB IN by MCCLOUD,ALTON",,,"SUB IN by MCCLOUD,ALTON",2
05:16,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",2
05:16,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
05:12,,42,,53 (+11),"GOOD 3PTR by JOHNSON,CORY",BCM 42-53 (-11),,"GOOD 3PTR by JOHNSON,CORY",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
05:00,"MISS 3PTR by GARDNER,ROBERT",,,,,,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND OFF by GARDNER,ROBERT",,,,,,,"REBOUND OFF by GARDNER,ROBERT",2
04:56,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
04:45,"GOOD JUMPER by GARDNER,ROBERT",44,,53 (+9),,MMB 44-53 (-9),,"GOOD JUMPER by GARDNER,ROBERT",2
04:21,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
04:17,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
04:17,,,,,"SUB IN by JOHNSON,CALEB",,,"SUB IN by JOHNSON,CALEB",2
04:17,,,,,"SUB IN by SPALDING,TANNER",,,"SUB IN by SPALDING,TANNER",2
04:17,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
04:17,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
04:01,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",2
03:47,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
03:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:47,"GOOD FT by BLANZ,BUCK",45,,53 (+8),,MMB 45-53 (-8),,"GOOD FT by BLANZ,BUCK",2
03:47,"GOOD FT by BLANZ,BUCK",46,,53 (+7),,MMB 46-53 (-7),,"GOOD FT by BLANZ,BUCK",2
03:33,,46,,55 (+9),"GOOD LAYUP by SPALDING,TANNER(in the paint)",BCM 46-55 (-9),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,ALTON",,,"ASSIST  by MCCLOUD,ALTON",2
03:21,"MISS 3PTR by GARDNER,ROBERT",,,,,,,"MISS 3PTR by GARDNER,ROBERT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:19,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
03:19,"SUB IN by BURT,DERRICK",,,,,,,"SUB IN by BURT,DERRICK",2
03:19,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
03:19,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
02:52,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
02:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:52,,46,,56 (+10),"GOOD FT by JOHNSON,CALEB",BCM 46-56 (-10),,"GOOD FT by JOHNSON,CALEB",2
02:52,,46,,57 (+11),"GOOD FT by JOHNSON,CALEB",BCM 46-57 (-11),,"GOOD FT by JOHNSON,CALEB",2
02:52,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
02:52,"SUB OUT by BURT,DERRICK",,,,,,,"SUB OUT by BURT,DERRICK",2
02:52,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
02:52,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
02:36,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
02:29,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:27,"SUB IN by BURT,DERRICK",,,,,,,"SUB IN by BURT,DERRICK",2
02:27,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
02:07,"FOUL  by BURT,DERRICK",,,,,,,"FOUL  by BURT,DERRICK",2
02:07,,46,,58 (+12),"GOOD FT by SPALDING,TANNER",BCM 46-58 (-12),,"GOOD FT by SPALDING,TANNER",2
02:07,,46,,59 (+13),"GOOD FT by SPALDING,TANNER",BCM 46-59 (-13),,"GOOD FT by SPALDING,TANNER",2
02:07,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
02:07,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
02:07,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
02:07,"SUB OUT by BURT,DERRICK",,,,,,,"SUB OUT by BURT,DERRICK",2
01:53,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
01:49,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
01:31,,46,,61 (+15),"GOOD LAYUP by JONES,BLAKE(in the paint)",BCM 46-61 (-15),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
01:23,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,"REBOUND OFF by GARDNER,ROBERT",,,,,,,"REBOUND OFF by GARDNER,ROBERT",2
01:21,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",48,,61 (+13),,MMB 48-61 (-13),,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",2
01:01,"SUB IN by BURT,DERRICK",,,,,,,"SUB IN by BURT,DERRICK",2
01:01,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
01:01,"SUB OUT by MANNING,JOHNATHAN",,,,,,,"SUB OUT by MANNING,JOHNATHAN",2
01:01,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
00:36,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
00:36,,48,,62 (+14),"GOOD FT by JONES,BLAKE",BCM 48-62 (-14),,"GOOD FT by JONES,BLAKE",2
00:36,,48,,63 (+15),"GOOD FT by JONES,BLAKE",BCM 48-63 (-15),,"GOOD FT by JONES,BLAKE",2
00:36,"SUB IN by WISE,ASA",,,,,,,"SUB IN by WISE,ASA",2
00:36,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
00:10,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
00:10,,,,,"BLOCK  by SPALDING,TANNER",,,"BLOCK  by SPALDING,TANNER",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
00:05,"GOOD LAYUP by BURT,DERRICK(in the paint)",50,,63 (+13),,MMB 50-63 (-13),,"GOOD LAYUP by BURT,DERRICK(in the paint)",2
--,"ASSIST  by BLANZ,BUCK",,,,,,,"ASSIST  by BLANZ,BUCK",2
00:05,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
00:05,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
00:00,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
00:00,"STEAL  by MANNING,JOHNATHAN",,,,,,,"STEAL  by MANNING,JOHNATHAN",2
00:00,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
