Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,MMB,Game Score,Team Indicator,Play,Period
16:49,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
16:42,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
16:28,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",2
16:28,,,,,"STEAL  by GAGEN,BRENNAN",,,"STEAL  by GAGEN,BRENNAN",2
16:28,"FOUL  by WEAVER,DYLLON",,,,,,,"FOUL  by WEAVER,DYLLON",2
16:10,,,,,"MISS JUMPER by KOHNKE,SAM",,,"MISS JUMPER by KOHNKE,SAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:55,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:55,"SUB IN by BEHARA,WYATT",,,,,,,"SUB IN by BEHARA,WYATT",2
15:55,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",2
15:55,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",2
15:55,"SUB OUT by TARANTOLO,MITCHELL",,,,,,,"SUB OUT by TARANTOLO,MITCHELL",2
15:55,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
15:55,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",2
15:55,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
15:55,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
15:35,"GOOD JUMPER by BEHARA,WYATT",44 (+9),,35,,CENTMB 44-35 (-9),,"GOOD JUMPER by BEHARA,WYATT",2
--,"ASSIST  by JOHNSON,REGIS",,,,,,,"ASSIST  by JOHNSON,REGIS",2
15:17,,,,,"MISS JUMPER by GARDNER,ROBERT",,,"MISS JUMPER by GARDNER,ROBERT",2
--,"REBOUND DEF by BOYD,KJ",,,,,,,"REBOUND DEF by BOYD,KJ",2
15:13,,,,,"FOUL  by KOHNKE,SAM",,,"FOUL  by KOHNKE,SAM",2
15:07,"GOOD JUMPER by BEHARA,WYATT(in the paint)",46 (+11),,35,,CENTMB 46-35 (-11),,"GOOD JUMPER by BEHARA,WYATT(in the paint)",2
14:56,"FOUL  by JOHNSON,REGIS",,,,,,,"FOUL  by JOHNSON,REGIS",2
14:45,,46 (+8),,38,"GOOD 3PTR by GARDNER,ROBERT",MMB 46-38 (-8),,"GOOD 3PTR by GARDNER,ROBERT",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
14:35,"MISS JUMPER by BEHARA,WYATT",,,,,,,"MISS JUMPER by BEHARA,WYATT",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
14:25,"FOUL  by JOHNSON,REGIS",,,,,,,"FOUL  by JOHNSON,REGIS",2
14:22,"SUB IN by GRAY,JERICHO",,,,,,,"SUB IN by GRAY,JERICHO",2
14:22,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",2
14:22,"SUB OUT by WEAVER,DYLLON",,,,,,,"SUB OUT by WEAVER,DYLLON",2
14:22,"SUB OUT by BOYD,KJ",,,,,,,"SUB OUT by BOYD,KJ",2
14:22,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
14:22,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
14:00,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",2
13:33,"TURNOVER  by GRAY,JERICHO",,,,,,,"TURNOVER  by GRAY,JERICHO",2
13:09,,,,,"MISS LAYUP by GARDNER,ROBERT",,,"MISS LAYUP by GARDNER,ROBERT",2
--,"REBOUND DEF by JOHNSON,REGIS",,,,,,,"REBOUND DEF by JOHNSON,REGIS",2
12:55,"MISS JUMPER by BEHARA,WYATT",,,,,,,"MISS JUMPER by BEHARA,WYATT",2
--,,,,,"REBOUND DEF by GARDNER,ROBERT",,,"REBOUND DEF by GARDNER,ROBERT",2
12:35,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by BEHARA,WYATT",,,,,,,"REBOUND DEF by BEHARA,WYATT",2
12:27,,,,,"FOUL  by MASON,WADE",,,"FOUL  by MASON,WADE",2
12:27,"GOOD FT by JOHNSON,REGIS",47 (+9),,38,,CENTMB 47-38 (-9),,"GOOD FT by JOHNSON,REGIS",2
12:27,"GOOD FT by JOHNSON,REGIS",48 (+10),,38,,CENTMB 48-38 (-10),,"GOOD FT by JOHNSON,REGIS",2
12:27,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",2
12:27,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
12:27,"SUB OUT by JOHNSON,REGIS",,,,,,,"SUB OUT by JOHNSON,REGIS",2
12:27,"SUB OUT by HARRIS,CEDRIC",,,,,,,"SUB OUT by HARRIS,CEDRIC",2
12:27,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
12:27,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
12:09,,48 (+8),,40,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",MMB 48-40 (-8),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
12:09,"FOUL  by KIRKENDOLL,TRAVION",,,,,,,"FOUL  by KIRKENDOLL,TRAVION",2
12:09,,48 (+7),,41,"GOOD FT by GAGEN,BRENNAN",MMB 48-41 (-7),,"GOOD FT by GAGEN,BRENNAN",2
12:00,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",50 (+9),,41,,CENTMB 50-41 (-9),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
11:47,,,,,"MISS JUMPER by MANCUSO,LOGAN",,,"MISS JUMPER by MANCUSO,LOGAN",2
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",2
11:40,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",52 (+11),,41,,CENTMB 52-41 (-11),,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",2
11:08,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:06,,,,,"MISS JUMPER by TURNER,JAMES",,,"MISS JUMPER by TURNER,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:06,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
11:06,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
11:06,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
11:06,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
11:06,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
10:47,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",54 (+13),,41,,CENTMB 54-41 (-13),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
10:35,"FOUL  by GRAY,JERICHO",,,,,,,"FOUL  by GRAY,JERICHO",2
10:17,,,,,"MISS 3PTR by TURNER,JAMES",,,"MISS 3PTR by TURNER,JAMES",2
--,"REBOUND DEF by MATTHEWS,TREYLAN",,,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",2
10:08,"MISS LAYUP by KIRKENDOLL,TRAVION",,,,,,,"MISS LAYUP by KIRKENDOLL,TRAVION",2
10:08,,,,,"BLOCK  by TURNER,JAMES",,,"BLOCK  by TURNER,JAMES",2
--,"REBOUND OFF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND OFF by KIRKENDOLL,TRAVION",2
10:02,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",56 (+15),,41,,CENTMB 56-41 (-15),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
09:45,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
09:38,"GOOD DUNK by MATTHEWS,TREYLAN(fastbreak)(in the paint)",58 (+17),,41,,CENTMB 58-41 (-17),,"GOOD DUNK by MATTHEWS,TREYLAN(fastbreak)(in the paint)",2
--,"ASSIST  by SAPP,JAMES",,,,,,,"ASSIST  by SAPP,JAMES",2
09:25,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
09:25,"BLOCK  by BEHARA,WYATT",,,,,,,"BLOCK  by BEHARA,WYATT",2
--,"REBOUND DEF by KIRKENDOLL,TRAVION",,,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
09:18,"MISS LAYUP by SAPP,JAMES",,,,,,,"MISS LAYUP by SAPP,JAMES",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
08:56,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",2
08:48,"GOOD JUMPER by SAPP,JAMES(fastbreak)(in the paint)",60 (+19),,41,,CENTMB 60-41 (-19),,"GOOD JUMPER by SAPP,JAMES(fastbreak)(in the paint)",2
08:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:43,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
08:43,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
08:43,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
08:43,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
08:43,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
08:43,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
08:43,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
08:43,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
08:43,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
08:43,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
08:27,,,,,"TURNOVER  by KOHNKE,SAM",,,"TURNOVER  by KOHNKE,SAM",2
08:26,"STEAL  by MATTHEWS,TREYLAN",,,,,,,"STEAL  by MATTHEWS,TREYLAN",2
08:21,"MISS LAYUP by MATTHEWS,TREYLAN",,,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",2
--,"REBOUND OFF by SAPP,JAMES",,,,,,,"REBOUND OFF by SAPP,JAMES",2
08:14,"MISS JUMPER by WEAVER,DYLLON",,,,,,,"MISS JUMPER by WEAVER,DYLLON",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
08:07,"SUB IN by TARANTOLO,MITCHELL",,,,,,,"SUB IN by TARANTOLO,MITCHELL",2
08:07,"SUB IN by WEAVER,DYLLON",,,,,,,"SUB IN by WEAVER,DYLLON",2
08:07,"SUB IN by BOYD,KJ",,,,,,,"SUB IN by BOYD,KJ",2
08:07,"SUB OUT by GRAY,JERICHO",,,,,,,"SUB OUT by GRAY,JERICHO",2
08:07,"SUB OUT by BEHARA,WYATT",,,,,,,"SUB OUT by BEHARA,WYATT",2
08:07,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",2
08:06,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
08:05,"STEAL  by BOYD,KJ",,,,,,,"STEAL  by BOYD,KJ",2
07:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:35,"GOOD 3PTR by WEAVER,DYLLON",63 (+22),,41,,CENTMB 63-41 (-22),,"GOOD 3PTR by WEAVER,DYLLON",2
--,"ASSIST  by SAPP,JAMES",,,,,,,"ASSIST  by SAPP,JAMES",2
07:17,,63 (+20),,43,"GOOD LAYUP by TULLOS,ZACHARY(fastbreak)(in the paint)",MMB 63-43 (-20),,"GOOD LAYUP by TULLOS,ZACHARY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
06:56,"MISS 3PTR by SAPP,JAMES",,,,,,,"MISS 3PTR by SAPP,JAMES",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
06:41,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
06:38,,63 (+18),,45,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",MMB 63-45 (-18),,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",2
06:29,"GOOD 3PTR by WEAVER,DYLLON",66 (+21),,45,,CENTMB 66-45 (-21),,"GOOD 3PTR by WEAVER,DYLLON",2
--,"ASSIST  by MATTHEWS,TREYLAN",,,,,,,"ASSIST  by MATTHEWS,TREYLAN",2
06:10,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",2
06:10,,66 (+20),,46,"GOOD FT by TULLOS,ZACHARY",MMB 66-46 (-20),,"GOOD FT by TULLOS,ZACHARY",2
06:10,,,,,"MISS FT by TULLOS,ZACHARY",,,"MISS FT by TULLOS,ZACHARY",2
--,"REBOUND DEF by BEHARA,WYATT",,,,,,,"REBOUND DEF by BEHARA,WYATT",2
06:10,"SUB IN by BEHARA,WYATT",,,,,,,"SUB IN by BEHARA,WYATT",2
06:10,"SUB IN by BARSTOW,TREY",,,,,,,"SUB IN by BARSTOW,TREY",2
06:10,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
06:10,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
06:10,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
06:10,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
06:03,"TURNOVER  by BOYD,KJ",,,,,,,"TURNOVER  by BOYD,KJ",2
05:45,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
05:45,"BLOCK  by BOYD,KJ",,,,,,,"BLOCK  by BOYD,KJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:31,,66 (+18),,48,"GOOD JUMPER by GARDNER,ROBERT",MMB 66-48 (-18),,"GOOD JUMPER by GARDNER,ROBERT",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
05:15,"TURNOVER  by BOYD,KJ",,,,,,,"TURNOVER  by BOYD,KJ",2
05:15,"FOUL  by BOYD,KJ",,,,,,,"FOUL  by BOYD,KJ",2
04:50,"FOUL  by BEHARA,WYATT",,,,,,,"FOUL  by BEHARA,WYATT",2
04:48,,66 (+17),,49,"GOOD FT by KOHNKE,SAM",MMB 66-49 (-17),,"GOOD FT by KOHNKE,SAM",2
04:48,,66 (+16),,50,"GOOD FT by KOHNKE,SAM",MMB 66-50 (-16),,"GOOD FT by KOHNKE,SAM",2
04:48,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
04:48,"SUB IN by KIRKENDOLL,TRAVION",,,,,,,"SUB IN by KIRKENDOLL,TRAVION",2
04:48,"SUB OUT by TARANTOLO,MITCHELL",,,,,,,"SUB OUT by TARANTOLO,MITCHELL",2
04:48,"SUB OUT by BEHARA,WYATT",,,,,,,"SUB OUT by BEHARA,WYATT",2
04:48,"SUB OUT by BARSTOW,TREY",,,,,,,"SUB OUT by BARSTOW,TREY",2
04:48,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
04:48,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
04:28,"MISS 3PTR by WEAVER,DYLLON",,,,,,,"MISS 3PTR by WEAVER,DYLLON",2
--,"REBOUND OFF by SAPP,JAMES",,,,,,,"REBOUND OFF by SAPP,JAMES",2
04:27,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
04:06,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",2
04:05,,,,,"STEAL  by BLANZ,BUCK",,,"STEAL  by BLANZ,BUCK",2
03:52,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by BOYD,KJ",,,,,,,"REBOUND DEF by BOYD,KJ",2
03:40,"TURNOVER  by SAPP,JAMES",,,,,,,"TURNOVER  by SAPP,JAMES",2
03:40,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",2
03:40,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:40,"SUB IN by MATTHEWS,TREYLAN",,,,,,,"SUB IN by MATTHEWS,TREYLAN",2
03:40,"SUB OUT by BOYD,KJ",,,,,,,"SUB OUT by BOYD,KJ",2
03:40,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
03:40,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
03:28,,,,,"TURNOVER  by KOHNKE,SAM",,,"TURNOVER  by KOHNKE,SAM",2
03:26,"STEAL  by MATTHEWS,TREYLAN",,,,,,,"STEAL  by MATTHEWS,TREYLAN",2
03:24,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
03:24,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",2
03:24,"FOUL TECH by SAPP,JAMES",,,,,,,"FOUL TECH by SAPP,JAMES",2
03:24,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:24,,66 (+15),,51,"GOOD FT by GAGEN,BRENNAN",MMB 66-51 (-15),,"GOOD FT by GAGEN,BRENNAN",2
03:24,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
03:24,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
03:19,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",2
03:19,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
03:19,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
03:03,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
02:58,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
02:57,"STEAL  by KIRKENDOLL,TRAVION",,,,,,,"STEAL  by KIRKENDOLL,TRAVION",2
02:50,"GOOD 3PTR by WEAVER,DYLLON",69 (+18),,51,,CENTMB 69-51 (-18),,"GOOD 3PTR by WEAVER,DYLLON",2
--,"ASSIST  by MATTHEWS,TREYLAN",,,,,,,"ASSIST  by MATTHEWS,TREYLAN",2
02:39,,69 (+15),,54,"GOOD 3PTR by KOHNKE,SAM",MMB 69-54 (-15),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
02:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:30,"GOOD 3PTR by WEAVER,DYLLON(fastbreak)",72 (+18),,54,,CENTMB 72-54 (-18),,"GOOD 3PTR by WEAVER,DYLLON(fastbreak)",2
--,"ASSIST  by MATTHEWS,TREYLAN",,,,,,,"ASSIST  by MATTHEWS,TREYLAN",2
02:10,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
02:06,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",2
02:06,,72 (+17),,55,"GOOD FT by TURNER,JAMES",MMB 72-55 (-17),,"GOOD FT by TURNER,JAMES",2
02:06,,72 (+16),,56,"GOOD FT by TURNER,JAMES",MMB 72-56 (-16),,"GOOD FT by TURNER,JAMES",2
02:06,"SUB IN by TARANTOLO,MITCHELL",,,,,,,"SUB IN by TARANTOLO,MITCHELL",2
02:06,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
02:06,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
02:06,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
01:59,"TURNOVER  by MATTHEWS,TREYLAN",,,,,,,"TURNOVER  by MATTHEWS,TREYLAN",2
01:59,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
01:59,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
01:42,,,,,"MISS LAYUP by GARDNER,ROBERT",,,"MISS LAYUP by GARDNER,ROBERT",2
--,"REBOUND DEF by TARANTOLO,MITCHELL",,,,,,,"REBOUND DEF by TARANTOLO,MITCHELL",2
01:34,"GOOD LAYUP by WEAVER,DYLLON(fastbreak)(in the paint)",74 (+18),,56,,CENTMB 74-56 (-18),,"GOOD LAYUP by WEAVER,DYLLON(fastbreak)(in the paint)",2
01:23,"FOUL  by MATTHEWS,TREYLAN",,,,,,,"FOUL  by MATTHEWS,TREYLAN",2
01:22,,74 (+17),,57,"GOOD FT by GAGEN,BRENNAN",MMB 74-57 (-17),,"GOOD FT by GAGEN,BRENNAN",2
01:22,,74 (+16),,58,"GOOD FT by GAGEN,BRENNAN",MMB 74-58 (-16),,"GOOD FT by GAGEN,BRENNAN",2
01:22,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
01:22,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
01:22,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
01:22,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
01:22,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
01:22,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
01:20,"TURNOVER  by WEAVER,DYLLON",,,,,,,"TURNOVER  by WEAVER,DYLLON",2
01:20,"SUB IN by JACKSON,SHAUN",,,,,,,"SUB IN by JACKSON,SHAUN",2
01:20,"SUB IN by JOHNSON,REGIS",,,,,,,"SUB IN by JOHNSON,REGIS",2
01:20,"SUB OUT by MATTHEWS,TREYLAN",,,,,,,"SUB OUT by MATTHEWS,TREYLAN",2
01:20,"SUB OUT by KIRKENDOLL,TRAVION",,,,,,,"SUB OUT by KIRKENDOLL,TRAVION",2
01:16,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:12,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
01:12,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
01:08,"TURNOVER  by JOHNSON,REGIS",,,,,,,"TURNOVER  by JOHNSON,REGIS",2
01:07,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
00:57,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by JACKSON,SHAUN",,,,,,,"REBOUND DEF by JACKSON,SHAUN",2
00:37,"TURNOVER  by HARRIS,CEDRIC",,,,,,,"TURNOVER  by HARRIS,CEDRIC",2
00:36,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
00:34,"FOUL  by JACKSON,SHAUN",,,,,,,"FOUL  by JACKSON,SHAUN",2
00:34,,74 (+15),,59,"GOOD FT by GAGEN,BRENNAN",MMB 74-59 (-15),,"GOOD FT by GAGEN,BRENNAN",2
00:34,,74 (+14),,60,"GOOD FT by GAGEN,BRENNAN",MMB 74-60 (-14),,"GOOD FT by GAGEN,BRENNAN",2
00:34,,,,,"SUB IN by WISE,ASA",,,"SUB IN by WISE,ASA",2
00:34,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
00:34,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
00:34,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
00:33,,,,,"FOUL  by COLEMAN,DANIEL",,,"FOUL  by COLEMAN,DANIEL",2
00:30,"MISS JUMPER by WEAVER,DYLLON",,,,,,,"MISS JUMPER by WEAVER,DYLLON",2
00:30,,,,,"BLOCK  by GARDNER,ROBERT",,,"BLOCK  by GARDNER,ROBERT",2
--,"REBOUND OFF by JOHNSON,REGIS",,,,,,,"REBOUND OFF by JOHNSON,REGIS",2
00:17,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",76 (+16),,60,,CENTMB 76-60 (-16),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",2
--,"ASSIST  by JOHNSON,REGIS",,,,,,,"ASSIST  by JOHNSON,REGIS",2
00:01,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",2
00:00,"STEAL  by JOHNSON,REGIS",,,,,,,"STEAL  by JOHNSON,REGIS",2
