Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
19:33,,32,,42 (+10),"GOOD LAYUP by RICHARDSON,TERIK(fastbreak)(in the paint)",BU 32-42 (-10),,"GOOD LAYUP by RICHARDSON,TERIK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",2
19:25,,,,,"FOUL  by SIMPSON,DAVID",,,"FOUL  by SIMPSON,DAVID",2
19:25,,,,,"SUB IN by ANDERSON,DYRON",,,"SUB IN by ANDERSON,DYRON",2
19:25,,,,,"SUB OUT by SIMPSON,DAVID",,,"SUB OUT by SIMPSON,DAVID",2
19:24,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
19:22,,,,,"STEAL  by ANDERSON,DYRON",,,"STEAL  by ANDERSON,DYRON",2
19:20,,32,,44 (+12),"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",BU 32-44 (-12),,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",2
18:59,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
18:44,,,,,"TURNOVER  by DAVIS,RON",,,"TURNOVER  by DAVIS,RON",2
18:37,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
18:36,,,,,"STEAL  by JONES,JUSTIN",,,"STEAL  by JONES,JUSTIN",2
18:15,,,,,"MISS JUMPER by DAVIS,RON",,,"MISS JUMPER by DAVIS,RON",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
17:59,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
17:29,,,,,"MISS 3PTR by PRESSLEY,BRANDON",,,"MISS 3PTR by PRESSLEY,BRANDON",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
17:02,"MISS 3PTR by GARDNER,ROBERT",,,,,,,"MISS 3PTR by GARDNER,ROBERT",2
--,,,,,"REBOUND DEF by PRESSLEY,BRANDON",,,"REBOUND DEF by PRESSLEY,BRANDON",2
16:56,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
16:56,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
16:56,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
16:56,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
16:42,,,,,"TURNOVER  by PRESSLEY,BRANDON",,,"TURNOVER  by PRESSLEY,BRANDON",2
16:24,"GOOD JUMPER by BLANZ,BUCK",34,,44 (+10),,MILLSAPS 34-44 (-10),,"GOOD JUMPER by BLANZ,BUCK",2
--,"ASSIST  by MANCUSO,LOGAN",,,,,,,"ASSIST  by MANCUSO,LOGAN",2
16:17,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
16:17,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
15:56,,34,,46 (+12),"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",BU 34-46 (-12),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",2
--,,,,,"ASSIST  by ANDERSON,DYRON",,,"ASSIST  by ANDERSON,DYRON",2
15:38,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
15:38,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",2
15:38,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:38,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
15:38,"SUB IN by MASON,WADE",,,,,,,"SUB IN by MASON,WADE",2
15:38,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
15:38,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
15:38,,,,,"SUB IN by LORIS,JOHN",,,"SUB IN by LORIS,JOHN",2
15:38,,,,,"SUB IN by PATTERSON,KYLE",,,"SUB IN by PATTERSON,KYLE",2
15:38,,,,,"SUB IN by COLE,DAVID",,,"SUB IN by COLE,DAVID",2
15:38,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",2
15:38,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",2
15:38,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
15:38,,,,,"SUB OUT by ANDERSON,DYRON",,,"SUB OUT by ANDERSON,DYRON",2
15:38,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",,,"SUB OUT by YOUNG-BEASLEY,DJ",2
15:24,,,,,"TURNOVER  by PRICE,VICTOR",,,"TURNOVER  by PRICE,VICTOR",2
15:24,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",2
15:24,,,,,"SUB OUT by PRESSLEY,BRANDON",,,"SUB OUT by PRESSLEY,BRANDON",2
15:13,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by HEERINGEN,GIAN VAN",,,"REBOUND DEF by HEERINGEN,GIAN VAN",2
15:08,,,,,"TURNOVER  by HEERINGEN,GIAN VAN",,,"TURNOVER  by HEERINGEN,GIAN VAN",2
15:08,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
15:08,,,,,"FOUL  by COLE,DAVID",,,"FOUL  by COLE,DAVID",2
15:02,"GOOD JUMPER by KOHNKE,SAM",36,,46 (+10),,MILLSAPS 36-46 (-10),,"GOOD JUMPER by KOHNKE,SAM",2
--,"ASSIST  by MANCUSO,LOGAN",,,,,,,"ASSIST  by MANCUSO,LOGAN",2
14:38,,36,,49 (+13),"GOOD 3PTR by HEERINGEN,GIAN VAN",BU 36-49 (-13),,"GOOD 3PTR by HEERINGEN,GIAN VAN",2
--,,,,,"ASSIST  by PRICE,VICTOR",,,"ASSIST  by PRICE,VICTOR",2
14:23,"GOOD 3PTR by KOHNKE,SAM",39,,49 (+10),,MILLSAPS 39-49 (-10),,"GOOD 3PTR by KOHNKE,SAM",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
14:04,,,,,"MISS 3PTR by PRICE,VICTOR",,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND OFF by PRICE,VICTOR",,,"REBOUND OFF by PRICE,VICTOR",2
13:49,,,,,"TURNOVER  by PATTERSON,KYLE",,,"TURNOVER  by PATTERSON,KYLE",2
13:48,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
13:41,"MISS JUMPER by MASON,WADE",,,,,,,"MISS JUMPER by MASON,WADE",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
13:32,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by PATTERSON,KYLE",,,"REBOUND DEF by PATTERSON,KYLE",2
13:30,"FOUL  by MASON,WADE",,,,,,,"FOUL  by MASON,WADE",2
13:30,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
13:30,"SUB OUT by MASON,WADE",,,,,,,"SUB OUT by MASON,WADE",2
13:30,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
13:30,,,,,"SUB OUT by PATTERSON,KYLE",,,"SUB OUT by PATTERSON,KYLE",2
13:14,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
13:14,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
13:11,,,,,"MISS JUMPER by PRICE,VICTOR",,,"MISS JUMPER by PRICE,VICTOR",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
13:07,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",2
13:00,"TURNOVER  by TULLOS,ZACHARY",,,,,,,"TURNOVER  by TULLOS,ZACHARY",2
12:51,,,,,"MISS 3PTR by COLE,DAVID",,,"MISS 3PTR by COLE,DAVID",2
--,"REBOUND DEF by KOHNKE,SAM",,,,,,,"REBOUND DEF by KOHNKE,SAM",2
12:38,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
12:35,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
12:35,,,,,"FOUL  by HEERINGEN,GIAN VAN",,,"FOUL  by HEERINGEN,GIAN VAN",2
12:35,"GOOD FT by GAGEN,BRENNAN",40,,49 (+9),,MILLSAPS 40-49 (-9),,"GOOD FT by GAGEN,BRENNAN",2
12:35,"GOOD FT by GAGEN,BRENNAN",41,,49 (+8),,MILLSAPS 41-49 (-8),,"GOOD FT by GAGEN,BRENNAN",2
12:35,,,,,"SUB IN by PRESSLEY,BRANDON",,,"SUB IN by PRESSLEY,BRANDON",2
12:35,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",2
12:21,,,,,"TURNOVER  by LORIS,JOHN",,,"TURNOVER  by LORIS,JOHN",2
12:21,,,,,"FOUL  by LORIS,JOHN",,,"FOUL  by LORIS,JOHN",2
12:21,,,,,"SUB IN by ANDERSON,DYRON",,,"SUB IN by ANDERSON,DYRON",2
12:21,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
12:21,,,,,"SUB IN by YOUNG-BEASLEY,DJ",,,"SUB IN by YOUNG-BEASLEY,DJ",2
12:21,,,,,"SUB IN by DAVIS,RON",,,"SUB IN by DAVIS,RON",2
12:21,,,,,"SUB OUT by LORIS,JOHN",,,"SUB OUT by LORIS,JOHN",2
12:21,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
12:21,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",2
12:21,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",2
12:18,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
11:50,,,,,"MISS 3PTR by ANDERSON,DYRON",,,"MISS 3PTR by ANDERSON,DYRON",2
--,,,,,"REBOUND OFF by PRESSLEY,BRANDON",,,"REBOUND OFF by PRESSLEY,BRANDON",2
11:49,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
11:49,,41,,50 (+9),"GOOD FT by PRESSLEY,BRANDON",BU 41-50 (-9),,"GOOD FT by PRESSLEY,BRANDON",2
11:49,,41,,51 (+10),"GOOD FT by PRESSLEY,BRANDON",BU 41-51 (-10),,"GOOD FT by PRESSLEY,BRANDON",2
11:35,"MISS JUMPER by TULLOS,ZACHARY",,,,,,,"MISS JUMPER by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
11:07,,,,,"TURNOVER  by DAVIS,RON",,,"TURNOVER  by DAVIS,RON",2
11:06,"STEAL  by TULLOS,ZACHARY",,,,,,,"STEAL  by TULLOS,ZACHARY",2
11:01,"MISS LAYUP by KOHNKE,SAM",,,,,,,"MISS LAYUP by KOHNKE,SAM",2
11:01,,,,,"BLOCK  by YOUNG-BEASLEY,DJ",,,"BLOCK  by YOUNG-BEASLEY,DJ",2
--,,,,,"REBOUND DEF by DAVIS,RON",,,"REBOUND DEF by DAVIS,RON",2
10:35,,41,,54 (+13),"GOOD 3PTR by YOUNG-BEASLEY,DJ",BU 41-54 (-13),,"GOOD 3PTR by YOUNG-BEASLEY,DJ",2
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",2
10:17,"GOOD 3PTR by GAGEN,BRENNAN",44,,54 (+10),,MILLSAPS 44-54 (-10),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",2
10:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:13,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
10:13,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
10:13,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
10:13,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
09:58,"MISS JUMPER by COLEMAN,DANIEL",,,,,,,"MISS JUMPER by COLEMAN,DANIEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:57,"TURNOVER  by GARDNER,ROBERT",,,,,,,"TURNOVER  by GARDNER,ROBERT",2
09:57,"FOUL  by GARDNER,ROBERT",,,,,,,"FOUL  by GARDNER,ROBERT",2
09:52,,44,,56 (+12),"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",BU 44-56 (-12),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",2
09:52,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
09:52,,,,,"MISS FT by RICHARDSON,TERIK",,,"MISS FT by RICHARDSON,TERIK",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
09:52,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
09:52,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
09:35,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
09:35,,,,,"BLOCK  by PRESSLEY,BRANDON",,,"BLOCK  by PRESSLEY,BRANDON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:30,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",2
09:22,,,,,"FOUL  by DAVIS,RON",,,"FOUL  by DAVIS,RON",2
09:22,"GOOD FT by GAGEN,BRENNAN",45,,56 (+11),,MILLSAPS 45-56 (-11),,"GOOD FT by GAGEN,BRENNAN",2
09:22,"GOOD FT by GAGEN,BRENNAN",46,,56 (+10),,MILLSAPS 46-56 (-10),,"GOOD FT by GAGEN,BRENNAN",2
09:08,,46,,58 (+12),"GOOD JUMPER by RICHARDSON,TERIK(in the paint)",BU 46-58 (-12),,"GOOD JUMPER by RICHARDSON,TERIK(in the paint)",2
--,,,,,"ASSIST  by YOUNG-BEASLEY,DJ",,,"ASSIST  by YOUNG-BEASLEY,DJ",2
08:53,,,,,"FOUL  by ANDERSON,DYRON",,,"FOUL  by ANDERSON,DYRON",2
08:53,"GOOD FT by MARKWITH,TRENT",47,,58 (+11),,MILLSAPS 47-58 (-11),,"GOOD FT by MARKWITH,TRENT",2
08:53,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by PRESSLEY,BRANDON",,,"REBOUND DEF by PRESSLEY,BRANDON",2
08:52,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
08:52,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
08:52,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
08:27,,,,,"MISS 3PTR by ANDERSON,DYRON",,,"MISS 3PTR by ANDERSON,DYRON",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
08:18,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
08:12,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
08:11,,,,,"STEAL  by ANDERSON,DYRON",,,"STEAL  by ANDERSON,DYRON",2
08:10,,47,,60 (+13),"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",BU 47-60 (-13),,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",2
08:09,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
08:09,,47,,61 (+14),"GOOD FT by ANDERSON,DYRON",BU 47-61 (-14),,"GOOD FT by ANDERSON,DYRON",2
08:09,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
08:09,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
08:09,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
08:09,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
08:09,,,,,"SUB IN by PATTERSON,KYLE",,,"SUB IN by PATTERSON,KYLE",2
08:09,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",,,"SUB OUT by YOUNG-BEASLEY,DJ",2
07:48,"GOOD JUMPER by KOHNKE,SAM",49,,61 (+12),,MILLSAPS 49-61 (-12),,"GOOD JUMPER by KOHNKE,SAM",2
07:24,,,,,"MISS 3PTR by ANDERSON,DYRON",,,"MISS 3PTR by ANDERSON,DYRON",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
07:09,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
07:09,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:06,"FOUL  by BECKER,SAXTON",,,,,,,"FOUL  by BECKER,SAXTON",2
07:06,,49,,62 (+13),"GOOD FT by ANDERSON,DYRON",BU 49-62 (-13),,"GOOD FT by ANDERSON,DYRON",2
07:06,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
06:48,"GOOD LAYUP by BECKER,SAXTON(in the paint)",51,,62 (+11),,MILLSAPS 51-62 (-11),,"GOOD LAYUP by BECKER,SAXTON(in the paint)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
06:41,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
06:41,,51,,63 (+12),"GOOD FT by DAVIS,RON",BU 51-63 (-12),,"GOOD FT by DAVIS,RON",2
06:41,,51,,64 (+13),"GOOD FT by DAVIS,RON",BU 51-64 (-13),,"GOOD FT by DAVIS,RON",2
06:23,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",53,,64 (+11),,MILLSAPS 53-64 (-11),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
06:07,,,,,"MISS LAYUP by PATTERSON,KYLE",,,"MISS LAYUP by PATTERSON,KYLE",2
--,,,,,"REBOUND OFF by RICHARDSON,TERIK",,,"REBOUND OFF by RICHARDSON,TERIK",2
06:01,,,,,"TURNOVER  by RICHARDSON,TERIK",,,"TURNOVER  by RICHARDSON,TERIK",2
05:59,"STEAL  by MANCUSO,LOGAN",,,,,,,"STEAL  by MANCUSO,LOGAN",2
05:55,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
05:53,,,,,"SUB IN by YOUNG-BEASLEY,DJ",,,"SUB IN by YOUNG-BEASLEY,DJ",2
05:53,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
05:46,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
05:46,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",2
05:46,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
05:46,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
05:30,,53,,66 (+13),"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",BU 53-66 (-13),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",2
--,,,,,"ASSIST  by PATTERSON,KYLE",,,"ASSIST  by PATTERSON,KYLE",2
05:18,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:14,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
05:14,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
05:14,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
05:14,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
05:14,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
05:14,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
04:55,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
04:55,,,,,"FOUL  by YOUNG-BEASLEY,DJ",,,"FOUL  by YOUNG-BEASLEY,DJ",2
04:45,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",55,,66 (+11),,MILLSAPS 55-66 (-11),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",2
04:17,,,,,"TURNOVER  by ANDERSON,DYRON",,,"TURNOVER  by ANDERSON,DYRON",2
04:15,"STEAL  by GARDNER,ROBERT",,,,,,,"STEAL  by GARDNER,ROBERT",2
04:11,"TURNOVER  by GARDNER,ROBERT",,,,,,,"TURNOVER  by GARDNER,ROBERT",2
04:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:54,,55,,68 (+13),"GOOD LAYUP by PATTERSON,KYLE(in the paint)",BU 55-68 (-13),,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",2
03:54,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
03:54,,,,,"MISS FT by PATTERSON,KYLE",,,"MISS FT by PATTERSON,KYLE",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
03:54,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
03:54,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
03:47,,,,,"FOUL  by ANDERSON,DYRON",,,"FOUL  by ANDERSON,DYRON",2
03:47,"GOOD FT by MARKWITH,TRENT",56,,68 (+12),,MILLSAPS 56-68 (-12),,"GOOD FT by MARKWITH,TRENT",2
03:47,"GOOD FT by MARKWITH,TRENT",57,,68 (+11),,MILLSAPS 57-68 (-11),,"GOOD FT by MARKWITH,TRENT",2
03:47,,,,,"FOUL  by PRESSLEY,BRANDON",,,"FOUL  by PRESSLEY,BRANDON",2
03:47,,,,,"TURNOVER  by PRESSLEY,BRANDON",,,"TURNOVER  by PRESSLEY,BRANDON",2
03:46,"GOOD 3PTR by KOHNKE,SAM",60,,68 (+8),,MILLSAPS 60-68 (-8),,"GOOD 3PTR by KOHNKE,SAM",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
03:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:44,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
03:44,,,,,"SUB OUT by PATTERSON,KYLE",,,"SUB OUT by PATTERSON,KYLE",2
03:16,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
03:07,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
03:01,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
03:01,,,,,"MISS FT by DAVIS,RON",,,"MISS FT by DAVIS,RON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:01,,60,,69 (+9),"GOOD FT by DAVIS,RON",BU 60-69 (-9),,"GOOD FT by DAVIS,RON",2
03:01,"SUB IN by WISE,ASA",,,,,,,"SUB IN by WISE,ASA",2
03:01,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
03:01,,,,,"SUB IN by PATTERSON,KYLE",,,"SUB IN by PATTERSON,KYLE",2
03:01,,,,,"SUB OUT by ANDERSON,DYRON",,,"SUB OUT by ANDERSON,DYRON",2
02:52,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by DAVIS,RON",,,"REBOUND DEF by DAVIS,RON",2
02:23,,60,,71 (+11),"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",BU 60-71 (-11),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",2
--,,,,,"ASSIST  by DAVIS,RON",,,"ASSIST  by DAVIS,RON",2
02:22,"FOUL  by GARDNER,ROBERT",,,,,,,"FOUL  by GARDNER,ROBERT",2
02:22,,60,,72 (+12),"GOOD FT by PRESSLEY,BRANDON",BU 60-72 (-12),,"GOOD FT by PRESSLEY,BRANDON",2
02:22,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
02:22,"SUB OUT by WISE,ASA",,,,,,,"SUB OUT by WISE,ASA",2
02:22,,,,,"SUB IN by ANDERSON,DYRON",,,"SUB IN by ANDERSON,DYRON",2
02:22,,,,,"SUB OUT by PATTERSON,KYLE",,,"SUB OUT by PATTERSON,KYLE",2
02:18,"MISS LAYUP by MARKWITH,TRENT",,,,,,,"MISS LAYUP by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by PRESSLEY,BRANDON",,,"REBOUND DEF by PRESSLEY,BRANDON",2
02:10,,60,,74 (+14),"GOOD DUNK by RICHARDSON,TERIK(fastbreak)(in the paint)",BU 60-74 (-14),,"GOOD DUNK by RICHARDSON,TERIK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PRESSLEY,BRANDON",,,"ASSIST  by PRESSLEY,BRANDON",2
01:59,,,,,"FOUL  by RICHARDSON,TERIK",,,"FOUL  by RICHARDSON,TERIK",2
01:59,"GOOD FT by GAGEN,BRENNAN",61,,74 (+13),,MILLSAPS 61-74 (-13),,"GOOD FT by GAGEN,BRENNAN",2
