Time Remaining,MMB,Away Team Score,Play Team Indicator,Home Team Score,CENTMB,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:32,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
00:32,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
00:32,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",1
00:32,,,,,"SUB OUT by BEHARA,WYATT",,,"SUB OUT by BEHARA,WYATT",1
00:18,,21,,38 (+17),"GOOD JUMPER by SAPP,JAMES",CENTMB 21-38 (-17),,"GOOD JUMPER by SAPP,JAMES",1
00:02,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",1
00:02,,,,,"SUB IN by BARSTOW,TREY",,,"SUB IN by BARSTOW,TREY",1
00:02,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",1
00:00,"GOOD 3PTR by BECKER,SAXTON",24,,38 (+14),,MMB 24-38 (-14),,"GOOD 3PTR by BECKER,SAXTON",1
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",1
19:42,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:16,,24,,41 (+17),"GOOD 3PTR by HARRIS,CEDRIC",CENTMB 24-41 (-17),,"GOOD 3PTR by HARRIS,CEDRIC",2
--,,,,,"ASSIST  by GRAY,JERICHO",,,"ASSIST  by GRAY,JERICHO",2
18:56,"GOOD JUMPER by BLANZ,BUCK",26,,41 (+15),,MMB 26-41 (-15),,"GOOD JUMPER by BLANZ,BUCK",2
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",2
18:44,,26,,44 (+18),"GOOD 3PTR by GRAY,JERICHO",CENTMB 26-44 (-18),,"GOOD 3PTR by GRAY,JERICHO",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
18:21,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
18:10,,,,,"MISS 3PTR by GRAY,JERICHO",,,"MISS 3PTR by GRAY,JERICHO",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
17:58,,,,,"FOUL  by BEHARA,WYATT",,,"FOUL  by BEHARA,WYATT",2
17:58,"MISS FT by BLANZ,BUCK",,,,,,,"MISS FT by BLANZ,BUCK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:58,"GOOD FT by BLANZ,BUCK",27,,44 (+17),,MMB 27-44 (-17),,"GOOD FT by BLANZ,BUCK",2
17:41,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
17:41,,27,,45 (+18),"GOOD FT by KIRKENDOLL,TRAVION",CENTMB 27-45 (-18),,"GOOD FT by KIRKENDOLL,TRAVION",2
17:41,,,,,"MISS FT by KIRKENDOLL,TRAVION",,,"MISS FT by KIRKENDOLL,TRAVION",2
--,"REBOUND DEF by GARDNER,ROBERT",,,,,,,"REBOUND DEF by GARDNER,ROBERT",2
17:31,,,,,"FOUL  by BEHARA,WYATT",,,"FOUL  by BEHARA,WYATT",2
17:31,"GOOD FT by GAGEN,BRENNAN",28,,45 (+17),,MMB 28-45 (-17),,"GOOD FT by GAGEN,BRENNAN",2
17:31,"GOOD FT by GAGEN,BRENNAN",29,,45 (+16),,MMB 29-45 (-16),,"GOOD FT by GAGEN,BRENNAN",2
17:31,,,,,"SUB OUT by BEHARA,WYATT",,,"SUB OUT by BEHARA,WYATT",2
17:24,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
17:19,,29,,47 (+18),"GOOD JUMPER by KIRKENDOLL,TRAVION(in the paint)",CENTMB 29-47 (-18),,"GOOD JUMPER by KIRKENDOLL,TRAVION(in the paint)",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
17:06,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
17:04,"GOOD LAYUP by BLANZ,BUCK(in the paint)",31,,47 (+16),,MMB 31-47 (-16),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
16:40,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
16:30,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
16:20,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
16:20,,,,,"MISS FT by GRAY,JERICHO",,,"MISS FT by GRAY,JERICHO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:20,,,,,"MISS FT by GRAY,JERICHO",,,"MISS FT by GRAY,JERICHO",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
16:20,,,,,"SUB IN by BOYD,KJ",,,"SUB IN by BOYD,KJ",2
16:20,,,,,"SUB OUT by MATTHEWS,TREYLAN",,,"SUB OUT by MATTHEWS,TREYLAN",2
16:07,,,,,"SUB IN by WEAVER,DYLLON",,,"SUB IN by WEAVER,DYLLON",2
16:07,,,,,"SUB OUT by GRAY,JERICHO",,,"SUB OUT by GRAY,JERICHO",2
15:59,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
15:51,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
15:41,,31,,49 (+18),"GOOD LAYUP by BOYD,KJ(fastbreak)(in the paint)",CENTMB 31-49 (-18),,"GOOD LAYUP by BOYD,KJ(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
15:28,"GOOD 3PTR by GARDNER,ROBERT",34,,49 (+15),,MMB 34-49 (-15),,"GOOD 3PTR by GARDNER,ROBERT",2
--,"ASSIST  by TURNER,JAMES",,,,,,,"ASSIST  by TURNER,JAMES",2
14:58,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
14:52,"GOOD 3PTR by GARDNER,ROBERT(fastbreak)",37,,49 (+12),,MMB 37-49 (-12),,"GOOD 3PTR by GARDNER,ROBERT(fastbreak)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
14:33,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",,,"MISS JUMPER by KIRKENDOLL,TRAVION",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
14:26,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
14:17,,,,,"TURNOVER  by BOYD,KJ",,,"TURNOVER  by BOYD,KJ",2
14:16,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:14,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
14:14,"SUB IN by MASON,WADE",,,,,,,"SUB IN by MASON,WADE",2
14:14,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
14:14,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
14:14,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
14:14,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
14:14,"SUB OUT by MASON,WADE",,,,,,,"SUB OUT by MASON,WADE",2
14:14,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
14:14,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
14:14,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
14:14,,,,,"SUB IN by WEAVER,DYLLON",,,"SUB IN by WEAVER,DYLLON",2
14:14,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
14:14,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
14:14,,,,,"SUB IN by BOYD,KJ",,,"SUB IN by BOYD,KJ",2
14:14,,,,,"SUB IN by HARRIS,CEDRIC",,,"SUB IN by HARRIS,CEDRIC",2
14:14,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
14:14,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
14:14,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
14:14,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
14:14,,,,,"SUB OUT by HARRIS,CEDRIC",,,"SUB OUT by HARRIS,CEDRIC",2
14:01,"TURNOVER  by MASON,WADE",,,,,,,"TURNOVER  by MASON,WADE",2
14:00,,,,,"STEAL  by HARRIS,CEDRIC",,,"STEAL  by HARRIS,CEDRIC",2
13:59,,37,,51 (+14),"GOOD LAYUP by HARRIS,CEDRIC(fastbreak)(in the paint)",CENTMB 37-51 (-14),,"GOOD LAYUP by HARRIS,CEDRIC(fastbreak)(in the paint)",2
13:34,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
13:30,,37,,53 (+16),"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",CENTMB 37-53 (-16),,"GOOD LAYUP by SAPP,JAMES(fastbreak)(in the paint)",2
13:14,"MISS JUMPER by KOHNKE,SAM",,,,,,,"MISS JUMPER by KOHNKE,SAM",2
--,,,,,"REBOUND DEF by BOYD,KJ",,,"REBOUND DEF by BOYD,KJ",2
13:09,,,,,"TURNOVER  by BOYD,KJ",,,"TURNOVER  by BOYD,KJ",2
13:09,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
13:09,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
12:43,"GOOD LAYUP by KOHNKE,SAM(in the paint)",39,,53 (+14),,MMB 39-53 (-14),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
12:43,,,,,"FOUL  by WEAVER,DYLLON",,,"FOUL  by WEAVER,DYLLON",2
12:43,"MISS FT by KOHNKE,SAM",,,,,,,"MISS FT by KOHNKE,SAM",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
12:36,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",2
12:36,,,,,"MISS FT by WEAVER,DYLLON",,,"MISS FT by WEAVER,DYLLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:36,,39,,54 (+15),"GOOD FT by WEAVER,DYLLON",CENTMB 39-54 (-15),,"GOOD FT by WEAVER,DYLLON",2
12:36,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
12:36,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
12:36,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
12:36,,,,,"SUB IN by CLASON,HAYDEN",,,"SUB IN by CLASON,HAYDEN",2
12:36,,,,,"SUB OUT by HARRIS,CEDRIC",,,"SUB OUT by HARRIS,CEDRIC",2
12:36,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
12:32,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",41,,54 (+13),,MMB 41-54 (-13),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
12:20,,,,,"TURNOVER  by WEAVER,DYLLON",,,"TURNOVER  by WEAVER,DYLLON",2
12:00,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
11:54,,,,,"TURNOVER  by SAPP,JAMES",,,"TURNOVER  by SAPP,JAMES",2
11:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:54,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:38,,,,,"TURNOVER  by SAPP,JAMES",,,"TURNOVER  by SAPP,JAMES",2
11:20,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
11:19,,,,,"STEAL  by BOYD,KJ",,,"STEAL  by BOYD,KJ",2
11:11,,,,,"MISS 3PTR by BOYD,KJ",,,"MISS 3PTR by BOYD,KJ",2
--,,,,,"REBOUND OFF by CLASON,HAYDEN",,,"REBOUND OFF by CLASON,HAYDEN",2
11:08,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",,,"MISS 3PTR by KIRKENDOLL,TRAVION",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
10:53,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,,,,,"REBOUND DEF by BOYD,KJ",,,"REBOUND DEF by BOYD,KJ",2
10:43,,41,,56 (+15),"GOOD LAYUP by SAPP,JAMES(in the paint)",CENTMB 41-56 (-15),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
--,,,,,"ASSIST  by BOYD,KJ",,,"ASSIST  by BOYD,KJ",2
10:28,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",2
10:28,,,,,"BLOCK  by SAPP,JAMES",,,"BLOCK  by SAPP,JAMES",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
10:14,,,,,"MISS 3PTR by WEAVER,DYLLON",,,"MISS 3PTR by WEAVER,DYLLON",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
10:06,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:06,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
10:06,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
10:06,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
10:06,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
10:06,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
10:06,"SUB OUT by MASON,WADE",,,,,,,"SUB OUT by MASON,WADE",2
10:06,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
10:06,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
10:06,,,,,"SUB IN by BEHARA,WYATT",,,"SUB IN by BEHARA,WYATT",2
10:06,,,,,"SUB IN by MATTHEWS,TREYLAN",,,"SUB IN by MATTHEWS,TREYLAN",2
10:06,,,,,"SUB IN by HARRIS,CEDRIC",,,"SUB IN by HARRIS,CEDRIC",2
10:06,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
10:06,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
10:03,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",2
10:01,,,,,"STEAL  by BOYD,KJ",,,"STEAL  by BOYD,KJ",2
09:57,,,,,"MISS 3PTR by HARRIS,CEDRIC",,,"MISS 3PTR by HARRIS,CEDRIC",2
--,,,,,"REBOUND OFF by BOYD,KJ",,,"REBOUND OFF by BOYD,KJ",2
09:54,,,,,"SUB IN by WEAVER,DYLLON",,,"SUB IN by WEAVER,DYLLON",2
09:54,,,,,"SUB IN by BOYD,KJ",,,"SUB IN by BOYD,KJ",2
09:54,,,,,"SUB OUT by CLASON,HAYDEN",,,"SUB OUT by CLASON,HAYDEN",2
09:54,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
09:54,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
09:35,,,,,"MISS 3PTR by WEAVER,DYLLON",,,"MISS 3PTR by WEAVER,DYLLON",2
--,"REBOUND DEF by GARDNER,ROBERT",,,,,,,"REBOUND DEF by GARDNER,ROBERT",2
09:31,,,,,"FOUL  by BOYD,KJ",,,"FOUL  by BOYD,KJ",2
09:17,"MISS 3PTR by GARDNER,ROBERT",,,,,,,"MISS 3PTR by GARDNER,ROBERT",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
09:05,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
09:01,,,,,"TURNOVER  by BEHARA,WYATT",,,"TURNOVER  by BEHARA,WYATT",2
08:59,,,,,"FOUL  by BEHARA,WYATT",,,"FOUL  by BEHARA,WYATT",2
08:39,"MISS 3PTR by COLEMAN,DANIEL",,,,,,,"MISS 3PTR by COLEMAN,DANIEL",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
08:26,,,,,"MISS JUMPER by WEAVER,DYLLON",,,"MISS JUMPER by WEAVER,DYLLON",2
--,,,,,"REBOUND OFF by HARRIS,CEDRIC",,,"REBOUND OFF by HARRIS,CEDRIC",2
08:14,,,,,"TURNOVER  by MATTHEWS,TREYLAN",,,"TURNOVER  by MATTHEWS,TREYLAN",2
08:14,"SUB IN by MASON,WADE",,,,,,,"SUB IN by MASON,WADE",2
08:14,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
08:14,,,,,"SUB IN by GRAY,JERICHO",,,"SUB IN by GRAY,JERICHO",2
08:14,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
08:14,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
08:14,,,,,"SUB OUT by WEAVER,DYLLON",,,"SUB OUT by WEAVER,DYLLON",2
08:14,,,,,"SUB OUT by BEHARA,WYATT",,,"SUB OUT by BEHARA,WYATT",2
08:14,,,,,"SUB OUT by HARRIS,CEDRIC",,,"SUB OUT by HARRIS,CEDRIC",2
08:03,"TURNOVER  by COLEMAN,DANIEL",,,,,,,"TURNOVER  by COLEMAN,DANIEL",2
08:01,,,,,"STEAL  by MATTHEWS,TREYLAN",,,"STEAL  by MATTHEWS,TREYLAN",2
07:59,,,,,"SUB IN by HARRIS,CEDRIC",,,"SUB IN by HARRIS,CEDRIC",2
07:59,,,,,"SUB OUT by BOYD,KJ",,,"SUB OUT by BOYD,KJ",2
07:56,,41,,59 (+18),"GOOD 3PTR by MATTHEWS,TREYLAN",CENTMB 41-59 (-18),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
07:40,"MISS JUMPER by GARDNER,ROBERT",,,,,,,"MISS JUMPER by GARDNER,ROBERT",2
--,,,,,"REBOUND DEF by HARRIS,CEDRIC",,,"REBOUND DEF by HARRIS,CEDRIC",2
07:32,,41,,61 (+20),"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",CENTMB 41-61 (-20),,"GOOD LAYUP by HARRIS,CEDRIC(in the paint)",2
--,,,,,"ASSIST  by GRAY,JERICHO",,,"ASSIST  by GRAY,JERICHO",2
07:15,"MISS JUMPER by MASON,WADE",,,,,,,"MISS JUMPER by MASON,WADE",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
07:10,,41,,63 (+22),"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",CENTMB 41-63 (-22),,"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SAPP,JAMES",,,"ASSIST  by SAPP,JAMES",2
07:10,"FOUL  by COLEMAN,DANIEL",,,,,,,"FOUL  by COLEMAN,DANIEL",2
07:04,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:04,,41,,64 (+23),"GOOD FT by MATTHEWS,TREYLAN",CENTMB 41-64 (-23),,"GOOD FT by MATTHEWS,TREYLAN",2
07:04,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
07:04,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
07:04,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
07:04,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
07:04,"SUB OUT by GARDNER,ROBERT",,,,,,,"SUB OUT by GARDNER,ROBERT",2
07:04,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
07:04,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
07:04,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",2
06:44,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
06:38,"MISS LAYUP by MASON,WADE",,,,,,,"MISS LAYUP by MASON,WADE",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
06:28,,,,,"MISS 3PTR by HARRIS,CEDRIC",,,"MISS 3PTR by HARRIS,CEDRIC",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
06:18,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
06:09,,41,,67 (+26),"GOOD 3PTR by MATTHEWS,TREYLAN",CENTMB 41-67 (-26),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"ASSIST  by GRAY,JERICHO",,,"ASSIST  by GRAY,JERICHO",2
05:46,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
05:42,"GOOD JUMPER by MANCUSO,LOGAN",43,,67 (+24),,MMB 43-67 (-24),,"GOOD JUMPER by MANCUSO,LOGAN",2
05:25,,,,,"TURNOVER  by GRAY,JERICHO",,,"TURNOVER  by GRAY,JERICHO",2
05:25,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
05:25,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
05:25,"SUB OUT by MASON,WADE",,,,,,,"SUB OUT by MASON,WADE",2
05:25,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
05:12,"TURNOVER  by MANCUSO,LOGAN",,,,,,,"TURNOVER  by MANCUSO,LOGAN",2
05:10,,,,,"STEAL  by HARRIS,CEDRIC",,,"STEAL  by HARRIS,CEDRIC",2
05:09,,43,,69 (+26),"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",CENTMB 43-69 (-26),,"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HARRIS,CEDRIC",,,"ASSIST  by HARRIS,CEDRIC",2
04:48,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",2
04:48,,,,,"SUB IN by BARSTOW,TREY",,,"SUB IN by BARSTOW,TREY",2
04:48,,,,,"SUB OUT by GRAY,JERICHO",,,"SUB OUT by GRAY,JERICHO",2
04:34,,43,,72 (+29),"GOOD 3PTR by MATTHEWS,TREYLAN",CENTMB 43-72 (-29),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"ASSIST  by KIRKENDOLL,TRAVION",,,"ASSIST  by KIRKENDOLL,TRAVION",2
04:16,"GOOD 3PTR by BECKER,SAXTON",46,,72 (+26),,MMB 46-72 (-26),,"GOOD 3PTR by BECKER,SAXTON",2
--,"ASSIST  by BLANZ,BUCK",,,,,,,"ASSIST  by BLANZ,BUCK",2
04:04,,46,,75 (+29),"GOOD 3PTR by HARRIS,CEDRIC(fastbreak)",CENTMB 46-75 (-29),,"GOOD 3PTR by HARRIS,CEDRIC(fastbreak)",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
03:51,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
03:44,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
03:44,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:44,,46,,76 (+30),"GOOD FT by KIRKENDOLL,TRAVION",CENTMB 46-76 (-30),,"GOOD FT by KIRKENDOLL,TRAVION",2
03:44,,,,,"MISS FT by KIRKENDOLL,TRAVION",,,"MISS FT by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND OFF by BARSTOW,TREY",,,"REBOUND OFF by BARSTOW,TREY",2
03:44,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
03:44,"SUB IN by WISE,ASA",,,,,,,"SUB IN by WISE,ASA",2
