Time Remaining,RUSTMB,Away Team Score,Play Team Indicator,Home Team Score,MMB,Game Score,Team Indicator,Play,Period
00:22,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",1
00:22,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",1
00:10,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",1
00:09,"STEAL  by WRIGHT,OMAR",,,,,,,"STEAL  by WRIGHT,OMAR",1
00:07,"GOOD LAYUP by WRIGHT,OMAR(fastbreak)(in the paint)",39 (+9),,30,,RUSTMB 39-30 (-9),,"GOOD LAYUP by WRIGHT,OMAR(fastbreak)(in the paint)",1
00:00,"FOUL  by WRIGHT,OMAR",,,,,,,"FOUL  by WRIGHT,OMAR",1
00:00,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:00,,39 (+8),,31,"GOOD FT by GAGEN,BRENNAN",MMB 39-31 (-8),,"GOOD FT by GAGEN,BRENNAN",1
00:00,,39 (+7),,32,"GOOD FT by GAGEN,BRENNAN",MMB 39-32 (-7),,"GOOD FT by GAGEN,BRENNAN",1
00:00,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
00:00,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",1
19:55,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
19:55,"BLOCK  by POTTS,ALLEN",,,,,,,"BLOCK  by POTTS,ALLEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:47,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",2
19:47,"STEAL  by POTTS,ALLEN",,,,,,,"STEAL  by POTTS,ALLEN",2
19:31,"MISS 3PTR by JACKSON,JARVIS",,,,,,,"MISS 3PTR by JACKSON,JARVIS",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
19:09,,39 (+5),,34,"GOOD JUMPER by KOHNKE,SAM",MMB 39-34 (-5),,"GOOD JUMPER by KOHNKE,SAM",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
18:32,"GOOD 3PTR by BROWN,DOMINIQUE",42 (+8),,34,,RUSTMB 42-34 (-8),,"GOOD 3PTR by BROWN,DOMINIQUE",2
--,"ASSIST  by HARRIS,ARTEZ",,,,,,,"ASSIST  by HARRIS,ARTEZ",2
18:18,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
18:05,"GOOD 3PTR by BROWN,DOMINIQUE",45 (+11),,34,,RUSTMB 45-34 (-11),,"GOOD 3PTR by BROWN,DOMINIQUE",2
--,"ASSIST  by HARRIS,ARTEZ",,,,,,,"ASSIST  by HARRIS,ARTEZ",2
17:47,,45 (+9),,36,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",MMB 45-36 (-9),,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
17:26,,,,,"FOUL  by TULLOS,ZACHARY",,,"FOUL  by TULLOS,ZACHARY",2
17:26,"MISS FT by BROWN,DOMINIQUE",,,,,,,"MISS FT by BROWN,DOMINIQUE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:26,"MISS FT by BROWN,DOMINIQUE",,,,,,,"MISS FT by BROWN,DOMINIQUE",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
17:26,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
17:26,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
17:26,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
17:26,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
17:03,,,,,"MISS JUMPER by MASON,WADE",,,"MISS JUMPER by MASON,WADE",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
16:57,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
16:46,"GOOD 3PTR by HARRIS,ARTEZ",48 (+12),,36,,RUSTMB 48-36 (-12),,"GOOD 3PTR by HARRIS,ARTEZ",2
16:33,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
16:32,"STEAL  by JACKSON,JARVIS",,,,,,,"STEAL  by JACKSON,JARVIS",2
16:30,"TURNOVER  by JACKSON,JARVIS",,,,,,,"TURNOVER  by JACKSON,JARVIS",2
16:29,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
16:13,,48 (+10),,38,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 48-38 (-10),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
16:12,"FOUL  by POTTS,ALLEN",,,,,,,"FOUL  by POTTS,ALLEN",2
16:12,,48 (+9),,39,"GOOD FT by BLANZ,BUCK",MMB 48-39 (-9),,"GOOD FT by BLANZ,BUCK",2
16:00,"MISS 3PTR by JACKSON,JARVIS",,,,,,,"MISS 3PTR by JACKSON,JARVIS",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
15:51,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
15:47,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
15:47,"BLOCK  by POTTS,ALLEN",,,,,,,"BLOCK  by POTTS,ALLEN",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
15:41,,48 (+6),,42,"GOOD 3PTR by GAGEN,BRENNAN",MMB 48-42 (-6),,"GOOD 3PTR by GAGEN,BRENNAN",2
15:15,"MISS 3PTR by BROWN,DOMINIQUE",,,,,,,"MISS 3PTR by BROWN,DOMINIQUE",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
15:05,"FOUL  by BROWN,DOMINIQUE",,,,,,,"FOUL  by BROWN,DOMINIQUE",2
15:05,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:05,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:05,,48 (+5),,43,"GOOD FT by MARKWITH,TRENT",MMB 48-43 (-5),,"GOOD FT by MARKWITH,TRENT",2
15:05,"SUB IN by FOWLER,DEWAUN",,,,,,,"SUB IN by FOWLER,DEWAUN",2
15:05,"SUB OUT by JACKSON,JARVIS",,,,,,,"SUB OUT by JACKSON,JARVIS",2
14:47,"TURNOVER  by FOWLER,DEWAUN",,,,,,,"TURNOVER  by FOWLER,DEWAUN",2
14:47,"FOUL  by FOWLER,DEWAUN",,,,,,,"FOUL  by FOWLER,DEWAUN",2
14:36,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
14:18,"GOOD JUMPER by FOWLER,DEWAUN",50 (+7),,43,,RUSTMB 50-43 (-7),,"GOOD JUMPER by FOWLER,DEWAUN",2
--,"ASSIST  by JONES,ANTONIO",,,,,,,"ASSIST  by JONES,ANTONIO",2
13:57,,50 (+5),,45,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 50-45 (-5),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
13:40,"TURNOVER  by FOWLER,DEWAUN",,,,,,,"TURNOVER  by FOWLER,DEWAUN",2
13:40,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
13:40,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
13:25,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
13:03,"MISS 3PTR by FOWLER,DEWAUN",,,,,,,"MISS 3PTR by FOWLER,DEWAUN",2
--,,,,,"REBOUND DEF by MASON,WADE",,,"REBOUND DEF by MASON,WADE",2
12:42,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
12:37,"FOUL  by BROWN,DOMINIQUE",,,,,,,"FOUL  by BROWN,DOMINIQUE",2
12:37,"SUB IN by WRIGHT,OMAR",,,,,,,"SUB IN by WRIGHT,OMAR",2
12:37,"SUB OUT by BROWN,DOMINIQUE",,,,,,,"SUB OUT by BROWN,DOMINIQUE",2
12:35,"FOUL  by WRIGHT,OMAR",,,,,,,"FOUL  by WRIGHT,OMAR",2
12:35,,50 (+4),,46,"GOOD FT by GAGEN,BRENNAN",MMB 50-46 (-4),,"GOOD FT by GAGEN,BRENNAN",2
12:35,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,"REBOUND DEF by JONES,ANTONIO",,,,,,,"REBOUND DEF by JONES,ANTONIO",2
12:28,"MISS JUMPER by HARRIS,ARTEZ",,,,,,,"MISS JUMPER by HARRIS,ARTEZ",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
12:24,"GOOD LAYUP by POTTS,ALLEN(in the paint)",52 (+6),,46,,RUSTMB 52-46 (-6),,"GOOD LAYUP by POTTS,ALLEN(in the paint)",2
12:09,,52 (+4),,48,"GOOD JUMPER by MANCUSO,LOGAN",MMB 52-48 (-4),,"GOOD JUMPER by MANCUSO,LOGAN",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
11:56,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
11:56,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:56,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
11:56,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
11:54,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
11:54,"MISS FT by POTTS,ALLEN",,,,,,,"MISS FT by POTTS,ALLEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:54,"MISS FT by POTTS,ALLEN",,,,,,,"MISS FT by POTTS,ALLEN",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
11:46,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by KOHNKE,SAM",,,"REBOUND OFF by KOHNKE,SAM",2
11:20,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by HARRIS,ARTEZ",,,,,,,"REBOUND DEF by HARRIS,ARTEZ",2
11:03,"MISS 3PTR by FOWLER,DEWAUN",,,,,,,"MISS 3PTR by FOWLER,DEWAUN",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
10:45,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
10:37,"GOOD DUNK by FOWLER,DEWAUN(fastbreak)(in the paint)",54 (+6),,48,,RUSTMB 54-48 (-6),,"GOOD DUNK by FOWLER,DEWAUN(fastbreak)(in the paint)",2
--,"ASSIST  by POTTS,ALLEN",,,,,,,"ASSIST  by POTTS,ALLEN",2
10:20,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by JONES,ANTONIO",,,,,,,"REBOUND DEF by JONES,ANTONIO",2
10:10,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
10:10,"SUB IN by JACKSON,JARVIS",,,,,,,"SUB IN by JACKSON,JARVIS",2
10:10,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",2
10:10,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
10:10,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
10:10,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
10:10,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
10:06,"GOOD LAYUP by JACKSON,JARVIS(in the paint)",56 (+8),,48,,RUSTMB 56-48 (-8),,"GOOD LAYUP by JACKSON,JARVIS(in the paint)",2
--,"ASSIST  by WRIGHT,OMAR",,,,,,,"ASSIST  by WRIGHT,OMAR",2
10:06,,,,,"FOUL  by COLEMAN,DANIEL",,,"FOUL  by COLEMAN,DANIEL",2
10:06,"MISS FT by JACKSON,JARVIS",,,,,,,"MISS FT by JACKSON,JARVIS",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
09:45,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
09:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:33,"MISS 3PTR by HARRIS,ARTEZ",,,,,,,"MISS 3PTR by HARRIS,ARTEZ",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
09:22,,56 (+6),,50,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",MMB 56-50 (-6),,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
08:54,"GOOD JUMPER by JONES,ANTONIO",58 (+8),,50,,RUSTMB 58-50 (-8),,"GOOD JUMPER by JONES,ANTONIO",2
--,"ASSIST  by HARRIS,ARTEZ",,,,,,,"ASSIST  by HARRIS,ARTEZ",2
08:35,,,,,"MISS JUMPER by TULLOS,ZACHARY",,,"MISS JUMPER by TULLOS,ZACHARY",2
--,"REBOUND DEF by JACKSON,JARVIS",,,,,,,"REBOUND DEF by JACKSON,JARVIS",2
08:27,"TURNOVER  by JACKSON,JARVIS",,,,,,,"TURNOVER  by JACKSON,JARVIS",2
08:27,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
08:27,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
08:27,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
08:27,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
08:27,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
08:27,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
08:13,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by JONES,ANTONIO",,,,,,,"REBOUND DEF by JONES,ANTONIO",2
08:02,"TURNOVER  by WRIGHT,OMAR",,,,,,,"TURNOVER  by WRIGHT,OMAR",2
08:01,,,,,"STEAL  by BLANZ,BUCK",,,"STEAL  by BLANZ,BUCK",2
07:56,,58 (+6),,52,"GOOD DUNK by TULLOS,ZACHARY(fastbreak)(in the paint)",MMB 58-52 (-6),,"GOOD DUNK by TULLOS,ZACHARY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BLANZ,BUCK",,,"ASSIST  by BLANZ,BUCK",2
07:27,"GOOD LAYUP by WRIGHT,OMAR(in the paint)",60 (+8),,52,,RUSTMB 60-52 (-8),,"GOOD LAYUP by WRIGHT,OMAR(in the paint)",2
07:13,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
07:08,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by JONES,ANTONIO",,,,,,,"REBOUND DEF by JONES,ANTONIO",2
07:04,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
07:04,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:04,"SUB IN by CATER,ROMEO",,,,,,,"SUB IN by CATER,ROMEO",2
07:04,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
07:04,"SUB OUT by JONES,ANTONIO",,,,,,,"SUB OUT by JONES,ANTONIO",2
07:04,"SUB OUT by WRIGHT,OMAR",,,,,,,"SUB OUT by WRIGHT,OMAR",2
07:04,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
07:04,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
06:49,"GOOD JUMPER by HARRIS,ARTEZ",62 (+10),,52,,RUSTMB 62-52 (-10),,"GOOD JUMPER by HARRIS,ARTEZ",2
06:33,,62 (+7),,55,"GOOD 3PTR by BLANZ,BUCK",MMB 62-55 (-7),,"GOOD 3PTR by BLANZ,BUCK",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
06:22,"TURNOVER  by HARRIS,ARTEZ",,,,,,,"TURNOVER  by HARRIS,ARTEZ",2
06:21,,,,,"STEAL  by GARDNER,ROBERT",,,"STEAL  by GARDNER,ROBERT",2
06:18,,62 (+5),,57,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",MMB 62-57 (-5),,"GOOD LAYUP by BLANZ,BUCK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
05:46,"TURNOVER  by HARRIS,ARTEZ",,,,,,,"TURNOVER  by HARRIS,ARTEZ",2
05:32,,,,,"TURNOVER  by MASON,WADE",,,"TURNOVER  by MASON,WADE",2
05:32,"SUB IN by BROWN,DOMINIQUE",,,,,,,"SUB IN by BROWN,DOMINIQUE",2
05:32,"SUB OUT by HARRIS,ARTEZ",,,,,,,"SUB OUT by HARRIS,ARTEZ",2
05:17,"TURNOVER  by JACKSON,JARVIS",,,,,,,"TURNOVER  by JACKSON,JARVIS",2
05:07,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by GARDNER,ROBERT",,,"REBOUND OFF by GARDNER,ROBERT",2
04:56,,62 (+3),,59,"GOOD JUMPER by KOHNKE,SAM",MMB 62-59 (-3),,"GOOD JUMPER by KOHNKE,SAM",2
04:42,"MISS 3PTR by FOWLER,DEWAUN",,,,,,,"MISS 3PTR by FOWLER,DEWAUN",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
04:33,,62,,62,"GOOD 3PTR by GARDNER,ROBERT",MMB 62-62 (0),,"GOOD 3PTR by GARDNER,ROBERT",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
04:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:02,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
04:02,"GOOD FT by CATER,ROMEO",63 (+1),,62,,RUSTMB 63-62 (-1),,"GOOD FT by CATER,ROMEO",2
04:02,"GOOD FT by CATER,ROMEO",64 (+2),,62,,RUSTMB 64-62 (-2),,"GOOD FT by CATER,ROMEO",2
04:01,"FOUL  by CATER,ROMEO",,,,,,,"FOUL  by CATER,ROMEO",2
03:30,"FOUL  by JACKSON,JARVIS",,,,,,,"FOUL  by JACKSON,JARVIS",2
03:30,,,,,"MISS FT by KOHNKE,SAM",,,"MISS FT by KOHNKE,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:30,,64 (+1),,63,"GOOD FT by KOHNKE,SAM",MMB 64-63 (-1),,"GOOD FT by KOHNKE,SAM",2
03:30,,64,,64,"GOOD FT by KOHNKE,SAM",MMB 64-64 (0),,"GOOD FT by KOHNKE,SAM",2
03:30,"SUB IN by HARRIS,ARTEZ",,,,,,,"SUB IN by HARRIS,ARTEZ",2
03:30,"SUB OUT by JACKSON,JARVIS",,,,,,,"SUB OUT by JACKSON,JARVIS",2
03:30,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
03:30,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
03:01,"MISS JUMPER by HARRIS,ARTEZ",,,,,,,"MISS JUMPER by HARRIS,ARTEZ",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
02:52,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
02:45,,64,,66 (+2),"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 64-66 (+2),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
02:42,"MISS 3PTR by HARRIS,ARTEZ",,,,,,,"MISS 3PTR by HARRIS,ARTEZ",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
02:18,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
01:58,"GOOD 3PTR by FOWLER,DEWAUN",67 (+1),,66,,RUSTMB 67-66 (-1),,"GOOD 3PTR by FOWLER,DEWAUN",2
--,"ASSIST  by CATER,ROMEO",,,,,,,"ASSIST  by CATER,ROMEO",2
01:37,,67,,68 (+1),"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",MMB 67-68 (+1),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
--,,,,,"ASSIST  by MASON,WADE",,,"ASSIST  by MASON,WADE",2
01:24,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
01:24,"GOOD FT by BROWN,DOMINIQUE",68,,68,,RUSTMB 68-68 (0),,"GOOD FT by BROWN,DOMINIQUE",2
01:24,"GOOD FT by BROWN,DOMINIQUE",69 (+1),,68,,RUSTMB 69-68 (-1),,"GOOD FT by BROWN,DOMINIQUE",2
01:24,"SUB IN by JONES,ANTONIO",,,,,,,"SUB IN by JONES,ANTONIO",2
01:24,"SUB OUT by CATER,ROMEO",,,,,,,"SUB OUT by CATER,ROMEO",2
01:08,,69,,70 (+1),"GOOD JUMPER by BLANZ,BUCK",MMB 69-70 (+1),,"GOOD JUMPER by BLANZ,BUCK",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
01:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:50,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:50,"GOOD FT by JONES,ANTONIO",70,,70,,RUSTMB 70-70 (0),,"GOOD FT by JONES,ANTONIO",2
00:50,"GOOD FT by JONES,ANTONIO",71 (+1),,70,,RUSTMB 71-70 (-1),,"GOOD FT by JONES,ANTONIO",2
00:37,,71,,72 (+1),"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 71-72 (+1),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
00:30,"TURNOVER  by BROWN,DOMINIQUE",,,,,,,"TURNOVER  by BROWN,DOMINIQUE",2
00:28,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
00:19,"FOUL  by HARRIS,ARTEZ",,,,,,,"FOUL  by HARRIS,ARTEZ",2
00:19,,71,,73 (+2),"GOOD FT by GAGEN,BRENNAN",MMB 71-73 (+2),,"GOOD FT by GAGEN,BRENNAN",2
00:19,,71,,74 (+3),"GOOD FT by GAGEN,BRENNAN",MMB 71-74 (+3),,"GOOD FT by GAGEN,BRENNAN",2
00:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:05,"MISS 3PTR by BROWN,DOMINIQUE",,,,,,,"MISS 3PTR by BROWN,DOMINIQUE",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
00:01,"FOUL  by HARRIS,ARTEZ",,,,,,,"FOUL  by HARRIS,ARTEZ",2
00:01,,71,,75 (+4),"GOOD FT by BLANZ,BUCK",MMB 71-75 (+4),,"GOOD FT by BLANZ,BUCK",2
00:01,,71,,76 (+5),"GOOD FT by BLANZ,BUCK",MMB 71-76 (+5),,"GOOD FT by BLANZ,BUCK",2
00:01,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
00:01,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
00:01,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
00:01,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
