,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,19:40,,,,,"TURNOVER  by BERGFELD,JOE",,,"TURNOVER  by BERGFELD,JOE",1,turnover,,depauw,"bergfeld,joe",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1180.0,millsaps,1,0,0.0
1,1,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,19:10,"GOOD JUMPER by SUMLER,LV",2.0,,0.0,,MC-M 2-0 (+2),,"GOOD JUMPER by SUMLER,LV",1,jumper,good,millsaps,"sumler,lv",2.0,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1150.0,millsaps,1,0,0.0
2,2,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,18:58,"FOUL  by MEADES,TAYLOR",2.0,,0.0,,,,"FOUL  by MEADES,TAYLOR",1,foul,,millsaps,"meades,taylor",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1138.0,millsaps,1,0,0.0
3,3,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,18:46,,2.0,,3.0,"GOOD 3PTR by LEMASTERS,STEVE",DEPAUW 2-3 (-1),,"GOOD 3PTR by LEMASTERS,STEVE",1,three pointer,good,depauw,"lemasters,steve",3.0,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1126.0,millsaps,1,0,0.0
4,4,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,--,,2.0,,3.0,"ASSIST  by HASELEY,SEAN",,,"ASSIST  by HASELEY,SEAN",1,assist,,depauw,"haseley,sean",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",,millsaps,1,0,0.0
5,5,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,18:23,"MISS 3PTR by MEADES,TAYLOR",2.0,,3.0,,,,"MISS 3PTR by MEADES,TAYLOR",1,three pointer,missed,millsaps,"meades,taylor",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1103.0,millsaps,1,0,0.0
6,6,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,--,,2.0,,3.0,"REBOUND DEF by BERGFELD,JOE",,,"REBOUND DEF by BERGFELD,JOE",1,defensive rebound,,depauw,"bergfeld,joe",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",,millsaps,1,0,0.0
7,7,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,18:04,,2.0,,5.0,"GOOD LAYUP by BERGFELD,JOE(in the paint)",DEPAUW 2-5 (-3),,"GOOD LAYUP by BERGFELD,JOE(in the paint)",1,layup,good,depauw,"bergfeld,joe",2.0,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1084.0,depauw,2,0,0.0
8,8,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,--,,2.0,,5.0,"ASSIST  by SIMPSON,ROSS",,,"ASSIST  by SIMPSON,ROSS",1,assist,,depauw,"simpson,ross",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",,depauw,2,0,0.0
9,9,820,DePauw,Millsaps,1,48-67,"29,38","25,23",9-6,7-7,4-2,2-4,01/14/11,8:00 PM,,"Neal Fieldhouse; Greencastle, Indiana",Win,2,False,150,False,17:50,"MISS JUMPER by SUMLER,LV",2.0,,5.0,,,,"MISS JUMPER by SUMLER,LV",1,jumper,missed,millsaps,"sumler,lv",,"['cortese,nick', 'sumler,lv', 'meades,taylor', 'merkel,brian', 'montgomery,jayson']","['haseley,sean', 'wilkison,michael', 'bergfeld,joe', 'lemasters,steve', 'simpson,ross']",1070.0,depauw,2,0,0.0
