,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,19:49,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",1,three pointer,missed,hendrix,"nikolovski,drew",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1189.0,birmingham southern,1,0,0.0
1,1,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",1,defensive rebound,,birmingham southern,"henry,colin",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",,birmingham southern,1,0,0.0
2,2,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,19:31,,,,,"MISS 3PTR by HENRY,COLIN",,,"MISS 3PTR by HENRY,COLIN",1,three pointer,missed,birmingham southern,"henry,colin",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1171.0,birmingham southern,1,0,0.0
3,3,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1,defensive rebound,,hendrix,"nikolovski,drew",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",,birmingham southern,1,0,0.0
4,4,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,19:02,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",1,turnover,,hendrix,"nikolovski,drew",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1142.0,hendrix,2,0,0.0
5,5,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,18:43,,0.0,,3.0,"GOOD 3PTR by HOLLAND,JASON",BSCM 0-3 (+3),,"GOOD 3PTR by HOLLAND,JASON",1,three pointer,good,birmingham southern,"holland,jason",3.0,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1123.0,birmingham southern,3,0,0.0
6,6,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,--,,0.0,,3.0,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",1,assist,,birmingham southern,"schamp,griffin",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",,birmingham southern,3,0,0.0
7,7,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,18:19,"FOUL  by NIKOLOVSKI,DREW",0.0,,3.0,,,,"FOUL  by NIKOLOVSKI,DREW",1,foul,,hendrix,"nikolovski,drew",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1099.0,birmingham southern,3,0,0.0
8,8,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,18:13,"TURNOVER  by NIKOLOVSKI,DREW",0.0,,3.0,,,,"TURNOVER  by NIKOLOVSKI,DREW",1,turnover,,hendrix,"nikolovski,drew",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1093.0,birmingham southern,3,0,0.0
9,9,664,BIRMINGHAM SOUTHERN,HENDRIX,1,62-77,"29,48","26,36",17-9;10-4 SAA,10-16; 4-10 SAA,,,02/28/14,6:00 PM,,"Danville, KY",Win,2,False,53,False,17:58,,0.0,,3.0,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",1,foul,,birmingham southern,"welch,ross",,"['primm,colton', 'vance,luke', 'taulton,jordan', 'nikolovski,drew', 'gumm,gabe']","['thomas,larry', 'holland,jason', 'schamp,griffin', 'welch,ross', 'henry,colin']",1078.0,birmingham southern,3,0,0.0
