Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
10:26,"FOUL  by CRIDER,COLE",,,,,,,"FOUL  by CRIDER,COLE",2
10:26,,47,,81 (+34),"GOOD FT by BROWN,TYLER",SEWANEE 47-81 (+34),,"GOOD FT by BROWN,TYLER",2
10:19,"GOOD 3PTR by AKERS,BEN",50,,81 (+31),,BOYCE 50-81 (+31),,"GOOD 3PTR by AKERS,BEN",2
--,"ASSIST  by FARLEY,ERIC",,,,,,,"ASSIST  by FARLEY,ERIC",2
9:55,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
9:45,,,,,"MISS JUMPER by TURNER,BYRON",,,"MISS JUMPER by TURNER,BYRON",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
9:42,,,,,"MISS JUMPER by TURNER,BYRON",,,"MISS JUMPER by TURNER,BYRON",2
9:42,"BLOCK  by AKERS,BEN",,,,,,,"BLOCK  by AKERS,BEN",2
--,"REBOUND DEF by AKERS,BEN",,,,,,,"REBOUND DEF by AKERS,BEN",2
9:35,"MISS JUMPER by FARLEY,ERIC",,,,,,,"MISS JUMPER by FARLEY,ERIC",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
9:28,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
9:28,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
8:55,"GOOD JUMPER by BRUNER,ETHEN",52,,81 (+29),,BOYCE 52-81 (+29),,"GOOD JUMPER by BRUNER,ETHEN",2
8:44,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by BARNETT,KEVIN",,,,,,,"REBOUND DEF by BARNETT,KEVIN",2
8:31,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
8:31,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
8:06,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by BRUNER,ETHEN",,,,,,,"REBOUND DEF by BRUNER,ETHEN",2
8:00,"MISS 3PTR by AKERS,BEN",,,,,,,"MISS 3PTR by AKERS,BEN",2
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",2
7:48,"FOUL  by FARLEY,ERIC",,,,,,,"FOUL  by FARLEY,ERIC",2
7:35,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
6:51,,52,,84 (+32),"GOOD 3PTR by DOWNEY,WILL",SEWANEE 52-84 (+32),,"GOOD 3PTR by DOWNEY,WILL",2
--,,,,,"ASSIST  by NELSON,ANVIL",,,"ASSIST  by NELSON,ANVIL",2
6:39,"MISS JUMPER by FARLEY,ERIC",,,,,,,"MISS JUMPER by FARLEY,ERIC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
6:21,"TURNOVER  by BRUNER,ETHEN",,,,,,,"TURNOVER  by BRUNER,ETHEN",2
6:04,,,,,"MISS JUMPER by ARNOLD,ALEX",,,"MISS JUMPER by ARNOLD,ALEX",2
--,,,,,"REBOUND OFF by DOWNEY,WILL",,,"REBOUND OFF by DOWNEY,WILL",2
5:49,,,,,"MISS 3PTR by MCKENZIE,JOHN",,,"MISS 3PTR by MCKENZIE,JOHN",2
--,"REBOUND DEF by COURINGTON,HUDSON",,,,,,,"REBOUND DEF by COURINGTON,HUDSON",2
5:43,,,,,"FOUL  by DOWNEY,WILL",,,"FOUL  by DOWNEY,WILL",2
5:38,"GOOD FT by COURINGTON,HUDSON",53,,84 (+31),,BOYCE 53-84 (+31),,"GOOD FT by COURINGTON,HUDSON",2
5:38,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,"REBOUND DEF by HITCHCOCK,SHELDON",,,"REBOUND DEF by HITCHCOCK,SHELDON",2
5:27,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
5:25,"STEAL  by COURINGTON,HUDSON",,,,,,,"STEAL  by COURINGTON,HUDSON",2
5:19,"MISS JUMPER by FARLEY,ERIC",,,,,,,"MISS JUMPER by FARLEY,ERIC",2
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",2
5:10,"FOUL  by FARLEY,ERIC",,,,,,,"FOUL  by FARLEY,ERIC",2
5:09,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
4:59,"MISS 3PTR by AKERS,BEN",,,,,,,"MISS 3PTR by AKERS,BEN",2
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",2
4:50,,,,,"MISS 3PTR by HITCHCOCK,SHELDON",,,"MISS 3PTR by HITCHCOCK,SHELDON",2
--,,,,,"REBOUND OFF by HEATHERLY,GARRETT",,,"REBOUND OFF by HEATHERLY,GARRETT",2
4:41,,,,,"MISS JUMPER by HEATHERLY,GARRETT",,,"MISS JUMPER by HEATHERLY,GARRETT",2
--,"REBOUND DEF by COURINGTON,HUDSON",,,,,,,"REBOUND DEF by COURINGTON,HUDSON",2
4:23,"MISS 3PTR by HENDRICK,BEAU",,,,,,,"MISS 3PTR by HENDRICK,BEAU",2
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",2
4:17,,53,,87 (+34),"GOOD 3PTR by DOWNEY,WILL",SEWANEE 53-87 (+34),,"GOOD 3PTR by DOWNEY,WILL",2
--,,,,,"ASSIST  by ARNOLD,ALEX",,,"ASSIST  by ARNOLD,ALEX",2
3:53,"MISS JUMPER by BARNETT,KEVIN",,,,,,,"MISS JUMPER by BARNETT,KEVIN",2
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",2
3:37,"FOUL  by HENDRICK,BEAU",,,,,,,"FOUL  by HENDRICK,BEAU",2
3:37,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
3:37,,53,,88 (+35),"GOOD FT by HITCHCOCK,SHELDON",SEWANEE 53-88 (+35),,"GOOD FT by HITCHCOCK,SHELDON",2
3:28,"MISS 3PTR by COURINGTON,HUDSON",,,,,,,"MISS 3PTR by COURINGTON,HUDSON",2
--,,,,,"REBOUND DEF by HITCHCOCK,SHELDON",,,"REBOUND DEF by HITCHCOCK,SHELDON",2
2:58,"FOUL  by AKERS,BEN",,,,,,,"FOUL  by AKERS,BEN",2
2:58,,53,,89 (+36),"GOOD FT by ARNOLD,ALEX",SEWANEE 53-89 (+36),,"GOOD FT by ARNOLD,ALEX",2
2:58,,53,,90 (+37),"GOOD FT by ARNOLD,ALEX",SEWANEE 53-90 (+37),,"GOOD FT by ARNOLD,ALEX",2
2:43,"TURNOVER  by DEWITT,KEGAN",,,,,,,"TURNOVER  by DEWITT,KEGAN",2
2:40,,,,,"STEAL  by BEVIACQUA,BRYAN",,,"STEAL  by BEVIACQUA,BRYAN",2
2:36,,,,,"MISS LAYUP by MCKENZIE,JOHN",,,"MISS LAYUP by MCKENZIE,JOHN",2
--,,,,,"REBOUND OFF by BEVIACQUA,BRYAN",,,"REBOUND OFF by BEVIACQUA,BRYAN",2
2:31,,53,,92 (+39),"GOOD JUMPER by BEVIACQUA,BRYAN(in the paint)",SEWANEE 53-92 (+39),,"GOOD JUMPER by BEVIACQUA,BRYAN(in the paint)",2
2:24,"GOOD LAYUP by COURINGTON,HUDSON(in the paint)",55,,92 (+37),,BOYCE 55-92 (+37),,"GOOD LAYUP by COURINGTON,HUDSON(in the paint)",2
2:12,,,,,"MISS 3PTR by ARNOLD,ALEX",,,"MISS 3PTR by ARNOLD,ALEX",2
--,"REBOUND DEF by CRIDER,COLE",,,,,,,"REBOUND DEF by CRIDER,COLE",2
1:59,"MISS 3PTR by AKERS,BEN",,,,,,,"MISS 3PTR by AKERS,BEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
1:50,,55,,94 (+39),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 55-94 (+39),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,,,,,"ASSIST  by ARNOLD,ALEX",,,"ASSIST  by ARNOLD,ALEX",2
1:33,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
1:33,"GOOD FT by BARNETT,KEVIN",56,,94 (+38),,BOYCE 56-94 (+38),,"GOOD FT by BARNETT,KEVIN",2
1:33,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
1:32,"FOUL  by AKERS,BEN",,,,,,,"FOUL  by AKERS,BEN",2
1:32,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
1:32,,56,,95 (+39),"GOOD FT by TURNER,BYRON",SEWANEE 56-95 (+39),,"GOOD FT by TURNER,BYRON",2
1:29,"MISS 3PTR by HENDRICK,BEAU",,,,,,,"MISS 3PTR by HENDRICK,BEAU",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
1:04,,56,,97 (+41),"GOOD LAYUP by TURNER,BYRON(in the paint)",SEWANEE 56-97 (+41),,"GOOD LAYUP by TURNER,BYRON(in the paint)",2
0:45,"MISS JUMPER by BARNETT,KEVIN",,,,,,,"MISS JUMPER by BARNETT,KEVIN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
0:37,,,,,"MISS 3PTR by TURNER,BYRON",,,"MISS 3PTR by TURNER,BYRON",2
--,"REBOUND DEF by DEWITT,KEGAN",,,,,,,"REBOUND DEF by DEWITT,KEGAN",2
0:29,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
0:29,"GOOD FT by DEWITT,KEGAN",57,,97 (+40),,BOYCE 57-97 (+40),,"GOOD FT by DEWITT,KEGAN",2
0:29,MISS FT by TEAM,,,,,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
0:12,,,,,"TURNOVER  by BEVIACQUA,BRYAN",,,"TURNOVER  by BEVIACQUA,BRYAN",2
0:09,"MISS 3PTR by BARNETT,KEVIN",,,,,,,"MISS 3PTR by BARNETT,KEVIN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
