Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
16:00,,40 (+4),,36,"GOOD TIPIN by PRIMM,COLTON(fastbreak)(in the paint)",HC 40-36 (+4),,"GOOD TIPIN by PRIMM,COLTON(fastbreak)(in the paint)",2
15:45,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by TAULTON,JORDAN",,,"REBOUND DEF by TAULTON,JORDAN",2
15:33,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
15:27,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
15:27,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
15:27,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
15:27,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
15:27,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
15:27,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
15:27,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
15:27,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
15:27,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
15:27,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
15:27,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:12,"TURNOVER  by HEATHERLY,GARRETT",,,,,,,"TURNOVER  by HEATHERLY,GARRETT",2
15:12,"FOUL  by HEATHERLY,GARRETT",,,,,,,"FOUL  by HEATHERLY,GARRETT",2
14:46,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
14:46,,40 (+3),,37,"GOOD FT by RILEY,JAREN",HC 40-37 (+3),,"GOOD FT by RILEY,JAREN",2
14:46,,40 (+2),,38,"GOOD FT by RILEY,JAREN",HC 40-38 (+2),,"GOOD FT by RILEY,JAREN",2
14:46,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
14:46,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
14:46,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
14:46,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
14:21,"GOOD 3PTR by BORN,LEO",43 (+5),,38,,SEWANEE 43-38 (+5),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
14:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:08,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
14:08,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
13:49,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
--,"REBOUND DEF by HEATHERLY,GARRETT",,,,,,,"REBOUND DEF by HEATHERLY,GARRETT",2
13:32,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
13:21,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:04,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",2
13:04,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
12:55,,,,,"MISS 3PTR by BARRETT,JORDAN",,,"MISS 3PTR by BARRETT,JORDAN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
12:35,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
12:25,,43 (+3),,40,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 43-40 (+3),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
12:07,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
12:07,"MISS FT by HEATHERLY,GARRETT",,,,,,,"MISS FT by HEATHERLY,GARRETT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:07,"MISS FT by HEATHERLY,GARRETT",,,,,,,"MISS FT by HEATHERLY,GARRETT",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
12:07,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
12:07,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
12:07,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
12:07,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
12:07,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
12:07,,,,,"SUB IN by GRAM,ANDY",,,"SUB IN by GRAM,ANDY",2
12:07,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
12:07,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
12:04,"GOOD JUMPER by BORN,LEO(in the paint)",45 (+5),,40,,SEWANEE 45-40 (+5),,"GOOD JUMPER by BORN,LEO(in the paint)",2
11:50,,,,,"MISS JUMPER by SHERIDAN,DAYTON",,,"MISS JUMPER by SHERIDAN,DAYTON",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
11:33,"GOOD LAYUP by BROWN,TYLER(in the paint)",47 (+7),,40,,SEWANEE 47-40 (+7),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
11:33,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
11:33,"GOOD FT by BROWN,TYLER",48 (+8),,40,,SEWANEE 48-40 (+8),,"GOOD FT by BROWN,TYLER",2
11:33,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
11:33,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
11:33,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
11:33,,,,,"SUB OUT by GRAM,ANDY",,,"SUB OUT by GRAM,ANDY",2
11:16,,48 (+6),,42,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",HC 48-42 (+6),,"GOOD LAYUP by SHERIDAN,DAYTON(in the paint)",2
--,,,,,"ASSIST  by RILEY,JAREN",,,"ASSIST  by RILEY,JAREN",2
10:50,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",50 (+8),,42,,SEWANEE 50-42 (+8),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",2
10:37,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",2
10:36,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
10:36,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
10:35,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
10:13,,50 (+6),,44,"GOOD JUMPER by NIKOLOVSKI,DREW",HC 50-44 (+6),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
09:38,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
09:38,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
09:38,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
09:38,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
09:38,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
09:38,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
09:38,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
09:33,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",52 (+8),,44,,SEWANEE 52-44 (+8),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
09:14,,52 (+6),,46,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HC 52-46 (+6),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
08:52,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
08:52,"GOOD FT by CARTER,KESHONN",53 (+7),,46,,SEWANEE 53-46 (+7),,"GOOD FT by CARTER,KESHONN",2
08:52,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
08:27,,53 (+4),,49,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 53-49 (+4),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by TAULTON,JORDAN",,,"ASSIST  by TAULTON,JORDAN",2
07:52,"MISS JUMPER by AFFRONTI,LEWIS",,,,,,,"MISS JUMPER by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
07:45,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
07:45,,53 (+3),,50,"GOOD FT by NIKOLOVSKI,DREW",HC 53-50 (+3),,"GOOD FT by NIKOLOVSKI,DREW",2
07:45,,53 (+2),,51,"GOOD FT by NIKOLOVSKI,DREW",HC 53-51 (+2),,"GOOD FT by NIKOLOVSKI,DREW",2
07:45,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
07:45,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
07:45,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
07:45,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
07:45,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
07:45,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
07:22,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
07:20,,,,,"STEAL  by RILEY,JAREN",,,"STEAL  by RILEY,JAREN",2
07:19,,53,,53,"GOOD LAYUP by RILEY,JAREN(fastbreak)(in the paint)",HC 53-53 (0),,"GOOD LAYUP by RILEY,JAREN(fastbreak)(in the paint)",2
07:19,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
07:19,,53,,54 (+1),"GOOD FT by RILEY,JAREN",HC 53-54 (-1),,"GOOD FT by RILEY,JAREN",2
06:49,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
06:49,"MISS FT by VEAL,ROBERT",,,,,,,"MISS FT by VEAL,ROBERT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:49,"GOOD FT by VEAL,ROBERT",54,,54,,SEWANEE 54-54 (0),,"GOOD FT by VEAL,ROBERT",2
06:49,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
06:49,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
06:49,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
06:49,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
06:49,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",2
06:49,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
06:35,,54,,56 (+2),"GOOD JUMPER by CONARD,ALEC",HC 54-56 (-2),,"GOOD JUMPER by CONARD,ALEC",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
05:57,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
05:43,"GOOD JUMPER by HODGE,NILAN",56,,56,,SEWANEE 56-56 (0),,"GOOD JUMPER by HODGE,NILAN",2
05:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:26,,,,,"MISS JUMPER by SHERIDAN,DAYTON",,,"MISS JUMPER by SHERIDAN,DAYTON",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
05:06,,,,,"FOUL  by SHERIDAN,DAYTON",,,"FOUL  by SHERIDAN,DAYTON",2
05:06,"GOOD FT by BROWN,TYLER",57 (+1),,56,,SEWANEE 57-56 (+1),,"GOOD FT by BROWN,TYLER",2
05:06,"GOOD FT by BROWN,TYLER",58 (+2),,56,,SEWANEE 58-56 (+2),,"GOOD FT by BROWN,TYLER",2
04:47,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
04:47,,58 (+1),,57,"GOOD FT by CONARD,ALEC",HC 58-57 (+1),,"GOOD FT by CONARD,ALEC",2
04:47,,58,,58,"GOOD FT by CONARD,ALEC",HC 58-58 (0),,"GOOD FT by CONARD,ALEC",2
04:47,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
04:47,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
04:36,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
04:21,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
04:21,,58,,59 (+1),"GOOD FT by VANCE,LUKE",HC 58-59 (-1),,"GOOD FT by VANCE,LUKE",2
04:21,,58,,60 (+2),"GOOD FT by VANCE,LUKE",HC 58-60 (-2),,"GOOD FT by VANCE,LUKE",2
04:21,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
04:21,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
04:21,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
04:21,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
04:21,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
04:21,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
03:57,"GOOD JUMPER by BORN,LEO(in the paint)",60,,60,,SEWANEE 60-60 (0),,"GOOD JUMPER by BORN,LEO(in the paint)",2
03:42,,,,,"MISS JUMPER by CONARD,ALEC",,,"MISS JUMPER by CONARD,ALEC",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
03:21,"GOOD JUMPER by BRYANT,VALENTINO",62 (+2),,60,,SEWANEE 62-60 (+2),,"GOOD JUMPER by BRYANT,VALENTINO",2
03:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:05,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
03:04,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",2
02:45,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
02:37,"MISS LAYUP by BOULDIN,BRETT",,,,,,,"MISS LAYUP by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
02:35,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
02:35,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
02:35,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
02:35,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",2
02:16,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
02:16,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:16,"GOOD FT by CARTER,KESHONN",63 (+3),,60,,SEWANEE 63-60 (+3),,"GOOD FT by CARTER,KESHONN",2
02:16,,,,,"SUB IN by GRAM,ANDY",,,"SUB IN by GRAM,ANDY",2
02:16,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
02:01,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
01:30,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
01:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:12,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
00:39,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
00:38,,,,,"STEAL  by RILEY,JAREN",,,"STEAL  by RILEY,JAREN",2
00:35,,63 (+1),,62,"GOOD LAYUP by RILEY,JAREN(fastbreak)(in the paint)",HC 63-62 (+1),,"GOOD LAYUP by RILEY,JAREN(fastbreak)(in the paint)",2
00:35,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
00:35,,63,,63,"GOOD FT by RILEY,JAREN",HC 63-63 (0),,"GOOD FT by RILEY,JAREN",2
00:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:00,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
05:00,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",3
05:00,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",3
05:00,,,,,"SUB OUT by GRAM,ANDY",,,"SUB OUT by GRAM,ANDY",3
04:42,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",3
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",3
04:35,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",3
--,,,,,"REBOUND DEF by SHERIDAN,DAYTON",,,"REBOUND DEF by SHERIDAN,DAYTON",3
04:18,,63,,65 (+2),"GOOD JUMPER by RILEY,JAREN",HC 63-65 (-2),,"GOOD JUMPER by RILEY,JAREN",3
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",3
03:48,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",3
03:48,"MISS FT by AFFRONTI,LEWIS",,,,,,,"MISS FT by AFFRONTI,LEWIS",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:48,"MISS FT by AFFRONTI,LEWIS",,,,,,,"MISS FT by AFFRONTI,LEWIS",3
--,,,,,"REBOUND DEF by SHERIDAN,DAYTON",,,"REBOUND DEF by SHERIDAN,DAYTON",3
03:48,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",3
03:48,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",3
03:34,,63,,67 (+4),"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",HC 63-67 (-4),,"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",3
03:17,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",3
03:17,"GOOD FT by CARTER,KESHONN",64,,67 (+3),,SEWANEE 64-67 (-3),,"GOOD FT by CARTER,KESHONN",3
03:17,"GOOD FT by CARTER,KESHONN",65,,67 (+2),,SEWANEE 65-67 (-2),,"GOOD FT by CARTER,KESHONN",3
02:54,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",3
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",3
02:19,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",67,,67,,SEWANEE 67-67 (0),,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",3
02:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:59,,,,,"MISS LAYUP by SHERIDAN,DAYTON",,,"MISS LAYUP by SHERIDAN,DAYTON",3
01:59,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",3
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",3
01:44,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",3
01:44,"GOOD FT by CARTER,KESHONN",68 (+1),,67,,SEWANEE 68-67 (+1),,"GOOD FT by CARTER,KESHONN",3
01:44,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",3
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",3
01:29,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",3
01:29,,68,,68,"GOOD FT by RILEY,JAREN",HC 68-68 (0),,"GOOD FT by RILEY,JAREN",3
01:29,,68,,69 (+1),"GOOD FT by RILEY,JAREN",HC 68-69 (-1),,"GOOD FT by RILEY,JAREN",3
01:10,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",3
01:10,,,,,"SUB IN by SHERIDAN,DAYTON",,,"SUB IN by SHERIDAN,DAYTON",3
01:10,,,,,"SUB OUT by GRAM,ANDY",,,"SUB OUT by GRAM,ANDY",3
00:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:38,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",3
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",3
00:32,,,,,"SUB IN by GRAM,ANDY",,,"SUB IN by GRAM,ANDY",3
00:32,,,,,"SUB OUT by SHERIDAN,DAYTON",,,"SUB OUT by SHERIDAN,DAYTON",3
00:20,"GOOD 3PTR by BORN,LEO",71 (+2),,69,,SEWANEE 71-69 (+2),,"GOOD 3PTR by BORN,LEO",3
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",3
00:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:17,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",3
00:17,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",3
00:08,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",3
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",3
00:04,,,,,"FOUL  by SHERIDAN,DAYTON",,,"FOUL  by SHERIDAN,DAYTON",3
00:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:04,"GOOD FT by BORN,LEO",72 (+3),,69,,SEWANEE 72-69 (+3),,"GOOD FT by BORN,LEO",3
00:04,"GOOD FT by BORN,LEO",73 (+4),,69,,SEWANEE 73-69 (+4),,"GOOD FT by BORN,LEO",3
00:01,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
00:01,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",3
00:01,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",3
00:01,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",3
00:01,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",3
00:00,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
