Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:41,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
15:41,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
15:41,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:18,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
15:15,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",2
15:15,"SUB OUT by MCCUBBIN,NATHAN",,,,,,,"SUB OUT by MCCUBBIN,NATHAN",2
15:05,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
14:56,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
14:56,"GOOD FT by CONARD,ALEC",32,,41 (+9),,HC 32-41 (+9),,"GOOD FT by CONARD,ALEC",2
14:56,"GOOD FT by CONARD,ALEC",33,,41 (+8),,HC 33-41 (+8),,"GOOD FT by CONARD,ALEC",2
14:56,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:56,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
14:25,,33,,43 (+10),"GOOD LAYUP by BOULDIN,BRETT(in the paint)",SEWANEE 33-43 (+10),,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",2
14:12,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
14:12,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
14:12,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
13:54,"GOOD LAYUP by VANCE,LUKE(in the paint)",35,,43 (+8),,HC 35-43 (+8),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by PRIMM,COLTON",,,,,,,"ASSIST  by PRIMM,COLTON",2
13:22,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
13:22,,35,,44 (+9),"GOOD FT by CARTER,KESHONN",SEWANEE 35-44 (+9),,"GOOD FT by CARTER,KESHONN",2
13:22,,35,,45 (+10),"GOOD FT by CARTER,KESHONN",SEWANEE 35-45 (+10),,"GOOD FT by CARTER,KESHONN",2
13:03,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
13:02,,,,,"STEAL  by HODGE,NILAN",,,"STEAL  by HODGE,NILAN",2
12:39,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
12:39,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
12:39,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
12:06,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
11:44,,35,,47 (+12),"GOOD JUMPER by BORN,LEO",SEWANEE 35-47 (+12),,"GOOD JUMPER by BORN,LEO",2
11:36,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:32,"GOOD JUMPER by TAULTON,JORDAN(in the paint)",37,,47 (+10),,HC 37-47 (+10),,"GOOD JUMPER by TAULTON,JORDAN(in the paint)",2
11:32,,37,,49 (+12),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 37-49 (+12),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
11:31,"GOOD LAYUP by VANCE,LUKE(in the paint)",39,,49 (+10),,HC 39-49 (+10),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
11:30,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
11:25,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
11:25,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
11:25,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
11:25,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
11:25,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
11:07,,39,,51 (+12),"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 39-51 (+12),,"GOOD LAYUP by BORN,LEO(in the paint)",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
10:38,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
10:36,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
10:36,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
10:12,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
10:02,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
09:55,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
09:52,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
09:52,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
09:29,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
09:12,,39,,53 (+14),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 39-53 (+14),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",2
08:54,"MISS 3PTR by TAULTON,JORDAN",,,,,,,"MISS 3PTR by TAULTON,JORDAN",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
08:35,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
08:34,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
08:29,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
08:29,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
08:19,"SUB IN by MCCUBBIN,NATHAN",,,,,,,"SUB IN by MCCUBBIN,NATHAN",2
08:19,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
08:10,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
08:05,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
07:49,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
07:34,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
07:06,"MISS LAYUP by TAULTON,JORDAN",,,,,,,"MISS LAYUP by TAULTON,JORDAN",2
07:06,,,,,"BLOCK  by BOULDIN,BRETT",,,"BLOCK  by BOULDIN,BRETT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:02,"MISS JUMPER by SHERIDAN,DAYTON",,,,,,,"MISS JUMPER by SHERIDAN,DAYTON",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
07:02,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",2
07:02,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
06:33,,,,,"MISS LAYUP by BROWN,TYLER",,,"MISS LAYUP by BROWN,TYLER",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
06:28,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",2
06:28,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:28,,39,,54 (+15),"GOOD FT by BROWN,TYLER",SEWANEE 39-54 (+15),,"GOOD FT by BROWN,TYLER",2
06:28,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
06:28,"SUB OUT by MCCUBBIN,NATHAN",,,,,,,"SUB OUT by MCCUBBIN,NATHAN",2
06:22,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
06:09,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
06:09,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
06:09,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
06:09,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
06:09,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
05:59,,39,,56 (+17),"GOOD JUMPER by BOULDIN,BRETT(in the paint)",SEWANEE 39-56 (+17),,"GOOD JUMPER by BOULDIN,BRETT(in the paint)",2
05:40,"TURNOVER  by GRAM,ANDY",,,,,,,"TURNOVER  by GRAM,ANDY",2
05:26,,39,,58 (+19),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 39-58 (+19),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
05:08,"GOOD 3PTR by ROLAND,WILL",42,,58 (+16),,HC 42-58 (+16),,"GOOD 3PTR by ROLAND,WILL",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
04:55,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
04:55,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",2
04:55,"SUB IN by RILEY,JAREN",,,,,,,"SUB IN by RILEY,JAREN",2
04:55,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
04:55,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
04:55,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",2
04:55,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
04:55,"SUB OUT by ROLAND,WILL",,,,,,,"SUB OUT by ROLAND,WILL",2
04:55,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
04:55,"SUB OUT by RILEY,JAREN",,,,,,,"SUB OUT by RILEY,JAREN",2
04:40,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by RILEY,JAREN",,,,,,,"REBOUND DEF by RILEY,JAREN",2
04:32,"GOOD 3PTR by ROLAND,WILL",45,,58 (+13),,HC 45-58 (+13),,"GOOD 3PTR by ROLAND,WILL",2
04:04,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
03:58,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
03:49,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
03:49,"MISS JUMPER by RILEY,JAREN",,,,,,,"MISS JUMPER by RILEY,JAREN",2
--,"REBOUND OFF by SHERIDAN,DAYTON",,,,,,,"REBOUND OFF by SHERIDAN,DAYTON",2
03:49,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
03:41,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:38,"MISS FT by SHERIDAN,DAYTON",,,,,,,"MISS FT by SHERIDAN,DAYTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:38,"GOOD FT by SHERIDAN,DAYTON",46,,58 (+12),,HC 46-58 (+12),,"GOOD FT by SHERIDAN,DAYTON",2
03:19,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
03:15,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
03:15,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
03:07,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",48,,58 (+10),,HC 48-58 (+10),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
02:47,,48,,60 (+12),"GOOD DUNK by BROWN,TYLER(in the paint)",SEWANEE 48-60 (+12),,"GOOD DUNK by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
02:38,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
02:37,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
02:21,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:12,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",2
02:11,,48,,61 (+13),"GOOD FT by BRYANT,VALENTINO",SEWANEE 48-61 (+13),,"GOOD FT by BRYANT,VALENTINO",2
02:11,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
01:57,"GOOD 3PTR by ROLAND,WILL",51,,61 (+10),,HC 51-61 (+10),,"GOOD 3PTR by ROLAND,WILL",2
--,"ASSIST  by MCCUBBIN,NATHAN",,,,,,,"ASSIST  by MCCUBBIN,NATHAN",2
01:45,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
01:43,"STEAL  by RILEY,JAREN",,,,,,,"STEAL  by RILEY,JAREN",2
01:41,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
01:41,"GOOD FT by RILEY,JAREN",52,,61 (+9),,HC 52-61 (+9),,"GOOD FT by RILEY,JAREN",2
01:41,"GOOD FT by RILEY,JAREN",53,,61 (+8),,HC 53-61 (+8),,"GOOD FT by RILEY,JAREN",2
01:41,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
01:41,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
01:39,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
01:39,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",2
01:39,"SUB OUT by ROLAND,WILL",,,,,,,"SUB OUT by ROLAND,WILL",2
01:39,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
01:30,"FOUL  by RILEY,JAREN",,,,,,,"FOUL  by RILEY,JAREN",2
01:27,"FOUL  by RILEY,JAREN",,,,,,,"FOUL  by RILEY,JAREN",2
01:24,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
01:24,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
01:05,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
01:05,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
01:05,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
01:05,"SUB IN by MCCUBBIN,NATHAN",,,,,,,"SUB IN by MCCUBBIN,NATHAN",2
01:05,"SUB IN by RILEY,JAREN",,,,,,,"SUB IN by RILEY,JAREN",2
01:05,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",2
01:05,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
01:05,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
01:05,"SUB OUT by RILEY,JAREN",,,,,,,"SUB OUT by RILEY,JAREN",2
01:02,,53,,62 (+9),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-62 (+9),,"GOOD FT by BRYANT,VALENTINO",2
01:00,,53,,63 (+10),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-63 (+10),,"GOOD FT by BRYANT,VALENTINO",2
00:57,MISS 3PTR by TEAM,,,,,,,MISS 3PTR by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:57,"FOUL  by RILEY,JAREN",,,,,,,"FOUL  by RILEY,JAREN",2
00:57,,,,,"MISS FT by BOULDIN,BRETT",,,"MISS FT by BOULDIN,BRETT",2
--,"REBOUND DEF by ROLAND,WILL",,,,,,,"REBOUND DEF by ROLAND,WILL",2
00:52,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
00:49,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
00:46,,53,,64 (+11),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-64 (+11),,"GOOD FT by BRYANT,VALENTINO",2
00:46,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
00:39,,53,,66 (+13),"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 53-66 (+13),,"GOOD LAYUP by BORN,LEO(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
00:39,"FOUL  by MCCUBBIN,NATHAN",,,,,,,"FOUL  by MCCUBBIN,NATHAN",2
00:39,"FOUL  by SHERIDAN,DAYTON",,,,,,,"FOUL  by SHERIDAN,DAYTON",2
00:39,,53,,67 (+14),"GOOD FT by BORN,LEO",SEWANEE 53-67 (+14),,"GOOD FT by BORN,LEO",2
00:39,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
00:37,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
00:37,,53,,68 (+15),"GOOD FT by BRYANT,VALENTINO",SEWANEE 53-68 (+15),,"GOOD FT by BRYANT,VALENTINO",2
00:37,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
00:37,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
00:37,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
00:31,"GOOD 3PTR by MCCUBBIN,NATHAN",56,,68 (+12),,HC 56-68 (+12),,"GOOD 3PTR by MCCUBBIN,NATHAN",2
--,"ASSIST  by RILEY,JAREN",,,,,,,"ASSIST  by RILEY,JAREN",2
