Time Remaining,SEM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
14:53,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",1
14:53,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",1
14:53,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",1
14:53,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",1
14:53,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
14:53,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
14:23,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
13:53,"GOOD 3PTR by BORN,LEO",18 (+15),,3,,SEM 18-3 (+15),,"GOOD 3PTR by BORN,LEO",1
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",1
13:36,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",,,"MISS JUMPER by MOLINET,CHRISTIAN",1
--,"REBOUND DEF by HEATHERLY,GARRETT",,,,,,,"REBOUND DEF by HEATHERLY,GARRETT",1
13:09,"MISS LAYUP by HODGE,NILAN",,,,,,,"MISS LAYUP by HODGE,NILAN",1
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",1
12:47,,,,,"FOUL  by PITTS,ALEC",,,"FOUL  by PITTS,ALEC",1
12:47,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",1
12:47,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",1
12:47,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",1
12:47,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",1
12:47,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",1
12:18,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",1
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",1
11:46,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
11:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
11:28,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
11:28,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",1
11:28,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
11:28,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
11:28,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
11:28,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",1
11:28,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
11:28,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
11:28,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
11:28,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
11:28,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
11:28,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",1
11:10,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",1
10:52,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
10:27,"MISS JUMPER by BOULDIN,BRETT",,,,,,,"MISS JUMPER by BOULDIN,BRETT",1
--,"REBOUND OFF by BOULDIN,BRETT",,,,,,,"REBOUND OFF by BOULDIN,BRETT",1
10:22,"MISS LAYUP by BOULDIN,BRETT",,,,,,,"MISS LAYUP by BOULDIN,BRETT",1
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",1
10:14,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",1
10:13,,,,,"STEAL  by PITTS,ALEC",,,"STEAL  by PITTS,ALEC",1
10:09,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",1
10:09,"BLOCK  by BRYANT,VALENTINO",,,,,,,"BLOCK  by BRYANT,VALENTINO",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
10:01,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",1
10:01,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
10:01,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",1
10:01,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",1
10:01,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",1
10:01,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",1
09:48,"GOOD LAYUP by BROWN,TYLER(in the paint)",20 (+17),,3,,SEM 20-3 (+17),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
09:37,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",1
--,,,,,"REBOUND OFF by KINNEY,JORDAN",,,"REBOUND OFF by KINNEY,JORDAN",1
09:33,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",1
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",1
09:23,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",1
09:06,"GOOD JUMPER by BROWN,TYLER",22 (+19),,3,,SEM 22-3 (+19),,"GOOD JUMPER by BROWN,TYLER",1
08:46,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:45,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
08:28,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:26,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
08:26,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
08:25,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
07:59,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:58,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",1
07:55,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",1
07:55,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
07:50,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",1
--,,,,,"REBOUND OFF by DAVIS,ALEX",,,"REBOUND OFF by DAVIS,ALEX",1
07:28,,22 (+17),,5,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",OUM 22-5 (+17),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",1
07:19,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
07:19,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",1
07:19,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",1
07:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:19,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
07:19,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
07:02,,,,,"MISS LAYUP by MOLINET,CHRISTIAN",,,"MISS LAYUP by MOLINET,CHRISTIAN",1
07:02,"BLOCK  by BRYANT,VALENTINO",,,,,,,"BLOCK  by BRYANT,VALENTINO",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
06:37,"GOOD JUMPER by CALDWELL,MARCELLUS",24 (+19),,5,,SEM 24-5 (+19),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
06:11,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",1
--,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",,,"REBOUND OFF by MOLINET,CHRISTIAN",1
06:06,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:05,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
06:05,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
06:05,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
06:05,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
06:05,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
06:05,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
06:05,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
06:05,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",1
06:05,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
05:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:33,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
05:14,,24 (+16),,8,"GOOD 3PTR by MOLINET,CHRISTIAN",OUM 24-8 (+16),,"GOOD 3PTR by MOLINET,CHRISTIAN",1
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",1
04:42,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
04:40,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",1
04:40,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",1
04:40,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
04:40,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
04:40,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
04:40,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
04:30,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",1
04:30,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:30,,24 (+15),,9,"GOOD FT by DAVIS,ALEX",OUM 24-9 (+15),,"GOOD FT by DAVIS,ALEX",1
04:30,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
04:30,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",1
04:29,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
04:24,,24 (+13),,11,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",OUM 24-11 (+13),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",1
03:57,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
03:56,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",1
03:55,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",1
03:55,,,,,"MISS FT by COURSON,TYLER",,,"MISS FT by COURSON,TYLER",1
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",1
03:55,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
03:55,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
03:55,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",1
03:55,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
03:39,"GOOD JUMPER by BROWN,TYLER",26 (+15),,11,,SEM 26-11 (+15),,"GOOD JUMPER by BROWN,TYLER",1
03:18,,26 (+12),,14,"GOOD 3PTR by COURSON,TYLER",OUM 26-14 (+12),,"GOOD 3PTR by COURSON,TYLER",1
--,,,,,"ASSIST  by PURDY,SAM",,,"ASSIST  by PURDY,SAM",1
02:56,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
02:55,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",1
02:52,,,,,"MISS LAYUP by PITTS,ALEC",,,"MISS LAYUP by PITTS,ALEC",1
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",1
02:36,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",1
02:36,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
02:36,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",1
02:36,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",1
02:28,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",1
02:16,,,,,"MISS LAYUP by JOVAAG,BRANDEN",,,"MISS LAYUP by JOVAAG,BRANDEN",1
02:16,"BLOCK  by AFFRONTI,LEWIS",,,,,,,"BLOCK  by AFFRONTI,LEWIS",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
02:11,,26 (+10),,16,"GOOD LAYUP by PATRICK,DREW(in the paint)",OUM 26-16 (+10),,"GOOD LAYUP by PATRICK,DREW(in the paint)",1
01:51,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",1
01:47,,,,,"SUB IN by ROHLFS,VICTOR",,,"SUB IN by ROHLFS,VICTOR",1
01:47,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",1
01:45,,,,,"FOUL  by JOVAAG,BRANDEN",,,"FOUL  by JOVAAG,BRANDEN",1
01:45,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:45,"GOOD FT by BRYANT,VALENTINO",27 (+11),,16,,SEM 27-16 (+11),,"GOOD FT by BRYANT,VALENTINO",1
01:31,,,,,"MISS LAYUP by ROHLFS,VICTOR",,,"MISS LAYUP by ROHLFS,VICTOR",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
01:09,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
01:02,"MISS LAYUP by BROWN,TYLER",,,,,,,"MISS LAYUP by BROWN,TYLER",1
--,"REBOUND OFF by AFFRONTI,LEWIS",,,,,,,"REBOUND OFF by AFFRONTI,LEWIS",1
00:58,"GOOD TIPIN by AFFRONTI,LEWIS(in the paint)",29 (+13),,16,,SEM 29-16 (+13),,"GOOD TIPIN by AFFRONTI,LEWIS(in the paint)",1
00:39,,,,,"FOUL  by ROHLFS,VICTOR",,,"FOUL  by ROHLFS,VICTOR",1
00:39,,,,,"TURNOVER  by ROHLFS,VICTOR",,,"TURNOVER  by ROHLFS,VICTOR",1
00:39,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",1
00:39,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",1
00:39,,,,,"SUB OUT by ROHLFS,VICTOR",,,"SUB OUT by ROHLFS,VICTOR",1
00:39,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",1
00:05,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
00:02,"GOOD LAYUP by BROWN,TYLER(in the paint)",31 (+15),,16,,SEM 31-16 (+15),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
19:51,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",2
19:44,,,,,"STEAL  by DAVIS,ALEX",,,"STEAL  by DAVIS,ALEX",2
19:42,,31 (+13),,18,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",OUM 31-18 (+13),,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",2
19:40,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
19:34,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
19:30,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
19:27,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
19:27,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:23,,31 (+11),,20,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 31-20 (+11),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
19:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
19:02,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
18:42,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
18:35,"GOOD LAYUP by CARTER,KESHONN(in the paint)",33 (+13),,20,,SEM 33-20 (+13),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
18:11,,33 (+11),,22,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",OUM 33-22 (+11),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
17:47,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",35 (+13),,22,,SEM 35-22 (+13),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",2
17:23,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by PURDY,SAM",,,"REBOUND OFF by PURDY,SAM",2
17:18,,35 (+11),,24,"GOOD LAYUP by PURDY,SAM(in the paint)",OUM 35-24 (+11),,"GOOD LAYUP by PURDY,SAM(in the paint)",2
16:59,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
16:39,,,,,"MISS 3PTR by DAVIS,ALEX",,,"MISS 3PTR by DAVIS,ALEX",2
--,,,,,"REBOUND OFF by PURDY,SAM",,,"REBOUND OFF by PURDY,SAM",2
16:34,,,,,"MISS JUMPER by PURDY,SAM",,,"MISS JUMPER by PURDY,SAM",2
--,,,,,"REBOUND OFF by PURDY,SAM",,,"REBOUND OFF by PURDY,SAM",2
16:31,,,,,"MISS JUMPER by PURDY,SAM",,,"MISS JUMPER by PURDY,SAM",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
16:10,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
16:10,,,,,"BLOCK  by KINNEY,JORDAN",,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
16:06,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
16:04,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
16:01,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND OFF by DAVIS,ALEX",,,"REBOUND OFF by DAVIS,ALEX",2
15:53,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
