Time Remaining,SEM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
15:26,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",37 (+13),,24,,SEM 37-24 (+13),,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",2
15:04,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
15:03,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
14:56,"GOOD JUMPER by BRYANT,VALENTINO(fastbreak)(in the paint)",39 (+15),,24,,SEM 39-24 (+15),,"GOOD JUMPER by BRYANT,VALENTINO(fastbreak)(in the paint)",2
14:37,,39 (+13),,26,"GOOD JUMPER by KINNEY,JORDAN",OUM 39-26 (+13),,"GOOD JUMPER by KINNEY,JORDAN",2
14:12,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
13:52,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
13:48,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:45,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
13:45,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
13:45,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
13:45,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
13:45,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
13:45,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
13:45,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
13:45,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
13:45,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
13:45,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
13:45,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
13:45,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
13:45,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
13:45,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
13:45,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
13:45,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
13:21,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
13:21,,39 (+12),,27,"GOOD FT by PATRICK,DREW",OUM 39-27 (+12),,"GOOD FT by PATRICK,DREW",2
13:21,,39 (+11),,28,"GOOD FT by PATRICK,DREW",OUM 39-28 (+11),,"GOOD FT by PATRICK,DREW",2
13:21,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
13:21,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
13:21,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
13:21,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
12:46,"GOOD JUMPER by BROWN,SETH(in the paint)",41 (+13),,28,,SEM 41-28 (+13),,"GOOD JUMPER by BROWN,SETH(in the paint)",2
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",2
12:25,,,,,"MISS 3PTR by HAMILTON,PRICE",,,"MISS 3PTR by HAMILTON,PRICE",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
12:08,"MISS 3PTR by HODGE,NILAN",,,,,,,"MISS 3PTR by HODGE,NILAN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
11:43,,,,,"MISS JUMPER by PITTS,ALEC",,,"MISS JUMPER by PITTS,ALEC",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
11:38,,41 (+11),,30,"GOOD JUMPER by COURSON,TYLER(in the paint)",OUM 41-30 (+11),,"GOOD JUMPER by COURSON,TYLER(in the paint)",2
11:25,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
11:23,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",2
11:22,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
10:53,"MISS JUMPER by HODGE,NILAN",,,,,,,"MISS JUMPER by HODGE,NILAN",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
10:41,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
10:41,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
10:41,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
10:41,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
10:41,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:41,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
10:41,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
10:41,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
10:41,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
10:41,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
10:41,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
10:41,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
10:41,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
10:41,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
10:41,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
10:41,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
10:41,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
10:41,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
10:26,,41 (+9),,32,"GOOD JUMPER by KINNEY,JORDAN",OUM 41-32 (+9),,"GOOD JUMPER by KINNEY,JORDAN",2
10:03,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
09:46,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",2
09:46,,,,,"STEAL  by PITTS,ALEC",,,"STEAL  by PITTS,ALEC",2
09:26,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
09:25,"STEAL  by AFFRONTI,LEWIS",,,,,,,"STEAL  by AFFRONTI,LEWIS",2
09:11,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",43 (+11),,32,,SEM 43-32 (+11),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
08:54,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
08:54,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
08:48,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
08:33,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
08:14,,,,,"MISS LAYUP by MOLINET,CHRISTIAN",,,"MISS LAYUP by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
07:50,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by PITTS,ALEC",,,"REBOUND DEF by PITTS,ALEC",2
07:35,,43 (+9),,34,"GOOD LAYUP by PITTS,ALEC(in the paint)",OUM 43-34 (+9),,"GOOD LAYUP by PITTS,ALEC(in the paint)",2
07:18,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
07:18,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
07:18,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
07:18,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
07:18,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
07:06,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
07:06,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
07:06,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
07:06,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
07:06,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
06:42,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
06:42,,,,,"STEAL  by JOVAAG,BRANDEN",,,"STEAL  by JOVAAG,BRANDEN",2
06:31,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",,,"REBOUND OFF by MOLINET,CHRISTIAN",2
06:24,,43 (+7),,36,"GOOD JUMPER by MOLINET,CHRISTIAN",OUM 43-36 (+7),,"GOOD JUMPER by MOLINET,CHRISTIAN",2
05:49,"GOOD 3PTR by AFFRONTI,LEWIS",46 (+10),,36,,SEM 46-36 (+10),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",2
05:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:46,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
05:46,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
05:19,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",2
05:19,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
05:19,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
04:56,,,,,"TURNOVER  by JOVAAG,BRANDEN",,,"TURNOVER  by JOVAAG,BRANDEN",2
04:53,"STEAL  by BOULDIN,BRETT",,,,,,,"STEAL  by BOULDIN,BRETT",2
04:53,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",48 (+12),,36,,SEM 48-36 (+12),,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",2
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",2
04:53,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
04:53,"GOOD FT by BROWN,SETH",49 (+13),,36,,SEM 49-36 (+13),,"GOOD FT by BROWN,SETH",2
04:46,,49 (+11),,38,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 49-38 (+11),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
04:16,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
04:15,,,,,"STEAL  by JOVAAG,BRANDEN",,,"STEAL  by JOVAAG,BRANDEN",2
04:14,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
04:14,,49 (+10),,39,"GOOD FT by JOVAAG,BRANDEN",OUM 49-39 (+10),,"GOOD FT by JOVAAG,BRANDEN",2
04:14,,49 (+9),,40,"GOOD FT by JOVAAG,BRANDEN",OUM 49-40 (+9),,"GOOD FT by JOVAAG,BRANDEN",2
04:14,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
04:14,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
04:14,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
04:14,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
04:14,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
04:14,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
04:14,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
04:14,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
04:04,"GOOD JUMPER by BOULDIN,BRETT(in the paint)",51 (+11),,40,,SEM 51-40 (+11),,"GOOD JUMPER by BOULDIN,BRETT(in the paint)",2
03:42,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",2
03:32,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
02:53,"MISS JUMPER by HODGE,NILAN",,,,,,,"MISS JUMPER by HODGE,NILAN",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
02:46,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
02:46,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:46,,51 (+10),,41,"GOOD FT by DAVIS,ALEX",OUM 51-41 (+10),,"GOOD FT by DAVIS,ALEX",2
02:46,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
02:46,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
02:46,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
02:46,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
02:46,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
02:46,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
02:12,"GOOD LAYUP by BROWN,SETH(in the paint)",53 (+12),,41,,SEM 53-41 (+12),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
02:02,,53 (+9),,44,"GOOD 3PTR by PURDY,SAM",OUM 53-44 (+9),,"GOOD 3PTR by PURDY,SAM",2
--,,,,,"ASSIST  by PITTS,ALEC",,,"ASSIST  by PITTS,ALEC",2
01:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:49,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",55 (+11),,44,,SEM 55-44 (+11),,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",2
01:39,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
01:35,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
01:23,,,,,"FOUL  by JOVAAG,BRANDEN",,,"FOUL  by JOVAAG,BRANDEN",2
01:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:17,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
01:17,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
01:17,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
01:17,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
01:17,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
01:11,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
01:07,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",2
01:07,,,,,"STEAL  by DAVIS,ALEX",,,"STEAL  by DAVIS,ALEX",2
01:07,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
01:00,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:57,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
00:55,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
00:55,"GOOD FT by BOULDIN,BRETT",56 (+12),,44,,SEM 56-44 (+12),,"GOOD FT by BOULDIN,BRETT",2
00:55,"GOOD FT by BOULDIN,BRETT",57 (+13),,44,,SEM 57-44 (+13),,"GOOD FT by BOULDIN,BRETT",2
00:55,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
00:55,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
00:55,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:55,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:51,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
00:46,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",,,"MISS 3PTR by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
00:39,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
00:39,"MISS FT by HODGE,NILAN",,,,,,,"MISS FT by HODGE,NILAN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
00:35,,57 (+10),,47,"GOOD 3PTR by COURSON,TYLER(fastbreak)",OUM 57-47 (+10),,"GOOD 3PTR by COURSON,TYLER(fastbreak)",2
00:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:28,,,,,"MISS JUMPER by COURSON,TYLER",,,"MISS JUMPER by COURSON,TYLER",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
00:24,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
00:24,,57 (+9),,48,"GOOD FT by COURSON,TYLER",OUM 57-48 (+9),,"GOOD FT by COURSON,TYLER",2
00:24,,,,,"MISS FT by COURSON,TYLER",,,"MISS FT by COURSON,TYLER",2
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",2
00:24,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
00:24,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:24,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
00:24,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
00:20,,57 (+6),,51,"GOOD 3PTR by PITTS,ALEC",OUM 57-51 (+6),,"GOOD 3PTR by PITTS,ALEC",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
00:17,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
00:17,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
00:17,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
00:17,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
00:17,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:17,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:11,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",,,"MISS 3PTR by MOLINET,CHRISTIAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:06,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
00:01,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
00:01,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
