Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,WUMB,Game Score,Team Indicator,Play,Period
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
15:42,,,,,"TURNOVER  by ROBINSON, ROMAN",,,"TURNOVER  by ROBINSON, ROMAN",1
15:40,"STEAL  by BROWN,TYLER",,,,,,,"STEAL  by BROWN,TYLER",1
15:34,"GOOD 3PTR by AFFRONTI,LEWIS",13 (+9),,4,,SEWANEE 13-4 (+9),,"GOOD 3PTR by AFFRONTI,LEWIS",1
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",1
15:10,,,,,"TURNOVER  by ROBINSON, ROMAN",,,"TURNOVER  by ROBINSON, ROMAN",1
15:03,"GOOD JUMPER by BROWN,TYLER",15 (+11),,4,,SEWANEE 15-4 (+11),,"GOOD JUMPER by BROWN,TYLER",1
14:41,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",1
14:41,,,,,"SUB IN by HUSKEY, JARROD",,,"SUB IN by HUSKEY, JARROD",1
14:41,,,,,"SUB IN by SOOTER, DIETRICK",,,"SUB IN by SOOTER, DIETRICK",1
14:41,,,,,"SUB OUT by GRIFFIN, AARON",,,"SUB OUT by GRIFFIN, AARON",1
14:41,,,,,"SUB OUT by EDWARDS, HOLLIS",,,"SUB OUT by EDWARDS, HOLLIS",1
14:35,,,,,"TURNOVER  by SOOTER, DIETRICK",,,"TURNOVER  by SOOTER, DIETRICK",1
14:18,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND DEF by SMITH, AHMAD",,,"REBOUND DEF by SMITH, AHMAD",1
14:04,,,,,"MISS 3PTR by ZEHNER, DANNY",,,"MISS 3PTR by ZEHNER, DANNY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
14:01,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",1
14:01,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
14:01,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
14:01,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
13:59,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",1
13:46,,,,,"MISS JUMPER by ROBINSON, ROMAN",,,"MISS JUMPER by ROBINSON, ROMAN",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
13:35,"GOOD 3PTR by AFFRONTI,LEWIS",18 (+14),,4,,SEWANEE 18-4 (+14),,"GOOD 3PTR by AFFRONTI,LEWIS",1
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",1
13:17,,18 (+12),,6,"GOOD JUMPER by SMITH, AHMAD",WUMB 18-6 (+12),,"GOOD JUMPER by SMITH, AHMAD",1
12:51,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",1
12:50,,,,,"STEAL  by ROBINSON, ROMAN",,,"STEAL  by ROBINSON, ROMAN",1
12:44,,18 (+10),,8,"GOOD JUMPER by ZEHNER, DANNY",WUMB 18-8 (+10),,"GOOD JUMPER by ZEHNER, DANNY",1
--,,,,,"ASSIST  by SOOTER, DIETRICK",,,"ASSIST  by SOOTER, DIETRICK",1
12:29,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",1
--,,,,,"REBOUND DEF by SMITH, AHMAD",,,"REBOUND DEF by SMITH, AHMAD",1
12:21,,18 (+8),,10,"GOOD JUMPER by SMITH, AHMAD",WUMB 18-10 (+8),,"GOOD JUMPER by SMITH, AHMAD",1
12:16,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
12:16,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
12:16,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
12:16,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
11:50,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",1
--,,,,,"REBOUND DEF by ROBINSON, ROMAN",,,"REBOUND DEF by ROBINSON, ROMAN",1
11:37,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
11:29,,,,,"FOUL  by ROBINSON, ROMAN",,,"FOUL  by ROBINSON, ROMAN",1
11:29,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
11:29,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
11:29,,,,,"SUB IN by WALTON, TYLER",,,"SUB IN by WALTON, TYLER",1
11:29,,,,,"SUB IN by BRADFISCH, CODY",,,"SUB IN by BRADFISCH, CODY",1
11:29,,,,,"SUB OUT by SMITH, AHMAD",,,"SUB OUT by SMITH, AHMAD",1
11:29,,,,,"SUB OUT by ROBINSON, ROMAN",,,"SUB OUT by ROBINSON, ROMAN",1
11:24,"GOOD 3PTR by BROWN,SETH",21 (+11),,10,,SEWANEE 21-10 (+11),,"GOOD 3PTR by BROWN,SETH",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
11:07,,,,,"TURNOVER  by SOOTER, DIETRICK",,,"TURNOVER  by SOOTER, DIETRICK",1
11:06,"STEAL  by HODGE,NILAN",,,,,,,"STEAL  by HODGE,NILAN",1
11:02,"GOOD JUMPER by BRYANT,VALENTINO",23 (+13),,10,,SEWANEE 23-10 (+13),,"GOOD JUMPER by BRYANT,VALENTINO",1
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",1
10:45,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",1
10:45,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
10:45,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",1
10:24,,,,,"MISS 3PTR by BRADFISCH, CODY",,,"MISS 3PTR by BRADFISCH, CODY",1
--,,,,,"REBOUND OFF by WALTON, TYLER",,,"REBOUND OFF by WALTON, TYLER",1
10:21,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",1
10:21,,,,,"MISS FT by WALTON, TYLER",,,"MISS FT by WALTON, TYLER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:21,,23 (+12),,11,"GOOD FT by WALTON, TYLER",WUMB 23-11 (+12),,"GOOD FT by WALTON, TYLER",1
10:04,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
10:03,,,,,"STEAL  by WALTON, TYLER",,,"STEAL  by WALTON, TYLER",1
10:00,,23 (+10),,13,"GOOD JUMPER by SOOTER, DIETRICK",WUMB 23-13 (+10),,"GOOD JUMPER by SOOTER, DIETRICK",1
--,,,,,"ASSIST  by WALTON, TYLER",,,"ASSIST  by WALTON, TYLER",1
09:30,"GOOD JUMPER by BRYANT,VALENTINO",25 (+12),,13,,SEWANEE 25-13 (+12),,"GOOD JUMPER by BRYANT,VALENTINO",1
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",1
09:19,,,,,"MISS 3PTR by WALTON, TYLER",,,"MISS 3PTR by WALTON, TYLER",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:19,,,,,"FOUL  by ZEHNER, DANNY",,,"FOUL  by ZEHNER, DANNY",1
09:19,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",1
09:19,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
09:19,,,,,"SUB IN by GRIFFIN, AARON",,,"SUB IN by GRIFFIN, AARON",1
09:19,,,,,"SUB OUT by HUSKEY, JARROD",,,"SUB OUT by HUSKEY, JARROD",1
09:10,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",1
09:09,,,,,"STEAL  by ZEHNER, DANNY",,,"STEAL  by ZEHNER, DANNY",1
09:06,,25 (+10),,15,"GOOD JUMPER by ZEHNER, DANNY",WUMB 25-15 (+10),,"GOOD JUMPER by ZEHNER, DANNY",1
09:05,,25 (+9),,16,"GOOD FT by ZEHNER, DANNY",WUMB 25-16 (+9),,"GOOD FT by ZEHNER, DANNY",1
09:05,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",1
08:46,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
08:35,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
08:35,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
08:35,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
08:35,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
08:35,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
08:21,,,,,"TURNOVER  by WALTON, TYLER",,,"TURNOVER  by WALTON, TYLER",1
08:21,,,,,"SUB IN by LEE, DERRELL",,,"SUB IN by LEE, DERRELL",1
08:21,,,,,"SUB IN by EDWARDS, HOLLIS",,,"SUB IN by EDWARDS, HOLLIS",1
08:21,,,,,"SUB OUT by ZEHNER, DANNY",,,"SUB OUT by ZEHNER, DANNY",1
08:21,,,,,"SUB OUT by SOOTER, DIETRICK",,,"SUB OUT by SOOTER, DIETRICK",1
08:12,"GOOD 3PTR by BROWN,SETH",28 (+12),,16,,SEWANEE 28-16 (+12),,"GOOD 3PTR by BROWN,SETH",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
07:46,,,,,"TURNOVER  by BRADFISCH, CODY",,,"TURNOVER  by BRADFISCH, CODY",1
07:44,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",1
07:36,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by WALTON, TYLER",,,"REBOUND DEF by WALTON, TYLER",1
07:25,,,,,"MISS JUMPER by BRADFISCH, CODY",,,"MISS JUMPER by BRADFISCH, CODY",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
07:09,"GOOD 3PTR by BROWN,SETH",31 (+15),,16,,SEWANEE 31-16 (+15),,"GOOD 3PTR by BROWN,SETH",1
--,"ASSIST  by AFFRONTI,LEWIS",,,,,,,"ASSIST  by AFFRONTI,LEWIS",1
06:43,,,,,"MISS JUMPER by EDWARDS, HOLLIS",,,"MISS JUMPER by EDWARDS, HOLLIS",1
--,,,,,"REBOUND OFF by WALTON, TYLER",,,"REBOUND OFF by WALTON, TYLER",1
06:22,,,,,"MISS JUMPER by LEE, DERRELL",,,"MISS JUMPER by LEE, DERRELL",1
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",1
06:05,,,,,"FOUL  by LEE, DERRELL",,,"FOUL  by LEE, DERRELL",1
06:05,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:05,"GOOD FT by BRYANT,VALENTINO",32 (+16),,16,,SEWANEE 32-16 (+16),,"GOOD FT by BRYANT,VALENTINO",1
06:05,"GOOD FT by BRYANT,VALENTINO",33 (+17),,16,,SEWANEE 33-16 (+17),,"GOOD FT by BRYANT,VALENTINO",1
06:05,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
06:05,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
06:05,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
06:05,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
06:05,,,,,"SUB IN by SMITH, AHMAD",,,"SUB IN by SMITH, AHMAD",1
06:05,,,,,"SUB OUT by WALTON, TYLER",,,"SUB OUT by WALTON, TYLER",1
05:46,,,,,"MISS JUMPER by SMITH, AHMAD",,,"MISS JUMPER by SMITH, AHMAD",1
--,,,,,"REBOUND OFF by LEE, DERRELL",,,"REBOUND OFF by LEE, DERRELL",1
05:43,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
05:43,,,,,"MISS FT by EDWARDS, HOLLIS",,,"MISS FT by EDWARDS, HOLLIS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:43,,33 (+16),,17,"GOOD FT by EDWARDS, HOLLIS",WUMB 33-17 (+16),,"GOOD FT by EDWARDS, HOLLIS",1
05:43,,,,,"SUB IN by ROBINSON, ROMAN",,,"SUB IN by ROBINSON, ROMAN",1
05:43,,,,,"SUB OUT by BRADFISCH, CODY",,,"SUB OUT by BRADFISCH, CODY",1
05:17,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",1
--,,,,,"REBOUND DEF by SMITH, AHMAD",,,"REBOUND DEF by SMITH, AHMAD",1
05:10,,33 (+14),,19,"GOOD JUMPER by SMITH, AHMAD",WUMB 33-19 (+14),,"GOOD JUMPER by SMITH, AHMAD",1
04:36,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",1
04:31,,,,,"STEAL  by GRIFFIN, AARON",,,"STEAL  by GRIFFIN, AARON",1
04:30,,,,,"MISS JUMPER by ROBINSON, ROMAN",,,"MISS JUMPER by ROBINSON, ROMAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:27,,,,,"FOUL  by LEE, DERRELL",,,"FOUL  by LEE, DERRELL",1
04:27,,,,,"SUB IN by ZEHNER, DANNY",,,"SUB IN by ZEHNER, DANNY",1
04:27,,,,,"SUB OUT by LEE, DERRELL",,,"SUB OUT by LEE, DERRELL",1
04:08,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
03:55,,33 (+11),,22,"GOOD 3PTR by ROBINSON, ROMAN",WUMB 33-22 (+11),,"GOOD 3PTR by ROBINSON, ROMAN",1
03:32,"MISS JUMPER by HODGE,NILAN",,,,,,,"MISS JUMPER by HODGE,NILAN",1
--,,,,,"REBOUND DEF by ZEHNER, DANNY",,,"REBOUND DEF by ZEHNER, DANNY",1
03:28,,,,,"TURNOVER  by SMITH, AHMAD",,,"TURNOVER  by SMITH, AHMAD",1
03:28,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",1
03:28,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
03:28,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
03:28,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
03:02,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND DEF by ROBINSON, ROMAN",,,"REBOUND DEF by ROBINSON, ROMAN",1
02:55,,,,,"TURNOVER  by ROBINSON, ROMAN",,,"TURNOVER  by ROBINSON, ROMAN",1
02:54,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",1
02:45,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,"REBOUND DEF by SMITH, AHMAD",,,"REBOUND DEF by SMITH, AHMAD",1
02:31,,,,,"MISS JUMPER by GRIFFIN, AARON",,,"MISS JUMPER by GRIFFIN, AARON",1
--,,,,,"REBOUND OFF by ZEHNER, DANNY",,,"REBOUND OFF by ZEHNER, DANNY",1
02:29,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",1
02:29,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
02:29,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",1
02:29,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
02:29,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
02:13,,,,,"TURNOVER  by SMITH, AHMAD",,,"TURNOVER  by SMITH, AHMAD",1
02:11,"STEAL  by BROWN,TYLER",,,,,,,"STEAL  by BROWN,TYLER",1
02:02,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
02:02,,,,,"SUB IN by BRADFISCH, CODY",,,"SUB IN by BRADFISCH, CODY",1
02:02,,,,,"SUB IN by HUSKEY, JARROD",,,"SUB IN by HUSKEY, JARROD",1
02:02,,,,,"SUB OUT by ROBINSON, ROMAN",,,"SUB OUT by ROBINSON, ROMAN",1
02:02,,,,,"SUB OUT by GRIFFIN, AARON",,,"SUB OUT by GRIFFIN, AARON",1
01:38,,,,,"MISS 3PTR by ZEHNER, DANNY",,,"MISS 3PTR by ZEHNER, DANNY",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
01:08,"MISS JUMPER by BROWN,SETH",,,,,,,"MISS JUMPER by BROWN,SETH",1
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",1
01:03,"GOOD JUMPER by BROWN,TYLER",35 (+13),,22,,SEWANEE 35-22 (+13),,"GOOD JUMPER by BROWN,TYLER",1
00:46,,,,,"MISS JUMPER by HUSKEY, JARROD",,,"MISS JUMPER by HUSKEY, JARROD",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
00:26,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",1
00:25,,,,,"STEAL  by ZEHNER, DANNY",,,"STEAL  by ZEHNER, DANNY",1
00:00,,,,,"MISS JUMPER by SMITH, AHMAD",,,"MISS JUMPER by SMITH, AHMAD",1
--,"REBOUND DEF by NELSON,ANVIL",,,,,,,"REBOUND DEF by NELSON,ANVIL",1
19:46,,35 (+11),,24,"GOOD JUMPER by ROBINSON, ROMAN",WUMB 35-24 (+11),,"GOOD JUMPER by ROBINSON, ROMAN",2
19:28,,,,,"MISS 3PTR by SOOTER, DIETRICK",,,"MISS 3PTR by SOOTER, DIETRICK",2
--,,,,,"REBOUND OFF by EDWARDS, HOLLIS",,,"REBOUND OFF by EDWARDS, HOLLIS",2
19:22,,,,,"TURNOVER  by BRADFISCH, CODY",,,"TURNOVER  by BRADFISCH, CODY",2
19:07,"GOOD JUMPER by BROWN,TYLER",37 (+13),,24,,SEWANEE 37-24 (+13),,"GOOD JUMPER by BROWN,TYLER",2
19:07,,,,,"FOUL  by GRIFFIN, AARON",,,"FOUL  by GRIFFIN, AARON",2
19:07,"GOOD FT by BROWN,TYLER",38 (+14),,24,,SEWANEE 38-24 (+14),,"GOOD FT by BROWN,TYLER",2
18:53,,,,,"MISS JUMPER by SMITH, AHMAD",,,"MISS JUMPER by SMITH, AHMAD",2
--,,,,,"REBOUND OFF by ROBINSON, ROMAN",,,"REBOUND OFF by ROBINSON, ROMAN",2
18:48,,38 (+12),,26,"GOOD JUMPER by SMITH, AHMAD",WUMB 38-26 (+12),,"GOOD JUMPER by SMITH, AHMAD",2
18:32,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",2
--,,,,,"REBOUND DEF by GRIFFIN, AARON",,,"REBOUND DEF by GRIFFIN, AARON",2
18:17,,,,,"MISS JUMPER by GRIFFIN, AARON",,,"MISS JUMPER by GRIFFIN, AARON",2
18:17,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:01,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
17:58,"GOOD 3PTR by AFFRONTI,LEWIS",41 (+15),,26,,SEWANEE 41-26 (+15),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
17:39,,,,,"MISS 3PTR by ROBINSON, ROMAN",,,"MISS 3PTR by ROBINSON, ROMAN",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
17:26,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",2
--,,,,,"REBOUND DEF by ROBINSON, ROMAN",,,"REBOUND DEF by ROBINSON, ROMAN",2
17:18,,41 (+13),,28,"GOOD JUMPER by SMITH, AHMAD",WUMB 41-28 (+13),,"GOOD JUMPER by SMITH, AHMAD",2
--,,,,,"ASSIST  by ROBINSON, ROMAN",,,"ASSIST  by ROBINSON, ROMAN",2
16:45,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",2
16:44,,,,,"STEAL  by SMITH, AHMAD",,,"STEAL  by SMITH, AHMAD",2
16:40,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
16:40,,,,,"MISS FT by ROBINSON, ROMAN",,,"MISS FT by ROBINSON, ROMAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:40,,41 (+12),,29,"GOOD FT by ROBINSON, ROMAN",WUMB 41-29 (+12),,"GOOD FT by ROBINSON, ROMAN",2
16:33,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
16:32,,,,,"STEAL  by EDWARDS, HOLLIS",,,"STEAL  by EDWARDS, HOLLIS",2
16:30,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
16:30,,41 (+11),,30,"GOOD FT by EDWARDS, HOLLIS",WUMB 41-30 (+11),,"GOOD FT by EDWARDS, HOLLIS",2
16:30,,41 (+10),,31,"GOOD FT by EDWARDS, HOLLIS",WUMB 41-31 (+10),,"GOOD FT by EDWARDS, HOLLIS",2
16:19,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
16:18,,,,,"STEAL  by SMITH, AHMAD",,,"STEAL  by SMITH, AHMAD",2
16:15,,,,,"MISS JUMPER by SMITH, AHMAD",,,"MISS JUMPER by SMITH, AHMAD",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:15,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
16:15,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
16:10,,,,,"TURNOVER  by ROBINSON, ROMAN",,,"TURNOVER  by ROBINSON, ROMAN",2
15:55,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by GRIFFIN, AARON",,,"REBOUND DEF by GRIFFIN, AARON",2
15:46,,41 (+8),,33,"GOOD JUMPER by ROBINSON, ROMAN",WUMB 41-33 (+8),,"GOOD JUMPER by ROBINSON, ROMAN",2
15:33,"GOOD JUMPER by BROWN,SETH",43 (+10),,33,,SEWANEE 43-33 (+10),,"GOOD JUMPER by BROWN,SETH",2
15:33,,,,,"FOUL  by BRADFISCH, CODY",,,"FOUL  by BRADFISCH, CODY",2
15:33,"GOOD FT by BROWN,SETH",44 (+11),,33,,SEWANEE 44-33 (+11),,"GOOD FT by BROWN,SETH",2
15:33,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
15:33,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
