Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
0:59,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
0:49,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
0:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
0:18,"MISS JUMPER by WESLEY,TYLER",,,,,,,"MISS JUMPER by WESLEY,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
0:10,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
0:03,,,,,"MISS JUMPER by BOULDIN,BRETT",,,"MISS JUMPER by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
0:01,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
0:01,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
0:01,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
0:01,,,,,MISS FT by TEAM,,,MISS FT by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
