Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
16:48,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
16:48,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
16:48,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
16:48,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
16:27,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",1
--,,,,,"REBOUND OFF by DEVRIES,JON",,,"REBOUND OFF by DEVRIES,JON",1
16:22,,,,,"MISS JUMPER by DEVRIES,JON",,,"MISS JUMPER by DEVRIES,JON",1
--,,,,,"REBOUND OFF by DANEK,JOEY",,,"REBOUND OFF by DANEK,JOEY",1
15:59,,6,,6,"GOOD JUMPER by DEVRIES,JON(in the paint)",CCM 6-6 (0),,"GOOD JUMPER by DEVRIES,JON(in the paint)",1
15:46,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",1
15:46,,,,,"SUB IN by SEARS,CALLUM",,,"SUB IN by SEARS,CALLUM",1
15:46,,,,,"SUB IN by MUTCHERSON,ROSBIE",,,"SUB IN by MUTCHERSON,ROSBIE",1
15:46,,,,,"SUB OUT by DANEK,JOEY",,,"SUB OUT by DANEK,JOEY",1
15:46,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
15:46,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
15:43,"GOOD JUMPER by BOULDIN,BRETT",8 (+2),,6,,SEWANEE 8-6 (+2),,"GOOD JUMPER by BOULDIN,BRETT",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
15:22,,,,,"MISS LAYUP by DEVRIES,JON",,,"MISS LAYUP by DEVRIES,JON",1
15:22,"BLOCK  by BRYANT,VALENTINO",,,,,,,"BLOCK  by BRYANT,VALENTINO",1
--,,,,,"REBOUND OFF by DEVRIES,JON",,,"REBOUND OFF by DEVRIES,JON",1
15:15,,8,,8,"GOOD JUMPER by DEVRIES,JON",CCM 8-8 (0),,"GOOD JUMPER by DEVRIES,JON",1
14:59,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",1
14:59,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
14:59,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
14:59,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
14:59,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
14:59,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
14:59,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
14:37,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
14:25,,8,,10 (+2),"GOOD LAYUP by SEARS,CALLUM(in the paint)",CCM 8-10 (-2),,"GOOD LAYUP by SEARS,CALLUM(in the paint)",1
--,,,,,"ASSIST  by MUTCHERSON,ROSBIE",,,"ASSIST  by MUTCHERSON,ROSBIE",1
14:04,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",1
14:00,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
14:00,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
13:59,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,1
13:59,,8,,11 (+3),"GOOD FT by SEARS,CALLUM",CCM 8-11 (-3),,"GOOD FT by SEARS,CALLUM",1
13:59,,8,,12 (+4),"GOOD FT by SEARS,CALLUM",CCM 8-12 (-4),,"GOOD FT by SEARS,CALLUM",1
13:40,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",1
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",1
13:21,"MISS JUMPER by BOULDIN,BRETT",,,,,,,"MISS JUMPER by BOULDIN,BRETT",1
--,"REBOUND OFF by VEAL,ROBERT",,,,,,,"REBOUND OFF by VEAL,ROBERT",1
13:17,"MISS LAYUP by VEAL,ROBERT",,,,,,,"MISS LAYUP by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by DEVRIES,JON",,,"REBOUND DEF by DEVRIES,JON",1
13:06,,,,,"MISS 3PTR by MUTCHERSON,ROSBIE",,,"MISS 3PTR by MUTCHERSON,ROSBIE",1
--,,,,,"REBOUND OFF by DEVRIES,JON",,,"REBOUND OFF by DEVRIES,JON",1
12:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
12:58,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",1
12:58,,,,,"SUB OUT by DEVRIES,JON",,,"SUB OUT by DEVRIES,JON",1
12:37,,8,,14 (+6),"GOOD JUMPER by MUTCHERSON,ROSBIE",CCM 8-14 (-6),,"GOOD JUMPER by MUTCHERSON,ROSBIE",1
12:23,,,,,"FOUL  by MUTCHERSON,ROSBIE",,,"FOUL  by MUTCHERSON,ROSBIE",1
12:23,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
12:23,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
12:23,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
12:23,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
12:19,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
12:17,,,,,"STEAL  by MUTCHERSON,ROSBIE",,,"STEAL  by MUTCHERSON,ROSBIE",1
12:00,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",1
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",1
11:36,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",1
11:36,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:36,"GOOD FT by BRYANT,VALENTINO",9,,14 (+5),,SEWANEE 9-14 (-5),,"GOOD FT by BRYANT,VALENTINO",1
11:36,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
11:36,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
11:36,,,,,"SUB OUT by SEARS,CALLUM",,,"SUB OUT by SEARS,CALLUM",1
11:36,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
11:17,,,,,"MISS 3PTR by FRIERSON,NATE",,,"MISS 3PTR by FRIERSON,NATE",1
--,,,,,"REBOUND OFF by MCGRIFF,COLTON",,,"REBOUND OFF by MCGRIFF,COLTON",1
11:11,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",1
--,,,,,"REBOUND OFF by BOYD,CHRIS",,,"REBOUND OFF by BOYD,CHRIS",1
11:08,,9,,16 (+7),"GOOD LAYUP by BOYD,CHRIS(in the paint)",CCM 9-16 (-7),,"GOOD LAYUP by BOYD,CHRIS(in the paint)",1
10:52,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",1
10:52,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
10:51,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",1
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",1
10:45,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",1
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",1
10:20,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",1
10:18,"STEAL  by HODGE,NILAN",,,,,,,"STEAL  by HODGE,NILAN",1
10:12,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
10:12,,,,,"SUB IN by DANEK,JOEY",,,"SUB IN by DANEK,JOEY",1
10:12,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",1
10:12,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",1
10:12,,,,,"SUB OUT by MUTCHERSON,ROSBIE",,,"SUB OUT by MUTCHERSON,ROSBIE",1
09:53,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",1
09:53,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",1
09:53,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
09:53,,,,,"SUB IN by DEVRIES,JON",,,"SUB IN by DEVRIES,JON",1
09:53,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
09:26,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
09:25,,,,,"STEAL  by DELANEY,JAKE",,,"STEAL  by DELANEY,JAKE",1
09:23,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",1
09:23,,,,,"MISS FT by DANEK,JOEY",,,"MISS FT by DANEK,JOEY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:23,,,,,"MISS FT by DANEK,JOEY",,,"MISS FT by DANEK,JOEY",1
09:23,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
09:23,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
09:12,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
09:12,,,,,"STEAL  by DELANEY,JAKE",,,"STEAL  by DELANEY,JAKE",1
09:07,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",1
08:58,,9,,18 (+9),"GOOD LAYUP by DELANEY,JAKE(in the paint)",CCM 9-18 (-9),,"GOOD LAYUP by DELANEY,JAKE(in the paint)",1
--,,,,,"ASSIST  by MCGRIFF,COLTON",,,"ASSIST  by MCGRIFF,COLTON",1
08:44,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",1
08:39,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
08:39,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
08:21,,,,,"MISS JUMPER by DANEK,JOEY",,,"MISS JUMPER by DANEK,JOEY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
08:17,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
08:17,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",1
08:14,,,,,"SUB IN by SEARS,CALLUM",,,"SUB IN by SEARS,CALLUM",1
08:14,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
08:01,,,,,"MISS JUMPER by SEARS,CALLUM",,,"MISS JUMPER by SEARS,CALLUM",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
07:47,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",1
--,,,,,"REBOUND DEF by DANEK,JOEY",,,"REBOUND DEF by DANEK,JOEY",1
07:28,,,,,"SUB IN by ENGBERS,BRYANT",,,"SUB IN by ENGBERS,BRYANT",1
07:28,,,,,"SUB IN by MOSS,DANTE",,,"SUB IN by MOSS,DANTE",1
07:28,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
07:28,,,,,"SUB OUT by DANEK,JOEY",,,"SUB OUT by DANEK,JOEY",1
07:28,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
07:28,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
07:18,,,,,"MISS JUMPER by MOSS,DANTE",,,"MISS JUMPER by MOSS,DANTE",1
--,,,,,"REBOUND OFF by DEVRIES,JON",,,"REBOUND OFF by DEVRIES,JON",1
07:09,,,,,"MISS JUMPER by MOSS,DANTE",,,"MISS JUMPER by MOSS,DANTE",1
--,,,,,"REBOUND OFF by DEVRIES,JON",,,"REBOUND OFF by DEVRIES,JON",1
06:59,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
06:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:25,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",1
06:22,"MISS JUMPER by BROWN,TYLER",,,,,,,"MISS JUMPER by BROWN,TYLER",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
06:20,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:20,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
06:20,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
06:08,,,,,"TURNOVER  by DEVRIES,JON",,,"TURNOVER  by DEVRIES,JON",1
05:56,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",1
05:56,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
05:44,"GOOD 3PTR by BOULDIN,BRETT",12,,18 (+6),,SEWANEE 12-18 (-6),,"GOOD 3PTR by BOULDIN,BRETT",1
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",1
05:22,,12,,21 (+9),"GOOD 3PTR by COX,TJ",CCM 12-21 (-9),,"GOOD 3PTR by COX,TJ",1
--,,,,,"ASSIST  by ENGBERS,BRYANT",,,"ASSIST  by ENGBERS,BRYANT",1
05:05,"GOOD 3PTR by BOULDIN,BRETT",15,,21 (+6),,SEWANEE 15-21 (-6),,"GOOD 3PTR by BOULDIN,BRETT",1
--,"ASSIST  by AFFRONTI,LEWIS",,,,,,,"ASSIST  by AFFRONTI,LEWIS",1
05:03,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",1
05:03,"MISS FT by BOULDIN,BRETT",,,,,,,"MISS FT by BOULDIN,BRETT",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
05:03,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",1
05:03,,,,,"SUB IN by MUTCHERSON,ROSBIE",,,"SUB IN by MUTCHERSON,ROSBIE",1
05:03,,,,,"SUB OUT by DEVRIES,JON",,,"SUB OUT by DEVRIES,JON",1
05:03,,,,,"SUB OUT by MOSS,DANTE",,,"SUB OUT by MOSS,DANTE",1
04:53,"GOOD JUMPER by CARTER,KESHONN(in the paint)",17,,21 (+4),,SEWANEE 17-21 (-4),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
04:41,,17,,23 (+6),"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",CCM 17-23 (-6),,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",1
--,,,,,"ASSIST  by MUTCHERSON,ROSBIE",,,"ASSIST  by MUTCHERSON,ROSBIE",1
04:33,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",1
04:15,,,,,"MISS 3PTR by ENGBERS,BRYANT",,,"MISS 3PTR by ENGBERS,BRYANT",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
03:59,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",1
03:58,,,,,"STEAL  by MUTCHERSON,ROSBIE",,,"STEAL  by MUTCHERSON,ROSBIE",1
03:53,,17,,25 (+8),"GOOD JUMPER by COX,TJ",CCM 17-25 (-8),,"GOOD JUMPER by COX,TJ",1
03:34,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",1
03:34,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
03:34,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",1
03:34,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",1
03:34,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",1
03:34,,,,,"SUB IN by DANEK,JOEY",,,"SUB IN by DANEK,JOEY",1
03:34,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
03:34,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",1
03:34,,,,,"SUB OUT by SEARS,CALLUM",,,"SUB OUT by SEARS,CALLUM",1
03:27,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",1
03:08,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
03:04,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",,,"MISS JUMPER by MUTCHERSON,ROSBIE",1
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",1
02:33,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
02:33,,,,,"SUB IN by BOWMAN,SAM",,,"SUB IN by BOWMAN,SAM",1
02:33,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
02:33,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
02:33,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
02:20,,,,,"MISS LAYUP by MUTCHERSON,ROSBIE",,,"MISS LAYUP by MUTCHERSON,ROSBIE",1
--,,,,,"REBOUND OFF by MUTCHERSON,ROSBIE",,,"REBOUND OFF by MUTCHERSON,ROSBIE",1
02:12,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",,,"MISS JUMPER by MUTCHERSON,ROSBIE",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
02:07,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:59,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",1
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",1
01:55,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:53,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
01:36,,17,,27 (+10),"GOOD LAYUP by BOWMAN,SAM(in the paint)",CCM 17-27 (-10),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",1
--,,,,,"ASSIST  by DANEK,JOEY",,,"ASSIST  by DANEK,JOEY",1
01:20,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",19,,27 (+8),,SEWANEE 19-27 (-8),,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
00:59,,,,,"TURNOVER  by MUTCHERSON,ROSBIE",,,"TURNOVER  by MUTCHERSON,ROSBIE",1
00:59,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",1
00:59,,,,,"SUB OUT by MUTCHERSON,ROSBIE",,,"SUB OUT by MUTCHERSON,ROSBIE",1
00:34,"GOOD JUMPER by AFFRONTI,LEWIS",21,,27 (+6),,SEWANEE 21-27 (-6),,"GOOD JUMPER by AFFRONTI,LEWIS",1
00:07,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
00:07,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
00:07,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
00:07,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
00:07,,,,,"SUB IN by SEARS,CALLUM",,,"SUB IN by SEARS,CALLUM",1
00:07,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
00:07,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
00:03,,,,,"MISS JUMPER by COX,TJ",,,"MISS JUMPER by COX,TJ",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
19:55,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
19:54,,,,,"STEAL  by MCGRIFF,COLTON",,,"STEAL  by MCGRIFF,COLTON",2
19:15,,,,,"MISS 3PTR by DELANEY,JAKE",,,"MISS 3PTR by DELANEY,JAKE",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
19:01,"GOOD JUMPER by CARTER,KESHONN",23,,27 (+4),,SEWANEE 23-27 (-4),,"GOOD JUMPER by CARTER,KESHONN",2
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",2
18:49,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",2
18:48,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
18:44,"GOOD 3PTR by BOULDIN,BRETT",26,,27 (+1),,SEWANEE 26-27 (-1),,"GOOD 3PTR by BOULDIN,BRETT",2
--,"ASSIST  by AFFRONTI,LEWIS",,,,,,,"ASSIST  by AFFRONTI,LEWIS",2
18:27,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND OFF by BOYD,CHRIS",,,"REBOUND OFF by BOYD,CHRIS",2
18:11,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
18:01,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
18:01,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
18:01,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
18:01,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
18:01,,,,,"SUB IN by DEVRIES,JON",,,"SUB IN by DEVRIES,JON",2
18:01,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",2
18:01,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
18:01,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",2
17:51,,,,,"TURNOVER  by DANEK,JOEY",,,"TURNOVER  by DANEK,JOEY",2
17:49,"STEAL  by AFFRONTI,LEWIS",,,,,,,"STEAL  by AFFRONTI,LEWIS",2
17:18,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:15,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
17:15,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
16:48,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
16:45,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",2
16:45,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
