Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
20:00,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
20:00,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
20:00,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
19:52,"TURNOVER  by HOWARD,MAC",,,,,,,"TURNOVER  by HOWARD,MAC",2
19:33,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
19:33,,,,,"MISS FT by AFFRONTI,LEWIS",,,"MISS FT by AFFRONTI,LEWIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:33,,21,,31 (+10),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 21-31 (+10),,"GOOD FT by AFFRONTI,LEWIS",2
19:23,"MISS LAYUP by ABRAMS,JONATHAN",,,,,,,"MISS LAYUP by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
19:14,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
19:07,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
18:47,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
18:45,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",23,,31 (+8),,BERRY 23-31 (+8),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
--,"ASSIST  by SMOAK,HUNTER",,,,,,,"ASSIST  by SMOAK,HUNTER",2
18:26,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
18:20,,23,,33 (+10),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 23-33 (+10),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
18:06,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
18:06,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
18:06,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
18:06,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
17:42,,23,,35 (+12),"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",SEWANEE 23-35 (+12),,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
17:28,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
17:28,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
17:28,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
16:55,"GOOD JUMPER by ABRAMS,JONATHAN",25,,35 (+10),,BERRY 25-35 (+10),,"GOOD JUMPER by ABRAMS,JONATHAN",2
16:43,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BOULDIN,BRETT",,,"REBOUND OFF by BOULDIN,BRETT",2
16:37,,25,,38 (+13),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 25-38 (+13),,"GOOD 3PTR by BOULDIN,BRETT",2
16:04,"MISS JUMPER by GRAHAM,LAKE",,,,,,,"MISS JUMPER by GRAHAM,LAKE",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
15:53,,25,,40 (+15),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 25-40 (+15),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
15:39,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
15:37,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
15:32,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
15:25,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by HEATHERLY,GARRETT",,,"REBOUND DEF by HEATHERLY,GARRETT",2
15:05,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
15:05,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
15:05,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
15:05,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
15:05,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
15:05,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
15:05,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
15:05,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",2
15:05,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
15:05,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
15:05,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
14:55,,25,,42 (+17),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 25-42 (+17),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
14:33,"MISS JUMPER by HOWARD,MAC",,,,,,,"MISS JUMPER by HOWARD,MAC",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
14:21,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
14:21,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",2
14:21,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",2
14:21,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
14:21,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
14:21,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
14:21,"SUB OUT by HOWARD,MAC",,,,,,,"SUB OUT by HOWARD,MAC",2
14:21,"SUB OUT by RANDOLPH,ZACH",,,,,,,"SUB OUT by RANDOLPH,ZACH",2
14:21,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",2
14:21,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
14:21,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
14:21,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
14:21,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
14:21,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
14:21,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
14:21,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",2
14:21,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
14:21,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
14:21,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
14:21,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
14:21,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
14:21,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
14:21,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
13:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:33,,,,,"MISS JUMPER by NELSON,ANVIL",,,"MISS JUMPER by NELSON,ANVIL",2
--,"REBOUND DEF by BRUCE,DEVAN",,,,,,,"REBOUND DEF by BRUCE,DEVAN",2
13:08,"GOOD JUMPER by WRIGHT,JAKE(in the paint)",27,,42 (+15),,BERRY 27-42 (+15),,"GOOD JUMPER by WRIGHT,JAKE(in the paint)",2
12:49,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by HODGE,NILAN",,,"REBOUND OFF by HODGE,NILAN",2
12:31,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
12:31,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
12:31,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
12:31,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
12:31,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
12:31,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",2
12:31,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",2
12:31,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
12:19,"MISS 3PTR by TEEMS,JORDAN",,,,,,,"MISS 3PTR by TEEMS,JORDAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:57,"TURNOVER  by WRIGHT,JAKE",,,,,,,"TURNOVER  by WRIGHT,JAKE",2
11:42,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
11:42,,,,,"FOUL  by BRYANT,VALENTINO",,,"FOUL  by BRYANT,VALENTINO",2
11:42,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
11:42,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
11:20,"GOOD LAYUP by WRIGHT,JAKE(in the paint)",29,,42 (+13),,BERRY 29-42 (+13),,"GOOD LAYUP by WRIGHT,JAKE(in the paint)",2
11:01,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:56,,29,,45 (+16),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 29-45 (+16),,"GOOD 3PTR by BOULDIN,BRETT",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
10:34,"GOOD JUMPER by WRIGHT,JAKE(in the paint)",31,,45 (+14),,BERRY 31-45 (+14),,"GOOD JUMPER by WRIGHT,JAKE(in the paint)",2
10:27,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:27,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
10:27,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
10:27,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
10:27,"SUB IN by WRIGHT,JAKE",,,,,,,"SUB IN by WRIGHT,JAKE",2
10:27,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",2
10:27,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",2
10:27,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",2
10:27,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
10:27,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
10:27,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",2
10:27,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
10:27,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
10:27,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
10:27,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
10:27,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
10:27,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
10:27,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
10:27,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
10:27,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
10:27,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
10:12,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",2
10:12,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
9:51,"MISS JUMPER by BRUCE,DEVAN",,,,,,,"MISS JUMPER by BRUCE,DEVAN",2
--,,,,,"REBOUND DEF by HEATHERLY,GARRETT",,,"REBOUND DEF by HEATHERLY,GARRETT",2
9:29,"FOUL  by WRIGHT,JAKE",,,,,,,"FOUL  by WRIGHT,JAKE",2
9:29,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND OFF by HEATHERLY,GARRETT",,,"REBOUND OFF by HEATHERLY,GARRETT",2
9:29,,31,,47 (+16),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 31-47 (+16),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
8:50,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
8:50,"GOOD FT by TEEMS,JORDAN",32,,47 (+15),,BERRY 32-47 (+15),,"GOOD FT by TEEMS,JORDAN",2
8:50,"GOOD FT by TEEMS,JORDAN",33,,47 (+14),,BERRY 33-47 (+14),,"GOOD FT by TEEMS,JORDAN",2
8:46,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
8:37,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
8:19,"MISS JUMPER by GRAHAM,LAKE",,,,,,,"MISS JUMPER by GRAHAM,LAKE",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
8:02,,,,,"MISS JUMPER by HEATHERLY,GARRETT",,,"MISS JUMPER by HEATHERLY,GARRETT",2
--,"REBOUND DEF by BRUCE,DEVAN",,,,,,,"REBOUND DEF by BRUCE,DEVAN",2
7:51,"MISS 3PTR by BRUCE,DEVAN",,,,,,,"MISS 3PTR by BRUCE,DEVAN",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
7:29,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
7:18,,33,,50 (+17),"GOOD 3PTR by CALDWELL,MARCELLUS",SEWANEE 33-50 (+17),,"GOOD 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
6:41,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
6:41,"GOOD FT by MARSH,CODY",34,,50 (+16),,BERRY 34-50 (+16),,"GOOD FT by MARSH,CODY",2
6:41,"MISS FT by MARSH,CODY",,,,,,,"MISS FT by MARSH,CODY",2
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",2
6:08,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
5:28,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
4:50,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
4:31,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
4:31,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
4:31,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
4:31,"GOOD FT by GRAHAM,LAKE",35,,50 (+15),,BERRY 35-50 (+15),,"GOOD FT by GRAHAM,LAKE",2
4:24,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
4:07,,35,,52 (+17),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 35-52 (+17),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
3:51,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",37,,52 (+15),,BERRY 37-52 (+15),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",2
3:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
3:05,,37,,54 (+17),"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",SEWANEE 37-54 (+17),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
3:00,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
2:58,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
2:45,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
2:45,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
2:45,"GOOD JUMPER by ABRAMS,JONATHAN(in the paint)",39,,54 (+15),,BERRY 39-54 (+15),,"GOOD JUMPER by ABRAMS,JONATHAN(in the paint)",2
2:39,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
2:35,"GOOD LAYUP by WHALEN,MAC(in the paint)",41,,54 (+13),,BERRY 41-54 (+13),,"GOOD LAYUP by WHALEN,MAC(in the paint)",2
1:59,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
1:57,"STEAL  by TEEMS,JORDAN",,,,,,,"STEAL  by TEEMS,JORDAN",2
1:47,"GOOD JUMPER by ABRAMS,JONATHAN",43,,54 (+11),,BERRY 43-54 (+11),,"GOOD JUMPER by ABRAMS,JONATHAN",2
1:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
1:24,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
1:24,,43,,55 (+12),"GOOD FT by BOULDIN,BRETT",SEWANEE 43-55 (+12),,"GOOD FT by BOULDIN,BRETT",2
1:24,,43,,56 (+13),"GOOD FT by BOULDIN,BRETT",SEWANEE 43-56 (+13),,"GOOD FT by BOULDIN,BRETT",2
1:20,"GOOD JUMPER by WHALEN,MAC",45,,56 (+11),,BERRY 45-56 (+11),,"GOOD JUMPER by WHALEN,MAC",2
1:07,,45,,57 (+12),"GOOD FT by BOULDIN,BRETT",SEWANEE 45-57 (+12),,"GOOD FT by BOULDIN,BRETT",2
1:07,,45,,58 (+13),"GOOD FT by BOULDIN,BRETT",SEWANEE 45-58 (+13),,"GOOD FT by BOULDIN,BRETT",2
0:58,"TURNOVER  by SMOAK,HUNTER",,,,,,,"TURNOVER  by SMOAK,HUNTER",2
0:49,"FOUL  by MARSH,CODY",,,,,,,"FOUL  by MARSH,CODY",2
0:49,,45,,59 (+14),"GOOD FT by BRYANT,VALENTINO",SEWANEE 45-59 (+14),,"GOOD FT by BRYANT,VALENTINO",2
0:49,,45,,60 (+15),"GOOD FT by BRYANT,VALENTINO",SEWANEE 45-60 (+15),,"GOOD FT by BRYANT,VALENTINO",2
0:40,"GOOD LAYUP by TEEMS,JORDAN(in the paint)",47,,60 (+13),,BERRY 47-60 (+13),,"GOOD LAYUP by TEEMS,JORDAN(in the paint)",2
0:34,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
0:34,,47,,61 (+14),"GOOD FT by BOULDIN,BRETT",SEWANEE 47-61 (+14),,"GOOD FT by BOULDIN,BRETT",2
0:34,,47,,62 (+15),"GOOD FT by BOULDIN,BRETT",SEWANEE 47-62 (+15),,"GOOD FT by BOULDIN,BRETT",2
0:30,"GOOD 3PTR by WHALEN,MAC",50,,62 (+12),,BERRY 50-62 (+12),,"GOOD 3PTR by WHALEN,MAC",2
0:16,"FOUL  by ABRAMS,JONATHAN",,,,,,,"FOUL  by ABRAMS,JONATHAN",2
0:16,,50,,63 (+13),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 50-63 (+13),,"GOOD FT by AFFRONTI,LEWIS",2
0:16,,50,,64 (+14),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 50-64 (+14),,"GOOD FT by AFFRONTI,LEWIS",2
0:14,,,,,"MISS 3PTR by CARTER,KESHONN",,,"MISS 3PTR by CARTER,KESHONN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:14,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
09:14,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",2
08:50,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",2
08:50,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",2
07:28,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
07:28,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
07:28,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
07:28,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",2
07:28,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",2
07:28,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",2
07:28,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
07:28,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
07:28,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
07:28,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
07:28,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
07:28,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
07:28,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
07:28,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
07:28,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
07:28,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
07:28,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
07:28,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
07:28,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
07:28,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
07:18,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
07:18,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
06:41,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
06:41,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
05:39,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
05:39,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
04:50,"SUB IN by RANDOLPH,ZACH",,,,,,,"SUB IN by RANDOLPH,ZACH",2
04:50,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",2
04:31,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
04:31,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
04:22,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
04:22,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
04:22,"SUB IN by RANDOLPH,ZACH",,,,,,,"SUB IN by RANDOLPH,ZACH",2
04:22,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
04:22,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
04:22,"SUB OUT by RANDOLPH,ZACH",,,,,,,"SUB OUT by RANDOLPH,ZACH",2
04:22,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
04:22,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
04:22,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
04:22,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
03:37,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
03:37,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
03:37,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
