Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
00:16,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",1
00:16,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",1
00:16,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
00:16,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",1
00:16,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
19:49,"GOOD LAYUP by BOWMAN,SAM(in the paint)",37 (+15),,22,,COVENANT 37-22 (-15),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",2
19:17,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
18:58,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
18:57,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
18:41,,37 (+13),,24,"GOOD JUMPER by CARTER,KESHONN",SEWANEE 37-24 (-13),,"GOOD JUMPER by CARTER,KESHONN",2
18:22,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",2
--,"REBOUND OFF by DEVRIES,JON",,,,,,,"REBOUND OFF by DEVRIES,JON",2
18:05,"MISS LAYUP by BOWMAN,SAM",,,,,,,"MISS LAYUP by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
17:55,,37 (+11),,26,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 37-26 (-11),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",2
17:32,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
17:32,"GOOD FT by MCGRIFF,COLTON",38 (+12),,26,,COVENANT 38-26 (-12),,"GOOD FT by MCGRIFF,COLTON",2
17:32,"MISS FT by MCGRIFF,COLTON",,,,,,,"MISS FT by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",2
17:32,"SUB IN by DANEK,JOEY",,,,,,,"SUB IN by DANEK,JOEY",2
17:32,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
17:32,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
17:32,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
17:32,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
17:32,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
17:23,,,,,"MISS LAYUP by HODGE,NILAN",,,"MISS LAYUP by HODGE,NILAN",2
--,"REBOUND DEF by DANEK,JOEY",,,,,,,"REBOUND DEF by DANEK,JOEY",2
17:20,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
17:08,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
17:08,,38 (+11),,27,"GOOD FT by VEAL,ROBERT",SEWANEE 38-27 (-11),,"GOOD FT by VEAL,ROBERT",2
17:08,,38 (+10),,28,"GOOD FT by VEAL,ROBERT",SEWANEE 38-28 (-10),,"GOOD FT by VEAL,ROBERT",2
16:41,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
16:41,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
16:41,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:35,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
16:31,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
16:31,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",2
16:17,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by DANEK,JOEY",,,,,,,"REBOUND DEF by DANEK,JOEY",2
16:09,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
15:56,,38 (+8),,30,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 38-30 (-8),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
15:40,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
15:40,"GOOD FT by DANEK,JOEY",39 (+9),,30,,COVENANT 39-30 (-9),,"GOOD FT by DANEK,JOEY",2
15:40,"GOOD FT by DANEK,JOEY",40 (+10),,30,,COVENANT 40-30 (-10),,"GOOD FT by DANEK,JOEY",2
15:40,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
15:40,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
15:40,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
15:40,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
15:40,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
15:40,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
15:26,,40 (+8),,32,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 40-32 (-8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",2
15:06,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
15:05,,,,,"STEAL  by HODGE,NILAN",,,"STEAL  by HODGE,NILAN",2
15:01,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
15:00,"STEAL  by FRIERSON,NATE",,,,,,,"STEAL  by FRIERSON,NATE",2
14:55,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
14:30,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
14:30,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
14:30,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
14:30,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
14:30,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
14:30,"SUB OUT by DANEK,JOEY",,,,,,,"SUB OUT by DANEK,JOEY",2
14:30,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
14:30,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
14:30,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
14:30,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
14:30,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
14:27,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
14:23,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by FRIERSON,NATE",,,,,,,"REBOUND DEF by FRIERSON,NATE",2
14:07,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
14:07,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:07,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
14:07,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
14:07,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
14:07,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
14:07,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
14:07,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
14:07,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
14:06,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
14:03,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
13:58,,40 (+5),,35,"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 40-35 (-5),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
13:32,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
13:32,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:32,,40 (+2),,38,"GOOD 3PTR by CALDWELL,MARCELLUS",SEWANEE 40-38 (-2),,"GOOD 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
13:32,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
13:32,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
13:32,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
13:32,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
13:32,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
13:32,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
13:32,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
13:32,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
13:32,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
13:32,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
13:32,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
13:32,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
13:32,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
13:32,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
13:32,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
13:20,"MISS LAYUP by BOYD,CHRIS",,,,,,,"MISS LAYUP by BOYD,CHRIS",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
12:55,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
12:54,,,,,"MISS FT by BOULDIN,BRETT",,,"MISS FT by BOULDIN,BRETT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:43,,40 (+1),,39,"GOOD FT by BOULDIN,BRETT",SEWANEE 40-39 (-1),,"GOOD FT by BOULDIN,BRETT",2
12:43,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
12:43,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
12:43,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
12:43,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
12:43,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
12:43,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
12:43,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
12:43,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
12:43,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
12:43,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
12:43,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
12:43,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
12:40,"MISS JUMPER by COX,TJ",,,,,,,"MISS JUMPER by COX,TJ",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
12:33,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:25,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
12:25,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
11:53,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
11:21,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
11:21,"GOOD FT by MUTCHERSON,ROSBIE",41 (+2),,39,,COVENANT 41-39 (-2),,"GOOD FT by MUTCHERSON,ROSBIE",2
11:21,"GOOD FT by MUTCHERSON,ROSBIE",42 (+3),,39,,COVENANT 42-39 (-3),,"GOOD FT by MUTCHERSON,ROSBIE",2
11:21,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
11:21,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
11:07,,42 (+1),,41,"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 42-41 (-1),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",2
10:58,"MISS JUMPER by ENGBERS,BRYANT",,,,,,,"MISS JUMPER by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
10:49,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
10:49,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
10:49,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
10:33,"MISS JUMPER by SEARS,CALLUM",,,,,,,"MISS JUMPER by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
10:20,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
10:18,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
10:18,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
10:06,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
10:02,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",2
9:53,,,,,"MISS JUMPER by BROWN,TYLER",,,"MISS JUMPER by BROWN,TYLER",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
9:26,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",44 (+3),,41,,COVENANT 44-41 (-3),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
--,"ASSIST  by ENGBERS,BRYANT",,,,,,,"ASSIST  by ENGBERS,BRYANT",2
9:06,,44,,44,"GOOD 3PTR by BROWN,TYLER",SEWANEE 44-44 (0),,"GOOD 3PTR by BROWN,TYLER",2
--,,,,,"ASSIST  by HODGE,NILAN",,,"ASSIST  by HODGE,NILAN",2
8:56,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
8:51,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
8:32,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
8:29,"STEAL  by DEVRIES,JON",,,,,,,"STEAL  by DEVRIES,JON",2
8:27,"MISS LAYUP by DEVRIES,JON",,,,,,,"MISS LAYUP by DEVRIES,JON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
7:58,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
7:55,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
7:28,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
7:28,"GOOD FT by FRIERSON,NATE",45 (+1),,44,,COVENANT 45-44 (-1),,"GOOD FT by FRIERSON,NATE",2
7:28,"MISS FT by FRIERSON,NATE",,,,,,,"MISS FT by FRIERSON,NATE",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
7:07,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by BOULDIN,BRETT",,,"REBOUND OFF by BOULDIN,BRETT",2
6:50,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",2
6:50,,45,,45,"GOOD FT by BORN,LEO",SEWANEE 45-45 (0),,"GOOD FT by BORN,LEO",2
6:50,,45,,46 (+1),"GOOD FT by BORN,LEO",SEWANEE 45-46 (+1),,"GOOD FT by BORN,LEO",2
6:18,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND OFF by BOWMAN,SAM",,,,,,,"REBOUND OFF by BOWMAN,SAM",2
6:12,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
5:52,,45,,48 (+3),"GOOD LAYUP by BOULDIN,BRETT(in the paint)",SEWANEE 45-48 (+3),,"GOOD LAYUP by BOULDIN,BRETT(in the paint)",2
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",2
5:45,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
5:25,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
5:24,,,,,"STEAL  by BOULDIN,BRETT",,,"STEAL  by BOULDIN,BRETT",2
5:07,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
5:07,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",2
4:32,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",47,,48 (+1),,COVENANT 47-48 (+1),,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",2
4:32,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
4:32,"GOOD FT by MUTCHERSON,ROSBIE",48,,48,,COVENANT 48-48 (0),,"GOOD FT by MUTCHERSON,ROSBIE",2
4:15,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
3:52,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
3:50,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",2
3:50,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
3:22,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
3:21,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
2:49,"MISS 3PTR by ENGBERS,BRYANT",,,,,,,"MISS 3PTR by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
2:45,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
2:45,,48,,49 (+1),"GOOD FT by BORN,LEO",SEWANEE 48-49 (+1),,"GOOD FT by BORN,LEO",2
2:38,,48,,50 (+2),"GOOD FT by BORN,LEO",SEWANEE 48-50 (+2),,"GOOD FT by BORN,LEO",2
2:33,"GOOD LAYUP by BOWMAN,SAM(in the paint)",50,,50,,COVENANT 50-50 (0),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",2
1:51,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
1:36,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
1:06,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,"REBOUND OFF by BOWMAN,SAM",,,,,,,"REBOUND OFF by BOWMAN,SAM",2
1:05,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
1:05,"MISS FT by BOWMAN,SAM",,,,,,,"MISS FT by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
0:50,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
0:34,,,,,"MISS LAYUP by HODGE,NILAN",,,"MISS LAYUP by HODGE,NILAN",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
0:21,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
0:11,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
0:02,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",2
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",2
08:56,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
08:56,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
08:56,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
08:56,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
08:56,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
08:56,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
08:56,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
08:56,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
08:56,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
08:56,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
08:56,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
08:56,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
08:56,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
08:56,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
08:56,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
08:56,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
08:56,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
08:56,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
08:56,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:56,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
08:56,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
08:56,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
08:56,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
08:56,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
07:28,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
07:28,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
07:28,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
07:28,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
07:28,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
07:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
06:50,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
06:50,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
05:39,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
05:39,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
05:39,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
05:39,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
05:39,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
05:39,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
05:39,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
05:39,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
05:39,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
05:39,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
05:32,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
05:32,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
05:32,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
05:32,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
