Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
00:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:38,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",1
00:38,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
00:38,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
00:38,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
00:09,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",37 (+10),,27,,CENTRE 37-27 (-10),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",1
00:02,,,,,"MISS JUMPER by JOHNSON,DAMECKO",,,"MISS JUMPER by JOHNSON,DAMECKO",1
--,"REBOUND DEF by WELLS,GAGE",,,,,,,"REBOUND DEF by WELLS,GAGE",1
19:49,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
19:42,"GOOD 3PTR by WELLS,GAGE",40 (+13),,27,,CENTRE 40-27 (-13),,"GOOD 3PTR by WELLS,GAGE",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
19:20,,40 (+11),,29,"GOOD JUMPER by PARKS,JACKSON",HENDRIX 40-29 (-11),,"GOOD JUMPER by PARKS,JACKSON",2
18:56,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
18:51,,40 (+8),,32,"GOOD 3PTR by II,ROD CUMMINGS",HENDRIX 40-32 (-8),,"GOOD 3PTR by II,ROD CUMMINGS",2
18:35,"MISS JUMPER by SMITH,RJ",,,,,,,"MISS JUMPER by SMITH,RJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
18:24,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",2
--,,,,,"REBOUND OFF by COMAN,SEAN",,,"REBOUND OFF by COMAN,SEAN",2
18:10,,40 (+5),,35,"GOOD 3PTR by PARKS,JACKSON",HENDRIX 40-35 (-5),,"GOOD 3PTR by PARKS,JACKSON",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
17:52,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
17:45,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
17:34,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
17:25,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
17:23,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
17:19,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
17:10,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
17:10,,40 (+4),,36,"GOOD FT by STANLEY,SETH",HENDRIX 40-36 (-4),,"GOOD FT by STANLEY,SETH",2
17:10,,40 (+3),,37,"GOOD FT by STANLEY,SETH",HENDRIX 40-37 (-3),,"GOOD FT by STANLEY,SETH",2
17:10,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
17:10,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
16:51,"TURNOVER  by WELLS,GAGE",,,,,,,"TURNOVER  by WELLS,GAGE",2
16:49,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",2
16:41,,,,,"MISS 3PTR by II,ROD CUMMINGS",,,"MISS 3PTR by II,ROD CUMMINGS",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
16:33,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,,,,,"REBOUND OFF by II,ROD CUMMINGS",,,"REBOUND OFF by II,ROD CUMMINGS",2
16:27,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
16:14,"GOOD 3PTR by CRUMP,DAWSON",43 (+6),,37,,CENTRE 43-37 (-6),,"GOOD 3PTR by CRUMP,DAWSON",2
15:57,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
15:56,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:56,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
15:56,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
15:56,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
15:56,"SUB OUT by WELLS,GAGE",,,,,,,"SUB OUT by WELLS,GAGE",2
15:33,"GOOD LAYUP by RING,NOAH(in the paint)",45 (+8),,37,,CENTRE 45-37 (-8),,"GOOD LAYUP by RING,NOAH(in the paint)",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
15:24,,,,,"MISS 3PTR by II,ROD CUMMINGS",,,"MISS 3PTR by II,ROD CUMMINGS",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
15:06,,45 (+6),,39,"GOOD JUMPER by II,ROD CUMMINGS",HENDRIX 45-39 (-6),,"GOOD JUMPER by II,ROD CUMMINGS",2
14:50,"MISS JUMPER by RING,NOAH",,,,,,,"MISS JUMPER by RING,NOAH",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
14:46,"GOOD LAYUP by SMITH,RJ(in the paint)",47 (+8),,39,,CENTRE 47-39 (-8),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
14:33,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
14:20,"GOOD 3PTR by SMITH,RJ",50 (+11),,39,,CENTRE 50-39 (-11),,"GOOD 3PTR by SMITH,RJ",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
14:01,,50 (+9),,41,"GOOD JUMPER by PARKS,JACKSON(in the paint)",HENDRIX 50-41 (-9),,"GOOD JUMPER by PARKS,JACKSON(in the paint)",2
13:41,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
13:41,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
13:41,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
13:41,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",2
13:41,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
13:41,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
13:41,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
13:41,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
13:38,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
13:25,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:23,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
13:23,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
13:23,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
13:23,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
13:10,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
12:53,"MISS JUMPER by KNOCHELMANN,PETE",,,,,,,"MISS JUMPER by KNOCHELMANN,PETE",2
--,,,,,"REBOUND DEF by II,CRAIG COLLIER",,,"REBOUND DEF by II,CRAIG COLLIER",2
12:39,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
12:16,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
12:11,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
12:11,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
12:11,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
12:11,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
12:11,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
12:07,"GOOD JUMPER by GERALD,DUSTIN",52 (+11),,41,,CENTRE 52-41 (-11),,"GOOD JUMPER by GERALD,DUSTIN",2
11:56,,52 (+8),,44,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 52-44 (-8),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
11:30,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",54 (+10),,44,,CENTRE 54-44 (-10),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
11:21,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
11:06,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
10:44,,54 (+7),,47,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 54-47 (-7),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by PHILLIP,ADAM",,,"ASSIST  by PHILLIP,ADAM",2
10:25,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
10:25,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
10:12,,54 (+4),,50,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 54-50 (-4),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
09:57,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
09:57,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
09:57,"SUB IN by WELLS,GAGE",,,,,,,"SUB IN by WELLS,GAGE",2
09:57,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
09:57,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
09:57,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
09:57,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
09:57,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
09:57,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
09:57,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
09:41,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
09:27,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:13,,54 (+2),,52,"GOOD JUMPER by II,CRAIG COLLIER",HENDRIX 54-52 (-2),,"GOOD JUMPER by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
08:59,"GOOD JUMPER by CRUMP,DAWSON",56 (+4),,52,,CENTRE 56-52 (-4),,"GOOD JUMPER by CRUMP,DAWSON",2
08:35,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by WELLS,GAGE",,,,,,,"REBOUND DEF by WELLS,GAGE",2
08:20,"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",58 (+6),,52,,CENTRE 58-52 (-6),,"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",2
07:58,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",2
--,"REBOUND DEF by WELLS,GAGE",,,,,,,"REBOUND DEF by WELLS,GAGE",2
07:46,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",2
07:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:46,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
07:46,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
07:46,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",2
07:46,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
07:32,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
07:23,,58 (+3),,55,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 58-55 (-3),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
07:10,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",2
07:10,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
07:10,"SUB OUT by WELLS,GAGE",,,,,,,"SUB OUT by WELLS,GAGE",2
07:10,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
07:10,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",2
07:02,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
06:53,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",2
06:44,"GOOD 3PTR by SMITH,RJ",61 (+6),,55,,CENTRE 61-55 (-6),,"GOOD 3PTR by SMITH,RJ",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
06:30,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
06:23,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
06:13,,61 (+4),,57,"GOOD JUMPER by STANLEY,SETH",HENDRIX 61-57 (-4),,"GOOD JUMPER by STANLEY,SETH",2
05:47,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:47,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
05:47,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
05:47,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
05:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:17,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
05:13,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
04:58,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",2
04:58,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
04:58,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
04:46,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
04:46,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
04:46,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",2
04:35,,61 (+2),,59,"GOOD JUMPER by II,ROD CUMMINGS",HENDRIX 61-59 (-2),,"GOOD JUMPER by II,ROD CUMMINGS",2
04:10,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
04:10,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:10,"GOOD FT by GERALD,DUSTIN",62 (+3),,59,,CENTRE 62-59 (-3),,"GOOD FT by GERALD,DUSTIN",2
04:10,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
04:10,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
03:49,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
03:48,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
03:45,"GOOD LAYUP by CRUMP,DAWSON(fastbreak)(in the paint)",64 (+5),,59,,CENTRE 64-59 (-5),,"GOOD LAYUP by CRUMP,DAWSON(fastbreak)(in the paint)",2
03:37,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:35,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
03:35,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
03:35,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",2
03:35,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
03:25,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",2
03:23,,,,,"STEAL  by II,ROD CUMMINGS",,,"STEAL  by II,ROD CUMMINGS",2
03:21,,64 (+3),,61,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",HENDRIX 64-61 (-3),,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",2
02:59,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
02:55,"MISS JUMPER by SMITH,RJ",,,,,,,"MISS JUMPER by SMITH,RJ",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
02:43,,64,,64,"GOOD 3PTR by II,ROD CUMMINGS",HENDRIX 64-64 (0),,"GOOD 3PTR by II,ROD CUMMINGS",2
--,,,,,"ASSIST  by II,CRAIG COLLIER",,,"ASSIST  by II,CRAIG COLLIER",2
02:42,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
02:42,,,,,"MISS FT by II,ROD CUMMINGS",,,"MISS FT by II,ROD CUMMINGS",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
02:25,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",66 (+2),,64,,CENTRE 66-64 (-2),,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
02:05,,66,,67 (+1),"GOOD 3PTR by COMAN,SEAN",HENDRIX 66-67 (+1),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by II,ROD CUMMINGS",,,"ASSIST  by II,ROD CUMMINGS",2
01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:46,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
01:31,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
01:18,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:15,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",2
01:15,,,,,"FOUL TECH by II,CRAIG COLLIER",,,"FOUL TECH by II,CRAIG COLLIER",2
01:15,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
01:15,"FOUL TECH by CRUMP,DAWSON",,,,,,,"FOUL TECH by CRUMP,DAWSON",2
01:15,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
01:15,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
01:15,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
01:15,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",2
01:08,,66,,70 (+4),"GOOD 3PTR by STANLEY,SETH",HENDRIX 66-70 (+4),,"GOOD 3PTR by STANLEY,SETH",2
01:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:05,"SUB IN by WELLS,GAGE",,,,,,,"SUB IN by WELLS,GAGE",2
01:05,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
01:05,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
01:05,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
01:05,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
01:05,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
01:01,"MISS LAYUP by CRUMP,DAWSON",,,,,,,"MISS LAYUP by CRUMP,DAWSON",2
01:01,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",2
00:45,"FOUL  by WELLS,GAGE",,,,,,,"FOUL  by WELLS,GAGE",2
00:45,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,,,,,"REBOUND OFF by DEITHLOFF,TYLER",,,"REBOUND OFF by DEITHLOFF,TYLER",2
00:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:34,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
00:34,,,,,"MISS FT by II,ROD CUMMINGS",,,"MISS FT by II,ROD CUMMINGS",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
00:23,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:13,"FOUL  by WELLS,GAGE",,,,,,,"FOUL  by WELLS,GAGE",2
00:13,,66,,71 (+5),"GOOD FT by COMAN,SEAN",HENDRIX 66-71 (+5),,"GOOD FT by COMAN,SEAN",2
00:13,,66,,72 (+6),"GOOD FT by COMAN,SEAN",HENDRIX 66-72 (+6),,"GOOD FT by COMAN,SEAN",2
00:07,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
