Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WELLS,GAGE",,,,,,,"REBOUND DEF by WELLS,GAGE",1
15:59,"TURNOVER  by WELLS,GAGE",,,,,,,"TURNOVER  by WELLS,GAGE",1
15:59,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
15:59,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
15:59,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
15:59,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
15:59,"SUB OUT by WELLS,GAGE",,,,,,,"SUB OUT by WELLS,GAGE",1
15:53,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",1
15:50,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",1
15:50,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",1
15:36,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",1
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",1
15:32,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",13 (+5),,8,,CENTRE 13-8 (-5),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
15:32,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",1
15:32,"GOOD FT by GERALD,DUSTIN",14 (+6),,8,,CENTRE 14-8 (-6),,"GOOD FT by GERALD,DUSTIN",1
15:32,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
15:32,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
15:32,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",1
15:32,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",1
15:24,,14 (+4),,10,"GOOD JUMPER by II,ROD CUMMINGS",HENDRIX 14-10 (-4),,"GOOD JUMPER by II,ROD CUMMINGS",1
14:57,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",1
14:56,,,,,"STEAL  by CONRAD,ALEX",,,"STEAL  by CONRAD,ALEX",1
14:48,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",1
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",1
14:36,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
14:34,,,,,"STEAL  by DEITHLOFF,TYLER",,,"STEAL  by DEITHLOFF,TYLER",1
14:31,,,,,"TURNOVER  by DEITHLOFF,TYLER",,,"TURNOVER  by DEITHLOFF,TYLER",1
14:28,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
14:26,"GOOD LAYUP by WILSON,DREW(in the paint)",16 (+6),,10,,CENTRE 16-10 (-6),,"GOOD LAYUP by WILSON,DREW(in the paint)",1
14:19,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",1
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",1
14:11,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",1
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",1
13:44,"MISS JUMPER by KNOCHELMANN,PETE",,,,,,,"MISS JUMPER by KNOCHELMANN,PETE",1
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",1
13:32,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",1
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",1
13:23,,,,,"MISS 3PTR by II,ROD CUMMINGS",,,"MISS 3PTR by II,ROD CUMMINGS",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
13:11,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
13:01,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
12:39,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",1
12:30,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
12:30,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
12:30,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
12:30,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
12:30,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
12:30,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",1
12:30,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",1
12:30,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",1
12:30,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",1
12:30,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
12:27,,16 (+3),,13,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 16-13 (-3),,"GOOD 3PTR by II,CRAIG COLLIER",1
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",1
12:05,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",1
12:03,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
11:51,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",1
11:51,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
11:37,,16,,16,"GOOD 3PTR by II,CRAIG COLLIER",HENDRIX 16-16 (0),,"GOOD 3PTR by II,CRAIG COLLIER",1
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",1
11:19,"GOOD 3PTR by WILSON,DREW",19 (+3),,16,,CENTRE 19-16 (-3),,"GOOD 3PTR by WILSON,DREW",1
--,"ASSIST  by RING,NOAH",,,,,,,"ASSIST  by RING,NOAH",1
11:06,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
10:53,"GOOD LAYUP by MOORE,CHEZ(in the paint)",21 (+5),,16,,CENTRE 21-16 (-5),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
10:38,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
10:38,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
10:38,"SUB IN by WELLS,GAGE",,,,,,,"SUB IN by WELLS,GAGE",1
10:38,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
10:38,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
10:34,,,,,"TURNOVER  by II,CRAIG COLLIER",,,"TURNOVER  by II,CRAIG COLLIER",1
10:32,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
10:28,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",1
10:28,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",1
10:28,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
10:28,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
10:15,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:55,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:52,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
09:52,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
09:52,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",1
09:52,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",1
09:46,"MISS 3PTR by GERALD,DUSTIN",,,,,,,"MISS 3PTR by GERALD,DUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:37,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",1
09:28,"FOUL  by WELLS,GAGE",,,,,,,"FOUL  by WELLS,GAGE",1
09:28,,21 (+4),,17,"GOOD FT by FITCH,CARL",HENDRIX 21-17 (-4),,"GOOD FT by FITCH,CARL",1
09:28,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",1
--,"REBOUND DEF by WELLS,GAGE",,,,,,,"REBOUND DEF by WELLS,GAGE",1
09:28,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
09:28,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
09:20,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",1
09:07,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",1
09:07,"GOOD FT by WILLIAMS,JALEN",22 (+5),,17,,CENTRE 22-17 (-5),,"GOOD FT by WILLIAMS,JALEN",1
09:07,"MISS FT by WILLIAMS,JALEN",,,,,,,"MISS FT by WILLIAMS,JALEN",1
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",1
09:07,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
09:07,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
09:07,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",1
09:07,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",1
09:07,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
09:07,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",1
08:48,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",1
08:48,,22 (+4),,18,"GOOD FT by STANLEY,SETH",HENDRIX 22-18 (-4),,"GOOD FT by STANLEY,SETH",1
08:48,,22 (+3),,19,"GOOD FT by STANLEY,SETH",HENDRIX 22-19 (-3),,"GOOD FT by STANLEY,SETH",1
08:48,,22 (+2),,20,"GOOD FT by STANLEY,SETH",HENDRIX 22-20 (-2),,"GOOD FT by STANLEY,SETH",1
08:48,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
08:48,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
08:36,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",1
08:34,,,,,"STEAL  by II,ROD CUMMINGS",,,"STEAL  by II,ROD CUMMINGS",1
08:32,,,,,"MISS LAYUP by II,ROD CUMMINGS",,,"MISS LAYUP by II,ROD CUMMINGS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:13,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",24 (+4),,20,,CENTRE 24-20 (-4),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",1
08:01,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",1
07:53,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
07:45,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",1
07:45,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:45,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:45,,24 (+3),,21,"GOOD FT by CONRAD,ALEX",HENDRIX 24-21 (-3),,"GOOD FT by CONRAD,ALEX",1
07:45,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
07:45,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
07:23,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
07:22,,,,,"STEAL  by COMAN,SEAN",,,"STEAL  by COMAN,SEAN",1
07:22,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",1
07:12,"GOOD JUMPER by CRUMP,DAWSON",26 (+5),,21,,CENTRE 26-21 (-5),,"GOOD JUMPER by CRUMP,DAWSON",1
06:58,,26 (+3),,23,"GOOD JUMPER by PARKS,JACKSON",HENDRIX 26-23 (-3),,"GOOD JUMPER by PARKS,JACKSON",1
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",1
06:41,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",1
06:19,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",1
06:17,"STEAL  by WILSON,DREW",,,,,,,"STEAL  by WILSON,DREW",1
06:08,"MISS 3PTR by WELLS,GAGE",,,,,,,"MISS 3PTR by WELLS,GAGE",1
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",1
05:54,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
05:28,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",1
05:21,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",1
05:19,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",1
05:04,"MISS JUMPER by KNOCHELMANN,PETE",,,,,,,"MISS JUMPER by KNOCHELMANN,PETE",1
--,"REBOUND OFF by WILSON,DREW",,,,,,,"REBOUND OFF by WILSON,DREW",1
04:59,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",1
04:59,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
04:59,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
04:59,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
04:59,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
04:59,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",1
04:59,,,,,"SUB IN by II,CRAIG COLLIER",,,"SUB IN by II,CRAIG COLLIER",1
04:59,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
04:59,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
04:59,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",1
04:59,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",1
04:55,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
04:45,"MISS JUMPER by WILSON,DREW",,,,,,,"MISS JUMPER by WILSON,DREW",1
--,,,,,"REBOUND DEF by II,CRAIG COLLIER",,,"REBOUND DEF by II,CRAIG COLLIER",1
04:37,,26 (+1),,25,"GOOD LAYUP by FITCH,CARL(fastbreak)(in the paint)",HENDRIX 26-25 (-1),,"GOOD LAYUP by FITCH,CARL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by II,CRAIG COLLIER",,,"ASSIST  by II,CRAIG COLLIER",1
04:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:11,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",1
04:10,,,,,"STEAL  by II,ROD CUMMINGS",,,"STEAL  by II,ROD CUMMINGS",1
04:07,,,,,"MISS JUMPER by II,CRAIG COLLIER",,,"MISS JUMPER by II,CRAIG COLLIER",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
03:52,"GOOD JUMPER by RING,NOAH",28 (+3),,25,,CENTRE 28-25 (-3),,"GOOD JUMPER by RING,NOAH",1
03:43,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",1
03:43,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:43,,28 (+2),,26,"GOOD FT by STANLEY,SETH",HENDRIX 28-26 (-2),,"GOOD FT by STANLEY,SETH",1
03:43,,28 (+1),,27,"GOOD FT by STANLEY,SETH",HENDRIX 28-27 (-1),,"GOOD FT by STANLEY,SETH",1
03:43,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
03:43,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
03:43,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
03:43,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
03:43,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",1
03:43,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",1
03:18,"GOOD JUMPER by WELLS,GAGE",30 (+3),,27,,CENTRE 30-27 (-3),,"GOOD JUMPER by WELLS,GAGE",1
02:59,,,,,"MISS 3PTR by II,CRAIG COLLIER",,,"MISS 3PTR by II,CRAIG COLLIER",1
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",1
02:54,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",1
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",1
02:53,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",1
02:53,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",1
02:53,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
02:40,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",1
02:40,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:40,"GOOD FT by MOORE,CHEZ",31 (+4),,27,,CENTRE 31-27 (-4),,"GOOD FT by MOORE,CHEZ",1
02:17,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",1
02:17,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",1
02:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:06,,,,,"FOUL  by II,CRAIG COLLIER",,,"FOUL  by II,CRAIG COLLIER",1
02:06,"GOOD FT by CRUMP,DAWSON",32 (+5),,27,,CENTRE 32-27 (-5),,"GOOD FT by CRUMP,DAWSON",1
02:06,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
02:06,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
02:06,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
02:06,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",1
02:06,,,,,"SUB OUT by II,CRAIG COLLIER",,,"SUB OUT by II,CRAIG COLLIER",1
01:37,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",1
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",1
01:29,"GOOD 3PTR by WILLIAMS,JALEN",35 (+8),,27,,CENTRE 35-27 (-8),,"GOOD 3PTR by WILLIAMS,JALEN",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
01:13,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",1
01:13,"STEAL  by KNOCHELMANN,PETE",,,,,,,"STEAL  by KNOCHELMANN,PETE",1
01:13,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
01:13,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
01:13,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
01:13,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
01:02,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
01:02,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
01:02,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
01:02,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
