Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:04,,,,,"MISS FT by GARRIDO,BRANDAN",,,"MISS FT by GARRIDO,BRANDAN",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
16:35,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
16:28,,3,,4 (+1),"GOOD LAYUP by GARRIDO,BRANDAN(fastbreak)(in the paint)",BSC 3-4 (-1),,"GOOD LAYUP by GARRIDO,BRANDAN(fastbreak)(in the paint)",1
16:09,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
15:53,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
15:53,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
15:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:53,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
15:53,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
15:53,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
15:53,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
15:53,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",1
15:53,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
15:53,,,,,"SUB IN by ,BRUCE BRIGHT JR",,,"SUB IN by ,BRUCE BRIGHT JR",1
15:53,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
15:53,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
15:53,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
15:53,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
15:53,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
15:35,"GOOD JUMPER by STANLEY,SETH(in the paint)",5 (+1),,4,,HENDRIX 5-4 (+1),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
15:27,,,,,"MISS JUMPER by CHILDERS,JOSH",,,"MISS JUMPER by CHILDERS,JOSH",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
15:20,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",1
--,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",,,"REBOUND DEF by ,BRUCE BRIGHT JR",1
15:12,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
15:07,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",1
15:07,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
15:07,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
15:07,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
14:59,,5,,7 (+2),"GOOD 3PTR by GLOVER,CAMERON",BSC 5-7 (-2),,"GOOD 3PTR by GLOVER,CAMERON",1
14:46,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
14:46,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:46,"GOOD FT by STANLEY,SETH",6,,7 (+1),,HENDRIX 6-7 (-1),,"GOOD FT by STANLEY,SETH",1
14:46,"SUB IN by II,CRAIG COLLIER",,,,,,,"SUB IN by II,CRAIG COLLIER",1
14:46,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",1
14:29,,6,,9 (+3),"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",BSC 6-9 (-3),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",1
14:06,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",8,,9 (+1),,HENDRIX 8-9 (-1),,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
13:53,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",1
13:53,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",1
13:46,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",10 (+1),,9,,HENDRIX 10-9 (+1),,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
13:34,,10,,11 (+1),"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",BSC 10-11 (-1),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",1
13:30,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",1
13:30,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
13:13,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
13:13,"GOOD FT by STANLEY,SETH",11,,11,,HENDRIX 11-11 (0),,"GOOD FT by STANLEY,SETH",1
13:13,"GOOD FT by STANLEY,SETH",12 (+1),,11,,HENDRIX 12-11 (+1),,"GOOD FT by STANLEY,SETH",1
13:13,"GOOD FT by STANLEY,SETH",13 (+2),,11,,HENDRIX 13-11 (+2),,"GOOD FT by STANLEY,SETH",1
13:00,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",1
--,"REBOUND DEF by JOHNSON,DAMECKO",,,,,,,"REBOUND DEF by JOHNSON,DAMECKO",1
12:48,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",1
12:48,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
12:48,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
12:38,"GOOD JUMPER by II,CRAIG COLLIER",15 (+4),,11,,HENDRIX 15-11 (+4),,"GOOD JUMPER by II,CRAIG COLLIER",1
12:26,,15 (+1),,14,"GOOD 3PTR by GLOVER,CAMERON",BSC 15-14 (+1),,"GOOD 3PTR by GLOVER,CAMERON",1
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",1
12:09,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
12:00,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND DEF by JOHNSON,DAMECKO",,,,,,,"REBOUND DEF by JOHNSON,DAMECKO",1
11:42,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
11:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:42,"MISS FT by JOHNSON,DAMECKO",,,,,,,"MISS FT by JOHNSON,DAMECKO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:42,"GOOD FT by JOHNSON,DAMECKO",16 (+2),,14,,HENDRIX 16-14 (+2),,"GOOD FT by JOHNSON,DAMECKO",1
11:31,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
11:31,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
11:31,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
11:31,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
11:31,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
11:31,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
11:31,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
11:31,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
11:31,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
11:31,,,,,"SUB OUT by ,BRUCE BRIGHT JR",,,"SUB OUT by ,BRUCE BRIGHT JR",1
11:30,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
11:30,"STEAL  by II,CRAIG COLLIER",,,,,,,"STEAL  by II,CRAIG COLLIER",1
11:24,"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",18 (+4),,14,,HENDRIX 18-14 (+4),,"GOOD LAYUP by II,CRAIG COLLIER(in the paint)",1
11:12,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
11:12,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
11:12,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
11:12,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
10:50,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",1
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",1
10:45,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
10:35,"FOUL  by II,CRAIG COLLIER",,,,,,,"FOUL  by II,CRAIG COLLIER",1
10:35,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
10:35,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",1
10:35,"SUB OUT by II,CRAIG COLLIER",,,,,,,"SUB OUT by II,CRAIG COLLIER",1
10:35,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",1
10:29,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
10:29,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",1
10:24,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",20 (+6),,14,,HENDRIX 20-14 (+6),,"GOOD LAYUP by JOHNSON,DAMECKO(fastbreak)(in the paint)",1
10:11,,20 (+4),,16,"GOOD JUMPER by GONDA,MATT(in the paint)",BSC 20-16 (+4),,"GOOD JUMPER by GONDA,MATT(in the paint)",1
09:59,"GOOD 3PTR by JOHNSON,DAMECKO",23 (+7),,16,,HENDRIX 23-16 (+7),,"GOOD 3PTR by JOHNSON,DAMECKO",1
09:53,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",1
09:40,"MISS 3PTR by JOHNSON,DAMECKO",,,,,,,"MISS 3PTR by JOHNSON,DAMECKO",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
09:33,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",1
09:33,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
09:33,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",1
09:25,,23 (+5),,18,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 23-18 (+5),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",1
09:12,"GOOD LAYUP by FITCH,CARL(in the paint)",25 (+7),,18,,HENDRIX 25-18 (+7),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
09:12,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
09:12,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",1
09:12,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
09:12,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
08:58,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
08:58,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",1
08:49,"GOOD JUMPER by STANLEY,SETH(in the paint)",27 (+9),,18,,HENDRIX 27-18 (+9),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
08:21,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
08:14,,,,,"MISS JUMPER by CHILDERS,JOSH",,,"MISS JUMPER by CHILDERS,JOSH",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
07:59,"MISS JUMPER by JOHNSON,DAMECKO",,,,,,,"MISS JUMPER by JOHNSON,DAMECKO",1
07:59,,,,,"BLOCK  by SPENCE,BEN",,,"BLOCK  by SPENCE,BEN",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
07:53,,,,,"MISS JUMPER by SIGLER,EVAN",,,"MISS JUMPER by SIGLER,EVAN",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
07:33,"GOOD JUMPER by STANLEY,SETH(in the paint)",29 (+11),,18,,HENDRIX 29-18 (+11),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
07:33,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,1
07:33,,,,,FOUL  by TEAM,,,FOUL  by TEAM,1
07:33,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
07:33,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:33,"GOOD FT by STANLEY,SETH",30 (+12),,18,,HENDRIX 30-18 (+12),,"GOOD FT by STANLEY,SETH",1
07:19,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",1
07:19,"STEAL  by II,CRAIG COLLIER",,,,,,,"STEAL  by II,CRAIG COLLIER",1
07:11,"GOOD LAYUP by STANLEY,SETH(in the paint)",32 (+14),,18,,HENDRIX 32-18 (+14),,"GOOD LAYUP by STANLEY,SETH(in the paint)",1
07:08,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",1
07:08,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
07:08,,32 (+11),,21,"GOOD 3PTR by ,BRUCE BRIGHT JR",BSC 32-21 (+11),,"GOOD 3PTR by ,BRUCE BRIGHT JR",1
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",1
06:53,"MISS JUMPER by II,CRAIG COLLIER",,,,,,,"MISS JUMPER by II,CRAIG COLLIER",1
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",1
06:46,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
06:46,,,,,"MISS FT by O'SULLIVAN,CONOR",,,"MISS FT by O'SULLIVAN,CONOR",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:46,,32 (+10),,22,"GOOD FT by O'SULLIVAN,CONOR(fastbreak)",BSC 32-22 (+10),,"GOOD FT by O'SULLIVAN,CONOR(fastbreak)",1
06:46,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
06:46,"SUB IN by II,CRAIG COLLIER",,,,,,,"SUB IN by II,CRAIG COLLIER",1
06:46,"SUB OUT by JOHNSON,DAMECKO",,,,,,,"SUB OUT by JOHNSON,DAMECKO",1
06:46,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
06:46,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
06:46,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",1
06:46,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
06:46,,,,,"SUB IN by ,BRUCE BRIGHT JR",,,"SUB IN by ,BRUCE BRIGHT JR",1
06:46,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
06:46,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
06:46,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
06:46,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
06:38,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",1
06:38,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",1
--,,,,,"REBOUND DEF by GLOVER,CAMERON",,,"REBOUND DEF by GLOVER,CAMERON",1
06:31,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",1
06:31,"STEAL  by II,CRAIG COLLIER",,,,,,,"STEAL  by II,CRAIG COLLIER",1
06:26,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",34 (+12),,22,,HENDRIX 34-22 (+12),,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
05:13,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",1
05:13,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",1
05:11,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",1
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",1
05:10,"GOOD LAYUP by CONRAD,ALEX(in the paint)",36 (+14),,22,,HENDRIX 36-22 (+14),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
05:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:08,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
05:08,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
05:08,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
05:08,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
05:08,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
05:08,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
05:08,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
05:08,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
05:08,,,,,"SUB OUT by ,BRUCE BRIGHT JR",,,"SUB OUT by ,BRUCE BRIGHT JR",1
05:08,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
04:58,,36 (+12),,24,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 36-24 (+12),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",1
04:46,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
04:46,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",1
04:38,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
04:24,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
04:24,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
04:24,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
04:03,,,,,"MISS JUMPER by GARRIDO,BRANDAN",,,"MISS JUMPER by GARRIDO,BRANDAN",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
03:53,"GOOD JUMPER by FITCH,CARL(in the paint)",38 (+14),,24,,HENDRIX 38-24 (+14),,"GOOD JUMPER by FITCH,CARL(in the paint)",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
03:45,,38 (+12),,26,"GOOD LAYUP by GARRIDO,BRANDAN(fastbreak)(in the paint)",BSC 38-26 (+12),,"GOOD LAYUP by GARRIDO,BRANDAN(fastbreak)(in the paint)",1
03:23,"GOOD JUMPER by FITCH,CARL",40 (+14),,26,,HENDRIX 40-26 (+14),,"GOOD JUMPER by FITCH,CARL",1
03:05,,,,,"MISS JUMPER by GARRIDO,BRANDAN",,,"MISS JUMPER by GARRIDO,BRANDAN",1
--,,,,,"REBOUND OFF by SPENCE,BEN",,,"REBOUND OFF by SPENCE,BEN",1
03:02,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",1
03:02,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:02,,40 (+13),,27,"GOOD FT by GARRIDO,BRANDAN",BSC 40-27 (+13),,"GOOD FT by GARRIDO,BRANDAN",1
03:02,,40 (+12),,28,"GOOD FT by GARRIDO,BRANDAN",BSC 40-28 (+12),,"GOOD FT by GARRIDO,BRANDAN",1
03:02,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",1
03:02,"SUB OUT by II,CRAIG COLLIER",,,,,,,"SUB OUT by II,CRAIG COLLIER",1
02:48,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",1
02:48,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",1
02:40,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",1
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",1
02:29,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",1
02:29,,,,,"BLOCK  by SIGLER,EVAN",,,"BLOCK  by SIGLER,EVAN",1
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",1
02:18,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
02:18,,,,,"MISS FT by SIGLER,EVAN",,,"MISS FT by SIGLER,EVAN",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
01:54,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
01:47,,40 (+9),,31,"GOOD 3PTR by GONDA,MATT(fastbreak)",BSC 40-31 (+9),,"GOOD 3PTR by GONDA,MATT(fastbreak)",1
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",1
