Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BERRY,Game Score,Team Indicator,Play,Period
00:01,,,,,"FOUL  by KRUEGER,JORDAN",,,"FOUL  by KRUEGER,JORDAN",1
00:01,"GOOD FT by JOHNSON,DAMECKO",32 (+3),,29,,HENDRIX 32-29 (+3),,"GOOD FT by JOHNSON,DAMECKO",1
00:01,"GOOD FT by JOHNSON,DAMECKO",33 (+4),,29,,HENDRIX 33-29 (+4),,"GOOD FT by JOHNSON,DAMECKO",1
00:01,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",1
00:01,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
19:45,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
19:27,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:15,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
18:55,,33 (+2),,31,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 33-31 (+2),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
18:33,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
18:24,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
18:13,,33,,33,"GOOD JUMPER by JOHNSON,MICAH(in the paint)",BERRY 33-33 (0),,"GOOD JUMPER by JOHNSON,MICAH(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,MICHAEL",,,"ASSIST  by JOHNSON,MICHAEL",2
17:56,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:41,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
17:34,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",2
--,"REBOUND DEF by II,ROD CUMMINGS",,,,,,,"REBOUND DEF by II,ROD CUMMINGS",2
17:28,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",35 (+2),,33,,HENDRIX 35-33 (+2),,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",2
17:28,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
17:28,"MISS FT by II,ROD CUMMINGS",,,,,,,"MISS FT by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
17:17,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
17:17,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
17:17,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
17:07,,35,,36 (+1),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 35-36 (-1),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",2
16:42,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",37 (+1),,36,,HENDRIX 37-36 (+1),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
16:24,,,,,"TURNOVER  by WEHUNT,DAWSON",,,"TURNOVER  by WEHUNT,DAWSON",2
16:05,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
--,,,,,"REBOUND DEF by WEHUNT,DAWSON",,,"REBOUND DEF by WEHUNT,DAWSON",2
15:58,,37,,38 (+1),"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",BERRY 37-38 (-1),,"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",2
15:47,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
15:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:47,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:47,"GOOD FT by STANLEY,SETH",38,,38,,HENDRIX 38-38 (0),,"GOOD FT by STANLEY,SETH",2
15:47,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
15:47,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
15:47,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",2
15:47,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
15:47,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
15:47,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
15:22,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
15:13,,38,,41 (+3),"GOOD 3PTR by HONROTH,OWEN",BERRY 38-41 (-3),,"GOOD 3PTR by HONROTH,OWEN",2
14:57,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
14:53,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by JOHNSON,DAMECKO",,,,,,,"REBOUND OFF by JOHNSON,DAMECKO",2
14:48,"MISS LAYUP by JOHNSON,DAMECKO",,,,,,,"MISS LAYUP by JOHNSON,DAMECKO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:42,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",2
14:42,"STEAL  by JOHNSON,DAMECKO",,,,,,,"STEAL  by JOHNSON,DAMECKO",2
14:11,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",2
14:05,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
14:05,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
13:52,,38,,44 (+6),"GOOD 3PTR by MBENOUN,ROB",BERRY 38-44 (-6),,"GOOD 3PTR by MBENOUN,ROB",2
--,,,,,"ASSIST  by JOHNSON,MICAH",,,"ASSIST  by JOHNSON,MICAH",2
13:41,"SUB IN by II,CRAIG COLLIER",,,,,,,"SUB IN by II,CRAIG COLLIER",2
13:41,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
13:41,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
13:41,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
13:25,"GOOD JUMPER by STANLEY,SETH(in the paint)",40,,44 (+4),,HENDRIX 40-44 (-4),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
13:06,,,,,"MISS LAYUP by BROOKS,AUSTIN",,,"MISS LAYUP by BROOKS,AUSTIN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
13:06,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
13:06,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
13:06,"SUB OUT by JOHNSON,DAMECKO",,,,,,,"SUB OUT by JOHNSON,DAMECKO",2
13:06,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
13:06,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
12:48,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
12:29,,,,,"TURNOVER  by MBENOUN,ROB",,,"TURNOVER  by MBENOUN,ROB",2
12:29,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
12:29,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
12:14,,,,,"FOUL  by MBENOUN,ROB",,,"FOUL  by MBENOUN,ROB",2
12:14,"GOOD FT by STANLEY,SETH",41,,44 (+3),,HENDRIX 41-44 (-3),,"GOOD FT by STANLEY,SETH",2
12:14,"GOOD FT by STANLEY,SETH",42,,44 (+2),,HENDRIX 42-44 (-2),,"GOOD FT by STANLEY,SETH",2
11:59,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
11:52,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
11:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:45,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
11:45,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
11:34,,,,,"MISS LAYUP by HONROTH,OWEN",,,"MISS LAYUP by HONROTH,OWEN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
11:24,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
10:59,,42,,46 (+4),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 42-46 (-4),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
10:59,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
10:59,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
10:59,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
10:59,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
10:59,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
10:59,,,,,"SUB OUT by MBENOUN,ROB",,,"SUB OUT by MBENOUN,ROB",2
10:43,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
10:34,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
10:12,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
10:12,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
10:12,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
10:07,,42,,49 (+7),"GOOD 3PTR by JONES,DREW",BERRY 42-49 (-7),,"GOOD 3PTR by JONES,DREW",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
09:47,"TURNOVER  by PHILLIP,ADAM",,,,,,,"TURNOVER  by PHILLIP,ADAM",2
09:34,,42,,51 (+9),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 42-51 (-9),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
09:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:07,"GOOD 3PTR by II,CRAIG COLLIER",45,,51 (+6),,HENDRIX 45-51 (-6),,"GOOD 3PTR by II,CRAIG COLLIER",2
--,"ASSIST  by PHILLIP,ADAM",,,,,,,"ASSIST  by PHILLIP,ADAM",2
08:41,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
08:30,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
08:15,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",2
08:15,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
08:15,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
08:07,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,"REBOUND DEF by PHILLIP,ADAM",,,,,,,"REBOUND DEF by PHILLIP,ADAM",2
07:58,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by COSTAS,RILEY",,,"REBOUND DEF by COSTAS,RILEY",2
07:42,,45,,53 (+8),"GOOD JUMPER by JONES,DREW(in the paint)",BERRY 45-53 (-8),,"GOOD JUMPER by JONES,DREW(in the paint)",2
07:21,"GOOD 3PTR by COMAN,SEAN",48,,53 (+5),,HENDRIX 48-53 (-5),,"GOOD 3PTR by COMAN,SEAN",2
06:57,,48,,56 (+8),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 48-56 (-8),,"GOOD 3PTR by JOHNSON,MICHAEL",2
06:45,"MISS 3PTR by II,CRAIG COLLIER",,,,,,,"MISS 3PTR by II,CRAIG COLLIER",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
06:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:35,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
06:35,"SUB OUT by II,CRAIG COLLIER",,,,,,,"SUB OUT by II,CRAIG COLLIER",2
06:35,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
06:35,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
06:18,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
06:14,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
06:14,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
05:55,"GOOD LAYUP by CONRAD,ALEX(in the paint)",50,,56 (+6),,HENDRIX 50-56 (-6),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,"ASSIST  by II,ROD CUMMINGS",,,,,,,"ASSIST  by II,ROD CUMMINGS",2
05:28,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
05:24,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:24,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:24,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
05:24,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
05:03,"MISS LAYUP by DEITHLOFF,TYLER",,,,,,,"MISS LAYUP by DEITHLOFF,TYLER",2
05:03,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
04:44,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
04:23,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
04:23,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
04:23,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
04:23,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
04:23,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
04:02,,50,,59 (+9),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 50-59 (-9),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",2
03:45,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
03:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:45,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
03:45,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
03:45,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",2
03:45,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
03:42,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",2
03:42,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
03:35,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",52,,59 (+7),,HENDRIX 52-59 (-7),,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",2
03:16,,,,,"MISS LAYUP by ELLIS,CHASE",,,"MISS LAYUP by ELLIS,CHASE",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
03:13,,52,,61 (+9),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 52-61 (-9),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
03:01,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
03:01,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",2
--,"REBOUND OFF by II,ROD CUMMINGS",,,,,,,"REBOUND OFF by II,ROD CUMMINGS",2
02:55,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
02:51,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",54,,61 (+7),,HENDRIX 54-61 (-7),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
02:51,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
02:51,"MISS FT by DEITHLOFF,TYLER",,,,,,,"MISS FT by DEITHLOFF,TYLER",2
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",2
02:38,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
02:38,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:38,,54,,62 (+8),"GOOD FT by BROOKS,AUSTIN",BERRY 54-62 (-8),,"GOOD FT by BROOKS,AUSTIN",2
02:38,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
02:38,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
02:38,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
02:38,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
02:17,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
01:52,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
01:48,,54,,64 (+10),"GOOD LAYUP by ELLIS,CHASE(in the paint)",BERRY 54-64 (-10),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
01:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:44,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
01:44,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
01:35,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
01:31,"MISS JUMPER by DEITHLOFF,TYLER",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
01:06,,,,,"MISS 3PTR by JOHNSON,MICAH",,,"MISS 3PTR by JOHNSON,MICAH",2
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",2
01:02,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",2
00:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:45,"MISS LAYUP by II,ROD CUMMINGS",,,,,,,"MISS LAYUP by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",2
00:40,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",2
00:40,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",2
00:40,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
00:40,"GOOD FT by CONRAD,ALEX(fastbreak)",55,,64 (+9),,HENDRIX 55-64 (-9),,"GOOD FT by CONRAD,ALEX(fastbreak)",2
00:40,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
00:40,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
00:40,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
00:39,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",2
00:39,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
00:39,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
00:38,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",2
00:38,,55,,65 (+10),"GOOD FT by JOHNSON,MICAH(fastbreak)",BERRY 55-65 (-10),,"GOOD FT by JOHNSON,MICAH(fastbreak)",2
00:38,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
00:38,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
00:38,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
00:38,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
00:36,,55,,66 (+11),"GOOD FT by JOHNSON,MICAH(fastbreak)",BERRY 55-66 (-11),,"GOOD FT by JOHNSON,MICAH(fastbreak)",2
00:24,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
