Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BERRY,Game Score,Team Indicator,Play,Period
19:42,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
19:35,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
19:26,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",1
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",1
19:04,,0,,2 (+2),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 0-2 (-2),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
18:46,"GOOD JUMPER by PARKS,JACKSON",2,,2,,HENDRIX 2-2 (0),,"GOOD JUMPER by PARKS,JACKSON",1
18:18,,2,,4 (+2),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 2-4 (-2),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
17:55,"GOOD LAYUP by FITCH,CARL(in the paint)",4,,4,,HENDRIX 4-4 (0),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
17:41,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
17:21,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
17:15,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",1
17:15,,,,,"MISS FT by JOHNSON,MICHAEL",,,"MISS FT by JOHNSON,MICHAEL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
17:15,,,,,"MISS FT by JOHNSON,MICHAEL",,,"MISS FT by JOHNSON,MICHAEL",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
