,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:38,,,,,"MISS LAYUP by SAMUEL,JAMIL",,,"MISS LAYUP by SAMUEL,JAMIL",1,layup,missed,#25 east texas baptist,"samuel,jamil",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1178.0,#25 east texas baptist,1,0,0.0
1,1,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,--,,,,,"REBOUND OFF by THOMPSON,ERBY",,,"REBOUND OFF by THOMPSON,ERBY",1,offensive rebound,,#25 east texas baptist,"thompson,erby",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",,#25 east texas baptist,1,0,0.0
2,2,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:35,,0.0,,2.0,"GOOD LAYUP by THOMPSON,ERBY(in the paint)",ETBUM 0-2 (-2),,"GOOD LAYUP by THOMPSON,ERBY(in the paint)",1,layup,good,#25 east texas baptist,"thompson,erby",2.0,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1175.0,#25 east texas baptist,1,0,0.0
3,3,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:23,,0.0,,2.0,"FOUL  by THOMPSON,ERBY",,,"FOUL  by THOMPSON,ERBY",1,foul,,#25 east texas baptist,"thompson,erby",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1163.0,#25 east texas baptist,1,0,0.0
4,4,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:23,"GOOD FT by ALDOUS,HANK",1.0,,2.0,,HC 1-2 (-1),,"GOOD FT by ALDOUS,HANK",1,free throw,good,hendrix,"aldous,hank",1.0,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1163.0,#25 east texas baptist,1,0,0.0
5,5,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:23,"GOOD FT by ALDOUS,HANK",2.0,,2.0,,HC 2-2 (0),,"GOOD FT by ALDOUS,HANK",1,free throw,good,hendrix,"aldous,hank",1.0,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1163.0,#25 east texas baptist,1,0,0.0
6,6,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,19:14,,2.0,,2.0,"MISS 3PTR by FELICIA,JUSTIN",,,"MISS 3PTR by FELICIA,JUSTIN",1,three pointer,missed,#25 east texas baptist,"felicia,justin",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1154.0,#25 east texas baptist,1,0,0.0
7,7,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,--,"REBOUND DEF by OGLE,JOHN",2.0,,2.0,,,,"REBOUND DEF by OGLE,JOHN",1,defensive rebound,,hendrix,"ogle,john",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",,#25 east texas baptist,1,0,0.0
8,8,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,18:56,"MISS JUMPER by NIKOLOVSKI,DREW",2.0,,2.0,,,,"MISS JUMPER by NIKOLOVSKI,DREW",1,jumper,missed,hendrix,"nikolovski,drew",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",1136.0,hendrix,2,0,0.0
9,9,1407,#25 East Texas Baptist,Hendrix,0,59-79,"35,44","30,29",24-5,12-17,,,03/06/15,7:30 p.m.,,"Marshall, Texas (Ornelas Gym)",Win,2,False,1347,False,--,,2.0,,2.0,"REBOUND DEF by SAMUEL,JAMIL",,,"REBOUND DEF by SAMUEL,JAMIL",1,defensive rebound,,#25 east texas baptist,"samuel,jamil",,"['vance,luke', 'aldous,hank', 'ogle,john', 'gumm,gabe', 'nikolovski,drew']","['augustine,dylan', 'mitchell,junior', 'samuel,jamil', 'felicia,justin', 'thompson,erby']",,hendrix,2,0,0.0
