Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
15:53,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
15:53,,,,,"SUB OUT by WRIGHT,JAKE",,,"SUB OUT by WRIGHT,JAKE",2
15:47,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
15:32,,,,,"MISS LAYUP by BRUCE,DEVAN",,,"MISS LAYUP by BRUCE,DEVAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
15:23,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by BRUCE,DEVAN",,,"REBOUND DEF by BRUCE,DEVAN",2
15:17,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
15:04,"MISS LAYUP by LOPEZ,COLLIN",,,,,,,"MISS LAYUP by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
14:40,,,,,"TURNOVER  by WHALEN,MAC",,,"TURNOVER  by WHALEN,MAC",2
14:39,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
14:33,"GOOD 3PTR by ELLIS,BRYON",40 (+15),,25,,CENTRE_M 40-25 (+15),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
14:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:25,"SUB IN by HERTZEL,HOLDEN",,,,,,,"SUB IN by HERTZEL,HOLDEN",2
14:25,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
14:15,,40 (+13),,27,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",BCM 40-27 (+13),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
14:15,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
14:13,,40 (+12),,28,"GOOD FT by ABRAMS,JONATHAN",BCM 40-28 (+12),,"GOOD FT by ABRAMS,JONATHAN",2
13:52,"GOOD 3PTR by SCINTA,BLAKE",43 (+15),,28,,CENTRE_M 43-28 (+15),,"GOOD 3PTR by SCINTA,BLAKE",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
13:39,,43 (+13),,30,"GOOD LAYUP by BRUCE,DEVAN(in the paint)",BCM 43-30 (+13),,"GOOD LAYUP by BRUCE,DEVAN(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
13:29,"TURNOVER  by LOPEZ,COLLIN",,,,,,,"TURNOVER  by LOPEZ,COLLIN",2
13:26,,,,,"STEAL  by BRUCE,DEVAN",,,"STEAL  by BRUCE,DEVAN",2
13:23,,,,,"MISS DUNK by BRUCE,DEVAN",,,"MISS DUNK by BRUCE,DEVAN",2
--,,,,,"REBOUND OFF by WHALEN,MAC",,,"REBOUND OFF by WHALEN,MAC",2
13:18,,,,,"MISS 3PTR by ABRAMS,JONATHAN",,,"MISS 3PTR by ABRAMS,JONATHAN",2
--,,,,,"REBOUND OFF by SMOAK,HUNTER",,,"REBOUND OFF by SMOAK,HUNTER",2
13:15,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
13:15,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
13:15,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
13:15,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
13:15,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
13:15,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
13:15,"SUB OUT by HERTZEL,HOLDEN",,,,,,,"SUB OUT by HERTZEL,HOLDEN",2
13:15,,,,,"SUB IN by TEEMS,JORDAN",,,"SUB IN by TEEMS,JORDAN",2
13:15,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
13:05,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
13:05,,43 (+12),,31,"GOOD FT by ABRAMS,JONATHAN",BCM 43-31 (+12),,"GOOD FT by ABRAMS,JONATHAN",2
13:05,,43 (+11),,32,"GOOD FT by ABRAMS,JONATHAN",BCM 43-32 (+11),,"GOOD FT by ABRAMS,JONATHAN",2
12:51,"GOOD LAYUP by WESLEY,TYLER(in the paint)",45 (+13),,32,,CENTRE_M 45-32 (+13),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
12:17,,,,,"MISS 3PTR by TEEMS,JORDAN",,,"MISS 3PTR by TEEMS,JORDAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
12:07,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
12:06,,,,,"STEAL  by TEEMS,JORDAN",,,"STEAL  by TEEMS,JORDAN",2
11:54,,45 (+11),,34,"GOOD JUMPER by SMOAK,HUNTER",BCM 45-34 (+11),,"GOOD JUMPER by SMOAK,HUNTER",2
11:17,"GOOD JUMPER by SCINTA,BLAKE",47 (+13),,34,,CENTRE_M 47-34 (+13),,"GOOD JUMPER by SCINTA,BLAKE",2
10:53,,,,,"MISS 3PTR by TEEMS,JORDAN",,,"MISS 3PTR by TEEMS,JORDAN",2
--,,,,,"REBOUND OFF by BRUCE,DEVAN",,,"REBOUND OFF by BRUCE,DEVAN",2
10:49,,,,,"MISS LAYUP by BRUCE,DEVAN",,,"MISS LAYUP by BRUCE,DEVAN",2
--,,,,,"REBOUND OFF by HOWARD,MAC",,,"REBOUND OFF by HOWARD,MAC",2
10:34,,,,,"MISS JUMPER by HOWARD,MAC",,,"MISS JUMPER by HOWARD,MAC",2
10:34,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by GRIGGS,MATT",,,,,,,"REBOUND DEF by GRIGGS,MATT",2
10:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:31,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
10:31,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
10:31,,,,,"SUB IN by WHALEN,MAC",,,"SUB IN by WHALEN,MAC",2
10:31,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
10:31,,,,,"SUB OUT by ABRAMS,JONATHAN",,,"SUB OUT by ABRAMS,JONATHAN",2
10:31,,,,,"SUB OUT by HOWARD,MAC",,,"SUB OUT by HOWARD,MAC",2
10:07,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
10:07,,,,,"BLOCK  by BRUCE,DEVAN",,,"BLOCK  by BRUCE,DEVAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:01,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by BRUCE,DEVAN",,,"REBOUND DEF by BRUCE,DEVAN",2
09:45,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
09:45,,47 (+12),,35,"GOOD FT by WHALEN,MAC",BCM 47-35 (+12),,"GOOD FT by WHALEN,MAC",2
09:45,,47 (+11),,36,"GOOD FT by WHALEN,MAC",BCM 47-36 (+11),,"GOOD FT by WHALEN,MAC",2
09:45,,47 (+10),,37,"GOOD FT by WHALEN,MAC",BCM 47-37 (+10),,"GOOD FT by WHALEN,MAC",2
09:45,,,,,"SUB IN by MARSH,CODY",,,"SUB IN by MARSH,CODY",2
09:45,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
09:26,,,,,"FOUL  by MARSH,CODY",,,"FOUL  by MARSH,CODY",2
09:26,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:26,"GOOD FT by WESLEY,TYLER",48 (+11),,37,,CENTRE_M 48-37 (+11),,"GOOD FT by WESLEY,TYLER",2
09:26,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
09:26,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
09:08,,,,,"MISS LAYUP by BRUCE,DEVAN",,,"MISS LAYUP by BRUCE,DEVAN",2
09:08,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:51,,,,,"MISS JUMPER by SMOAK,HUNTER",,,"MISS JUMPER by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by TEEMS,JORDAN",,,"REBOUND OFF by TEEMS,JORDAN",2
08:35,,,,,"TURNOVER  by TEEMS,JORDAN",,,"TURNOVER  by TEEMS,JORDAN",2
08:33,"STEAL  by ELLIS,BRYON",,,,,,,"STEAL  by ELLIS,BRYON",2
08:29,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",50 (+13),,37,,CENTRE_M 50-37 (+13),,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",2
--,"ASSIST  by ELLIS,BRYON",,,,,,,"ASSIST  by ELLIS,BRYON",2
08:17,,50 (+11),,39,"GOOD LAYUP by WHALEN,MAC(in the paint)",BCM 50-39 (+11),,"GOOD LAYUP by WHALEN,MAC(in the paint)",2
--,,,,,"ASSIST  by TEEMS,JORDAN",,,"ASSIST  by TEEMS,JORDAN",2
08:05,"MISS LAYUP by TAYLOR,CHRIS",,,,,,,"MISS LAYUP by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by BRUCE,DEVAN",,,"REBOUND DEF by BRUCE,DEVAN",2
07:53,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,,,,,"REBOUND OFF by WHALEN,MAC",,,"REBOUND OFF by WHALEN,MAC",2
07:52,,50 (+10),,40,"GOOD FT by WHALEN,MAC",BCM 50-40 (+10),,"GOOD FT by WHALEN,MAC",2
07:50,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
07:50,,50 (+9),,41,"GOOD FT by WHALEN,MAC",BCM 50-41 (+9),,"GOOD FT by WHALEN,MAC",2
07:50,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
07:50,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
07:50,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
07:50,,,,,"SUB IN by ABRAMS,JONATHAN",,,"SUB IN by ABRAMS,JONATHAN",2
07:50,,,,,"SUB IN by HOWARD,MAC",,,"SUB IN by HOWARD,MAC",2
07:50,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
07:50,,,,,"SUB OUT by TEEMS,JORDAN",,,"SUB OUT by TEEMS,JORDAN",2
07:50,,,,,"SUB OUT by BRUCE,DEVAN",,,"SUB OUT by BRUCE,DEVAN",2
07:36,"TURNOVER  by ELLIS,BRYON",,,,,,,"TURNOVER  by ELLIS,BRYON",2
07:35,,,,,"STEAL  by MARSH,CODY",,,"STEAL  by MARSH,CODY",2
07:22,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
07:22,,50 (+8),,42,"GOOD FT by ABRAMS,JONATHAN",BCM 50-42 (+8),,"GOOD FT by ABRAMS,JONATHAN",2
07:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:22,,,,,"MISS FT by ABRAMS,JONATHAN",,,"MISS FT by ABRAMS,JONATHAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
07:22,,,,,"SUB IN by WRIGHT,JAKE",,,"SUB IN by WRIGHT,JAKE",2
07:22,,,,,"SUB OUT by MARSH,CODY",,,"SUB OUT by MARSH,CODY",2
06:54,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
06:53,,,,,"FOUL  by WRIGHT,JAKE",,,"FOUL  by WRIGHT,JAKE",2
06:53,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
06:53,,,,,"SUB OUT by WRIGHT,JAKE",,,"SUB OUT by WRIGHT,JAKE",2
06:43,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",52 (+10),,42,,CENTRE_M 52-42 (+10),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
06:25,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
06:25,,52 (+9),,43,"GOOD FT by MCCLOUD,LEE",BCM 52-43 (+9),,"GOOD FT by MCCLOUD,LEE",2
06:25,,52 (+8),,44,"GOOD FT by MCCLOUD,LEE",BCM 52-44 (+8),,"GOOD FT by MCCLOUD,LEE",2
06:25,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
06:25,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
06:09,"GOOD 3PTR by SCINTA,BLAKE",55 (+11),,44,,CENTRE_M 55-44 (+11),,"GOOD 3PTR by SCINTA,BLAKE",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
05:53,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
05:46,"MISS LAYUP by ELLIS,BRYON",,,,,,,"MISS LAYUP by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
05:28,,,,,"MISS JUMPER by ABRAMS,JONATHAN",,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
05:27,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
05:27,,,,,"SUB OUT by ABRAMS,JONATHAN",,,"SUB OUT by ABRAMS,JONATHAN",2
05:08,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by HOWARD,MAC",,,"REBOUND DEF by HOWARD,MAC",2
04:56,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
04:56,,55 (+10),,45,"GOOD FT by WHALEN,MAC",BCM 55-45 (+10),,"GOOD FT by WHALEN,MAC",2
04:56,,55 (+9),,46,"GOOD FT by WHALEN,MAC",BCM 55-46 (+9),,"GOOD FT by WHALEN,MAC",2
04:18,"MISS JUMPER by LOPEZ,COLLIN",,,,,,,"MISS JUMPER by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
04:09,,,,,"MISS LAYUP by HOWARD,MAC",,,"MISS LAYUP by HOWARD,MAC",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
04:05,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
04:05,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
04:05,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
03:47,"GOOD DUNK by SCINTA,BLAKE(in the paint)",57 (+11),,46,,CENTRE_M 57-46 (+11),,"GOOD DUNK by SCINTA,BLAKE(in the paint)",2
03:16,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
03:03,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
03:03,"GOOD FT by SCINTA,BLAKE",58 (+12),,46,,CENTRE_M 58-46 (+12),,"GOOD FT by SCINTA,BLAKE",2
03:03,"GOOD FT by SCINTA,BLAKE",59 (+13),,46,,CENTRE_M 59-46 (+13),,"GOOD FT by SCINTA,BLAKE",2
02:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:49,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
02:48,,59 (+12),,47,"GOOD FT by WHALEN,MAC",BCM 59-47 (+12),,"GOOD FT by WHALEN,MAC",2
02:48,,59 (+11),,48,"GOOD FT by WHALEN,MAC",BCM 59-48 (+11),,"GOOD FT by WHALEN,MAC",2
02:48,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
02:48,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
02:48,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
02:48,,,,,"SUB IN by ABRAMS,JONATHAN",,,"SUB IN by ABRAMS,JONATHAN",2
02:48,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
02:23,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
02:23,"GOOD FT by SCINTA,BLAKE",60 (+12),,48,,CENTRE_M 60-48 (+12),,"GOOD FT by SCINTA,BLAKE",2
02:23,"GOOD FT by SCINTA,BLAKE",61 (+13),,48,,CENTRE_M 61-48 (+13),,"GOOD FT by SCINTA,BLAKE",2
02:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:03,,,,,"MISS JUMPER by WHALEN,MAC",,,"MISS JUMPER by WHALEN,MAC",2
--,"REBOUND DEF by GRIGGS,MATT",,,,,,,"REBOUND DEF by GRIGGS,MATT",2
02:00,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
02:00,"GOOD FT by GRIGGS,MATT",62 (+14),,48,,CENTRE_M 62-48 (+14),,"GOOD FT by GRIGGS,MATT",2
02:00,"GOOD FT by GRIGGS,MATT",63 (+15),,48,,CENTRE_M 63-48 (+15),,"GOOD FT by GRIGGS,MATT",2
01:32,,63 (+12),,51,"GOOD 3PTR by ABRAMS,JONATHAN",BCM 63-51 (+12),,"GOOD 3PTR by ABRAMS,JONATHAN",2
01:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:19,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
01:19,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
01:11,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
01:11,"GOOD FT by TAYLOR,CHRIS",64 (+13),,51,,CENTRE_M 64-51 (+13),,"GOOD FT by TAYLOR,CHRIS",2
01:11,"GOOD FT by TAYLOR,CHRIS",65 (+14),,51,,CENTRE_M 65-51 (+14),,"GOOD FT by TAYLOR,CHRIS",2
01:05,,65 (+12),,53,"GOOD JUMPER by ABRAMS,JONATHAN(in the paint)",BCM 65-53 (+12),,"GOOD JUMPER by ABRAMS,JONATHAN(in the paint)",2
01:05,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
01:05,,65 (+11),,54,"GOOD FT by ABRAMS,JONATHAN",BCM 65-54 (+11),,"GOOD FT by ABRAMS,JONATHAN",2
01:05,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
01:05,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
01:05,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
01:05,,,,,"SUB OUT by ABRAMS,JONATHAN",,,"SUB OUT by ABRAMS,JONATHAN",2
00:59,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
00:59,"MISS FT by ELLIS,BRYON",,,,,,,"MISS FT by ELLIS,BRYON",2
00:59,"GOOD FT by ELLIS,BRYON",66 (+12),,54,,CENTRE_M 66-54 (+12),,"GOOD FT by ELLIS,BRYON",2
00:59,"GOOD FT by ELLIS,BRYON",67 (+13),,54,,CENTRE_M 67-54 (+13),,"GOOD FT by ELLIS,BRYON",2
00:46,,67 (+10),,57,"GOOD 3PTR by SMOAK,HUNTER",BCM 67-57 (+10),,"GOOD 3PTR by SMOAK,HUNTER",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
00:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:41,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
00:41,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
00:39,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
00:39,"GOOD FT by KARSNER,JOSH",68 (+11),,57,,CENTRE_M 68-57 (+11),,"GOOD FT by KARSNER,JOSH",2
00:39,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
00:23,,68 (+8),,60,"GOOD 3PTR by WHALEN,MAC",BCM 68-60 (+8),,"GOOD 3PTR by WHALEN,MAC",2
00:19,,,,,"FOUL  by HOWARD,MAC",,,"FOUL  by HOWARD,MAC",2
00:19,"GOOD FT by ELLIS,BRYON",69 (+9),,60,,CENTRE_M 69-60 (+9),,"GOOD FT by ELLIS,BRYON",2
00:19,"GOOD FT by ELLIS,BRYON",70 (+10),,60,,CENTRE_M 70-60 (+10),,"GOOD FT by ELLIS,BRYON",2
00:10,,,,,"MISS 3PTR by HOWARD,MAC",,,"MISS 3PTR by HOWARD,MAC",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:07,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
00:07,"GOOD FT by KARSNER,JOSH",71 (+11),,60,,CENTRE_M 71-60 (+11),,"GOOD FT by KARSNER,JOSH",2
00:07,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by SMOAK,HUNTER",,,"REBOUND DEF by SMOAK,HUNTER",2
00:07,"SUB IN by SAGRAVES,AUSTIN",,,,,,,"SUB IN by SAGRAVES,AUSTIN",2
00:07,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
00:00,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
