Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
19:33,,21,,40 (+19),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 21-40 (+19),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
19:09,"MISS 3PTR by MCCUBBIN,NATHAN",,,,,,,"MISS 3PTR by MCCUBBIN,NATHAN",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
18:58,,21,,43 (+22),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 21-43 (+22),,"GOOD 3PTR by ELLIS,BRYON",2
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",2
18:41,"GOOD LAYUP by PRIMM,COLTON(in the paint)",23,,43 (+20),,HC 23-43 (+20),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
18:21,,23,,45 (+22),"GOOD LAYUP by ELLIS,BRYON(in the paint)",CENTRE_M 23-45 (+22),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",2
17:55,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
17:47,,23,,48 (+25),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 23-48 (+25),,"GOOD 3PTR by ELLIS,BRYON",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
17:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:32,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
17:15,,23,,50 (+27),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 23-50 (+27),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
16:53,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
16:21,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
16:21,,23,,51 (+28),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 23-51 (+28),,"GOOD FT by WHITESIDE,DONOVAN",2
16:21,,23,,52 (+29),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 23-52 (+29),,"GOOD FT by WHITESIDE,DONOVAN",2
16:08,"GOOD 3PTR by RILEY,JAREN",26,,52 (+26),,HC 26-52 (+26),,"GOOD 3PTR by RILEY,JAREN",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
15:41,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,"REBOUND DEF by RILEY,JAREN",,,,,,,"REBOUND DEF by RILEY,JAREN",2
15:34,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
15:34,"SUB IN by GRAM,ANDY",,,,,,,"SUB IN by GRAM,ANDY",2
15:34,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
15:34,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
15:34,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
15:34,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
15:34,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:14,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
14:57,"GOOD JUMPER by RILEY,JAREN",28,,52 (+24),,HC 28-52 (+24),,"GOOD JUMPER by RILEY,JAREN",2
14:51,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",2
14:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:15,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
14:01,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
13:58,"FOUL  by GRAM,ANDY",,,,,,,"FOUL  by GRAM,ANDY",2
13:58,,28,,53 (+25),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 28-53 (+25),,"GOOD FT by WHITESIDE,DONOVAN",2
13:58,,28,,54 (+26),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 28-54 (+26),,"GOOD FT by WHITESIDE,DONOVAN",2
13:58,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
13:58,"SUB OUT by GRAM,ANDY",,,,,,,"SUB OUT by GRAM,ANDY",2
13:37,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
13:34,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
13:34,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
13:34,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
13:14,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
13:13,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
13:10,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
13:10,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
12:54,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
12:54,,28,,55 (+27),"GOOD FT by WESLEY,TYLER",CENTRE_M 28-55 (+27),,"GOOD FT by WESLEY,TYLER",2
12:54,,28,,56 (+28),"GOOD FT by WESLEY,TYLER",CENTRE_M 28-56 (+28),,"GOOD FT by WESLEY,TYLER",2
12:54,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
12:54,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
12:54,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
12:54,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
12:54,,,,,"SUB IN by HERTZEL,HOLDEN",,,"SUB IN by HERTZEL,HOLDEN",2
12:54,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
12:54,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
12:54,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
12:44,"TURNOVER  by MCCUBBIN,NATHAN",,,,,,,"TURNOVER  by MCCUBBIN,NATHAN",2
12:27,,28,,58 (+30),"GOOD JUMPER by HERTZEL,HOLDEN",CENTRE_M 28-58 (+30),,"GOOD JUMPER by HERTZEL,HOLDEN",2
12:11,"MISS LAYUP by SHERIDAN,DAYTON",,,,,,,"MISS LAYUP by SHERIDAN,DAYTON",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
11:38,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
11:26,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
11:14,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
11:13,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
11:03,"MISS 3PTR by BARRETT,JORDAN",,,,,,,"MISS 3PTR by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
10:51,,,,,"FOUL  by HERTZEL,HOLDEN",,,"FOUL  by HERTZEL,HOLDEN",2
10:51,,,,,"TURNOVER  by HERTZEL,HOLDEN",,,"TURNOVER  by HERTZEL,HOLDEN",2
10:51,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
10:51,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
10:51,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:51,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
10:51,,,,,"SUB OUT by HERTZEL,HOLDEN",,,"SUB OUT by HERTZEL,HOLDEN",2
10:51,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
10:25,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
10:23,"GOOD JUMPER by RILEY,JAREN",30,,58 (+28),,HC 30-58 (+28),,"GOOD JUMPER by RILEY,JAREN",2
10:04,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by RILEY,JAREN",,,,,,,"REBOUND DEF by RILEY,JAREN",2
09:43,"GOOD JUMPER by ROLAND,WILL",32,,58 (+26),,HC 32-58 (+26),,"GOOD JUMPER by ROLAND,WILL",2
09:25,,32,,61 (+29),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 32-61 (+29),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
09:04,"MISS 3PTR by MCCUBBIN,NATHAN",,,,,,,"MISS 3PTR by MCCUBBIN,NATHAN",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
08:45,,32,,64 (+32),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 32-64 (+32),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",2
08:26,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
08:26,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
08:26,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
08:24,"GOOD JUMPER by ROLAND,WILL",34,,64 (+30),,HC 34-64 (+30),,"GOOD JUMPER by ROLAND,WILL",2
07:49,,34,,66 (+32),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 34-66 (+32),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by SAGRAVES,AUSTIN",,,"ASSIST  by SAGRAVES,AUSTIN",2
07:34,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
07:24,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
07:24,"BLOCK  by BARRETT,JORDAN",,,,,,,"BLOCK  by BARRETT,JORDAN",2
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",2
07:16,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",36,,66 (+30),,HC 36-66 (+30),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
07:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:14,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",2
07:14,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",2
07:14,"SUB OUT by SHERIDAN,DAYTON",,,,,,,"SUB OUT by SHERIDAN,DAYTON",2
07:14,"SUB OUT by ROLAND,WILL",,,,,,,"SUB OUT by ROLAND,WILL",2
07:14,,,,,"SUB IN by HERTZEL,HOLDEN",,,"SUB IN by HERTZEL,HOLDEN",2
07:14,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
07:14,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
07:14,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:55,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:34,,,,,"MISS LAYUP by HERTZEL,HOLDEN",,,"MISS LAYUP by HERTZEL,HOLDEN",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
06:17,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
06:17,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:17,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
06:05,,36,,69 (+33),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 36-69 (+33),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
05:50,"GOOD 3PTR by MCCUBBIN,NATHAN",39,,69 (+30),,HC 39-69 (+30),,"GOOD 3PTR by MCCUBBIN,NATHAN",2
--,"ASSIST  by BARRETT,JORDAN",,,,,,,"ASSIST  by BARRETT,JORDAN",2
05:30,,,,,"TURNOVER  by HERTZEL,HOLDEN",,,"TURNOVER  by HERTZEL,HOLDEN",2
05:30,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
05:30,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
05:30,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
05:30,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
05:20,,,,,"FOUL  by SAGRAVES,AUSTIN",,,"FOUL  by SAGRAVES,AUSTIN",2
05:20,"GOOD FT by BARRETT,JORDAN",40,,69 (+29),,HC 40-69 (+29),,"GOOD FT by BARRETT,JORDAN",2
05:20,"GOOD FT by BARRETT,JORDAN",41,,69 (+28),,HC 41-69 (+28),,"GOOD FT by BARRETT,JORDAN",2
04:55,,41,,71 (+30),"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",CENTRE_M 41-71 (+30),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
04:40,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
04:38,,,,,"STEAL  by HERTZEL,HOLDEN",,,"STEAL  by HERTZEL,HOLDEN",2
04:26,,,,,"TURNOVER  by SAGRAVES,AUSTIN",,,"TURNOVER  by SAGRAVES,AUSTIN",2
04:24,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
04:20,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
04:20,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
04:20,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
04:20,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
04:20,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
04:00,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
03:53,"MISS 3PTR by RILEY,JAREN",,,,,,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND DEF by SAGRAVES,AUSTIN",,,"REBOUND DEF by SAGRAVES,AUSTIN",2
03:21,,41,,73 (+32),"GOOD JUMPER by HERTZEL,HOLDEN",CENTRE_M 41-73 (+32),,"GOOD JUMPER by HERTZEL,HOLDEN",2
--,,,,,"ASSIST  by NEWSOME,TAYLOR",,,"ASSIST  by NEWSOME,TAYLOR",2
03:04,"TURNOVER  by MCCUBBIN,NATHAN",,,,,,,"TURNOVER  by MCCUBBIN,NATHAN",2
03:03,,,,,"STEAL  by HERTZEL,HOLDEN",,,"STEAL  by HERTZEL,HOLDEN",2
02:45,,41,,75 (+34),"GOOD LAYUP by HERTZEL,HOLDEN(in the paint)",CENTRE_M 41-75 (+34),,"GOOD LAYUP by HERTZEL,HOLDEN(in the paint)",2
02:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:43,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
02:43,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
02:43,"SUB IN by WUICH,PRESTON",,,,,,,"SUB IN by WUICH,PRESTON",2
02:43,"SUB IN by SHERIDAN,DAYTON",,,,,,,"SUB IN by SHERIDAN,DAYTON",2
02:43,"SUB OUT by MCCUBBIN,NATHAN",,,,,,,"SUB OUT by MCCUBBIN,NATHAN",2
02:43,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
02:43,"SUB OUT by RILEY,JAREN",,,,,,,"SUB OUT by RILEY,JAREN",2
02:43,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
02:43,,,,,"SUB IN by WRIGHT,SPENCER",,,"SUB IN by WRIGHT,SPENCER",2
02:43,,,,,"SUB IN by CAHALL,CALVIN",,,"SUB IN by CAHALL,CALVIN",2
02:43,,,,,"SUB OUT by HERTZEL,HOLDEN",,,"SUB OUT by HERTZEL,HOLDEN",2
02:33,"GOOD JUMPER by SHERIDAN,DAYTON",43,,75 (+32),,HC 43-75 (+32),,"GOOD JUMPER by SHERIDAN,DAYTON",2
02:05,,,,,"MISS 3PTR by SAGRAVES,AUSTIN",,,"MISS 3PTR by SAGRAVES,AUSTIN",2
--,"REBOUND DEF by SHERIDAN,DAYTON",,,,,,,"REBOUND DEF by SHERIDAN,DAYTON",2
02:00,,,,,"FOUL  by WRIGHT,SPENCER",,,"FOUL  by WRIGHT,SPENCER",2
01:51,"MISS 3PTR by ROLAND,WILL",,,,,,,"MISS 3PTR by ROLAND,WILL",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
01:39,,,,,"TURNOVER  by SAGRAVES,AUSTIN",,,"TURNOVER  by SAGRAVES,AUSTIN",2
01:31,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
01:28,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",2
01:23,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
01:19,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
01:18,,,,,"FOUL  by WRIGHT,SPENCER",,,"FOUL  by WRIGHT,SPENCER",2
01:18,"MISS FT by SHERIDAN,DAYTON",,,,,,,"MISS FT by SHERIDAN,DAYTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:18,"MISS FT by SHERIDAN,DAYTON",,,,,,,"MISS FT by SHERIDAN,DAYTON",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
01:03,,43,,78 (+35),"GOOD 3PTR by GEEGAN,MIKE",CENTRE_M 43-78 (+35),,"GOOD 3PTR by GEEGAN,MIKE",2
--,,,,,"ASSIST  by SAGRAVES,AUSTIN",,,"ASSIST  by SAGRAVES,AUSTIN",2
00:52,"MISS 3PTR by BARRETT,JORDAN",,,,,,,"MISS 3PTR by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by CAHALL,CALVIN",,,"REBOUND DEF by CAHALL,CALVIN",2
00:22,"FOUL  by ROLAND,WILL",,,,,,,"FOUL  by ROLAND,WILL",2
00:22,,43,,79 (+36),"GOOD FT by NEWSOME,TAYLOR",CENTRE_M 43-79 (+36),,"GOOD FT by NEWSOME,TAYLOR",2
00:22,,43,,80 (+37),"GOOD FT by NEWSOME,TAYLOR",CENTRE_M 43-80 (+37),,"GOOD FT by NEWSOME,TAYLOR",2
00:16,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND OFF by WUICH,PRESTON",,,,,,,"REBOUND OFF by WUICH,PRESTON",2
00:11,"TURNOVER  by WUICH,PRESTON",,,,,,,"TURNOVER  by WUICH,PRESTON",2
00:01,,,,,"STEAL  by NEWSOME,TAYLOR",,,"STEAL  by NEWSOME,TAYLOR",2
