Time Remaining,BRESCIA,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
18:41,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
18:40,"STEAL  by ROWE,HUNTER",,,,,,,"STEAL  by ROWE,HUNTER",2
18:37,"TURNOVER  by ROWE,HUNTER",,,,,,,"TURNOVER  by ROWE,HUNTER",2
18:35,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
18:21,"FOUL  by ROWE,HUNTER",,,,,,,"FOUL  by ROWE,HUNTER",2
18:21,,18,,32 (+14),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 18-32 (+14),,"GOOD FT by TAYLOR,CHRIS",2
18:21,,18,,33 (+15),"GOOD FT by TAYLOR,CHRIS",CENTRE_M 18-33 (+15),,"GOOD FT by TAYLOR,CHRIS",2
18:04,"MISS LAYUP by CHRISTIAN,MYRON",,,,,,,"MISS LAYUP by CHRISTIAN,MYRON",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
17:54,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
17:40,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,"REBOUND DEF by MORRIS,AUSTIN",,,,,,,"REBOUND DEF by MORRIS,AUSTIN",2
17:32,"MISS LAYUP by CHRISTIAN,MYRON",,,,,,,"MISS LAYUP by CHRISTIAN,MYRON",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
17:26,,18,,35 (+17),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 18-35 (+17),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
17:12,"MISS LAYUP by LANGLEY,JERMAIN",,,,,,,"MISS LAYUP by LANGLEY,JERMAIN",2
--,"REBOUND OFF by MORRIS,AUSTIN",,,,,,,"REBOUND OFF by MORRIS,AUSTIN",2
17:00,"MISS JUMPER by MORRIS,AUSTIN",,,,,,,"MISS JUMPER by MORRIS,AUSTIN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
16:36,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
--,"REBOUND DEF by ROWE,HUNTER",,,,,,,"REBOUND DEF by ROWE,HUNTER",2
16:11,"MISS JUMPER by MORRIS,AUSTIN",,,,,,,"MISS JUMPER by MORRIS,AUSTIN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
15:59,"FOUL  by WILGUS,KYLE",,,,,,,"FOUL  by WILGUS,KYLE",2
15:59,"SUB IN by HALCOMB,TROY",,,,,,,"SUB IN by HALCOMB,TROY",2
15:59,"SUB IN by JACKSON,BRETT",,,,,,,"SUB IN by JACKSON,BRETT",2
15:59,"SUB OUT by MORRIS,AUSTIN",,,,,,,"SUB OUT by MORRIS,AUSTIN",2
15:59,"SUB OUT by ROWE,HUNTER",,,,,,,"SUB OUT by ROWE,HUNTER",2
15:59,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
15:59,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
15:59,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:59,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
15:31,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:28,,,,,"SUB IN by HERTZEL,HOLDEN",,,"SUB IN by HERTZEL,HOLDEN",2
15:28,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
15:20,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
15:20,"GOOD FT by CHRISTIAN,MYRON",19,,35 (+16),,BRESCIA 19-35 (+16),,"GOOD FT by CHRISTIAN,MYRON",2
15:20,"GOOD FT by CHRISTIAN,MYRON",20,,35 (+15),,BRESCIA 20-35 (+15),,"GOOD FT by CHRISTIAN,MYRON",2
15:20,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
15:20,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
15:02,,,,,"FOUL  by HERTZEL,HOLDEN",,,"FOUL  by HERTZEL,HOLDEN",2
15:02,,,,,"TURNOVER  by HERTZEL,HOLDEN",,,"TURNOVER  by HERTZEL,HOLDEN",2
15:02,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
15:02,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
15:02,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
15:02,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
14:51,"MISS LAYUP by JACKSON,BRETT",,,,,,,"MISS LAYUP by JACKSON,BRETT",2
--,,,,,"REBOUND DEF by HERTZEL,HOLDEN",,,"REBOUND DEF by HERTZEL,HOLDEN",2
14:42,,20,,37 (+17),"GOOD LAYUP by HERTZEL,HOLDEN(in the paint)",CENTRE_M 20-37 (+17),,"GOOD LAYUP by HERTZEL,HOLDEN(in the paint)",2
--,,,,,"ASSIST  by SAGRAVES,AUSTIN",,,"ASSIST  by SAGRAVES,AUSTIN",2
14:26,"MISS 3PTR by HALCOMB,TROY",,,,,,,"MISS 3PTR by HALCOMB,TROY",2
--,"REBOUND OFF by WILGUS,KYLE",,,,,,,"REBOUND OFF by WILGUS,KYLE",2
14:07,"TURNOVER  by LANGLEY,JERMAIN",,,,,,,"TURNOVER  by LANGLEY,JERMAIN",2
14:05,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
14:04,,20,,39 (+19),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 20-39 (+19),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
13:48,"SUB IN by NIXON,KYLE",,,,,,,"SUB IN by NIXON,KYLE",2
13:48,"SUB IN by MORRIS,AUSTIN",,,,,,,"SUB IN by MORRIS,AUSTIN",2
13:48,"SUB IN by ROWE,HUNTER",,,,,,,"SUB IN by ROWE,HUNTER",2
13:48,"SUB OUT by WILGUS,KYLE",,,,,,,"SUB OUT by WILGUS,KYLE",2
13:48,"SUB OUT by LANGLEY,JERMAIN",,,,,,,"SUB OUT by LANGLEY,JERMAIN",2
13:48,"SUB OUT by CHRISTIAN,MYRON",,,,,,,"SUB OUT by CHRISTIAN,MYRON",2
13:46,"MISS JUMPER by ROWE,HUNTER",,,,,,,"MISS JUMPER by ROWE,HUNTER",2
--,"REBOUND OFF by HALCOMB,TROY",,,,,,,"REBOUND OFF by HALCOMB,TROY",2
13:31,"MISS JUMPER by HALCOMB,TROY",,,,,,,"MISS JUMPER by HALCOMB,TROY",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
13:24,,20,,42 (+22),"GOOD 3PTR by LOHR,MATT",CENTRE_M 20-42 (+22),,"GOOD 3PTR by LOHR,MATT",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
13:06,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
13:06,,,,,"SUB OUT by LOHR,MATT",,,"SUB OUT by LOHR,MATT",2
12:51,"TURNOVER  by HALCOMB,TROY",,,,,,,"TURNOVER  by HALCOMB,TROY",2
12:50,,,,,"STEAL  by GRIGGS,MATT",,,"STEAL  by GRIGGS,MATT",2
12:47,,20,,44 (+24),"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",CENTRE_M 20-44 (+24),,"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
12:28,"GOOD JUMPER by MORRIS,AUSTIN",22,,44 (+22),,BRESCIA 22-44 (+22),,"GOOD JUMPER by MORRIS,AUSTIN",2
12:06,,22,,46 (+24),"GOOD JUMPER by HERTZEL,HOLDEN",CENTRE_M 22-46 (+24),,"GOOD JUMPER by HERTZEL,HOLDEN",2
11:50,,,,,"FOUL  by HERTZEL,HOLDEN",,,"FOUL  by HERTZEL,HOLDEN",2
11:50,"GOOD FT by HALCOMB,TROY",23,,46 (+23),,BRESCIA 23-46 (+23),,"GOOD FT by HALCOMB,TROY",2
11:50,"GOOD FT by HALCOMB,TROY",24,,46 (+22),,BRESCIA 24-46 (+22),,"GOOD FT by HALCOMB,TROY",2
11:50,"SUB IN by LANGLEY,JERMAIN",,,,,,,"SUB IN by LANGLEY,JERMAIN",2
11:50,"SUB IN by CHRISTIAN,MYRON",,,,,,,"SUB IN by CHRISTIAN,MYRON",2
11:50,"SUB OUT by HALCOMB,TROY",,,,,,,"SUB OUT by HALCOMB,TROY",2
11:50,"SUB OUT by JACKSON,BRETT",,,,,,,"SUB OUT by JACKSON,BRETT",2
11:50,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
11:50,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
11:50,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
11:50,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:50,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
11:50,,,,,"SUB OUT by HERTZEL,HOLDEN",,,"SUB OUT by HERTZEL,HOLDEN",2
11:24,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND DEF by LANGLEY,JERMAIN",,,,,,,"REBOUND DEF by LANGLEY,JERMAIN",2
11:15,"MISS 3PTR by CHRISTIAN,MYRON",,,,,,,"MISS 3PTR by CHRISTIAN,MYRON",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
11:07,,,,,"MISS 3PTR by SAGRAVES,AUSTIN",,,"MISS 3PTR by SAGRAVES,AUSTIN",2
--,,,,,"REBOUND OFF by NEWSOME,TAYLOR",,,"REBOUND OFF by NEWSOME,TAYLOR",2
10:53,"FOUL  by MORRIS,AUSTIN",,,,,,,"FOUL  by MORRIS,AUSTIN",2
10:53,,24,,47 (+23),"GOOD FT by NEWSOME,TAYLOR",CENTRE_M 24-47 (+23),,"GOOD FT by NEWSOME,TAYLOR",2
10:53,,24,,48 (+24),"GOOD FT by NEWSOME,TAYLOR",CENTRE_M 24-48 (+24),,"GOOD FT by NEWSOME,TAYLOR",2
10:47,"GOOD 3PTR by ROWE,HUNTER",27,,48 (+21),,BRESCIA 27-48 (+21),,"GOOD 3PTR by ROWE,HUNTER",2
--,"ASSIST  by LANGLEY,JERMAIN",,,,,,,"ASSIST  by LANGLEY,JERMAIN",2
10:27,,,,,"TURNOVER  by NEWSOME,TAYLOR",,,"TURNOVER  by NEWSOME,TAYLOR",2
10:24,"STEAL  by ROWE,HUNTER",,,,,,,"STEAL  by ROWE,HUNTER",2
10:23,"TURNOVER  by ROWE,HUNTER",,,,,,,"TURNOVER  by ROWE,HUNTER",2
10:08,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND DEF by CHRISTIAN,MYRON",,,,,,,"REBOUND DEF by CHRISTIAN,MYRON",2
09:53,"MISS 3PTR by NIXON,KYLE",,,,,,,"MISS 3PTR by NIXON,KYLE",2
--,,,,,"REBOUND DEF by SAGRAVES,AUSTIN",,,"REBOUND DEF by SAGRAVES,AUSTIN",2
09:33,,27,,50 (+23),"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",CENTRE_M 27-50 (+23),,"GOOD LAYUP by SAGRAVES,AUSTIN(in the paint)",2
09:19,"MISS 3PTR by LANGLEY,JERMAIN",,,,,,,"MISS 3PTR by LANGLEY,JERMAIN",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
09:14,"FOUL  by ROWE,HUNTER",,,,,,,"FOUL  by ROWE,HUNTER",2
09:14,"SUB IN by JACKSON,BRETT",,,,,,,"SUB IN by JACKSON,BRETT",2
09:14,"SUB IN by WILGUS,KYLE",,,,,,,"SUB IN by WILGUS,KYLE",2
09:14,"SUB IN by HALCOMB,TROY",,,,,,,"SUB IN by HALCOMB,TROY",2
09:14,"SUB OUT by NIXON,KYLE",,,,,,,"SUB OUT by NIXON,KYLE",2
09:14,"SUB OUT by MORRIS,AUSTIN",,,,,,,"SUB OUT by MORRIS,AUSTIN",2
09:14,"SUB OUT by ROWE,HUNTER",,,,,,,"SUB OUT by ROWE,HUNTER",2
09:14,,,,,"SUB IN by HERTZEL,HOLDEN",,,"SUB IN by HERTZEL,HOLDEN",2
09:14,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
09:14,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
09:14,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
09:14,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
09:14,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
09:00,,,,,"MISS 3PTR by LOHR,MATT",,,"MISS 3PTR by LOHR,MATT",2
--,"REBOUND DEF by LANGLEY,JERMAIN",,,,,,,"REBOUND DEF by LANGLEY,JERMAIN",2
08:47,"GOOD JUMPER by JACKSON,BRETT",29,,50 (+21),,BRESCIA 29-50 (+21),,"GOOD JUMPER by JACKSON,BRETT",2
08:25,,29,,53 (+24),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 29-53 (+24),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
07:50,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
07:50,"GOOD FT by CHRISTIAN,MYRON",30,,53 (+23),,BRESCIA 30-53 (+23),,"GOOD FT by CHRISTIAN,MYRON",2
07:50,"GOOD FT by CHRISTIAN,MYRON",31,,53 (+22),,BRESCIA 31-53 (+22),,"GOOD FT by CHRISTIAN,MYRON",2
07:34,,31,,56 (+25),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 31-56 (+25),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
07:16,"GOOD JUMPER by WILGUS,KYLE",33,,56 (+23),,BRESCIA 33-56 (+23),,"GOOD JUMPER by WILGUS,KYLE",2
07:04,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND OFF by NEWSOME,TAYLOR",,,"REBOUND OFF by NEWSOME,TAYLOR",2
06:59,,,,,"TURNOVER  by NEWSOME,TAYLOR",,,"TURNOVER  by NEWSOME,TAYLOR",2
06:59,"SUB IN by MORRIS,AUSTIN",,,,,,,"SUB IN by MORRIS,AUSTIN",2
06:59,"SUB OUT by CHRISTIAN,MYRON",,,,,,,"SUB OUT by CHRISTIAN,MYRON",2
06:59,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
06:59,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
06:39,"GOOD JUMPER by MORRIS,AUSTIN",35,,56 (+21),,BRESCIA 35-56 (+21),,"GOOD JUMPER by MORRIS,AUSTIN",2
--,"ASSIST  by LANGLEY,JERMAIN",,,,,,,"ASSIST  by LANGLEY,JERMAIN",2
06:15,,,,,"TURNOVER  by SAGRAVES,AUSTIN",,,"TURNOVER  by SAGRAVES,AUSTIN",2
06:15,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
06:15,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
06:07,"MISS LAYUP by LANGLEY,JERMAIN",,,,,,,"MISS LAYUP by LANGLEY,JERMAIN",2
--,,,,,"REBOUND DEF by SAGRAVES,AUSTIN",,,"REBOUND DEF by SAGRAVES,AUSTIN",2
05:57,,,,,"TURNOVER  by SAGRAVES,AUSTIN",,,"TURNOVER  by SAGRAVES,AUSTIN",2
05:56,"STEAL  by JACKSON,BRETT",,,,,,,"STEAL  by JACKSON,BRETT",2
05:53,"GOOD LAYUP by JACKSON,BRETT(in the paint)",37,,56 (+19),,BRESCIA 37-56 (+19),,"GOOD LAYUP by JACKSON,BRETT(in the paint)",2
05:23,,,,,"MISS 3PTR by LOHR,MATT",,,"MISS 3PTR by LOHR,MATT",2
--,"REBOUND DEF by MORRIS,AUSTIN",,,,,,,"REBOUND DEF by MORRIS,AUSTIN",2
05:11,"MISS JUMPER by LANGLEY,JERMAIN",,,,,,,"MISS JUMPER by LANGLEY,JERMAIN",2
--,"REBOUND OFF by MORRIS,AUSTIN",,,,,,,"REBOUND OFF by MORRIS,AUSTIN",2
05:07,"MISS JUMPER by MORRIS,AUSTIN",,,,,,,"MISS JUMPER by MORRIS,AUSTIN",2
--,"REBOUND OFF by MORRIS,AUSTIN",,,,,,,"REBOUND OFF by MORRIS,AUSTIN",2
05:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:05,"SUB IN by ROWE,HUNTER",,,,,,,"SUB IN by ROWE,HUNTER",2
05:05,"SUB OUT by JACKSON,BRETT",,,,,,,"SUB OUT by JACKSON,BRETT",2
05:00,"MISS 3PTR by ROWE,HUNTER",,,,,,,"MISS 3PTR by ROWE,HUNTER",2
--,"REBOUND OFF by MORRIS,AUSTIN",,,,,,,"REBOUND OFF by MORRIS,AUSTIN",2
04:54,"GOOD 3PTR by ROWE,HUNTER",40,,56 (+16),,BRESCIA 40-56 (+16),,"GOOD 3PTR by ROWE,HUNTER",2
--,"ASSIST  by MORRIS,AUSTIN",,,,,,,"ASSIST  by MORRIS,AUSTIN",2
04:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:50,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
04:50,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
04:50,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
04:50,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
04:50,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
04:50,,,,,"SUB OUT by HERTZEL,HOLDEN",,,"SUB OUT by HERTZEL,HOLDEN",2
04:50,,,,,"SUB OUT by LOHR,MATT",,,"SUB OUT by LOHR,MATT",2
04:50,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
04:16,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
04:15,"STEAL  by WILGUS,KYLE",,,,,,,"STEAL  by WILGUS,KYLE",2
04:05,"GOOD JUMPER by MORRIS,AUSTIN",42,,56 (+14),,BRESCIA 42-56 (+14),,"GOOD JUMPER by MORRIS,AUSTIN",2
03:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:29,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
03:29,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
03:24,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
--,"REBOUND DEF by HALCOMB,TROY",,,,,,,"REBOUND DEF by HALCOMB,TROY",2
03:16,"MISS LAYUP by HALCOMB,TROY",,,,,,,"MISS LAYUP by HALCOMB,TROY",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
03:14,"FOUL  by MORRIS,AUSTIN",,,,,,,"FOUL  by MORRIS,AUSTIN",2
02:53,"FOUL  by MORRIS,AUSTIN",,,,,,,"FOUL  by MORRIS,AUSTIN",2
02:53,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:53,,42,,57 (+15),"GOOD FT by WESLEY,TYLER",CENTRE_M 42-57 (+15),,"GOOD FT by WESLEY,TYLER",2
02:41,"MISS JUMPER by MORRIS,AUSTIN",,,,,,,"MISS JUMPER by MORRIS,AUSTIN",2
--,"REBOUND OFF by LANGLEY,JERMAIN",,,,,,,"REBOUND OFF by LANGLEY,JERMAIN",2
02:37,"GOOD LAYUP by LANGLEY,JERMAIN(in the paint)",44,,57 (+13),,BRESCIA 44-57 (+13),,"GOOD LAYUP by LANGLEY,JERMAIN(in the paint)",2
02:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:08,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by WILGUS,KYLE",,,,,,,"REBOUND DEF by WILGUS,KYLE",2
01:47,"GOOD JUMPER by MORRIS,AUSTIN",46,,57 (+11),,BRESCIA 46-57 (+11),,"GOOD JUMPER by MORRIS,AUSTIN",2
01:40,"FOUL  by ROWE,HUNTER",,,,,,,"FOUL  by ROWE,HUNTER",2
01:40,,46,,58 (+12),"GOOD FT by KARSNER,JOSH",CENTRE_M 46-58 (+12),,"GOOD FT by KARSNER,JOSH",2
01:40,,46,,59 (+13),"GOOD FT by KARSNER,JOSH",CENTRE_M 46-59 (+13),,"GOOD FT by KARSNER,JOSH",2
01:31,"GOOD LAYUP by MORRIS,AUSTIN(in the paint)",48,,59 (+11),,BRESCIA 48-59 (+11),,"GOOD LAYUP by MORRIS,AUSTIN(in the paint)",2
01:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:29,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
01:29,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
01:03,,,,,"MISS 3PTR by GRIGGS,MATT",,,"MISS 3PTR by GRIGGS,MATT",2
--,"REBOUND DEF by WILGUS,KYLE",,,,,,,"REBOUND DEF by WILGUS,KYLE",2
00:53,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
00:53,"GOOD FT by HALCOMB,TROY",49,,59 (+10),,BRESCIA 49-59 (+10),,"GOOD FT by HALCOMB,TROY",2
00:53,"GOOD FT by HALCOMB,TROY",50,,59 (+9),,BRESCIA 50-59 (+9),,"GOOD FT by HALCOMB,TROY",2
00:53,"GOOD FT by HALCOMB,TROY",51,,59 (+8),,BRESCIA 51-59 (+8),,"GOOD FT by HALCOMB,TROY",2
00:53,"SUB IN by JACKSON,BRETT",,,,,,,"SUB IN by JACKSON,BRETT",2
00:53,"SUB IN by NIXON,KYLE",,,,,,,"SUB IN by NIXON,KYLE",2
00:53,"SUB OUT by MORRIS,AUSTIN",,,,,,,"SUB OUT by MORRIS,AUSTIN",2
00:53,"SUB OUT by ROWE,HUNTER",,,,,,,"SUB OUT by ROWE,HUNTER",2
00:53,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
00:53,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
00:51,"FOUL  by HALCOMB,TROY",,,,,,,"FOUL  by HALCOMB,TROY",2
00:51,,51,,60 (+9),"GOOD FT by GRIGGS,MATT",CENTRE_M 51-60 (+9),,"GOOD FT by GRIGGS,MATT",2
00:51,,51,,61 (+10),"GOOD FT by GRIGGS,MATT",CENTRE_M 51-61 (+10),,"GOOD FT by GRIGGS,MATT",2
00:51,"SUB IN by ROWE,HUNTER",,,,,,,"SUB IN by ROWE,HUNTER",2
00:51,"SUB IN by MORRIS,AUSTIN",,,,,,,"SUB IN by MORRIS,AUSTIN",2
00:51,"SUB OUT by JACKSON,BRETT",,,,,,,"SUB OUT by JACKSON,BRETT",2
00:51,"SUB OUT by NIXON,KYLE",,,,,,,"SUB OUT by NIXON,KYLE",2
00:51,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
00:51,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
00:40,"GOOD JUMPER by MORRIS,AUSTIN",53,,61 (+8),,BRESCIA 53-61 (+8),,"GOOD JUMPER by MORRIS,AUSTIN",2
--,"ASSIST  by HALCOMB,TROY",,,,,,,"ASSIST  by HALCOMB,TROY",2
00:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:37,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
00:37,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
00:36,"FOUL  by JACKSON,BRETT",,,,,,,"FOUL  by JACKSON,BRETT",2
00:36,,53,,62 (+9),"GOOD FT by WESLEY,TYLER",CENTRE_M 53-62 (+9),,"GOOD FT by WESLEY,TYLER",2
00:36,,53,,63 (+10),"GOOD FT by WESLEY,TYLER",CENTRE_M 53-63 (+10),,"GOOD FT by WESLEY,TYLER",2
00:36,"SUB IN by NIXON,KYLE",,,,,,,"SUB IN by NIXON,KYLE",2
00:36,"SUB IN by JACKSON,BRETT",,,,,,,"SUB IN by JACKSON,BRETT",2
00:36,"SUB OUT by ROWE,HUNTER",,,,,,,"SUB OUT by ROWE,HUNTER",2
00:36,"SUB OUT by MORRIS,AUSTIN",,,,,,,"SUB OUT by MORRIS,AUSTIN",2
00:36,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
00:36,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
00:36,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
00:36,,,,,"SUB OUT by SAGRAVES,AUSTIN",,,"SUB OUT by SAGRAVES,AUSTIN",2
00:30,"MISS 3PTR by ROWE,HUNTER",,,,,,,"MISS 3PTR by ROWE,HUNTER",2
--,"REBOUND OFF by MORRIS,AUSTIN",,,,,,,"REBOUND OFF by MORRIS,AUSTIN",2
00:23,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
