Time Remaining,CENM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
14:34,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
14:34,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
14:34,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
14:34,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
14:34,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
14:34,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
14:34,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
14:34,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
14:24,,55 (+11),,44,"GOOD 3PTR by JOVAAG,BRANDEN",OUM 55-44 (+11),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
14:07,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
14:07,"GOOD FT by SCINTA,BLAKE",56 (+12),,44,,CENM 56-44 (+12),,"GOOD FT by SCINTA,BLAKE",2
14:07,"GOOD FT by SCINTA,BLAKE",57 (+13),,44,,CENM 57-44 (+13),,"GOOD FT by SCINTA,BLAKE",2
14:07,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
14:07,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
13:55,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
13:41,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
13:33,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
13:33,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND DEF by GRIGGS,MATT",,,,,,,"REBOUND DEF by GRIGGS,MATT",2
13:32,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
13:32,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
13:32,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
13:32,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
13:32,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
13:19,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
13:09,,57 (+10),,47,"GOOD 3PTR by COURSON,TYLER",OUM 57-47 (+10),,"GOOD 3PTR by COURSON,TYLER",2
12:42,"GOOD JUMPER by KARSNER,JOSH",59 (+12),,47,,CENM 59-47 (+12),,"GOOD JUMPER by KARSNER,JOSH",2
12:25,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
12:22,,59 (+10),,49,"GOOD TIPIN by COURSON,TYLER(in the paint)",OUM 59-49 (+10),,"GOOD TIPIN by COURSON,TYLER(in the paint)",2
12:02,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
11:54,,59 (+7),,52,"GOOD 3PTR by PITTS,ALEC(fastbreak)",OUM 59-52 (+7),,"GOOD 3PTR by PITTS,ALEC(fastbreak)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
11:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:51,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
11:51,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
11:51,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
11:51,"SUB OUT by HERTZEL,HOLDEN",,,,,,,"SUB OUT by HERTZEL,HOLDEN",2
11:51,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
11:51,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
11:18,"MISS JUMPER by GRIGGS,MATT",,,,,,,"MISS JUMPER by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
11:15,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
11:15,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
11:15,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
11:03,,59 (+5),,54,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 59-54 (+5),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
10:35,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by HAMILTON,PRICE",,,"REBOUND DEF by HAMILTON,PRICE",2
10:20,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
10:09,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
10:02,,59 (+2),,57,"GOOD 3PTR by COURSON,TYLER(fastbreak)",OUM 59-57 (+2),,"GOOD 3PTR by COURSON,TYLER(fastbreak)",2
--,,,,,"ASSIST  by PATRICK,DREW",,,"ASSIST  by PATRICK,DREW",2
09:34,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
09:27,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
09:09,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
09:07,,,,,"STEAL  by PITTS,ALEC",,,"STEAL  by PITTS,ALEC",2
09:03,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
09:03,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
09:03,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
09:03,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
09:03,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
09:03,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
09:03,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
09:03,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
09:03,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
09:03,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
09:03,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
09:03,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
09:03,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
08:34,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
08:16,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
07:54,"SUB IN by HERTZEL,HOLDEN",,,,,,,"SUB IN by HERTZEL,HOLDEN",2
07:54,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
07:54,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
07:54,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
07:52,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
07:52,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:52,"GOOD FT by LOPEZ,COLLIN",60 (+3),,57,,CENM 60-57 (+3),,"GOOD FT by LOPEZ,COLLIN",2
07:52,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
07:52,"SUB OUT by HERTZEL,HOLDEN",,,,,,,"SUB OUT by HERTZEL,HOLDEN",2
07:52,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
07:52,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
07:42,,60 (+1),,59,"GOOD JUMPER by DAVIS,ALEX(in the paint)",OUM 60-59 (+1),,"GOOD JUMPER by DAVIS,ALEX(in the paint)",2
07:40,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
07:40,,60,,60,"GOOD FT by DAVIS,ALEX",OUM 60-60 (0),,"GOOD FT by DAVIS,ALEX",2
07:40,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
07:40,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
07:40,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
07:40,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
07:22,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:20,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
07:20,"GOOD FT by SCINTA,BLAKE",61 (+1),,60,,CENM 61-60 (+1),,"GOOD FT by SCINTA,BLAKE",2
07:20,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
07:20,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
07:20,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
07:09,,61,,62 (+1),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 61-62 (-1),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
06:39,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
06:29,,61,,64 (+3),"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 61-64 (-3),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
06:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:24,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
06:24,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
06:24,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
06:24,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
05:51,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
05:51,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
05:51,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
05:51,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
05:51,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
05:22,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",,,"REBOUND OFF by MOLINET,CHRISTIAN",2
05:19,,61,,66 (+5),"GOOD TIPIN by MOLINET,CHRISTIAN(in the paint)",OUM 61-66 (-5),,"GOOD TIPIN by MOLINET,CHRISTIAN(in the paint)",2
04:57,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:35,,61,,69 (+8),"GOOD 3PTR by PURDY,SAM",OUM 61-69 (-8),,"GOOD 3PTR by PURDY,SAM",2
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",2
04:11,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
04:08,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
04:05,,61,,71 (+10),"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",OUM 61-71 (-10),,"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",2
04:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:03,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
04:03,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
03:54,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
03:54,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
03:37,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
03:32,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by ELLIS,BRYON",,,,,,,"REBOUND OFF by ELLIS,BRYON",2
03:30,"GOOD LAYUP by ELLIS,BRYON(in the paint)",63,,71 (+8),,CENM 63-71 (-8),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",2
03:29,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
03:29,"GOOD FT by ELLIS,BRYON",64,,71 (+7),,CENM 64-71 (-7),,"GOOD FT by ELLIS,BRYON",2
03:29,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
03:29,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
03:14,,64,,73 (+9),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 64-73 (-9),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
02:52,"MISS JUMPER by LOPEZ,COLLIN",,,,,,,"MISS JUMPER by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
02:44,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
02:44,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
02:44,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
02:44,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
02:44,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
02:19,,64,,75 (+11),"GOOD LAYUP by COURSON,TYLER(in the paint)",OUM 64-75 (-11),,"GOOD LAYUP by COURSON,TYLER(in the paint)",2
02:10,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
02:10,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
02:10,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
02:10,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
01:44,,64,,77 (+13),"GOOD LAYUP by COURSON,TYLER(in the paint)",OUM 64-77 (-13),,"GOOD LAYUP by COURSON,TYLER(in the paint)",2
01:32,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
01:19,,,,,"TURNOVER  by PURDY,SAM",,,"TURNOVER  by PURDY,SAM",2
01:18,"STEAL  by TAYLOR,CHRIS",,,,,,,"STEAL  by TAYLOR,CHRIS",2
01:14,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by JOVAAG,BRANDEN",,,"REBOUND DEF by JOVAAG,BRANDEN",2
00:45,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:42,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
00:42,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
00:42,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
00:42,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
00:42,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
00:42,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:42,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
00:42,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
00:23,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
