Time Remaining,TU-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
16:40,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",1
16:40,"SUB IN by SCHUH,BO",,,,,,,"SUB IN by SCHUH,BO",1
16:40,"SUB OUT by SCHROEDER,LUKE",,,,,,,"SUB OUT by SCHROEDER,LUKE",1
16:21,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",1
--,"REBOUND DEF by TURNER,DOMINIQUE",,,,,,,"REBOUND DEF by TURNER,DOMINIQUE",1
16:13,"GOOD 3PTR by JEFFERSON,MICHAEL",7 (+1),,6,,TU-M 7-6 (-1),,"GOOD 3PTR by JEFFERSON,MICHAEL",1
--,"ASSIST  by MCKINNEY,SPENCER",,,,,,,"ASSIST  by MCKINNEY,SPENCER",1
15:56,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",1
15:50,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",1
15:50,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
15:43,"MISS LAYUP by SCHUH,BO",,,,,,,"MISS LAYUP by SCHUH,BO",1
--,"REBOUND OFF by THEOBALD,COOPER",,,,,,,"REBOUND OFF by THEOBALD,COOPER",1
15:27,"MISS 3PTR by MCKINNEY,SPENCER",,,,,,,"MISS 3PTR by MCKINNEY,SPENCER",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
15:00,,7,,8 (+1),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 7-8 (+1),,"GOOD LAYUP by WALKER,ART(in the paint)",1
14:48,"MISS 3PTR by MCKINNEY,SPENCER",,,,,,,"MISS 3PTR by MCKINNEY,SPENCER",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
14:38,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1
--,"REBOUND DEF by THEOBALD,COOPER",,,,,,,"REBOUND DEF by THEOBALD,COOPER",1
14:29,"MISS 3PTR by JEFFERSON,MICHAEL",,,,,,,"MISS 3PTR by JEFFERSON,MICHAEL",1
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",1
14:19,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",1
14:19,"BLOCK  by THEOBALD,COOPER",,,,,,,"BLOCK  by THEOBALD,COOPER",1
--,"REBOUND DEF by SCHUH,BO",,,,,,,"REBOUND DEF by SCHUH,BO",1
14:12,"GOOD LAYUP by TURNER,DOMINIQUE(fastbreak)(in the paint)",9 (+1),,8,,TU-M 9-8 (-1),,"GOOD LAYUP by TURNER,DOMINIQUE(fastbreak)(in the paint)",1
--,"ASSIST  by SCHUH,BO",,,,,,,"ASSIST  by SCHUH,BO",1
13:55,,9,,11 (+2),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 9-11 (+2),,"GOOD 3PTR by SINE,TUCKER",1
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1
13:16,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",1
13:16,"MISS FT by SCHUH,BO",,,,,,,"MISS FT by SCHUH,BO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:16,"GOOD FT by SCHUH,BO",10,,11 (+1),,TU-M 10-11 (+1),,"GOOD FT by SCHUH,BO",1
13:16,"SUB IN by TWENTY,DEVIN",,,,,,,"SUB IN by TWENTY,DEVIN",1
13:16,"SUB IN by ROOT,GAVIN",,,,,,,"SUB IN by ROOT,GAVIN",1
13:16,"SUB IN by PASHLEY,AIDEN",,,,,,,"SUB IN by PASHLEY,AIDEN",1
13:16,"SUB OUT by JEFFERSON,MICHAEL",,,,,,,"SUB OUT by JEFFERSON,MICHAEL",1
13:16,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",1
13:16,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",1
13:16,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",1
13:16,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
13:16,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
13:16,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
13:16,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
13:16,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
13:16,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
13:07,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",1
12:48,"MISS JUMPER by THEOBALD,COOPER",,,,,,,"MISS JUMPER by THEOBALD,COOPER",1
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",1
12:34,,10,,13 (+3),"GOOD JUMPER by GERALD,DUSTIN",CENTRE-M 10-13 (+3),,"GOOD JUMPER by GERALD,DUSTIN",1
12:18,"MISS JUMPER by SCHUH,BO",,,,,,,"MISS JUMPER by SCHUH,BO",1
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",1
11:50,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",1
11:47,"STEAL  by TWENTY,DEVIN",,,,,,,"STEAL  by TWENTY,DEVIN",1
11:45,"TURNOVER  by ROOT,GAVIN",,,,,,,"TURNOVER  by ROOT,GAVIN",1
11:45,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",1
11:45,"FOUL  by SCHUH,BO",,,,,,,"FOUL  by SCHUH,BO",1
11:45,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",1
11:45,"SUB OUT by SCHUH,BO",,,,,,,"SUB OUT by SCHUH,BO",1
11:40,,10,,15 (+5),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTRE-M 10-15 (+5),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
--,,,,,"ASSIST  by PURVIS,KC",,,"ASSIST  by PURVIS,KC",1
11:19,"MISS LAYUP by ROOT,GAVIN",,,,,,,"MISS LAYUP by ROOT,GAVIN",1
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",1
10:59,,10,,17 (+7),"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",CENTRE-M 10-17 (+7),,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",1
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",1
10:40,"MISS 3PTR by PASHLEY,AIDEN",,,,,,,"MISS 3PTR by PASHLEY,AIDEN",1
--,"REBOUND OFF by TWENTY,DEVIN",,,,,,,"REBOUND OFF by TWENTY,DEVIN",1
10:34,"TURNOVER  by TWENTY,DEVIN",,,,,,,"TURNOVER  by TWENTY,DEVIN",1
10:34,"SUB IN by JEFFERSON,MICHAEL",,,,,,,"SUB IN by JEFFERSON,MICHAEL",1
10:34,"SUB IN by SIVILLS,WILL",,,,,,,"SUB IN by SIVILLS,WILL",1
10:34,"SUB IN by HEMMERICH,SPENCER",,,,,,,"SUB IN by HEMMERICH,SPENCER",1
10:34,"SUB OUT by THEOBALD,COOPER",,,,,,,"SUB OUT by THEOBALD,COOPER",1
10:34,"SUB OUT by MCKINNEY,SPENCER",,,,,,,"SUB OUT by MCKINNEY,SPENCER",1
10:34,"SUB OUT by ROOT,GAVIN",,,,,,,"SUB OUT by ROOT,GAVIN",1
10:34,"SUB OUT by PASHLEY,AIDEN",,,,,,,"SUB OUT by PASHLEY,AIDEN",1
10:34,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
10:34,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
10:34,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",1
10:34,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
10:13,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",1
--,"REBOUND DEF by TURNER,DOMINIQUE",,,,,,,"REBOUND DEF by TURNER,DOMINIQUE",1
10:10,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",1
10:10,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
10:10,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",1
10:00,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",1
10:00,"MISS FT by JEFFERSON,MICHAEL",,,,,,,"MISS FT by JEFFERSON,MICHAEL",1
10:00,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
10:00,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:49,"MISS FT by JEFFERSON,MICHAEL",,,,,,,"MISS FT by JEFFERSON,MICHAEL",1
--,"REBOUND OFF by TWENTY,DEVIN",,,,,,,"REBOUND OFF by TWENTY,DEVIN",1
09:44,"MISS JUMPER by TWENTY,DEVIN",,,,,,,"MISS JUMPER by TWENTY,DEVIN",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
09:42,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",1
09:42,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",1
09:20,"MISS JUMPER by TWENTY,DEVIN",,,,,,,"MISS JUMPER by TWENTY,DEVIN",1
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",1
08:53,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",1
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",1
08:36,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
08:28,"SUB IN by THEOBALD,COOPER",,,,,,,"SUB IN by THEOBALD,COOPER",1
08:28,"SUB OUT by SIVILLS,WILL",,,,,,,"SUB OUT by SIVILLS,WILL",1
08:28,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
08:28,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
08:03,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",1
--,"REBOUND DEF by TWENTY,DEVIN",,,,,,,"REBOUND DEF by TWENTY,DEVIN",1
07:54,"MISS LAYUP by TWENTY,DEVIN",,,,,,,"MISS LAYUP by TWENTY,DEVIN",1
07:54,,,,,"BLOCK  by GERALD,DUSTIN",,,"BLOCK  by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",1
07:46,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:43,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,1
07:43,,10,,18 (+8),"GOOD FT by SINE,TUCKER",CENTRE-M 10-18 (+8),,"GOOD FT by SINE,TUCKER",1
07:43,,,,,"MISS FT by SINE,TUCKER",,,"MISS FT by SINE,TUCKER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:23,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",1
07:23,"MISS FT by HEMMERICH,SPENCER",,,,,,,"MISS FT by HEMMERICH,SPENCER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:23,"GOOD FT by HEMMERICH,SPENCER",11,,18 (+7),,TU-M 11-18 (+7),,"GOOD FT by HEMMERICH,SPENCER",1
06:58,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:52,,11,,21 (+10),"GOOD 3PTR by BATES,JACOB",CENTRE-M 11-21 (+10),,"GOOD 3PTR by BATES,JACOB",1
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",1
06:38,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
06:38,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",1
06:36,"GOOD 3PTR by TWENTY,DEVIN",14,,21 (+7),,TU-M 14-21 (+7),,"GOOD 3PTR by TWENTY,DEVIN",1
--,"ASSIST  by JEFFERSON,MICHAEL",,,,,,,"ASSIST  by JEFFERSON,MICHAEL",1
06:26,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",1
06:24,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",1
06:24,"SUB IN by MCKINNEY,SPENCER",,,,,,,"SUB IN by MCKINNEY,SPENCER",1
06:24,"SUB OUT by HEMMERICH,SPENCER",,,,,,,"SUB OUT by HEMMERICH,SPENCER",1
06:24,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",1
06:24,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
06:21,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",1
--,"REBOUND DEF by MARSHALL,JD",,,,,,,"REBOUND DEF by MARSHALL,JD",1
06:18,"FOUL  by TURNER,DOMINIQUE",,,,,,,"FOUL  by TURNER,DOMINIQUE",1
05:47,,14,,23 (+9),"GOOD JUMPER by RAKES,BAILEY(in the paint)",CENTRE-M 14-23 (+9),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",1
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",1
05:23,"TURNOVER  by TURNER,DOMINIQUE",,,,,,,"TURNOVER  by TURNER,DOMINIQUE",1
04:52,,14,,25 (+11),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 14-25 (+11),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",1
04:26,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",16,,25 (+9),,TU-M 16-25 (+9),,"GOOD LAYUP by JEFFERSON,MICHAEL(in the paint)",1
04:12,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",1
04:12,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",1
04:11,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
04:11,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
04:11,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
04:11,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
04:07,"MISS JUMPER by THEOBALD,COOPER",,,,,,,"MISS JUMPER by THEOBALD,COOPER",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
03:50,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",1
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:27,"MISS LAYUP by THEOBALD,COOPER",,,,,,,"MISS LAYUP by THEOBALD,COOPER",1
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",1
03:10,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",1
03:07,"STEAL  by MCKINNEY,SPENCER",,,,,,,"STEAL  by MCKINNEY,SPENCER",1
03:05,"SUB IN by SIVILLS,WILL",,,,,,,"SUB IN by SIVILLS,WILL",1
03:05,"SUB IN by GENTRY,LUCAS",,,,,,,"SUB IN by GENTRY,LUCAS",1
03:05,"SUB OUT by TWENTY,DEVIN",,,,,,,"SUB OUT by TWENTY,DEVIN",1
03:05,"SUB OUT by TURNER,DOMINIQUE",,,,,,,"SUB OUT by TURNER,DOMINIQUE",1
03:05,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
03:05,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
02:45,"TURNOVER  by MCKINNEY,SPENCER",,,,,,,"TURNOVER  by MCKINNEY,SPENCER",1
02:28,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1
--,"REBOUND DEF by MCKINNEY,SPENCER",,,,,,,"REBOUND DEF by MCKINNEY,SPENCER",1
02:16,"GOOD 3PTR by SIVILLS,WILL",19,,25 (+6),,TU-M 19-25 (+6),,"GOOD 3PTR by SIVILLS,WILL",1
01:51,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",1
01:51,"STEAL  by MCKINNEY,SPENCER",,,,,,,"STEAL  by MCKINNEY,SPENCER",1
01:51,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",1
01:51,"GOOD FT by THEOBALD,COOPER",20,,25 (+5),,TU-M 20-25 (+5),,"GOOD FT by THEOBALD,COOPER",1
01:51,"GOOD FT by THEOBALD,COOPER",21,,25 (+4),,TU-M 21-25 (+4),,"GOOD FT by THEOBALD,COOPER",1
01:51,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
01:51,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
01:51,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
01:51,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
01:51,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
01:51,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",1
01:31,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",1
01:31,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",1
01:18,"GOOD LAYUP by SIVILLS,WILL(in the paint)",23,,25 (+2),,TU-M 23-25 (+2),,"GOOD LAYUP by SIVILLS,WILL(in the paint)",1
00:56,,23,,27 (+4),"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 23-27 (+4),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",1
00:47,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",1
00:47,"GOOD FT by JEFFERSON,MICHAEL",24,,27 (+3),,TU-M 24-27 (+3),,"GOOD FT by JEFFERSON,MICHAEL",1
00:47,"MISS FT by JEFFERSON,MICHAEL",,,,,,,"MISS FT by JEFFERSON,MICHAEL",1
--,"REBOUND OFF by THEOBALD,COOPER",,,,,,,"REBOUND OFF by THEOBALD,COOPER",1
00:47,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
00:47,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
00:45,"GOOD 3PTR by GENTRY,LUCAS",27,,27,,TU-M 27-27 (0),,"GOOD 3PTR by GENTRY,LUCAS",1
--,"ASSIST  by THEOBALD,COOPER",,,,,,,"ASSIST  by THEOBALD,COOPER",1
00:17,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",1
00:17,"BLOCK  by GENTRY,LUCAS",,,,,,,"BLOCK  by GENTRY,LUCAS",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:11,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",1
00:11,,,,,"MISS FT by RAKES,BAILEY",,,"MISS FT by RAKES,BAILEY",1
--,"REBOUND DEF by GENTRY,LUCAS",,,,,,,"REBOUND DEF by GENTRY,LUCAS",1
00:11,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
00:11,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
00:07,"MISS LAYUP by THEOBALD,COOPER",,,,,,,"MISS LAYUP by THEOBALD,COOPER",1
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",1
19:43,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND DEF by SCHROEDER,LUKE",,,,,,,"REBOUND DEF by SCHROEDER,LUKE",2
19:22,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
19:22,"GOOD FT by TURNER,DOMINIQUE",28 (+1),,27,,TU-M 28-27 (-1),,"GOOD FT by TURNER,DOMINIQUE",2
19:22,"GOOD FT by TURNER,DOMINIQUE",29 (+2),,27,,TU-M 29-27 (-2),,"GOOD FT by TURNER,DOMINIQUE",2
19:21,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
19:00,,29,,30 (+1),"GOOD 3PTR by WALKER,ART",CENTRE-M 29-30 (+1),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
18:43,"MISS JUMPER by TURNER,DOMINIQUE",,,,,,,"MISS JUMPER by TURNER,DOMINIQUE",2
--,"REBOUND OFF by THEOBALD,COOPER",,,,,,,"REBOUND OFF by THEOBALD,COOPER",2
18:34,"MISS LAYUP by SCHROEDER,LUKE",,,,,,,"MISS LAYUP by SCHROEDER,LUKE",2
--,"REBOUND OFF by SCHROEDER,LUKE",,,,,,,"REBOUND OFF by SCHROEDER,LUKE",2
18:29,"GOOD JUMPER by SCHROEDER,LUKE(in the paint)",31 (+1),,30,,TU-M 31-30 (-1),,"GOOD JUMPER by SCHROEDER,LUKE(in the paint)",2
18:24,"FOUL  by JEFFERSON,MICHAEL",,,,,,,"FOUL  by JEFFERSON,MICHAEL",2
18:24,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
18:24,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
18:12,,31,,32 (+1),"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 31-32 (+1),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
17:55,"MISS JUMPER by TURNER,DOMINIQUE",,,,,,,"MISS JUMPER by TURNER,DOMINIQUE",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
17:48,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,"REBOUND DEF by SCHROEDER,LUKE",,,,,,,"REBOUND DEF by SCHROEDER,LUKE",2
17:41,"FOUL  by SCHROEDER,LUKE",,,,,,,"FOUL  by SCHROEDER,LUKE",2
17:41,"TURNOVER  by SCHROEDER,LUKE",,,,,,,"TURNOVER  by SCHROEDER,LUKE",2
17:26,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND DEF by SCHROEDER,LUKE",,,,,,,"REBOUND DEF by SCHROEDER,LUKE",2
17:08,"TURNOVER  by TURNER,DOMINIQUE",,,,,,,"TURNOVER  by TURNER,DOMINIQUE",2
17:05,,,,,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",2
17:03,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
16:59,"TURNOVER  by TURNER,DOMINIQUE",,,,,,,"TURNOVER  by TURNER,DOMINIQUE",2
16:59,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
16:59,"FOUL  by THEOBALD,COOPER",,,,,,,"FOUL  by THEOBALD,COOPER",2
16:59,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",2
