Time Remaining,M-132,Away Team Score,Play Team Indicator,Home Team Score,M-573,Game Score,Team Indicator,Play,Period
19:45,"TURNOVER  by RAKES,BAILEY",,,,,,,"TURNOVER  by RAKES,BAILEY",1
19:45,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",1
19:32,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
19:18,,0,,2 (+2),"GOOD JUMPER by SAMSON,VAUGHN",M-573 0-2 (-2),,"GOOD JUMPER by SAMSON,VAUGHN",1
18:50,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
18:41,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
18:31,"GOOD LAYUP by BATES,JACOB(in the paint)",2,,2,,M-132 2-2 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",1
18:13,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
18:07,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",4 (+2),,2,,M-132 4-2 (+2),,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
17:47,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
17:36,"GOOD 3PTR by WALKER,ART",7 (+5),,2,,M-132 7-2 (+5),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
17:34,,,,,TIMEOUT  by TEAM,,,TIMEOUT  by TEAM,1
17:15,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
17:15,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",1
17:11,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
17:11,"GOOD FT by WALKER,ART(fastbreak)",8 (+6),,2,,M-132 8-2 (+6),,"GOOD FT by WALKER,ART(fastbreak)",1
17:11,"GOOD FT by WALKER,ART(fastbreak)",9 (+7),,2,,M-132 9-2 (+7),,"GOOD FT by WALKER,ART(fastbreak)",1
16:54,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
16:54,"BLOCK  by BATES,JACOB",,,,,,,"BLOCK  by BATES,JACOB",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
16:49,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",1
16:49,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",1
16:49,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
16:49,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
16:36,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",1
16:36,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",1
16:30,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
16:27,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",1
15:56,,9 (+4),,5,"GOOD 3PTR by DARST,DANIEL",M-573 9-5 (+4),,"GOOD 3PTR by DARST,DANIEL",1
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",1
15:31,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
15:23,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
15:23,,,,,TIMEOUT  by TEAM,,,TIMEOUT  by TEAM,1
15:23,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
15:23,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
15:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
15:23,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
15:23,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
15:23,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
15:23,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
15:23,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
15:09,"GOOD JUMPER by WALKER,ART(in the paint)",11 (+6),,5,,M-132 11-5 (+6),,"GOOD JUMPER by WALKER,ART(in the paint)",1
14:52,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",1
14:45,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
14:45,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
14:44,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
14:44,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
14:44,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
14:44,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
14:44,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
14:40,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:34,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",1
14:00,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
14:00,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
14:00,,,,,"SUB IN by MCNAMARA,BRENDEN",,,"SUB IN by MCNAMARA,BRENDEN",1
13:44,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",1
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",1
13:26,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
13:26,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",1
13:21,,11 (+4),,7,"GOOD JUMPER by GALVIN,OWEN(fastbreak)(in the paint)",M-573 11-7 (+4),,"GOOD JUMPER by GALVIN,OWEN(fastbreak)(in the paint)",1
13:01,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",13 (+6),,7,,M-132 13-7 (+6),,"GOOD JUMPER by CRUMP,DAWSON(in the paint)",1
12:43,,,,,"MISS JUMPER by SHEN,KEVIN",,,"MISS JUMPER by SHEN,KEVIN",1
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",1
12:27,"GOOD JUMPER by SPITZER,JAKOB",15 (+8),,7,,M-132 15-7 (+8),,"GOOD JUMPER by SPITZER,JAKOB",1
12:10,,15 (+5),,10,"GOOD 3PTR by JAMES,MAC",M-573 15-10 (+5),,"GOOD 3PTR by JAMES,MAC",1
--,,,,,"ASSIST  by MCNAMARA,BRENDEN",,,"ASSIST  by MCNAMARA,BRENDEN",1
11:57,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
11:57,,,,,TIMEOUT  by TEAM,,,TIMEOUT  by TEAM,1
11:57,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
11:57,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
11:57,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
11:57,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
11:57,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
11:57,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
11:48,,,,,"MISS LAYUP by JAMES,MAC",,,"MISS LAYUP by JAMES,MAC",1
--,,,,,"REBOUND OFF by MCNAMARA,BRENDEN",,,"REBOUND OFF by MCNAMARA,BRENDEN",1
11:44,,,,,"MISS LAYUP by MCNAMARA,BRENDEN",,,"MISS LAYUP by MCNAMARA,BRENDEN",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
11:39,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
11:39,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
11:39,,,,,"SUB OUT by MCNAMARA,BRENDEN",,,"SUB OUT by MCNAMARA,BRENDEN",1
11:39,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
