Time Remaining,OU-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
14:12,,30,,49 (+19),"GOOD 3PTR by CRUMP,DAWSON",CENTRE-M 30-49 (+19),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
13:55,"MISS LAYUP by SONE,CARLOS",,,,,,,"MISS LAYUP by SONE,CARLOS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
13:44,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
13:32,"GOOD LAYUP by INUNGU,TOM(in the paint)",32,,49 (+17),,OU-M 32-49 (+17),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
13:14,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
13:03,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
13:03,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:03,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
13:03,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
13:03,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
13:03,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
13:03,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
13:02,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
13:02,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
13:02,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
13:02,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
13:00,"FOUL  by BREATHWAITE,ZACH",,,,,,,"FOUL  by BREATHWAITE,ZACH",2
12:57,,32,,50 (+18),"GOOD FT by AYERS,PERRY",CENTRE-M 32-50 (+18),,"GOOD FT by AYERS,PERRY",2
12:48,,32,,51 (+19),"GOOD FT by AYERS,PERRY",CENTRE-M 32-51 (+19),,"GOOD FT by AYERS,PERRY",2
12:35,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
12:22,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
12:09,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
12:09,"GOOD FT by PERRY,WILL",33,,51 (+18),,OU-M 33-51 (+18),,"GOOD FT by PERRY,WILL",2
12:09,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
12:09,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
12:09,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",2
12:09,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
12:09,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
12:09,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
12:09,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
11:49,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,,,,,"REBOUND OFF by GRIFFIN,JAROD",,,"REBOUND OFF by GRIFFIN,JAROD",2
11:29,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
11:23,,,,,"TURNOVER  by PURVIS,KC",,,"TURNOVER  by PURVIS,KC",2
11:20,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
11:18,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",35,,51 (+16),,OU-M 35-51 (+16),,"GOOD LAYUP by INUNGU,TOM(fastbreak)(in the paint)",2
10:52,,35,,54 (+19),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 35-54 (+19),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
10:28,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
10:27,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
10:27,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:27,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
10:27,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
10:07,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
10:07,"BLOCK  by SONE,CARLOS",,,,,,,"BLOCK  by SONE,CARLOS",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
10:01,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",37,,54 (+17),,OU-M 37-54 (+17),,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",2
09:41,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
09:41,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
09:41,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
09:41,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
09:22,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
09:21,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
09:15,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
09:13,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
09:13,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
08:42,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
08:27,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND OFF by INUNGU,TOM",,,,,,,"REBOUND OFF by INUNGU,TOM",2
08:23,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
08:23,"MISS FT by INUNGU,TOM",,,,,,,"MISS FT by INUNGU,TOM",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
08:19,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:09,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
08:09,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",2
08:09,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
08:09,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
08:09,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
08:09,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
08:09,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
08:09,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
08:09,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
08:00,,37,,56 (+19),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 37-56 (+19),,"GOOD LAYUP by WALKER,ART(in the paint)",2
08:00,"FOUL  by BREATHWAITE,ZACH",,,,,,,"FOUL  by BREATHWAITE,ZACH",2
08:00,,37,,57 (+20),"GOOD FT by WALKER,ART",CENTRE-M 37-57 (+20),,"GOOD FT by WALKER,ART",2
07:50,"MISS LAYUP by KOCH,WILL",,,,,,,"MISS LAYUP by KOCH,WILL",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
07:41,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
07:38,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
07:26,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
07:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:26,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
07:26,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",2
07:26,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
07:26,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
07:21,"GOOD LAYUP by INUNGU,TOM(in the paint)",39,,57 (+18),,OU-M 39-57 (+18),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
06:56,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
06:40,"GOOD 3PTR by PERRY,WILL",42,,57 (+15),,OU-M 42-57 (+15),,"GOOD 3PTR by PERRY,WILL",2
06:16,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
06:11,,42,,59 (+17),"GOOD TIPIN by PURVIS,KC(in the paint)",CENTRE-M 42-59 (+17),,"GOOD TIPIN by PURVIS,KC(in the paint)",2
05:58,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
05:58,"GOOD FT by SONE,CARLOS",43,,59 (+16),,OU-M 43-59 (+16),,"GOOD FT by SONE,CARLOS",2
05:58,"GOOD FT by SONE,CARLOS",44,,59 (+15),,OU-M 44-59 (+15),,"GOOD FT by SONE,CARLOS",2
05:58,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
05:58,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",2
05:58,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
05:58,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
05:58,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
05:58,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
05:58,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
05:58,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
05:50,,44,,61 (+17),"GOOD DUNK by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 44-61 (+17),,"GOOD DUNK by AYERS,PERRY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
05:50,"FOUL  by ETIWE,TOJU",,,,,,,"FOUL  by ETIWE,TOJU",2
05:50,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
05:50,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
05:50,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
05:50,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
05:50,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
05:50,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",2
05:50,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
05:44,"GOOD LAYUP by INUNGU,TOM(in the paint)",46,,61 (+15),,OU-M 46-61 (+15),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
05:25,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
05:19,,46,,64 (+18),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 46-64 (+18),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
05:08,"GOOD LAYUP by FOSTER,LANE(in the paint)",48,,64 (+16),,OU-M 48-64 (+16),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
04:47,,48,,67 (+19),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 48-67 (+19),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
04:36,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
04:30,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
04:29,"STEAL  by PERRY,WILL",,,,,,,"STEAL  by PERRY,WILL",2
04:23,"MISS LAYUP by KOCH,WILL",,,,,,,"MISS LAYUP by KOCH,WILL",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
03:54,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:54,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
03:54,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:54,,48,,68 (+20),"GOOD FT by BATES,JACOB",CENTRE-M 48-68 (+20),,"GOOD FT by BATES,JACOB",2
03:54,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by ETIWE,TOJU",,,,,,,"REBOUND DEF by ETIWE,TOJU",2
03:54,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
03:54,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",2
03:54,"SUB IN by STROMBERG,KEAGAN",,,,,,,"SUB IN by STROMBERG,KEAGAN",2
03:54,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",2
03:54,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
03:54,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
03:54,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
03:54,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
03:54,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
03:54,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
03:54,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
03:54,,,,,"SUB IN by DURBIN,TYLER",,,"SUB IN by DURBIN,TYLER",2
03:54,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
03:54,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
03:33,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
03:33,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
03:33,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
03:33,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
03:33,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
03:33,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
03:31,"GOOD JUMPER by ETIWE,TOJU(in the paint)",50,,68 (+18),,OU-M 50-68 (+18),,"GOOD JUMPER by ETIWE,TOJU(in the paint)",2
--,"ASSIST  by RICE,TRE'",,,,,,,"ASSIST  by RICE,TRE'",2
03:11,"FOUL  by STROMBERG,KEAGAN",,,,,,,"FOUL  by STROMBERG,KEAGAN",2
03:01,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",2
--,"REBOUND DEF by STROMBERG,KEAGAN",,,,,,,"REBOUND DEF by STROMBERG,KEAGAN",2
02:48,"MISS 3PTR by RICE,TRE'",,,,,,,"MISS 3PTR by RICE,TRE'",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
02:40,"SUB IN by GULLEY,TREVOR",,,,,,,"SUB IN by GULLEY,TREVOR",2
02:40,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
02:34,,50,,70 (+20),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTRE-M 50-70 (+20),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JALEN",,,"ASSIST  by WILLIAMS,JALEN",2
02:10,"MISS LAYUP by STROMBERG,KEAGAN",,,,,,,"MISS LAYUP by STROMBERG,KEAGAN",2
--,"REBOUND OFF by ETIWE,TOJU",,,,,,,"REBOUND OFF by ETIWE,TOJU",2
02:06,"GOOD LAYUP by ETIWE,TOJU(in the paint)",52,,70 (+18),,OU-M 52-70 (+18),,"GOOD LAYUP by ETIWE,TOJU(in the paint)",2
01:55,"SUB IN by WALKER,ALEX",,,,,,,"SUB IN by WALKER,ALEX",2
01:55,"SUB IN by CROWE,CAMERON",,,,,,,"SUB IN by CROWE,CAMERON",2
01:55,"SUB IN by SWILLUM,DAVID",,,,,,,"SUB IN by SWILLUM,DAVID",2
01:55,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",2
01:55,"SUB OUT by GULLEY,TREVOR",,,,,,,"SUB OUT by GULLEY,TREVOR",2
01:55,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",2
01:55,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
01:55,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
01:44,,,,,"TURNOVER  by DURBIN,TYLER",,,"TURNOVER  by DURBIN,TYLER",2
01:18,"GOOD JUMPER by CROWE,CAMERON",54,,70 (+16),,OU-M 54-70 (+16),,"GOOD JUMPER by CROWE,CAMERON",2
00:56,,54,,73 (+19),"GOOD 3PTR by DURBIN,TYLER",CENTRE-M 54-73 (+19),,"GOOD 3PTR by DURBIN,TYLER",2
--,,,,,"ASSIST  by BROWNLEY,HOGAN",,,"ASSIST  by BROWNLEY,HOGAN",2
00:32,"MISS 3PTR by STROMBERG,KEAGAN",,,,,,,"MISS 3PTR by STROMBERG,KEAGAN",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
00:27,"SUB IN by GULLEY,TREVOR",,,,,,,"SUB IN by GULLEY,TREVOR",2
00:27,"SUB OUT by STROMBERG,KEAGAN",,,,,,,"SUB OUT by STROMBERG,KEAGAN",2
00:15,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",2
00:09,,54,,75 (+21),"GOOD DUNK by SMITH,RJ(in the paint)",CENTRE-M 54-75 (+21),,"GOOD DUNK by SMITH,RJ(in the paint)",2
00:00,"MISS 3PTR by PEAKS,WARNER",,,,,,,"MISS 3PTR by PEAKS,WARNER",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
