Time Remaining,CC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
16:54,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",1
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",1
16:48,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
16:48,,7 (+1),,6,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",OU 7-6 (+1),,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",1
16:39,"GOOD 3PTR by WALKER,ART",10 (+4),,6,,CC 10-6 (+4),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
16:34,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",1
16:31,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
16:29,,10 (+2),,8,"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 10-8 (+2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",1
16:21,"GOOD 3PTR by SINE,TUCKER",13 (+5),,8,,CC 13-8 (+5),,"GOOD 3PTR by SINE,TUCKER",1
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",1
14:59,,13 (+2),,11,"GOOD 3PTR by PERRY,WILL",OU 13-11 (+2),,"GOOD 3PTR by PERRY,WILL",1
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",1
14:38,"GOOD LAYUP by RAKES,BAILEY(in the paint)",15 (+4),,11,,CC 15-11 (+4),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",1
14:28,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",1
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",1
14:16,"GOOD LAYUP by BATES,JACOB(in the paint)",17 (+6),,11,,CC 17-11 (+6),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
14:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
14:13,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
14:13,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
14:13,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
14:13,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",1
14:13,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
14:13,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
14:13,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
14:13,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
14:13,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
14:13,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
14:13,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",1
14:13,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
14:04,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",1
13:46,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
13:31,,,,,"MISS LAYUP by KOCH,WILL",,,"MISS LAYUP by KOCH,WILL",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
13:22,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
13:22,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",1
13:22,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
13:11,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",1
--,"REBOUND DEF by SPITZER,JAKOB",,,,,,,"REBOUND DEF by SPITZER,JAKOB",1
12:53,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",1
12:51,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
12:50,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",1
12:50,,17 (+5),,12,"GOOD FT by FOSTER,LANE",OU 17-12 (+5),,"GOOD FT by FOSTER,LANE",1
12:50,,17 (+4),,13,"GOOD FT by FOSTER,LANE",OU 17-13 (+4),,"GOOD FT by FOSTER,LANE",1
12:50,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
12:50,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
12:50,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",1
12:50,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
12:31,"GOOD 3PTR by CRUMP,DAWSON",20 (+7),,13,,CC 20-13 (+7),,"GOOD 3PTR by CRUMP,DAWSON",1
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",1
12:10,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",1
12:06,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",1
12:06,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
12:06,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
12:06,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
12:06,"SUB OUT by BROWNLEY,HOGAN",,,,,,,"SUB OUT by BROWNLEY,HOGAN",1
12:06,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
12:06,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
11:46,"GOOD 3PTR by SINE,TUCKER",23 (+10),,13,,CC 23-13 (+10),,"GOOD 3PTR by SINE,TUCKER",1
--,"ASSIST  by PURVIS,KC",,,,,,,"ASSIST  by PURVIS,KC",1
11:27,,,,,"MISS 3PTR by BREATHWAITE,ZACH",,,"MISS 3PTR by BREATHWAITE,ZACH",1
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",1
11:18,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
11:14,,,,,"STEAL  by JENEI,RYAN",,,"STEAL  by JENEI,RYAN",1
11:04,,23 (+8),,15,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",OU 23-15 (+8),,"GOOD LAYUP by JENEI,RYAN(fastbreak)(in the paint)",1
10:57,"GOOD JUMPER by WALKER,ART",25 (+10),,15,,CC 25-15 (+10),,"GOOD JUMPER by WALKER,ART",1
10:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
10:57,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
10:57,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
10:57,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
10:57,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
10:42,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
10:42,,,,,"SUB IN by SPRINGER,WILL",,,"SUB IN by SPRINGER,WILL",1
10:42,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
10:42,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
10:42,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",1
10:42,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",1
10:41,,25 (+8),,17,"GOOD JUMPER by KOCH,WILL(in the paint)",OU 25-17 (+8),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
10:10,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",27 (+10),,17,,CC 27-17 (+10),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",1
09:49,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
09:41,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,"REBOUND OFF by CRUMP,DAWSON",,,,,,,"REBOUND OFF by CRUMP,DAWSON",1
09:36,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:31,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
09:31,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
09:04,,27 (+8),,19,"GOOD JUMPER by KOCH,WILL(in the paint)",OU 27-19 (+8),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
08:35,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",1
08:35,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",1
--,"REBOUND OFF by SPITZER,JAKOB",,,,,,,"REBOUND OFF by SPITZER,JAKOB",1
08:28,"GOOD 3PTR by SINE,TUCKER",30 (+11),,19,,CC 30-19 (+11),,"GOOD 3PTR by SINE,TUCKER",1
--,"ASSIST  by SPITZER,JAKOB",,,,,,,"ASSIST  by SPITZER,JAKOB",1
08:03,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",1
08:00,"STEAL  by SPITZER,JAKOB",,,,,,,"STEAL  by SPITZER,JAKOB",1
07:58,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
07:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:58,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
07:58,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
07:58,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
07:58,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
07:58,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
07:58,,,,,"SUB OUT by SPRINGER,WILL",,,"SUB OUT by SPRINGER,WILL",1
07:36,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",1
--,"REBOUND OFF by SINE,TUCKER",,,,,,,"REBOUND OFF by SINE,TUCKER",1
07:31,"MISS LAYUP by SINE,TUCKER",,,,,,,"MISS LAYUP by SINE,TUCKER",1
07:31,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
07:28,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",1
07:16,,30 (+9),,21,"GOOD JUMPER by INUNGU,TOM(in the paint)",OU 30-21 (+9),,"GOOD JUMPER by INUNGU,TOM(in the paint)",1
07:08,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
07:08,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",1
06:54,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
06:35,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
06:28,,30 (+6),,24,"GOOD 3PTR by JENEI,RYAN(fastbreak)",OU 30-24 (+6),,"GOOD 3PTR by JENEI,RYAN(fastbreak)",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
06:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:22,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
06:22,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
06:22,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
06:22,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
06:02,"MISS JUMPER by WALKER,ART",,,,,,,"MISS JUMPER by WALKER,ART",1
06:02,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
05:36,,30 (+4),,26,"GOOD LAYUP by PERRY,WILL(in the paint)",OU 30-26 (+4),,"GOOD LAYUP by PERRY,WILL(in the paint)",1
05:33,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
05:33,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
05:18,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
05:18,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
05:09,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
04:51,,30 (+2),,28,"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 30-28 (+2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
04:33,"GOOD 3PTR by WALKER,ART",33 (+5),,28,,CC 33-28 (+5),,"GOOD 3PTR by WALKER,ART",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
04:11,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",1
04:10,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",1
03:55,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",35 (+7),,28,,CC 35-28 (+7),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
03:49,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
03:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:49,"GOOD FT by GERALD,DUSTIN",36 (+8),,28,,CC 36-28 (+8),,"GOOD FT by GERALD,DUSTIN",1
03:32,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:28,"MISS JUMPER by SPITZER,JAKOB",,,,,,,"MISS JUMPER by SPITZER,JAKOB",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:05,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
03:05,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",1
03:05,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
03:05,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
03:05,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
03:05,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
03:05,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
03:05,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
02:36,"GOOD FT by CRUMP,DAWSON",37 (+9),,28,,CC 37-28 (+9),,"GOOD FT by CRUMP,DAWSON",1
02:36,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
02:36,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",1
02:36,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
02:22,,,,,"TURNOVER  by BREATHWAITE,ZACH",,,"TURNOVER  by BREATHWAITE,ZACH",1
02:21,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",1
02:18,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",1
02:17,,,,,"STEAL  by BREATHWAITE,ZACH",,,"STEAL  by BREATHWAITE,ZACH",1
02:11,,,,,"MISS 3PTR by BREATHWAITE,ZACH",,,"MISS 3PTR by BREATHWAITE,ZACH",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
01:57,"GOOD 3PTR by AYERS,PERRY",40 (+12),,28,,CC 40-28 (+12),,"GOOD 3PTR by AYERS,PERRY",1
01:49,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,1
01:49,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
01:49,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
01:49,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
01:49,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
01:49,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
01:49,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
01:49,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
01:49,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
01:49,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
01:49,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",1
01:35,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
01:11,"GOOD LAYUP by WALKER,ART(in the paint)",42 (+14),,28,,CC 42-28 (+14),,"GOOD LAYUP by WALKER,ART(in the paint)",1
00:47,,42 (+12),,30,"GOOD LAYUP by PERRY,WILL(in the paint)",OU 42-30 (+12),,"GOOD LAYUP by PERRY,WILL(in the paint)",1
00:14,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:01,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",1
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",1
20:00,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
20:00,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
19:41,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
19:13,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
18:54,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:52,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
18:52,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
18:52,"GOOD 3PTR by AYERS,PERRY(fastbreak)",45 (+15),,30,,CC 45-30 (+15),,"GOOD 3PTR by AYERS,PERRY(fastbreak)",2
18:52,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
18:52,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
18:48,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",2
17:41,,,,,"MISS JUMPER by JENEI,RYAN",,,"MISS JUMPER by JENEI,RYAN",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
17:33,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
17:24,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
17:16,,45 (+13),,32,"GOOD JUMPER by INUNGU,TOM(in the paint)",OU 45-32 (+13),,"GOOD JUMPER by INUNGU,TOM(in the paint)",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
16:54,"GOOD 3PTR by WALKER,ART",48 (+16),,32,,CC 48-32 (+16),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
16:40,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
16:23,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
16:15,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
16:14,"STEAL  by RAKES,BAILEY",,,,,,,"STEAL  by RAKES,BAILEY",2
16:11,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",50 (+18),,32,,CC 50-32 (+18),,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",2
15:46,,,,,"MISS 3PTR by INUNGU,TOM",,,"MISS 3PTR by INUNGU,TOM",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
15:22,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
15:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:19,"GOOD FT by SINE,TUCKER",51 (+19),,32,,CC 51-32 (+19),,"GOOD FT by SINE,TUCKER",2
15:19,"GOOD FT by SINE,TUCKER",52 (+20),,32,,CC 52-32 (+20),,"GOOD FT by SINE,TUCKER",2
15:19,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
15:19,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
15:19,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
15:19,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
15:19,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
15:19,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
15:19,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
15:19,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
15:05,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",2
15:05,"BLOCK  by WALKER,ART",,,,,,,"BLOCK  by WALKER,ART",2
