Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MUW,Game Score,Team Indicator,Play,Period
01:55,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",1
01:55,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",1
01:55,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",1
01:55,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",1
01:55,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",1
01:55,,,,,"SUB OUT by BLANTON,CLAY",,,"SUB OUT by BLANTON,CLAY",1
01:55,,,,,"SUB IN by CAUSEY,QUINTIYUS",,,"SUB IN by CAUSEY,QUINTIYUS",1
01:44,"GOOD LAYUP by DAVIS,BRODY(in the paint)",28,,47 (+19),,BSC 28-47 (-19),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",1
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",1
01:28,,,,,"MISS JUMPER by COLEMAN JR.,TERRY",,,"MISS JUMPER by COLEMAN JR.,TERRY",1
--,,,,,"REBOUND OFF by ZERADJANIN,MILOS",,,"REBOUND OFF by ZERADJANIN,MILOS",1
01:25,,,,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",1
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",1
01:20,"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",28,,50 (+22),,BSC 28-50 (-22),,"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",1
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",1
01:01,,30,,50 (+20),"GOOD JUMPER by CAUSEY,QUINTIYUS(in the paint)",MUW 30-50 (-20),,"GOOD JUMPER by CAUSEY,QUINTIYUS(in the paint)",1
00:49,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,,,,,"REBOUND DEF by KENNICK,DAVON",,,"REBOUND DEF by KENNICK,DAVON",1
00:46,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",1
00:46,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",1
00:46,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",1
00:46,,31,,50 (+19),"GOOD FT by COLEMAN JR.,TERRY(fastbreak)",MUW 31-50 (-19),,"GOOD FT by COLEMAN JR.,TERRY(fastbreak)",1
00:46,,,,,"MISS FT by COLEMAN JR.,TERRY(fastbreak)",,,"MISS FT by COLEMAN JR.,TERRY(fastbreak)",1
--,,,,,"REBOUND OFF by KENNICK,DAVON",,,"REBOUND OFF by KENNICK,DAVON",1
00:46,,,,,"TURNOVER  by KENNICK,DAVON",,,"TURNOVER  by KENNICK,DAVON",1
00:34,"MISS LAYUP by GLOVER,COLIN(in the paint)",,,,,,,"MISS LAYUP by GLOVER,COLIN(in the paint)",1
--,"REBOUND OFF by GLOVER,COLIN",,,,,,,"REBOUND OFF by GLOVER,COLIN",1
00:30,"GOOD LAYUP by GLOVER,COLIN(in the paint)",31,,52 (+21),,BSC 31-52 (-21),,"GOOD LAYUP by GLOVER,COLIN(in the paint)",1
00:23,,33,,52 (+19),"GOOD LAYUP by COLEMAN JR.,TERRY(fastbreak)(in the paint)",MUW 33-52 (-19),,"GOOD LAYUP by COLEMAN JR.,TERRY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by KENNICK,DAVON",,,"ASSIST  by KENNICK,DAVON",1
00:18,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",1
00:17,,34,,52 (+18),"GOOD FT by COLEMAN JR.,TERRY(fastbreak)",MUW 34-52 (-18),,"GOOD FT by COLEMAN JR.,TERRY(fastbreak)",1
00:01,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",1
--,"REBOUND OFF by SPENCE,SAM",,,,,,,"REBOUND OFF by SPENCE,SAM",1
20:00,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
20:00,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
20:00,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
20:00,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",2
20:00,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
20:00,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
20:00,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
20:00,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
20:00,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
20:00,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
19:39,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
19:34,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by COLEMAN JR.,TERRY",,,"REBOUND DEF by COLEMAN JR.,TERRY",2
19:18,,,,,"TURNOVER  by ZERADJANIN,MILOS",,,"TURNOVER  by ZERADJANIN,MILOS",2
19:18,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",2
19:13,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,,,,,"REBOUND DEF by KENNICK,DAVON",,,"REBOUND DEF by KENNICK,DAVON",2
19:03,,36,,52 (+16),"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",MUW 36-52 (-16),,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",2
--,,,,,"ASSIST  by BAILEY,DDALLEN",,,"ASSIST  by BAILEY,DDALLEN",2
18:50,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",36,,54 (+18),,BSC 36-54 (-18),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by FITZGERALD,PAUL",,,,,,,"ASSIST  by FITZGERALD,PAUL",2
18:33,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",2
18:18,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",36,,56 (+20),,BSC 36-56 (-20),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
17:55,,39,,56 (+17),"GOOD 3PTR by CAUSEY,QUINTIYUS",MUW 39-56 (-17),,"GOOD 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
17:45,"GOOD 3PTR by STEWART,CHRISTIAN",39,,59 (+20),,BSC 39-59 (-20),,"GOOD 3PTR by STEWART,CHRISTIAN",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
17:33,,,,,"TURNOVER  by CAUSEY,QUINTIYUS",,,"TURNOVER  by CAUSEY,QUINTIYUS",2
17:33,,,,,"SUB OUT by ZERADJANIN,MILOS",,,"SUB OUT by ZERADJANIN,MILOS",2
17:33,,,,,"SUB IN by DAVISON,KENTERRIUS",,,"SUB IN by DAVISON,KENTERRIUS",2
17:16,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",39,,61 (+22),,BSC 39-61 (-22),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
16:52,,,,,"MISS LAYUP by BAILEY,DDALLEN(in the paint)",,,"MISS LAYUP by BAILEY,DDALLEN(in the paint)",2
--,,,,,"REBOUND OFF by KENNICK,DAVON",,,"REBOUND OFF by KENNICK,DAVON",2
16:48,,,,,"MISS LAYUP by KENNICK,DAVON(in the paint)",,,"MISS LAYUP by KENNICK,DAVON(in the paint)",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
16:38,,,,,"FOUL  by DAVISON,KENTERRIUS",,,"FOUL  by DAVISON,KENTERRIUS",2
16:38,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
16:38,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
16:38,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
16:38,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
16:38,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
16:38,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
16:38,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
16:38,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
16:38,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
16:38,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
16:34,"GOOD LAYUP by DAVIS,BRODY(in the paint)",39,,63 (+24),,BSC 39-63 (-24),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",2
16:19,,41,,63 (+22),"GOOD JUMPER by COLEMAN JR.,TERRY",MUW 41-63 (-22),,"GOOD JUMPER by COLEMAN JR.,TERRY",2
--,,,,,"ASSIST  by BAILEY,DDALLEN",,,"ASSIST  by BAILEY,DDALLEN",2
16:12,"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",41,,66 (+25),,BSC 41-66 (-25),,"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",2
--,"ASSIST  by GLOVER,COLIN",,,,,,,"ASSIST  by GLOVER,COLIN",2
15:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:46,,,,,"TURNOVER  by KENNICK,DAVON",,,"TURNOVER  by KENNICK,DAVON",2
15:46,"STEAL  by WILLIAMS,JU'QUAN",,,,,,,"STEAL  by WILLIAMS,JU'QUAN",2
15:34,"MISS LAYUP by GREEN,KALEB(in the paint)",,,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
--,,,,,"REBOUND DEF by COLEMAN JR.,TERRY",,,"REBOUND DEF by COLEMAN JR.,TERRY",2
15:21,,,,,"MISS 3PTR by BAILEY,DDALLEN",,,"MISS 3PTR by BAILEY,DDALLEN",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
15:17,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
15:17,,,,,"STEAL  by CAUSEY,QUINTIYUS",,,"STEAL  by CAUSEY,QUINTIYUS",2
15:12,,,,,"MISS JUMPER by COLEMAN JR.,TERRY",,,"MISS JUMPER by COLEMAN JR.,TERRY",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
15:01,,,,,"FOUL  by COLEMAN JR.,TERRY",,,"FOUL  by COLEMAN JR.,TERRY",2
15:01,,,,,"SUB OUT by COLEMAN JR.,TERRY",,,"SUB OUT by COLEMAN JR.,TERRY",2
15:01,,,,,"SUB IN by ZERADJANIN,MILOS",,,"SUB IN by ZERADJANIN,MILOS",2
14:58,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND DEF by DAVISON,KENTERRIUS",,,"REBOUND DEF by DAVISON,KENTERRIUS",2
14:39,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS",,,"MISS JUMPER by CAUSEY,QUINTIYUS",2
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
14:29,"MISS 3PTR by GLOVER,COLIN",,,,,,,"MISS 3PTR by GLOVER,COLIN",2
--,"REBOUND OFF by GLOVER,COLIN",,,,,,,"REBOUND OFF by GLOVER,COLIN",2
14:25,"MISS LAYUP by GLOVER,COLIN(in the paint)",,,,,,,"MISS LAYUP by GLOVER,COLIN(in the paint)",2
--,,,,,"REBOUND DEF by BAILEY,DDALLEN",,,"REBOUND DEF by BAILEY,DDALLEN",2
14:09,,,,,"MISS LAYUP by KENNICK,DAVON(in the paint)",,,"MISS LAYUP by KENNICK,DAVON(in the paint)",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
13:58,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",2
--,,,,,"REBOUND DEF by ZERADJANIN,MILOS",,,"REBOUND DEF by ZERADJANIN,MILOS",2
13:48,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
13:48,,,,,"MISS FT by BAILEY,DDALLEN",,,"MISS FT by BAILEY,DDALLEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:48,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
13:48,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
13:48,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
13:48,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
13:48,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
13:48,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
13:48,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
13:48,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
13:48,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
13:48,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
13:48,,42,,66 (+24),"GOOD FT by BAILEY,DDALLEN",MUW 42-66 (-24),,"GOOD FT by BAILEY,DDALLEN",2
13:48,,,,,"FOUL  by ZERADJANIN,MILOS",,,"FOUL  by ZERADJANIN,MILOS",2
13:39,"GOOD 3PTR by KANE,DENMAN",42,,69 (+27),,BSC 42-69 (-27),,"GOOD 3PTR by KANE,DENMAN",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
13:16,,,,,"MISS LAYUP by BAILEY,DDALLEN(in the paint)",,,"MISS LAYUP by BAILEY,DDALLEN(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
13:02,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",42,,71 (+29),,BSC 42-71 (-29),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
12:38,,44,,71 (+27),"GOOD LAYUP by KENNICK,DAVON(in the paint)",MUW 44-71 (-27),,"GOOD LAYUP by KENNICK,DAVON(in the paint)",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
12:25,"GOOD 3PTR by TOULIATOS,LUKE",44,,74 (+30),,BSC 44-74 (-30),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,"ASSIST  by KANE,DENMAN",,,,,,,"ASSIST  by KANE,DENMAN",2
11:56,,,,,"MISS JUMPER by BAILEY,DDALLEN",,,"MISS JUMPER by BAILEY,DDALLEN",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
11:46,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
11:46,,,,,"SUB OUT by BAILEY,DDALLEN",,,"SUB OUT by BAILEY,DDALLEN",2
11:46,,,,,"SUB OUT by KENNICK,DAVON",,,"SUB OUT by KENNICK,DAVON",2
11:46,,,,,"SUB IN by WRIGHT,SHON",,,"SUB IN by WRIGHT,SHON",2
11:46,,,,,"SUB IN by COLEMAN JR.,TERRY",,,"SUB IN by COLEMAN JR.,TERRY",2
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:25,,,,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
11:21,,,,,"FOUL TECH by ZERADJANIN,MILOS",,,"FOUL TECH by ZERADJANIN,MILOS",2
11:21,"GOOD FT by STEPHENS,TROY(fastbreak)",44,,75 (+31),,BSC 44-75 (-31),,"GOOD FT by STEPHENS,TROY(fastbreak)",2
11:21,"GOOD FT by STEPHENS,TROY(fastbreak)",44,,76 (+32),,BSC 44-76 (-32),,"GOOD FT by STEPHENS,TROY(fastbreak)",2
11:07,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,"REBOUND OFF by GARRIDO,BRANDAN",,,,,,,"REBOUND OFF by GARRIDO,BRANDAN",2
11:03,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by COLEMAN JR.,TERRY",,,"REBOUND DEF by COLEMAN JR.,TERRY",2
10:54,,46,,76 (+30),"GOOD LAYUP by WRIGHT,SHON(in the paint)",MUW 46-76 (-30),,"GOOD LAYUP by WRIGHT,SHON(in the paint)",2
--,,,,,"ASSIST  by COLEMAN JR.,TERRY",,,"ASSIST  by COLEMAN JR.,TERRY",2
10:47,"GOOD 3PTR by KANE,DENMAN(fastbreak)",46,,79 (+33),,BSC 46-79 (-33),,"GOOD 3PTR by KANE,DENMAN(fastbreak)",2
--,"ASSIST  by GARRIDO,BRANDAN",,,,,,,"ASSIST  by GARRIDO,BRANDAN",2
10:32,,,,,"TURNOVER  by CAUSEY,QUINTIYUS",,,"TURNOVER  by CAUSEY,QUINTIYUS",2
10:11,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:06,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
10:06,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
10:06,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
10:06,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
10:06,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
10:06,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
10:06,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
10:06,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
10:06,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
10:06,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
10:06,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
10:06,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
09:43,,,,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",,,"MISS LAYUP by ZERADJANIN,MILOS(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
09:43,,,,,"FOUL  by WRIGHT,SHON",,,"FOUL  by WRIGHT,SHON",2
09:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
09:16,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",46,,81 (+35),,BSC 46-81 (-35),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
08:48,,48,,81 (+33),"GOOD LAYUP by DAVISON,KENTERRIUS(in the paint)",MUW 48-81 (-33),,"GOOD LAYUP by DAVISON,KENTERRIUS(in the paint)",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
08:33,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
08:25,,,,,"TURNOVER  by DAVISON,KENTERRIUS",,,"TURNOVER  by DAVISON,KENTERRIUS",2
08:25,"STEAL  by SIGLER,EVAN",,,,,,,"STEAL  by SIGLER,EVAN",2
08:20,"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",48,,83 (+35),,BSC 48-83 (-35),,"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",2
08:20,,,,,"FOUL  by ZERADJANIN,MILOS",,,"FOUL  by ZERADJANIN,MILOS",2
08:20,,,,,"SUB OUT by ZERADJANIN,MILOS",,,"SUB OUT by ZERADJANIN,MILOS",2
08:20,,,,,"SUB IN by BAILEY,DDALLEN",,,"SUB IN by BAILEY,DDALLEN",2
08:20,"GOOD FT by GILLISPIE,JAY(fastbreak)",48,,84 (+36),,BSC 48-84 (-36),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
08:03,,50,,84 (+34),"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",MUW 50-84 (-34),,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",2
--,,,,,"ASSIST  by CAUSEY,QUINTIYUS",,,"ASSIST  by CAUSEY,QUINTIYUS",2
07:46,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
07:44,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
07:44,,,,,"FOUL  by BAILEY,DDALLEN",,,"FOUL  by BAILEY,DDALLEN",2
07:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:44,,,,,"SUB OUT by CAUSEY,QUINTIYUS",,,"SUB OUT by CAUSEY,QUINTIYUS",2
07:44,,,,,"SUB IN by BLANTON,CLAY",,,"SUB IN by BLANTON,CLAY",2
07:44,"GOOD FT by STEWART,CHRISTIAN",50,,85 (+35),,BSC 50-85 (-35),,"GOOD FT by STEWART,CHRISTIAN",2
07:44,"GOOD FT by STEWART,CHRISTIAN",50,,86 (+36),,BSC 50-86 (-36),,"GOOD FT by STEWART,CHRISTIAN",2
07:33,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
07:33,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
07:33,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
07:33,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
07:33,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
07:33,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
07:33,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
07:33,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
07:33,"SUB IN by DAVIS,RANDALL",,,,,,,"SUB IN by DAVIS,RANDALL",2
07:33,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
07:33,"SUB IN by NIX,JAMES",,,,,,,"SUB IN by NIX,JAMES",2
07:24,,,,,"MISS LAYUP by COLEMAN JR.,TERRY(in the paint)",,,"MISS LAYUP by COLEMAN JR.,TERRY(in the paint)",2
07:24,"BLOCK  by NIX,JAMES",,,,,,,"BLOCK  by NIX,JAMES",2
--,"REBOUND DEF by NIX,JAMES",,,,,,,"REBOUND DEF by NIX,JAMES",2
07:06,"TURNOVER  by NIX,JAMES",,,,,,,"TURNOVER  by NIX,JAMES",2
06:57,,52,,86 (+34),"GOOD JUMPER by DAVISON,KENTERRIUS(in the paint)",MUW 52-86 (-34),,"GOOD JUMPER by DAVISON,KENTERRIUS(in the paint)",2
06:41,"TURNOVER  by BARNETT,CHARLIE",,,,,,,"TURNOVER  by BARNETT,CHARLIE",2
06:25,,,,,"MISS JUMPER by COLEMAN JR.,TERRY",,,"MISS JUMPER by COLEMAN JR.,TERRY",2
--,,,,,"REBOUND OFF by BAILEY,DDALLEN",,,"REBOUND OFF by BAILEY,DDALLEN",2
06:21,,54,,86 (+32),"GOOD LAYUP by BAILEY,DDALLEN(in the paint)",MUW 54-86 (-32),,"GOOD LAYUP by BAILEY,DDALLEN(in the paint)",2
06:14,"MISS JUMPER by NIX,JAMES(in the paint)",,,,,,,"MISS JUMPER by NIX,JAMES(in the paint)",2
--,"REBOUND OFF by SPENCE,SAM",,,,,,,"REBOUND OFF by SPENCE,SAM",2
06:10,"MISS 3PTR by BARNETT,CHARLIE",,,,,,,"MISS 3PTR by BARNETT,CHARLIE",2
--,,,,,"REBOUND DEF by BLANTON,CLAY",,,"REBOUND DEF by BLANTON,CLAY",2
05:57,,,,,"TURNOVER  by COLEMAN JR.,TERRY",,,"TURNOVER  by COLEMAN JR.,TERRY",2
05:57,"STEAL  by DAVIS,RANDALL",,,,,,,"STEAL  by DAVIS,RANDALL",2
05:51,"MISS 3PTR by BARNETT,CHARLIE",,,,,,,"MISS 3PTR by BARNETT,CHARLIE",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
05:37,,,,,"MISS 3PTR by WRIGHT,SHON",,,"MISS 3PTR by WRIGHT,SHON",2
--,,,,,"REBOUND OFF by BLANTON,CLAY",,,"REBOUND OFF by BLANTON,CLAY",2
