Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
18:26,"GOOD 3PTR by EDWARDS,BERSHARD",35,,50 (+15),,LAG 35-50 (+15),,"GOOD 3PTR by EDWARDS,BERSHARD",2
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",2
17:58,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
17:54,"FOUL  by DOLHANCYK,COOPER",,,,,,,"FOUL  by DOLHANCYK,COOPER",2
17:54,,35,,51 (+16),"GOOD FT by GILLISPIE,JAY",BSC 35-51 (+16),,"GOOD FT by GILLISPIE,JAY",2
17:54,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,"REBOUND DEF by DOLHANCYK,COOPER",,,,,,,"REBOUND DEF by DOLHANCYK,COOPER",2
17:42,"MISS 3PTR by EDWARDS,BERSHARD",,,,,,,"MISS 3PTR by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
17:28,,35,,53 (+18),"GOOD JUMPER by FITZGERALD,PAUL(in the paint)",BSC 35-53 (+18),,"GOOD JUMPER by FITZGERALD,PAUL(in the paint)",2
17:28,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",2
17:28,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
17:28,"SUB IN by SMITH,KYLE",,,,,,,"SUB IN by SMITH,KYLE",2
17:28,,35,,54 (+19),"GOOD FT by FITZGERALD,PAUL",BSC 35-54 (+19),,"GOOD FT by FITZGERALD,PAUL",2
17:18,"TURNOVER  by BROWN,KYLE",,,,,,,"TURNOVER  by BROWN,KYLE",2
17:18,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",2
17:07,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:47,,35,,57 (+22),"GOOD 3PTR by GILLISPIE,JAY",BSC 35-57 (+22),,"GOOD 3PTR by GILLISPIE,JAY",2
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",2
16:34,"GOOD JUMPER by BROWN,KYLE(in the paint)",37,,57 (+20),,LAG 37-57 (+20),,"GOOD JUMPER by BROWN,KYLE(in the paint)",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
16:11,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
16:06,,37,,59 (+22),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 37-59 (+22),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
16:06,"FOUL  by COFIELD,GABE",,,,,,,"FOUL  by COFIELD,GABE",2
16:06,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:06,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
16:06,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
16:06,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
16:06,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",2
16:06,"SUB IN by LYONS,CAMERIN",,,,,,,"SUB IN by LYONS,CAMERIN",2
16:06,,37,,60 (+23),"GOOD FT by GILLISPIE,JAY",BSC 37-60 (+23),,"GOOD FT by GILLISPIE,JAY",2
15:49,,,,,"FOUL  by WILLIAMS,JU'QUAN",,,"FOUL  by WILLIAMS,JU'QUAN",2
15:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:49,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:49,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
15:49,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
15:49,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
15:49,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
15:49,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
15:39,"MISS 3PTR by EDWARDS,BERSHARD",,,,,,,"MISS 3PTR by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
15:32,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
15:16,"MISS 3PTR by DOLHANCYK,COOPER",,,,,,,"MISS 3PTR by DOLHANCYK,COOPER",2
--,"REBOUND OFF by EDWARDS,BERSHARD",,,,,,,"REBOUND OFF by EDWARDS,BERSHARD",2
15:13,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",39,,60 (+21),,LAG 39-60 (+21),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",2
15:02,,39,,62 (+23),"GOOD JUMPER by STEPHENS,TROY(in the paint)",BSC 39-62 (+23),,"GOOD JUMPER by STEPHENS,TROY(in the paint)",2
14:53,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",41,,62 (+21),,LAG 41-62 (+21),,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",2
14:53,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
14:53,"GOOD FT by LYONS,CAMERIN",42,,62 (+20),,LAG 42-62 (+20),,"GOOD FT by LYONS,CAMERIN",2
14:46,,42,,64 (+22),"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",BSC 42-64 (+22),,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",2
14:31,"MISS JUMPER by SMITH,KYLE(in the paint)",,,,,,,"MISS JUMPER by SMITH,KYLE(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
14:27,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
14:27,"STEAL  by DOLHANCYK,COOPER",,,,,,,"STEAL  by DOLHANCYK,COOPER",2
14:21,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
14:15,"GOOD LAYUP by BROWN,KYLE(in the paint)",44,,64 (+20),,LAG 44-64 (+20),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
14:00,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by JACKSON,MARTISE",,,"REBOUND OFF by JACKSON,MARTISE",2
13:51,,44,,67 (+23),"GOOD 3PTR by WILLIAMS,JU'QUAN",BSC 44-67 (+23),,"GOOD 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",2
13:27,"TURNOVER  by LYONS,CAMERIN",,,,,,,"TURNOVER  by LYONS,CAMERIN",2
13:27,,,,,"STEAL  by GARRIDO,BRANDAN",,,"STEAL  by GARRIDO,BRANDAN",2
13:20,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
13:12,,44,,70 (+26),"GOOD 3PTR by JACKSON,MARTISE",BSC 44-70 (+26),,"GOOD 3PTR by JACKSON,MARTISE",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
12:55,"MISS 3PTR by DOLHANCYK,COOPER",,,,,,,"MISS 3PTR by DOLHANCYK,COOPER",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
12:49,"FOUL  by DOLHANCYK,COOPER",,,,,,,"FOUL  by DOLHANCYK,COOPER",2
12:49,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
12:49,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
12:49,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
12:49,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
12:49,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
12:49,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
12:49,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
12:49,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
12:49,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",2
12:49,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",2
12:28,,44,,72 (+28),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 44-72 (+28),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
12:13,"MISS JUMPER by SMITH,KYLE(in the paint)",,,,,,,"MISS JUMPER by SMITH,KYLE(in the paint)",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
12:09,,,,,"MISS LAYUP by SIGLER,EVAN(in the paint)",,,"MISS LAYUP by SIGLER,EVAN(in the paint)",2
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",2
11:57,"MISS 3PTR by EDWARDS,BERSHARD",,,,,,,"MISS 3PTR by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
11:49,,44,,74 (+30),"GOOD LAYUP by SIGLER,EVAN(fastbreak)(in the paint)",BSC 44-74 (+30),,"GOOD LAYUP by SIGLER,EVAN(fastbreak)(in the paint)",2
11:40,"GOOD JUMPER by LYONS,CAMERIN",46,,74 (+28),,LAG 46-74 (+28),,"GOOD JUMPER by LYONS,CAMERIN",2
11:40,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",2
11:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:40,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
11:40,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
11:40,"SUB OUT by SMITH,KYLE",,,,,,,"SUB OUT by SMITH,KYLE",2
11:40,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",2
11:40,"GOOD FT by LYONS,CAMERIN",47,,74 (+27),,LAG 47-74 (+27),,"GOOD FT by LYONS,CAMERIN",2
11:16,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
11:07,"GOOD LAYUP by BROWN,KYLE(in the paint)",49,,74 (+25),,LAG 49-74 (+25),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
10:54,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
10:50,,49,,77 (+28),"GOOD 3PTR by TOULIATOS,LUKE",BSC 49-77 (+28),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
10:39,"GOOD JUMPER by BROWN,KYLE(in the paint)",51,,77 (+26),,LAG 51-77 (+26),,"GOOD JUMPER by BROWN,KYLE(in the paint)",2
10:14,,,,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",2
--,"REBOUND DEF by PENDLETON,TAYSHAWN",,,,,,,"REBOUND DEF by PENDLETON,TAYSHAWN",2
10:13,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
09:58,"TURNOVER  by PENDLETON,TAYSHAWN",,,,,,,"TURNOVER  by PENDLETON,TAYSHAWN",2
09:58,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",2
09:58,,,,,"TURNOVER  by SIGLER,EVAN",,,"TURNOVER  by SIGLER,EVAN",2
09:58,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
09:58,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
09:58,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
09:58,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
09:58,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
09:58,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
09:42,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",2
09:42,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
09:41,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
09:41,"MISS FT by BROWN,KYLE",,,,,,,"MISS FT by BROWN,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:41,"GOOD FT by BROWN,KYLE",52,,77 (+25),,LAG 52-77 (+25),,"GOOD FT by BROWN,KYLE",2
09:39,"SUB OUT by BROWN,KYLE",,,,,,,"SUB OUT by BROWN,KYLE",2
09:39,"SUB IN by ADAMS,XAVIER",,,,,,,"SUB IN by ADAMS,XAVIER",2
09:18,,52,,79 (+27),"GOOD JUMPER by GLOVER,CAMERON(in the paint)",BSC 52-79 (+27),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",2
08:55,"MISS 3PTR by PENDLETON,TAYSHAWN",,,,,,,"MISS 3PTR by PENDLETON,TAYSHAWN",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
08:36,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,"REBOUND DEF by ADAMS,XAVIER",,,,,,,"REBOUND DEF by ADAMS,XAVIER",2
08:27,"MISS JUMPER by LYONS,CAMERIN(in the paint)",,,,,,,"MISS JUMPER by LYONS,CAMERIN(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
08:20,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by PENDLETON,TAYSHAWN",,,,,,,"REBOUND DEF by PENDLETON,TAYSHAWN",2
08:10,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",54,,79 (+25),,LAG 54-79 (+25),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",2
08:06,"SUB OUT by LYONS,CAMERIN",,,,,,,"SUB OUT by LYONS,CAMERIN",2
08:06,"SUB IN by COFIELD,GABE",,,,,,,"SUB IN by COFIELD,GABE",2
08:00,,54,,82 (+28),"GOOD 3PTR by GLOVER,CAMERON",BSC 54-82 (+28),,"GOOD 3PTR by GLOVER,CAMERON",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
07:43,"MISS 3PTR by PENDLETON,TAYSHAWN",,,,,,,"MISS 3PTR by PENDLETON,TAYSHAWN",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
07:35,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",2
07:29,,54,,84 (+30),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 54-84 (+30),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
07:24,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",2
--,"REBOUND OFF by EDWARDS,BERSHARD",,,,,,,"REBOUND OFF by EDWARDS,BERSHARD",2
07:19,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:18,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
07:18,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
07:18,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
07:18,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
07:18,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
07:18,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
07:18,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
07:18,"SUB OUT by PENDLETON,TAYSHAWN",,,,,,,"SUB OUT by PENDLETON,TAYSHAWN",2
07:18,"SUB IN by SHEPHERD,ANDREW",,,,,,,"SUB IN by SHEPHERD,ANDREW",2
07:18,"SUB IN by SMITH,KYLE",,,,,,,"SUB IN by SMITH,KYLE",2
07:04,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,,,,,"REBOUND OFF by KANE,DENMAN",,,"REBOUND OFF by KANE,DENMAN",2
06:47,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND DEF by ADAMS,XAVIER",,,,,,,"REBOUND DEF by ADAMS,XAVIER",2
06:31,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
06:31,"MISS FT by EDWARDS,BERSHARD",,,,,,,"MISS FT by EDWARDS,BERSHARD",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
06:17,,54,,87 (+33),"GOOD 3PTR by GREEN,KALEB",BSC 54-87 (+33),,"GOOD 3PTR by GREEN,KALEB",2
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",2
06:05,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",2
06:05,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
06:05,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
06:05,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
06:05,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
06:05,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",2
06:05,"SUB IN by ODEN,ISAIAH",,,,,,,"SUB IN by ODEN,ISAIAH",2
06:04,"MISS FT by SHEPHERD,ANDREW",,,,,,,"MISS FT by SHEPHERD,ANDREW",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
05:48,,54,,90 (+36),"GOOD 3PTR by TOULIATOS,LUKE",BSC 54-90 (+36),,"GOOD 3PTR by TOULIATOS,LUKE",2
05:36,"MISS 3PTR by ADAMS,XAVIER",,,,,,,"MISS 3PTR by ADAMS,XAVIER",2
--,"REBOUND OFF by COFIELD,GABE",,,,,,,"REBOUND OFF by COFIELD,GABE",2
05:30,"MISS JUMPER by COFIELD,GABE",,,,,,,"MISS JUMPER by COFIELD,GABE",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
05:24,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND DEF by SHEPHERD,ANDREW",,,,,,,"REBOUND DEF by SHEPHERD,ANDREW",2
05:15,"MISS JUMPER by COFIELD,GABE",,,,,,,"MISS JUMPER by COFIELD,GABE",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
05:07,,54,,92 (+38),"GOOD JUMPER by GARRIDO,BRANDAN(fastbreak)(in the paint)",BSC 54-92 (+38),,"GOOD JUMPER by GARRIDO,BRANDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
05:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:02,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
05:02,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
05:02,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",2
05:02,"SUB IN by BROWN,KYLE",,,,,,,"SUB IN by BROWN,KYLE",2
04:45,"MISS 3PTR by SMITH,KYLE",,,,,,,"MISS 3PTR by SMITH,KYLE",2
--,"REBOUND OFF by SHEPHERD,ANDREW",,,,,,,"REBOUND OFF by SHEPHERD,ANDREW",2
04:41,"GOOD JUMPER by SHEPHERD,ANDREW(in the paint)",56,,92 (+36),,LAG 56-92 (+36),,"GOOD JUMPER by SHEPHERD,ANDREW(in the paint)",2
04:26,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND OFF by DAVIS,BRODY",,,"REBOUND OFF by DAVIS,BRODY",2
04:20,,,,,"TURNOVER  by DAVIS,BRODY",,,"TURNOVER  by DAVIS,BRODY",2
04:20,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
04:20,,,,,"SUB IN by SPENCE,SAM",,,"SUB IN by SPENCE,SAM",2
04:10,"MISS JUMPER by ODEN,ISAIAH",,,,,,,"MISS JUMPER by ODEN,ISAIAH",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
03:57,,56,,94 (+38),"GOOD JUMPER by DAVIS,BRODY(in the paint)",BSC 56-94 (+38),,"GOOD JUMPER by DAVIS,BRODY(in the paint)",2
03:42,"TURNOVER  by ADAMS,XAVIER",,,,,,,"TURNOVER  by ADAMS,XAVIER",2
03:42,,,,,"STEAL  by KANE,DENMAN",,,"STEAL  by KANE,DENMAN",2
03:35,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,"MISS JUMPER by STEPHENS,TROY(in the paint)",2
03:35,"BLOCK  by ODEN,ISAIAH",,,,,,,"BLOCK  by ODEN,ISAIAH",2
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",2
03:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:35,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
03:35,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
03:35,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
03:35,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
03:35,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
03:35,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
03:35,,,,,"SUB IN by DAVIS,RANDALL",,,"SUB IN by DAVIS,RANDALL",2
03:35,,,,,"SUB IN by ANDREWS,TYLER",,,"SUB IN by ANDREWS,TYLER",2
03:35,"SUB OUT by SMITH,KYLE",,,,,,,"SUB OUT by SMITH,KYLE",2
03:35,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",2
03:34,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",2
03:04,"MISS 3PTR by ODEN,ISAIAH",,,,,,,"MISS 3PTR by ODEN,ISAIAH",2
--,"REBOUND OFF by ADAMS,XAVIER",,,,,,,"REBOUND OFF by ADAMS,XAVIER",2
03:00,"MISS JUMPER by ADAMS,XAVIER(in the paint)",,,,,,,"MISS JUMPER by ADAMS,XAVIER(in the paint)",2
--,"REBOUND OFF by ADAMS,XAVIER",,,,,,,"REBOUND OFF by ADAMS,XAVIER",2
02:53,"GOOD LAYUP by ODEN,ISAIAH(in the paint)",58,,94 (+36),,LAG 58-94 (+36),,"GOOD LAYUP by ODEN,ISAIAH(in the paint)",2
02:41,,,,,"MISS 3PTR by ANDREWS,TYLER",,,"MISS 3PTR by ANDREWS,TYLER",2
--,"REBOUND DEF by ADAMS,XAVIER",,,,,,,"REBOUND DEF by ADAMS,XAVIER",2
02:28,"GOOD LAYUP by BROWN,KYLE(in the paint)",60,,94 (+34),,LAG 60-94 (+34),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
02:19,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",2
02:19,"STEAL  by ODEN,ISAIAH",,,,,,,"STEAL  by ODEN,ISAIAH",2
02:14,"GOOD LAYUP by ODEN,ISAIAH(fastbreak)(in the paint)",62,,94 (+32),,LAG 62-94 (+32),,"GOOD LAYUP by ODEN,ISAIAH(fastbreak)(in the paint)",2
02:04,,,,,"TURNOVER  by DEAN,NOLAN",,,"TURNOVER  by DEAN,NOLAN",2
02:04,"STEAL  by ODEN,ISAIAH",,,,,,,"STEAL  by ODEN,ISAIAH",2
01:59,"MISS LAYUP by ODEN,ISAIAH(in the paint)",,,,,,,"MISS LAYUP by ODEN,ISAIAH(in the paint)",2
