Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
06:43,,63 (+17),,46,"GOOD FT by JOHNS,NATE",HUNTINGD 63-46 (+17),,"GOOD FT by JOHNS,NATE",2
06:43,,,,,"FOUL  by LITTLE,JAMES",,,"FOUL  by LITTLE,JAMES",2
06:43,"MISS FT by GARRIDO,BRANDAN",,,,,,,"MISS FT by GARRIDO,BRANDAN",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
06:43,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
06:43,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
06:43,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
06:43,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
06:43,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
06:34,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",2
06:34,"GOOD FT by STEPHENS,TROY",64 (+18),,46,,BIRMINGH 64-46 (+18),,"GOOD FT by STEPHENS,TROY",2
06:32,"GOOD FT by STEPHENS,TROY",65 (+19),,46,,BIRMINGH 65-46 (+19),,"GOOD FT by STEPHENS,TROY",2
06:32,,,,,"SUB IN by DAVIS,KEONDRE",,,"SUB IN by DAVIS,KEONDRE",2
06:32,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
06:15,,,,,"MISS 3PTR by DAVIS,KEONDRE",,,"MISS 3PTR by DAVIS,KEONDRE",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
06:07,"GOOD 3PTR by TOULIATOS,LUKE",68 (+22),,46,,BIRMINGH 68-46 (+22),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,"ASSIST  by GARRIDO,BRANDAN",,,,,,,"ASSIST  by GARRIDO,BRANDAN",2
05:58,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
05:56,,,,,"SUB IN by JOHNSON,JUSTIN",,,"SUB IN by JOHNSON,JUSTIN",2
05:56,,,,,"SUB OUT by DAVIS,KEONDRE",,,"SUB OUT by DAVIS,KEONDRE",2
05:45,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by BOHLING,DYLAN",,,"REBOUND DEF by BOHLING,DYLAN",2
05:35,,,,,"MISS JUMPER by JOHNSON,JUSTIN",,,"MISS JUMPER by JOHNSON,JUSTIN",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
05:27,"FOUL  by TOULIATOS,LUKE",,,,,,,"FOUL  by TOULIATOS,LUKE",2
05:27,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",2
05:27,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
05:27,,,,,"SUB OUT by JOHNSON,JUSTIN",,,"SUB OUT by JOHNSON,JUSTIN",2
05:27,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",2
05:19,,68 (+19),,49,"GOOD 3PTR by GARDNER,MAX",HUNTINGD 68-49 (+19),,"GOOD 3PTR by GARDNER,MAX",2
--,,,,,"ASSIST  by MADISON,DAMIEN",,,"ASSIST  by MADISON,DAMIEN",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
05:12,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",70 (+21),,49,,BIRMINGH 70-49 (+21),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
05:12,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",2
05:12,"GOOD FT by CHILDERS,JOSH",71 (+22),,49,,BIRMINGH 71-49 (+22),,"GOOD FT by CHILDERS,JOSH",2
05:05,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,,,,,"REBOUND OFF by BOHLING,DYLAN",,,"REBOUND OFF by BOHLING,DYLAN",2
04:58,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
04:58,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
04:58,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
04:58,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
04:58,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
04:58,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
04:58,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
04:58,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
04:58,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
04:58,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
04:58,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
04:58,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
04:42,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
04:38,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
04:35,,71 (+21),,50,"GOOD FT by TONEY,CALEB",HUNTINGD 71-50 (+21),,"GOOD FT by TONEY,CALEB",2
04:35,,,,,"MISS FT by TONEY,CALEB",,,"MISS FT by TONEY,CALEB",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
04:19,,,,,"FOUL  by JOHNSON,HORACE",,,"FOUL  by JOHNSON,HORACE",2
04:19,"GOOD FT by SIGLER,EVAN",72 (+22),,50,,BIRMINGH 72-50 (+22),,"GOOD FT by SIGLER,EVAN",2
04:19,"MISS FT by SIGLER,EVAN",,,,,,,"MISS FT by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
04:19,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
04:19,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",2
04:04,,,,,"MISS LAYUP by TONEY,CALEB",,,"MISS LAYUP by TONEY,CALEB",2
--,,,,,"REBOUND OFF by JOHNS,NATE",,,"REBOUND OFF by JOHNS,NATE",2
04:01,,72 (+20),,52,"GOOD LAYUP by JOHNS,NATE(in the paint)",HUNTINGD 72-52 (+20),,"GOOD LAYUP by JOHNS,NATE(in the paint)",2
04:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:49,,,,,"FOUL  by JOHNSON,HORACE",,,"FOUL  by JOHNSON,HORACE",2
03:49,"GOOD FT by WILLIAMS,JU'QUAN",73 (+21),,52,,BIRMINGH 73-52 (+21),,"GOOD FT by WILLIAMS,JU'QUAN",2
03:49,"GOOD FT by WILLIAMS,JU'QUAN",74 (+22),,52,,BIRMINGH 74-52 (+22),,"GOOD FT by WILLIAMS,JU'QUAN",2
03:49,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
03:49,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",2
03:49,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",2
03:49,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
03:40,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
03:40,,,,,"MISS FT by MADISON,DAMIEN",,,"MISS FT by MADISON,DAMIEN",2
03:40,,74 (+21),,53,"GOOD FT by MADISON,DAMIEN",HUNTINGD 74-53 (+21),,"GOOD FT by MADISON,DAMIEN",2
03:40,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",2
03:40,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
03:33,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",76 (+23),,53,,BIRMINGH 76-53 (+23),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
03:25,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
03:25,,76 (+22),,54,"GOOD FT by MADISON,DAMIEN",HUNTINGD 76-54 (+22),,"GOOD FT by MADISON,DAMIEN",2
03:25,,76 (+21),,55,"GOOD FT by MADISON,DAMIEN",HUNTINGD 76-55 (+21),,"GOOD FT by MADISON,DAMIEN",2
03:25,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
03:25,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
03:25,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
03:25,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
03:25,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
03:25,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
03:25,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
03:25,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
03:25,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
03:25,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
03:25,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
03:25,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
03:22,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
03:22,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",2
03:22,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",2
03:09,,76 (+18),,58,"GOOD 3PTR by GARDNER,MAX",HUNTINGD 76-58 (+18),,"GOOD 3PTR by GARDNER,MAX",2
--,,,,,"ASSIST  by MADISON,DAMIEN",,,"ASSIST  by MADISON,DAMIEN",2
02:52,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
02:42,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
02:42,,76 (+17),,59,"GOOD FT by MADISON,DAMIEN",HUNTINGD 76-59 (+17),,"GOOD FT by MADISON,DAMIEN",2
02:42,,,,,"MISS FT by MADISON,DAMIEN",,,"MISS FT by MADISON,DAMIEN",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
02:37,,,,,"STEAL  by TONEY,CALEB",,,"STEAL  by TONEY,CALEB",2
02:32,,,,,"MISS LAYUP by TONEY,CALEB",,,"MISS LAYUP by TONEY,CALEB",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
02:25,"MISS JUMPER by GLOVER,COLIN",,,,,,,"MISS JUMPER by GLOVER,COLIN",2
02:24,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
02:24,,,,,"MISS FT by BOHLING,DYLAN",,,"MISS FT by BOHLING,DYLAN",2
02:24,,,,,"MISS FT by BOHLING,DYLAN",,,"MISS FT by BOHLING,DYLAN",2
--,,,,,"REBOUND OFF by BOHLING,DYLAN",,,"REBOUND OFF by BOHLING,DYLAN",2
02:24,,76 (+14),,62,"GOOD 3PTR by GARDNER,MAX",HUNTINGD 76-62 (+14),,"GOOD 3PTR by GARDNER,MAX",2
--,,,,,"ASSIST  by BOHLING,DYLAN",,,"ASSIST  by BOHLING,DYLAN",2
02:24,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
02:24,,,,,"SUB OUT by LINVILLE,AUSTIN",,,"SUB OUT by LINVILLE,AUSTIN",2
02:09,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",2
02:09,"GOOD FT by DAVIS,BRODY",77 (+15),,62,,BIRMINGH 77-62 (+15),,"GOOD FT by DAVIS,BRODY",2
02:09,"GOOD FT by DAVIS,BRODY",78 (+16),,62,,BIRMINGH 78-62 (+16),,"GOOD FT by DAVIS,BRODY",2
02:09,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",2
02:09,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
01:56,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",2
01:56,"BLOCK  by DAVIS,BRODY",,,,,,,"BLOCK  by DAVIS,BRODY",2
01:49,"FOUL  by GLOVER,COLIN",,,,,,,"FOUL  by GLOVER,COLIN",2
01:49,,,,,"MISS FT by GARDNER,MAX",,,"MISS FT by GARDNER,MAX",2
01:44,,78 (+15),,63,"GOOD FT by GARDNER,MAX",HUNTINGD 78-63 (+15),,"GOOD FT by GARDNER,MAX",2
01:37,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",2
01:37,"GOOD FT by JACKSON,MARTISE",79 (+16),,63,,BIRMINGH 79-63 (+16),,"GOOD FT by JACKSON,MARTISE",2
01:37,"GOOD FT by JACKSON,MARTISE",80 (+17),,63,,BIRMINGH 80-63 (+17),,"GOOD FT by JACKSON,MARTISE",2
01:25,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,,,,,"REBOUND OFF by TONEY,CALEB",,,"REBOUND OFF by TONEY,CALEB",2
01:19,"BLOCK  by STEPHENS,TROY",,,,,,,"BLOCK  by STEPHENS,TROY",2
01:10,,80 (+14),,66,"GOOD 3PTR by MADISON,DAMIEN",HUNTINGD 80-66 (+14),,"GOOD 3PTR by MADISON,DAMIEN",2
--,,,,,"ASSIST  by JOHNS,NATE",,,"ASSIST  by JOHNS,NATE",2
00:52,"GOOD LAYUP by GREEN,KALEB(in the paint)",82 (+16),,66,,BIRMINGH 82-66 (+16),,"GOOD LAYUP by GREEN,KALEB(in the paint)",2
00:51,"SUB IN by ANDREWS,TYLER",,,,,,,"SUB IN by ANDREWS,TYLER",2
00:51,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
00:51,"SUB IN by DAVIS,RANDALL",,,,,,,"SUB IN by DAVIS,RANDALL",2
00:51,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
00:51,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
00:51,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
00:51,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
00:51,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
00:51,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
00:51,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
00:51,,,,,"SUB IN by SUZUKI,SHOTA",,,"SUB IN by SUZUKI,SHOTA",2
00:51,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
00:47,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND DEF by ANDREWS,TYLER",,,,,,,"REBOUND DEF by ANDREWS,TYLER",2
00:29,"MISS 3PTR by ANDREWS,TYLER",,,,,,,"MISS 3PTR by ANDREWS,TYLER",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
00:22,,,,,"MISS 3PTR by LINVILLE,AUSTIN",,,"MISS 3PTR by LINVILLE,AUSTIN",2
--,"REBOUND DEF by SPENCE,SAM",,,,,,,"REBOUND DEF by SPENCE,SAM",2
