Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
03:00,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",1
02:47,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
02:38,,25,,29 (+4),"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",BSC 25-29 (+4),,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",1
02:18,"MISS 3PTR by HESTER,CHARLIE",,,,,,,"MISS 3PTR by HESTER,CHARLIE",1
--,,,,,"REBOUND DEF by GLOVER,CAMERON",,,"REBOUND DEF by GLOVER,CAMERON",1
02:07,,25,,32 (+7),"GOOD 3PTR by TOULIATOS,LUKE",BSC 25-32 (+7),,"GOOD 3PTR by TOULIATOS,LUKE",1
01:51,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",1
--,"REBOUND OFF by HESTER,CHARLIE",,,,,,,"REBOUND OFF by HESTER,CHARLIE",1
01:47,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",27,,32 (+5),,COV 27-32 (+5),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",1
--,"ASSIST  by HESTER,CHARLIE",,,,,,,"ASSIST  by HESTER,CHARLIE",1
01:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:47,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",1
01:47,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",1
01:30,,27,,35 (+8),"GOOD 3PTR by SIGLER,EVAN",BSC 27-35 (+8),,"GOOD 3PTR by SIGLER,EVAN",1
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",1
01:05,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
01:05,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",1
01:05,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",1
01:05,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
01:05,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
00:55,"GOOD LAYUP by CRUMLY,WILL(in the paint)",29,,35 (+6),,COV 29-35 (+6),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",1
00:36,"FOUL  by GERNATT,JONATHAN",,,,,,,"FOUL  by GERNATT,JONATHAN",1
00:36,,29,,36 (+7),"GOOD FT by TOULIATOS,LUKE",BSC 29-36 (+7),,"GOOD FT by TOULIATOS,LUKE",1
00:36,,29,,37 (+8),"GOOD FT by TOULIATOS,LUKE",BSC 29-37 (+8),,"GOOD FT by TOULIATOS,LUKE",1
00:36,,29,,38 (+9),"GOOD FT by TOULIATOS,LUKE",BSC 29-38 (+9),,"GOOD FT by TOULIATOS,LUKE",1
00:36,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
00:36,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
00:31,"TURNOVER  by PALMER,BRADY",,,,,,,"TURNOVER  by PALMER,BRADY",1
00:31,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",1
00:25,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",1
--,,,,,"REBOUND OFF by GLOVER,CAMERON",,,"REBOUND OFF by GLOVER,CAMERON",1
00:19,,29,,40 (+11),"GOOD LAYUP by GLOVER,CAMERON(in the paint)",BSC 29-40 (+11),,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",1
00:13,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",1
00:13,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",1
00:00,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
20:00,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
20:00,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
20:00,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
20:00,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
20:00,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
20:00,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
20:00,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
20:00,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
19:40,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
19:20,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",2
19:20,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",2
19:06,"MISS LAYUP by JONES,MYLES(in the paint)",,,,,,,"MISS LAYUP by JONES,MYLES(in the paint)",2
19:06,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:51,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
18:29,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
18:14,,,,,"MISS JUMPER by GILLISPIE,JAY",,,"MISS JUMPER by GILLISPIE,JAY",2
18:14,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
18:14,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
18:14,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
18:14,,29,,41 (+12),"GOOD FT by STEWART,CHRISTIAN",BSC 29-41 (+12),,"GOOD FT by STEWART,CHRISTIAN",2
18:14,,29,,42 (+13),"GOOD FT by STEWART,CHRISTIAN",BSC 29-42 (+13),,"GOOD FT by STEWART,CHRISTIAN",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
18:10,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
17:53,"GOOD DUNK by CRUMLY,WILL(in the paint)",31,,42 (+11),,COV 31-42 (+11),,"GOOD DUNK by CRUMLY,WILL(in the paint)",2
--,"ASSIST  by JONES,MYLES",,,,,,,"ASSIST  by JONES,MYLES",2
17:35,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
17:35,,31,,43 (+12),"GOOD FT by GILLISPIE,JAY",BSC 31-43 (+12),,"GOOD FT by GILLISPIE,JAY",2
17:35,,31,,44 (+13),"GOOD FT by GILLISPIE,JAY",BSC 31-44 (+13),,"GOOD FT by GILLISPIE,JAY",2
17:35,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
17:35,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
17:25,"GOOD 3PTR by BARNETTE,CHRIS",34,,44 (+10),,COV 34-44 (+10),,"GOOD 3PTR by BARNETTE,CHRIS",2
--,"ASSIST  by PALMER,BRADY",,,,,,,"ASSIST  by PALMER,BRADY",2
17:12,,,,,"MISS JUMPER by SIGLER,EVAN(in the paint)",,,"MISS JUMPER by SIGLER,EVAN(in the paint)",2
--,"REBOUND DEF by PALMER,BRADY",,,,,,,"REBOUND DEF by PALMER,BRADY",2
16:55,"MISS JUMPER by JONES,MYLES",,,,,,,"MISS JUMPER by JONES,MYLES",2
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",2
16:47,,34,,46 (+12),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 34-46 (+12),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",2
16:33,"GOOD 3PTR by GERNATT,JONATHAN",37,,46 (+9),,COV 37-46 (+9),,"GOOD 3PTR by GERNATT,JONATHAN",2
--,"ASSIST  by PALMER,BRADY",,,,,,,"ASSIST  by PALMER,BRADY",2
16:10,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
16:00,"MISS LAYUP by BARNETTE,CHRIS(in the paint)",,,,,,,"MISS LAYUP by BARNETTE,CHRIS(in the paint)",2
16:00,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
15:54,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:54,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
15:54,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
15:54,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
15:47,"GOOD JUMPER by CRUMLY,WILL(in the paint)",39,,46 (+7),,COV 39-46 (+7),,"GOOD JUMPER by CRUMLY,WILL(in the paint)",2
--,"ASSIST  by BARNETTE,CHRIS",,,,,,,"ASSIST  by BARNETTE,CHRIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:29,,39,,48 (+9),"GOOD JUMPER by STEPHENS,TROY",BSC 39-48 (+9),,"GOOD JUMPER by STEPHENS,TROY",2
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",2
15:05,"GOOD JUMPER by CRUMLY,WILL(in the paint)",41,,48 (+7),,COV 41-48 (+7),,"GOOD JUMPER by CRUMLY,WILL(in the paint)",2
14:50,"FOUL  by FITZGERALD,JACKSON",,,,,,,"FOUL  by FITZGERALD,JACKSON",2
14:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:50,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
14:50,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
14:50,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
14:50,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
14:50,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
14:50,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
14:50,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
14:50,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
14:27,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by SIGLER,EVAN",,,"REBOUND OFF by SIGLER,EVAN",2
14:22,,,,,"TURNOVER  by SIGLER,EVAN",,,"TURNOVER  by SIGLER,EVAN",2
14:22,"STEAL  by FITZGERALD,JACKSON",,,,,,,"STEAL  by FITZGERALD,JACKSON",2
14:12,"MISS 3PTR by BARNETTE,CHRIS",,,,,,,"MISS 3PTR by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
14:06,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by PALMER,BRADY",,,,,,,"REBOUND DEF by PALMER,BRADY",2
13:55,"MISS 3PTR by PALMER,BRADY",,,,,,,"MISS 3PTR by PALMER,BRADY",2
--,,,,,"REBOUND DEF by GLOVER,CAMERON",,,"REBOUND DEF by GLOVER,CAMERON",2
13:47,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
13:41,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
13:26,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
13:16,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
13:03,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",43,,48 (+5),,COV 43-48 (+5),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
12:47,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
12:38,"GOOD LAYUP by FITZGERALD,JACKSON(in the paint)",45,,48 (+3),,COV 45-48 (+3),,"GOOD LAYUP by FITZGERALD,JACKSON(in the paint)",2
--,"ASSIST  by PALMER,BRADY",,,,,,,"ASSIST  by PALMER,BRADY",2
12:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:35,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
12:35,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
12:35,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
12:35,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
12:35,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
12:35,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
12:35,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
12:35,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
12:22,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
12:22,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
12:13,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
12:13,"BLOCK  by PEARLMAN,LOGAN",,,,,,,"BLOCK  by PEARLMAN,LOGAN",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
12:00,"MISS 3PTR by BARNETTE,CHRIS",,,,,,,"MISS 3PTR by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
11:55,,45,,50 (+5),"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",BSC 45-50 (+5),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
11:44,,,,,"FOUL  by KANE,DENMAN",,,"FOUL  by KANE,DENMAN",2
11:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:44,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
11:44,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
11:44,"MISS FT by CRUMLY,WILL",,,,,,,"MISS FT by CRUMLY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:44,"MISS FT by CRUMLY,WILL",,,,,,,"MISS FT by CRUMLY,WILL",2
--,"REBOUND OFF by FITZGERALD,JACKSON",,,,,,,"REBOUND OFF by FITZGERALD,JACKSON",2
11:44,"MISS 3PTR by BARNETTE,CHRIS",,,,,,,"MISS 3PTR by BARNETTE,CHRIS",2
--,"REBOUND OFF by CRUMLY,WILL",,,,,,,"REBOUND OFF by CRUMLY,WILL",2
11:44,"GOOD LAYUP by CRUMLY,WILL(in the paint)",47,,50 (+3),,COV 47-50 (+3),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
11:10,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
11:10,"STEAL  by PEARLMAN,LOGAN",,,,,,,"STEAL  by PEARLMAN,LOGAN",2
11:04,,,,,"FOUL  by TOULIATOS,LUKE",,,"FOUL  by TOULIATOS,LUKE",2
11:04,"GOOD FT by BARNETTE,CHRIS(fastbreak)",48,,50 (+2),,COV 48-50 (+2),,"GOOD FT by BARNETTE,CHRIS(fastbreak)",2
11:04,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
11:04,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
11:04,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
11:04,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
11:04,"GOOD FT by BARNETTE,CHRIS(fastbreak)",49,,50 (+1),,COV 49-50 (+1),,"GOOD FT by BARNETTE,CHRIS(fastbreak)",2
10:34,,49,,53 (+4),"GOOD 3PTR by TOULIATOS,LUKE",BSC 49-53 (+4),,"GOOD 3PTR by TOULIATOS,LUKE",2
10:25,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",51,,53 (+2),,COV 51-53 (+2),,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",2
10:10,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
09:57,"MISS LAYUP by PALMER,BRADY(in the paint)",,,,,,,"MISS LAYUP by PALMER,BRADY(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
09:48,,51,,56 (+5),"GOOD 3PTR by TOULIATOS,LUKE",BSC 51-56 (+5),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",2
09:32,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
09:15,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
09:07,,,,,"FOUL  by SIGLER,EVAN",,,"FOUL  by SIGLER,EVAN",2
09:07,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
09:07,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
09:07,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
09:07,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
09:07,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
09:07,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
08:55,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
08:55,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
08:55,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
08:40,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",53,,56 (+3),,COV 53-56 (+3),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
08:25,,53,,59 (+6),"GOOD 3PTR by SIGLER,EVAN",BSC 53-59 (+6),,"GOOD 3PTR by SIGLER,EVAN",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
08:03,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
07:51,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:50,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
07:50,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
07:50,"SUB OUT by PALMER,BRADY",,,,,,,"SUB OUT by PALMER,BRADY",2
07:50,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
07:50,"SUB IN by BARNETTE,CHRIS",,,,,,,"SUB IN by BARNETTE,CHRIS",2
07:50,"SUB IN by JONES,MYLES",,,,,,,"SUB IN by JONES,MYLES",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:17,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:17,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
06:54,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",55,,59 (+4),,COV 55-59 (+4),,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",2
06:39,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:19,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
06:19,"GOOD FT by JONES,MYLES",56,,59 (+3),,COV 56-59 (+3),,"GOOD FT by JONES,MYLES",2
06:19,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
06:19,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
06:19,"GOOD FT by JONES,MYLES",57,,59 (+2),,COV 57-59 (+2),,"GOOD FT by JONES,MYLES",2
06:00,"FOUL  by BARNETTE,CHRIS",,,,,,,"FOUL  by BARNETTE,CHRIS",2
05:39,,57,,62 (+5),"GOOD 3PTR by FITZGERALD,PAUL",BSC 57-62 (+5),,"GOOD 3PTR by FITZGERALD,PAUL",2
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",2
05:24,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
05:24,"GOOD FT by BARNETTE,CHRIS",58,,62 (+4),,COV 58-62 (+4),,"GOOD FT by BARNETTE,CHRIS",2
05:24,"GOOD FT by BARNETTE,CHRIS",59,,62 (+3),,COV 59-62 (+3),,"GOOD FT by BARNETTE,CHRIS",2
05:12,,59,,64 (+5),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 59-64 (+5),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
04:55,"GOOD 3PTR by BARNETTE,CHRIS",62,,64 (+2),,COV 62-64 (+2),,"GOOD 3PTR by BARNETTE,CHRIS",2
04:29,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
04:27,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
04:27,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
04:27,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
04:27,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
04:27,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
04:27,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:13,"MISS 3PTR by CRUMLY,WILL",,,,,,,"MISS 3PTR by CRUMLY,WILL",2
04:13,"FOUL  by FITZGERALD,JACKSON",,,,,,,"FOUL  by FITZGERALD,JACKSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:46,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
03:30,"GOOD LAYUP by CRUMLY,WILL(in the paint)",64,,64,,COV 64-64 (0),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
03:15,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
03:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:15,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
03:15,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
03:15,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
03:15,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
03:15,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
03:15,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
03:15,"SUB IN by PALMER,BRADY",,,,,,,"SUB IN by PALMER,BRADY",2
