Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
18:19,"GOOD JUMPER by BROWN,KYLE(in the paint)",7 (+5),,2,,LAG 7-2 (-5),,"GOOD JUMPER by BROWN,KYLE(in the paint)",1
18:14,,7 (+3),,4,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 7-4 (-3),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
18:09,"MISS JUMPER by EDWARDS,BERSHARD",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
18:05,,7 (+1),,6,"GOOD LAYUP by STEWART,CHRISTIAN(fastbreak)(in the paint)",BSC 7-6 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(fastbreak)(in the paint)",1
17:57,"GOOD 3PTR by COFIELD,GABE",10 (+4),,6,,LAG 10-6 (-4),,"GOOD 3PTR by COFIELD,GABE",1
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",1
17:43,,10 (+2),,8,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 10-8 (-2),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",1
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",1
17:20,"MISS JUMPER by BROWN,KYLE",,,,,,,"MISS JUMPER by BROWN,KYLE",1
--,"REBOUND OFF by COFIELD,GABE",,,,,,,"REBOUND OFF by COFIELD,GABE",1
17:11,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",12 (+4),,8,,LAG 12-8 (-4),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",1
17:01,,12 (+2),,10,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 12-10 (-2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",1
16:50,"GOOD 3PTR by COFIELD,GABE",15 (+5),,10,,LAG 15-10 (-5),,"GOOD 3PTR by COFIELD,GABE",1
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",1
16:43,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",1
16:43,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
16:43,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
16:43,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
16:43,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",1
16:43,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
16:43,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
16:33,"GOOD 3PTR by HILL,ZAC",18 (+8),,10,,LAG 18-10 (-8),,"GOOD 3PTR by HILL,ZAC",1
--,"ASSIST  by COFIELD,GABE",,,,,,,"ASSIST  by COFIELD,GABE",1
16:17,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
16:15,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",1
16:15,"SUB IN by PAULK,MICAH",,,,,,,"SUB IN by PAULK,MICAH",1
16:01,"MISS LAYUP by HILL,ZAC(in the paint)",,,,,,,"MISS LAYUP by HILL,ZAC(in the paint)",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
15:50,,18 (+5),,13,"GOOD 3PTR by WILLIAMS,JU'QUAN",BSC 18-13 (-5),,"GOOD 3PTR by WILLIAMS,JU'QUAN",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
15:27,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
15:15,,,,,"MISS JUMPER by WILLIAMS,JU'QUAN",,,"MISS JUMPER by WILLIAMS,JU'QUAN",1
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",1
15:08,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
14:52,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",1
14:52,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",1
14:52,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
14:52,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
14:36,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",20 (+7),,13,,LAG 20-13 (-7),,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",1
14:14,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,,,,,"REBOUND OFF by TOULIATOS,LUKE",,,"REBOUND OFF by TOULIATOS,LUKE",1
14:10,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",1
14:10,"BLOCK  by HILL,ZAC",,,,,,,"BLOCK  by HILL,ZAC",1
--,,,,,"REBOUND OFF by JACKSON,MARTISE",,,"REBOUND OFF by JACKSON,MARTISE",1
14:01,,20 (+5),,15,"GOOD JUMPER by CHILDERS,JOSH",BSC 20-15 (-5),,"GOOD JUMPER by CHILDERS,JOSH",1
13:57,"MISS 3PTR by HILL,ZAC",,,,,,,"MISS 3PTR by HILL,ZAC",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
13:48,,20 (+3),,17,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",BSC 20-17 (-3),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",1
13:32,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
13:21,,20 (+1),,19,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 20-19 (-1),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
13:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
13:16,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",1
13:16,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
13:16,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
13:16,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
13:16,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
13:16,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
13:16,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
13:16,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",1
13:16,"SUB OUT by LYONS,CAMERIN",,,,,,,"SUB OUT by LYONS,CAMERIN",1
13:16,"SUB IN by COFIELD,GABE",,,,,,,"SUB IN by COFIELD,GABE",1
13:01,"GOOD JUMPER by COFIELD,GABE",22 (+3),,19,,LAG 22-19 (-3),,"GOOD JUMPER by COFIELD,GABE",1
12:48,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
12:43,,22 (+1),,21,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 22-21 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
12:32,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
12:23,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
12:17,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
--,"REBOUND DEF by HILL,ZAC",,,,,,,"REBOUND DEF by HILL,ZAC",1
12:05,"MISS 3PTR by PAULK,MICAH",,,,,,,"MISS 3PTR by PAULK,MICAH",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
12:03,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",1
12:03,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",1
12:03,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
11:52,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
11:52,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
11:52,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
11:52,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
11:36,,22,,24 (+2),"GOOD 3PTR by KANE,DENMAN",BSC 22-24 (+2),,"GOOD 3PTR by KANE,DENMAN",1
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",1
11:22,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",24,,24,,LAG 24-24 (0),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",1
11:09,"FOUL  by COFIELD,GABE",,,,,,,"FOUL  by COFIELD,GABE",1
11:09,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",1
11:09,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
11:09,"SUB OUT by EDWARDS,BERSHARD",,,,,,,"SUB OUT by EDWARDS,BERSHARD",1
11:09,"SUB IN by LYONS,CAMERIN",,,,,,,"SUB IN by LYONS,CAMERIN",1
11:09,"SUB OUT by PAULK,MICAH",,,,,,,"SUB OUT by PAULK,MICAH",1
11:09,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",1
11:05,,24,,26 (+2),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 24-26 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
10:54,"GOOD 3PTR by COFIELD,GABE",27 (+1),,26,,LAG 27-26 (-1),,"GOOD 3PTR by COFIELD,GABE",1
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",1
10:44,,27,,28 (+1),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 27-28 (+1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
10:32,"MISS LAYUP by BROWN,KYLE(in the paint)",,,,,,,"MISS LAYUP by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
10:17,,27,,30 (+3),"GOOD JUMPER by GLOVER,CAMERON(in the paint)",BSC 27-30 (+3),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",1
10:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
10:16,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
10:16,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
10:16,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",1
10:16,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
10:16,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",1
10:16,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",1
10:02,"GOOD 3PTR by COFIELD,GABE",30,,30,,LAG 30-30 (0),,"GOOD 3PTR by COFIELD,GABE",1
09:52,"FOUL  by COFIELD,GABE",,,,,,,"FOUL  by COFIELD,GABE",1
09:52,,30,,31 (+1),"GOOD FT by CHILDERS,JOSH",BSC 30-31 (+1),,"GOOD FT by CHILDERS,JOSH",1
09:52,,,,,"MISS FT by CHILDERS,JOSH",,,"MISS FT by CHILDERS,JOSH",1
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",1
09:41,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:40,"SUB OUT by PENDLETON,TAYSHAWN",,,,,,,"SUB OUT by PENDLETON,TAYSHAWN",1
09:40,"SUB IN by EDWARDS,BERSHARD",,,,,,,"SUB IN by EDWARDS,BERSHARD",1
09:34,"MISS JUMPER by LYONS,CAMERIN",,,,,,,"MISS JUMPER by LYONS,CAMERIN",1
--,"REBOUND OFF by EDWARDS,BERSHARD",,,,,,,"REBOUND OFF by EDWARDS,BERSHARD",1
09:28,"GOOD JUMPER by EDWARDS,BERSHARD",32 (+1),,31,,LAG 32-31 (-1),,"GOOD JUMPER by EDWARDS,BERSHARD",1
09:21,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",1
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",1
09:17,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",1
08:58,"GOOD 3PTR by LYONS,CAMERIN",35 (+4),,31,,LAG 35-31 (-4),,"GOOD 3PTR by LYONS,CAMERIN",1
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",1
08:43,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",1
08:36,"GOOD JUMPER by BROWN,KYLE(fastbreak)(in the paint)",37 (+6),,31,,LAG 37-31 (-6),,"GOOD JUMPER by BROWN,KYLE(fastbreak)(in the paint)",1
08:28,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",1
08:05,"MISS 3PTR by EDWARDS,BERSHARD",,,,,,,"MISS 3PTR by EDWARDS,BERSHARD",1
--,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",,,"REBOUND DEF by WILLIAMS,JU'QUAN",1
07:59,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by GLOVER,CAMERON",,,"REBOUND OFF by GLOVER,CAMERON",1
07:55,,37 (+4),,33,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",BSC 37-33 (-4),,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",1
07:44,"MISS 3PTR by LYONS,CAMERIN",,,,,,,"MISS 3PTR by LYONS,CAMERIN",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
07:24,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
07:24,"BLOCK  by COFIELD,GABE",,,,,,,"BLOCK  by COFIELD,GABE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:24,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
07:24,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
07:24,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
07:24,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
07:24,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",1
07:24,"SUB IN by PAULK,MICAH",,,,,,,"SUB IN by PAULK,MICAH",1
07:07,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",1
07:07,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",1
07:02,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,"MISS JUMPER by STEPHENS,TROY(in the paint)",1
--,,,,,"REBOUND OFF by GLOVER,CAMERON",,,"REBOUND OFF by GLOVER,CAMERON",1
06:59,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",1
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",1
06:54,"GOOD LAYUP by PAULK,MICAH(fastbreak)(in the paint)",39 (+6),,33,,LAG 39-33 (-6),,"GOOD LAYUP by PAULK,MICAH(fastbreak)(in the paint)",1
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",1
06:40,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",1
06:40,"STEAL  by BROWN,KYLE",,,,,,,"STEAL  by BROWN,KYLE",1
06:37,"MISS DUNK by BROWN,KYLE(in the paint)",,,,,,,"MISS DUNK by BROWN,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
06:19,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",1
06:19,"STEAL  by LYONS,CAMERIN",,,,,,,"STEAL  by LYONS,CAMERIN",1
06:06,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",1
--,"REBOUND OFF by HILL,ZAC",,,,,,,"REBOUND OFF by HILL,ZAC",1
05:57,"GOOD JUMPER by HILL,ZAC(in the paint)",41 (+8),,33,,LAG 41-33 (-8),,"GOOD JUMPER by HILL,ZAC(in the paint)",1
05:39,,41 (+6),,35,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 41-35 (-6),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,JU'QUAN",,,"ASSIST  by WILLIAMS,JU'QUAN",1
05:27,"MISS JUMPER by PAULK,MICAH(in the paint)",,,,,,,"MISS JUMPER by PAULK,MICAH(in the paint)",1
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",1
05:25,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
05:25,"GOOD FT by PAULK,MICAH",42 (+7),,35,,LAG 42-35 (-7),,"GOOD FT by PAULK,MICAH",1
05:25,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",1
05:25,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
05:25,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
05:25,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
05:25,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
05:25,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
05:25,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",1
05:25,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
05:25,"GOOD FT by PAULK,MICAH",43 (+8),,35,,LAG 43-35 (-8),,"GOOD FT by PAULK,MICAH",1
05:11,,,,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",1
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",1
05:05,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",,,,,,,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
04:55,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",1
04:38,"MISS JUMPER by PAULK,MICAH(in the paint)",,,,,,,"MISS JUMPER by PAULK,MICAH(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
04:32,,,,,"FOUL  by TOULIATOS,LUKE",,,"FOUL  by TOULIATOS,LUKE",1
04:32,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",1
04:14,"MISS 3PTR by PAULK,MICAH",,,,,,,"MISS 3PTR by PAULK,MICAH",1
--,"REBOUND OFF by LYONS,CAMERIN",,,,,,,"REBOUND OFF by LYONS,CAMERIN",1
04:06,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",1
04:06,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",1
03:56,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:55,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
03:55,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
03:55,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
03:55,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
03:55,"SUB OUT by PAULK,MICAH",,,,,,,"SUB OUT by PAULK,MICAH",1
03:55,"SUB IN by COFIELD,GABE",,,,,,,"SUB IN by COFIELD,GABE",1
03:55,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",1
03:55,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",1
03:31,"MISS LAYUP by HILL,ZAC(in the paint)",,,,,,,"MISS LAYUP by HILL,ZAC(in the paint)",1
--,"REBOUND OFF by HILL,ZAC",,,,,,,"REBOUND OFF by HILL,ZAC",1
03:27,"GOOD LAYUP by HILL,ZAC(in the paint)",45 (+10),,35,,LAG 45-35 (-10),,"GOOD LAYUP by HILL,ZAC(in the paint)",1
03:11,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",1
03:11,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
03:11,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
02:48,"MISS JUMPER by HILL,ZAC(in the paint)",,,,,,,"MISS JUMPER by HILL,ZAC(in the paint)",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
02:41,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND OFF by JACKSON,MARTISE",,,"REBOUND OFF by JACKSON,MARTISE",1
02:32,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:31,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
02:31,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",1
