Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:14,"MISS LAYUP by HILL,ZAC(in the paint)",,,,,,,"MISS LAYUP by HILL,ZAC(in the paint)",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
02:02,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",1
02:02,,45 (+9),,36,"GOOD FT by STEWART,CHRISTIAN",BSC 45-36 (-9),,"GOOD FT by STEWART,CHRISTIAN",1
02:02,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",1
02:02,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
02:02,,45 (+8),,37,"GOOD FT by STEWART,CHRISTIAN",BSC 45-37 (-8),,"GOOD FT by STEWART,CHRISTIAN",1
01:39,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",47 (+10),,37,,LAG 47-37 (-10),,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",1
01:23,"FOUL  by LYONS,CAMERIN",,,,,,,"FOUL  by LYONS,CAMERIN",1
01:23,,47 (+9),,38,"GOOD FT by GLOVER,CAMERON",BSC 47-38 (-9),,"GOOD FT by GLOVER,CAMERON",1
01:23,,47 (+8),,39,"GOOD FT by GLOVER,CAMERON",BSC 47-39 (-8),,"GOOD FT by GLOVER,CAMERON",1
01:06,"GOOD 3PTR by COFIELD,GABE",50 (+11),,39,,LAG 50-39 (-11),,"GOOD 3PTR by COFIELD,GABE",1
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",1
00:57,,50 (+9),,41,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",BSC 50-41 (-9),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
00:57,"FOUL  by DOLHANCYK,COOPER",,,,,,,"FOUL  by DOLHANCYK,COOPER",1
00:57,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",1
--,"REBOUND DEF by DOLHANCYK,COOPER",,,,,,,"REBOUND DEF by DOLHANCYK,COOPER",1
00:41,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",52 (+11),,41,,LAG 52-41 (-11),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",1
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",1
00:31,,52 (+9),,43,"GOOD JUMPER by GLOVER,CAMERON",BSC 52-43 (-9),,"GOOD JUMPER by GLOVER,CAMERON",1
00:03,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",54 (+11),,43,,LAG 54-43 (-11),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",1
20:00,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
20:00,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
20:00,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
20:00,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
20:00,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",2
20:00,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",2
19:53,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
19:53,"STEAL  by LYONS,CAMERIN",,,,,,,"STEAL  by LYONS,CAMERIN",2
19:53,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
19:41,"MISS 3PTR by HILL,ZAC",,,,,,,"MISS 3PTR by HILL,ZAC",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
19:22,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
19:13,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
19:13,"MISS FT by BROWN,KYLE(fastbreak)",,,,,,,"MISS FT by BROWN,KYLE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:13,"MISS FT by BROWN,KYLE(fastbreak)",,,,,,,"MISS FT by BROWN,KYLE(fastbreak)",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
18:58,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
18:58,"STEAL  by EDWARDS,BERSHARD",,,,,,,"STEAL  by EDWARDS,BERSHARD",2
18:55,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
18:55,"GOOD FT by BROWN,KYLE(fastbreak)",55 (+12),,43,,LAG 55-43 (-12),,"GOOD FT by BROWN,KYLE(fastbreak)",2
18:55,"MISS FT by BROWN,KYLE(fastbreak)",,,,,,,"MISS FT by BROWN,KYLE(fastbreak)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:43,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",2
18:43,"STEAL  by EDWARDS,BERSHARD",,,,,,,"STEAL  by EDWARDS,BERSHARD",2
18:43,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",2
18:20,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",,,,,,,"MISS JUMPER by EDWARDS,BERSHARD(in the paint)",2
18:20,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
18:11,"MISS JUMPER by LYONS,CAMERIN",,,,,,,"MISS JUMPER by LYONS,CAMERIN",2
18:11,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:05,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
18:00,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
18:00,"STEAL  by LYONS,CAMERIN",,,,,,,"STEAL  by LYONS,CAMERIN",2
17:56,"GOOD JUMPER by LYONS,CAMERIN(fastbreak)(in the paint)",57 (+14),,43,,LAG 57-43 (-14),,"GOOD JUMPER by LYONS,CAMERIN(fastbreak)(in the paint)",2
17:38,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:21,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by HILL,ZAC",,,,,,,"REBOUND DEF by HILL,ZAC",2
17:06,"FOUL  by BROWN,KYLE",,,,,,,"FOUL  by BROWN,KYLE",2
17:06,"TURNOVER  by BROWN,KYLE",,,,,,,"TURNOVER  by BROWN,KYLE",2
17:06,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
17:06,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
17:06,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
17:06,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
16:54,,57 (+12),,45,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 57-45 (-12),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",2
16:25,"MISS JUMPER by BROWN,KYLE",,,,,,,"MISS JUMPER by BROWN,KYLE",2
--,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
16:16,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
16:16,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
16:09,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
16:04,,57 (+10),,47,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 57-47 (-10),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
15:53,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",59 (+12),,47,,LAG 59-47 (-12),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",2
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",2
15:40,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
15:40,"STEAL  by LYONS,CAMERIN",,,,,,,"STEAL  by LYONS,CAMERIN",2
15:36,"GOOD 3PTR by EDWARDS,BERSHARD(fastbreak)",62 (+15),,47,,LAG 62-47 (-15),,"GOOD 3PTR by EDWARDS,BERSHARD(fastbreak)",2
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",2
15:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:17,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",2
15:04,,,,,"FOUL  by WILLIAMS,JU'QUAN",,,"FOUL  by WILLIAMS,JU'QUAN",2
15:04,"MISS FT by COFIELD,GABE",,,,,,,"MISS FT by COFIELD,GABE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:04,"GOOD FT by COFIELD,GABE",63 (+16),,47,,LAG 63-47 (-16),,"GOOD FT by COFIELD,GABE",2
14:50,"FOUL  by EDWARDS,BERSHARD",,,,,,,"FOUL  by EDWARDS,BERSHARD",2
14:39,,,,,"TURNOVER  by WILLIAMS,JU'QUAN",,,"TURNOVER  by WILLIAMS,JU'QUAN",2
14:39,"STEAL  by EDWARDS,BERSHARD",,,,,,,"STEAL  by EDWARDS,BERSHARD",2
14:18,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",65 (+18),,47,,LAG 65-47 (-18),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
14:05,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
14:03,,65 (+16),,49,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 65-49 (-16),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
13:59,"GOOD 3PTR by EDWARDS,BERSHARD",68 (+19),,49,,LAG 68-49 (-19),,"GOOD 3PTR by EDWARDS,BERSHARD",2
13:52,"FOUL  by EDWARDS,BERSHARD",,,,,,,"FOUL  by EDWARDS,BERSHARD",2
13:52,,,,,"MISS FT by WILLIAMS,JU'QUAN",,,"MISS FT by WILLIAMS,JU'QUAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:52,,68 (+18),,50,"GOOD FT by WILLIAMS,JU'QUAN",BSC 68-50 (-18),,"GOOD FT by WILLIAMS,JU'QUAN",2
13:52,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
13:52,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
13:52,,68 (+17),,51,"GOOD FT by WILLIAMS,JU'QUAN",BSC 68-51 (-17),,"GOOD FT by WILLIAMS,JU'QUAN",2
13:41,"GOOD JUMPER by EDWARDS,BERSHARD",70 (+19),,51,,LAG 70-51 (-19),,"GOOD JUMPER by EDWARDS,BERSHARD",2
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",2
13:27,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by COFIELD,GABE",,,,,,,"REBOUND DEF by COFIELD,GABE",2
13:21,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
13:21,"GOOD FT by LYONS,CAMERIN(fastbreak)",71 (+20),,51,,LAG 71-51 (-20),,"GOOD FT by LYONS,CAMERIN(fastbreak)",2
13:21,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
13:21,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
13:21,"GOOD FT by LYONS,CAMERIN(fastbreak)",72 (+21),,51,,LAG 72-51 (-21),,"GOOD FT by LYONS,CAMERIN(fastbreak)",2
13:04,,,,,"MISS JUMPER by TOULIATOS,LUKE",,,"MISS JUMPER by TOULIATOS,LUKE",2
--,"REBOUND DEF by EDWARDS,BERSHARD",,,,,,,"REBOUND DEF by EDWARDS,BERSHARD",2
12:51,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",2
--,"REBOUND OFF by BROWN,KYLE",,,,,,,"REBOUND OFF by BROWN,KYLE",2
12:39,"GOOD JUMPER by BROWN,KYLE(in the paint)",74 (+23),,51,,LAG 74-51 (-23),,"GOOD JUMPER by BROWN,KYLE(in the paint)",2
--,"ASSIST  by EDWARDS,BERSHARD",,,,,,,"ASSIST  by EDWARDS,BERSHARD",2
12:32,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",2
12:32,,74 (+22),,52,"GOOD FT by GLOVER,CAMERON",BSC 74-52 (-22),,"GOOD FT by GLOVER,CAMERON",2
12:32,,74 (+21),,53,"GOOD FT by GLOVER,CAMERON",BSC 74-53 (-21),,"GOOD FT by GLOVER,CAMERON",2
12:32,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
12:32,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
12:32,"SUB OUT by COFIELD,GABE",,,,,,,"SUB OUT by COFIELD,GABE",2
12:32,"SUB IN by PAULK,MICAH",,,,,,,"SUB IN by PAULK,MICAH",2
12:17,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",76 (+23),,53,,LAG 76-53 (-23),,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",2
--,"ASSIST  by PAULK,MICAH",,,,,,,"ASSIST  by PAULK,MICAH",2
11:56,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
11:53,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
11:53,"BLOCK  by BROWN,KYLE",,,,,,,"BLOCK  by BROWN,KYLE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:53,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
11:53,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
11:53,,76 (+21),,55,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 76-55 (-21),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
11:50,"TURNOVER  by HILL,ZAC",,,,,,,"TURNOVER  by HILL,ZAC",2
11:50,,,,,"STEAL  by WILLIAMS,JU'QUAN",,,"STEAL  by WILLIAMS,JU'QUAN",2
11:44,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,"MISS LAYUP by STEPHENS,TROY(in the paint)",2
--,"REBOUND DEF by HILL,ZAC",,,,,,,"REBOUND DEF by HILL,ZAC",2
11:35,"GOOD JUMPER by BROWN,KYLE(in the paint)",78 (+23),,55,,LAG 78-55 (-23),,"GOOD JUMPER by BROWN,KYLE(in the paint)",2
11:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:30,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
11:30,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
11:18,,78 (+21),,57,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 78-57 (-21),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
11:06,"MISS JUMPER by BROWN,KYLE(in the paint)",,,,,,,"MISS JUMPER by BROWN,KYLE(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
10:59,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
10:51,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:49,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
10:49,"BLOCK  by BROWN,KYLE",,,,,,,"BLOCK  by BROWN,KYLE",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
10:42,,78 (+19),,59,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 78-59 (-19),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
10:25,"MISS JUMPER by PAULK,MICAH(in the paint)",,,,,,,"MISS JUMPER by PAULK,MICAH(in the paint)",2
--,"REBOUND OFF by HILL,ZAC",,,,,,,"REBOUND OFF by HILL,ZAC",2
10:22,"GOOD LAYUP by HILL,ZAC(in the paint)",80 (+21),,59,,LAG 80-59 (-21),,"GOOD LAYUP by HILL,ZAC(in the paint)",2
10:05,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",2
09:59,"GOOD JUMPER by LYONS,CAMERIN(fastbreak)(in the paint)",82 (+23),,59,,LAG 82-59 (-23),,"GOOD JUMPER by LYONS,CAMERIN(fastbreak)(in the paint)",2
09:40,"FOUL  by EDWARDS,BERSHARD",,,,,,,"FOUL  by EDWARDS,BERSHARD",2
09:17,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
09:13,,82 (+21),,61,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 82-61 (-21),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
08:46,"MISS 3PTR by HILL,ZAC",,,,,,,"MISS 3PTR by HILL,ZAC",2
--,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
08:41,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
08:41,"BLOCK  by HILL,ZAC",,,,,,,"BLOCK  by HILL,ZAC",2
--,"REBOUND DEF by LYONS,CAMERIN",,,,,,,"REBOUND DEF by LYONS,CAMERIN",2
08:36,"TURNOVER  by BROWN,KYLE",,,,,,,"TURNOVER  by BROWN,KYLE",2
08:36,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
08:36,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
08:36,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
08:36,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
08:36,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
08:36,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
08:36,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",2
08:36,"SUB OUT by PAULK,MICAH",,,,,,,"SUB OUT by PAULK,MICAH",2
08:36,"SUB IN by COFIELD,GABE",,,,,,,"SUB IN by COFIELD,GABE",2
08:36,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",2
08:17,"FOUL  by DOLHANCYK,COOPER",,,,,,,"FOUL  by DOLHANCYK,COOPER",2
08:17,,82 (+20),,62,"GOOD FT by STEWART,CHRISTIAN",BSC 82-62 (-20),,"GOOD FT by STEWART,CHRISTIAN",2
08:17,,82 (+19),,63,"GOOD FT by STEWART,CHRISTIAN",BSC 82-63 (-19),,"GOOD FT by STEWART,CHRISTIAN",2
08:04,"GOOD LAYUP by BROWN,KYLE(in the paint)",84 (+21),,63,,LAG 84-63 (-21),,"GOOD LAYUP by BROWN,KYLE(in the paint)",2
--,"ASSIST  by COFIELD,GABE",,,,,,,"ASSIST  by COFIELD,GABE",2
07:50,,84 (+19),,65,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 84-65 (-19),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
07:33,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",86 (+21),,65,,LAG 86-65 (-21),,"GOOD JUMPER by EDWARDS,BERSHARD(in the paint)",2
07:08,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",2
07:08,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
07:08,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
06:59,,,,,"FOUL  by TOULIATOS,LUKE",,,"FOUL  by TOULIATOS,LUKE",2
06:59,"GOOD FT by DOLHANCYK,COOPER",87 (+22),,65,,LAG 87-65 (-22),,"GOOD FT by DOLHANCYK,COOPER",2
06:59,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
06:59,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
06:59,"GOOD FT by DOLHANCYK,COOPER",88 (+23),,65,,LAG 88-65 (-23),,"GOOD FT by DOLHANCYK,COOPER",2
06:48,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
06:45,,88 (+21),,67,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 88-67 (-21),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
06:32,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",,,,,,,"MISS JUMPER by DOLHANCYK,COOPER(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
06:22,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND OFF by TOULIATOS,LUKE",,,"REBOUND OFF by TOULIATOS,LUKE",2
06:15,"FOUL  by COFIELD,GABE",,,,,,,"FOUL  by COFIELD,GABE",2
06:15,,,,,"MISS FT by TOULIATOS,LUKE",,,"MISS FT by TOULIATOS,LUKE",2
--,"REBOUND DEF by BROWN,KYLE",,,,,,,"REBOUND DEF by BROWN,KYLE",2
06:15,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",2
06:15,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",2
06:06,"GOOD LAYUP by HILL,ZAC(in the paint)",90 (+23),,67,,LAG 90-67 (-23),,"GOOD LAYUP by HILL,ZAC(in the paint)",2
--,"ASSIST  by BROWN,KYLE",,,,,,,"ASSIST  by BROWN,KYLE",2
05:43,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
05:43,"BLOCK  by HILL,ZAC",,,,,,,"BLOCK  by HILL,ZAC",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
05:37,,90 (+20),,70,"GOOD 3PTR by KANE,DENMAN",BSC 90-70 (-20),,"GOOD 3PTR by KANE,DENMAN",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
05:19,"GOOD JUMPER by HILL,ZAC(in the paint)",92 (+22),,70,,LAG 92-70 (-22),,"GOOD JUMPER by HILL,ZAC(in the paint)",2
05:10,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
05:05,,92 (+20),,72,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 92-72 (-20),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
04:52,"MISS 3PTR by COFIELD,GABE",,,,,,,"MISS 3PTR by COFIELD,GABE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
04:45,,92 (+17),,75,"GOOD 3PTR by FITZGERALD,PAUL(fastbreak)",BSC 92-75 (-17),,"GOOD 3PTR by FITZGERALD,PAUL(fastbreak)",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
04:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:28,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
04:28,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
04:11,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",94 (+19),,75,,LAG 94-75 (-19),,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",2
--,"ASSIST  by HILL,ZAC",,,,,,,"ASSIST  by HILL,ZAC",2
03:59,,,,,"MISS JUMPER by GLOVER,CAMERON",,,"MISS JUMPER by GLOVER,CAMERON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
