Time Remaining,Hunt,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"ASSIST  by JOHNS,NATE",,,,,,,"ASSIST  by JOHNS,NATE",1
04:33,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",1
04:23,"GOOD LAYUP by JOHNS,NATE(in the paint)",30,,42 (+12),,Hunt 30-42 (+12),,"GOOD LAYUP by JOHNS,NATE(in the paint)",1
04:12,"FOUL  by BOHLING,DYLAN",,,,,,,"FOUL  by BOHLING,DYLAN",1
04:12,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
04:12,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
04:12,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
04:12,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",1
04:12,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
04:12,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
04:12,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
04:12,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
04:12,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",1
04:12,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",1
04:12,"SUB IN by DAVIS,KEONDRE",,,,,,,"SUB IN by DAVIS,KEONDRE",1
04:12,"SUB IN by WIGGINS,TJ",,,,,,,"SUB IN by WIGGINS,TJ",1
04:12,,30,,43 (+13),"GOOD FT by TOULIATOS,LUKE",BSC 30-43 (+13),,"GOOD FT by TOULIATOS,LUKE",1
04:12,,30,,44 (+14),"GOOD FT by TOULIATOS,LUKE",BSC 30-44 (+14),,"GOOD FT by TOULIATOS,LUKE",1
04:01,"MISS JUMPER by JOHNS,NATE(in the paint)",,,,,,,"MISS JUMPER by JOHNS,NATE(in the paint)",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:55,"MISS JUMPER by WIGGINS,TJ(in the paint)",,,,,,,"MISS JUMPER by WIGGINS,TJ(in the paint)",1
--,"REBOUND OFF by BOHLING,DYLAN",,,,,,,"REBOUND OFF by BOHLING,DYLAN",1
03:50,"GOOD JUMPER by BOHLING,DYLAN(in the paint)",32,,44 (+12),,Hunt 32-44 (+12),,"GOOD JUMPER by BOHLING,DYLAN(in the paint)",1
03:42,,,,,"MISS 3PTR by JACKSON,MARTISE",,,"MISS 3PTR by JACKSON,MARTISE",1
--,"REBOUND DEF by WIGGINS,TJ",,,,,,,"REBOUND DEF by WIGGINS,TJ",1
03:35,"MISS 3PTR by DAVIS,KEONDRE",,,,,,,"MISS 3PTR by DAVIS,KEONDRE",1
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",1
03:10,,32,,47 (+15),"GOOD 3PTR by GLOVER,CAMERON",BSC 32-47 (+15),,"GOOD 3PTR by GLOVER,CAMERON",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
02:59,"TURNOVER  by PAGE,SAM",,,,,,,"TURNOVER  by PAGE,SAM",1
02:59,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",1
02:56,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
02:56,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
02:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:56,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
02:56,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
02:56,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
02:56,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
02:56,"SUB OUT by DAVIS,KEONDRE",,,,,,,"SUB OUT by DAVIS,KEONDRE",1
02:56,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",1
02:56,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",1
02:56,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",1
02:56,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",1
02:56,"SUB IN by LINVILLE,AUSTIN",,,,,,,"SUB IN by LINVILLE,AUSTIN",1
02:56,"SUB IN by GARDNER,MAX",,,,,,,"SUB IN by GARDNER,MAX",1
02:56,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",1
02:34,"MISS 3PTR by WIGGINS,TJ",,,,,,,"MISS 3PTR by WIGGINS,TJ",1
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",1
02:14,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND OFF by FITZGERALD,PAUL",,,"REBOUND OFF by FITZGERALD,PAUL",1
02:09,,,,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",1
02:09,"BLOCK  by WIGGINS,TJ",,,,,,,"BLOCK  by WIGGINS,TJ",1
--,"REBOUND DEF by WIGGINS,TJ",,,,,,,"REBOUND DEF by WIGGINS,TJ",1
02:00,"TURNOVER  by MADISON,DAMIEN",,,,,,,"TURNOVER  by MADISON,DAMIEN",1
02:00,,,,,"STEAL  by FITZGERALD,PAUL",,,"STEAL  by FITZGERALD,PAUL",1
01:39,,32,,50 (+18),"GOOD 3PTR by GLOVER,CAMERON",BSC 32-50 (+18),,"GOOD 3PTR by GLOVER,CAMERON",1
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",1
01:20,"TURNOVER  by LINVILLE,AUSTIN",,,,,,,"TURNOVER  by LINVILLE,AUSTIN",1
01:08,,32,,52 (+20),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 32-52 (+20),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",1
00:56,"MISS LAYUP by GARDNER,MAX(in the paint)",,,,,,,"MISS LAYUP by GARDNER,MAX(in the paint)",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
00:48,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:38,"FOUL  by WIGGINS,TJ",,,,,,,"FOUL  by WIGGINS,TJ",1
00:38,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
00:38,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
00:38,"SUB OUT by LINVILLE,AUSTIN",,,,,,,"SUB OUT by LINVILLE,AUSTIN",1
00:38,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",1
00:38,,32,,53 (+21),"GOOD FT by TOULIATOS,LUKE",BSC 32-53 (+21),,"GOOD FT by TOULIATOS,LUKE",1
00:38,,,,,"MISS FT by TOULIATOS,LUKE",,,"MISS FT by TOULIATOS,LUKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:37,"FOUL  by JOHNSON,JUSTIN",,,,,,,"FOUL  by JOHNSON,JUSTIN",1
00:37,,,,,"MISS FT by FITZGERALD,PAUL",,,"MISS FT by FITZGERALD,PAUL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:37,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",1
00:37,"SUB IN by JOHNS,NATE",,,,,,,"SUB IN by JOHNS,NATE",1
00:37,,32,,54 (+22),"GOOD FT by FITZGERALD,PAUL",BSC 32-54 (+22),,"GOOD FT by FITZGERALD,PAUL",1
00:37,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
00:37,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
00:19,"TURNOVER  by WIGGINS,TJ",,,,,,,"TURNOVER  by WIGGINS,TJ",1
00:19,,,,,"STEAL  by GLOVER,CAMERON",,,"STEAL  by GLOVER,CAMERON",1
00:11,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
00:04,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
00:02,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
--,"REBOUND DEF by JOHNS,NATE",,,,,,,"REBOUND DEF by JOHNS,NATE",1
20:00,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
20:00,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
20:00,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
20:00,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
20:00,"SUB OUT by WIGGINS,TJ",,,,,,,"SUB OUT by WIGGINS,TJ",2
20:00,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",2
20:00,"SUB OUT by GOOLESBY,TATE",,,,,,,"SUB OUT by GOOLESBY,TATE",2
20:00,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",2
20:00,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
20:00,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
19:37,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
19:32,,32,,56 (+24),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 32-56 (+24),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
19:27,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
19:11,"MISS 3PTR by MADISON,DAMIEN",,,,,,,"MISS 3PTR by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:56,"FOUL  by BOHLING,DYLAN",,,,,,,"FOUL  by BOHLING,DYLAN",2
18:52,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
18:52,"STEAL  by BOHLING,DYLAN",,,,,,,"STEAL  by BOHLING,DYLAN",2
18:41,"MISS 3PTR by TONEY,CALEB",,,,,,,"MISS 3PTR by TONEY,CALEB",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:16,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
18:16,"STEAL  by JOHNSON,JUSTIN",,,,,,,"STEAL  by JOHNSON,JUSTIN",2
18:01,"GOOD JUMPER by BOHLING,DYLAN(in the paint)",34,,56 (+22),,Hunt 34-56 (+22),,"GOOD JUMPER by BOHLING,DYLAN(in the paint)",2
17:45,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
17:45,"STEAL  by MADISON,DAMIEN",,,,,,,"STEAL  by MADISON,DAMIEN",2
17:40,"GOOD LAYUP by MADISON,DAMIEN(fastbreak)(in the paint)",36,,56 (+20),,Hunt 36-56 (+20),,"GOOD LAYUP by MADISON,DAMIEN(fastbreak)(in the paint)",2
17:36,"FOUL  by BOHLING,DYLAN",,,,,,,"FOUL  by BOHLING,DYLAN",2
17:36,,36,,57 (+21),"GOOD FT by STEWART,CHRISTIAN(fastbreak)",BSC 36-57 (+21),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",2
17:36,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
17:36,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",2
17:36,,36,,58 (+22),"GOOD FT by STEWART,CHRISTIAN(fastbreak)",BSC 36-58 (+22),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",2
17:22,"GOOD 3PTR by GARDNER,MAX",39,,58 (+19),,Hunt 39-58 (+19),,"GOOD 3PTR by GARDNER,MAX",2
--,"ASSIST  by TONEY,CALEB",,,,,,,"ASSIST  by TONEY,CALEB",2
17:10,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by JOHNSON,JUSTIN",,,,,,,"REBOUND DEF by JOHNSON,JUSTIN",2
16:53,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
16:53,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:53,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
16:53,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
16:53,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
16:53,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
16:53,"GOOD 3PTR by JOHNSON,JUSTIN",42,,58 (+16),,Hunt 42-58 (+16),,"GOOD 3PTR by JOHNSON,JUSTIN",2
--,"ASSIST  by MADISON,DAMIEN",,,,,,,"ASSIST  by MADISON,DAMIEN",2
16:53,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",2
16:53,"STEAL  by MADISON,DAMIEN",,,,,,,"STEAL  by MADISON,DAMIEN",2
16:42,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
16:09,"GOOD FT by GARDNER,MAX",43,,58 (+15),,Hunt 43-58 (+15),,"GOOD FT by GARDNER,MAX",2
16:08,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",2
16:08,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",2
15:49,"GOOD FT by GARDNER,MAX",44,,58 (+14),,Hunt 44-58 (+14),,"GOOD FT by GARDNER,MAX",2
15:48,"SUB OUT by GARDNER,MAX",,,,,,,"SUB OUT by GARDNER,MAX",2
15:48,"SUB IN by WIGGINS,TJ",,,,,,,"SUB IN by WIGGINS,TJ",2
15:34,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by TONEY,CALEB",,,,,,,"REBOUND DEF by TONEY,CALEB",2
15:33,"MISS 3PTR by MADISON,DAMIEN",,,,,,,"MISS 3PTR by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by GARRIDO,BRANDAN",,,"REBOUND DEF by GARRIDO,BRANDAN",2
15:33,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",2
15:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:33,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:33,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
15:33,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
15:33,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
15:33,"SUB IN by DAVIS,KEONDRE",,,,,,,"SUB IN by DAVIS,KEONDRE",2
15:33,"SUB IN by JOHNS,NATE",,,,,,,"SUB IN by JOHNS,NATE",2
15:33,"GOOD 3PTR by DAVIS,KEONDRE",47,,58 (+11),,Hunt 47-58 (+11),,"GOOD 3PTR by DAVIS,KEONDRE",2
15:33,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",2
15:33,"STEAL  by JOHNS,NATE",,,,,,,"STEAL  by JOHNS,NATE",2
15:33,,,,,"FOUL  by GARRIDO,BRANDAN",,,"FOUL  by GARRIDO,BRANDAN",2
15:33,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",2
15:33,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
15:33,"GOOD FT by GOOLESBY,TATE(fastbreak)",48,,58 (+10),,Hunt 48-58 (+10),,"GOOD FT by GOOLESBY,TATE(fastbreak)",2
15:33,"GOOD FT by GOOLESBY,TATE(fastbreak)",49,,58 (+9),,Hunt 49-58 (+9),,"GOOD FT by GOOLESBY,TATE(fastbreak)",2
15:28,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
15:28,"BLOCK  by BOHLING,DYLAN",,,,,,,"BLOCK  by BOHLING,DYLAN",2
--,"REBOUND DEF by DAVIS,KEONDRE",,,,,,,"REBOUND DEF by DAVIS,KEONDRE",2
15:20,"GOOD 3PTR by PAGE,SAM",52,,58 (+6),,Hunt 52-58 (+6),,"GOOD 3PTR by PAGE,SAM",2
15:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:07,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",2
14:57,"MISS LAYUP by WIGGINS,TJ(in the paint)",,,,,,,"MISS LAYUP by WIGGINS,TJ(in the paint)",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
14:50,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",2
14:50,"STEAL  by BOHLING,DYLAN",,,,,,,"STEAL  by BOHLING,DYLAN",2
14:46,"MISS LAYUP by WIGGINS,TJ(in the paint)",,,,,,,"MISS LAYUP by WIGGINS,TJ(in the paint)",2
14:46,,,,,"BLOCK  by TOULIATOS,LUKE",,,"BLOCK  by TOULIATOS,LUKE",2
--,,,,,"REBOUND DEF by GARRIDO,BRANDAN",,,"REBOUND DEF by GARRIDO,BRANDAN",2
14:40,"FOUL  by DAVIS,KEONDRE",,,,,,,"FOUL  by DAVIS,KEONDRE",2
14:40,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
14:40,,52,,59 (+7),"GOOD FT by GLOVER,CAMERON(fastbreak)",BSC 52-59 (+7),,"GOOD FT by GLOVER,CAMERON(fastbreak)",2
14:40,,,,,"MISS FT by GLOVER,CAMERON(fastbreak)",,,"MISS FT by GLOVER,CAMERON(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:40,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
14:40,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
14:40,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
14:40,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
14:40,"SUB OUT by WIGGINS,TJ",,,,,,,"SUB OUT by WIGGINS,TJ",2
14:40,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
14:40,"SUB OUT by GOOLESBY,TATE",,,,,,,"SUB OUT by GOOLESBY,TATE",2
14:40,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",2
14:40,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
14:40,"SUB IN by JOHNS,NATE",,,,,,,"SUB IN by JOHNS,NATE",2
14:40,,52,,60 (+8),"GOOD FT by CHILDERS,JOSH",BSC 52-60 (+8),,"GOOD FT by CHILDERS,JOSH",2
14:40,,52,,61 (+9),"GOOD FT by CHILDERS,JOSH",BSC 52-61 (+9),,"GOOD FT by CHILDERS,JOSH",2
14:36,"MISS 3PTR by PAGE,SAM",,,,,,,"MISS 3PTR by PAGE,SAM",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
14:25,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
14:25,"STEAL  by TONEY,CALEB",,,,,,,"STEAL  by TONEY,CALEB",2
14:15,"GOOD JUMPER by JOHNS,NATE",54,,61 (+7),,Hunt 54-61 (+7),,"GOOD JUMPER by JOHNS,NATE",2
--,"ASSIST  by DAVIS,KEONDRE",,,,,,,"ASSIST  by DAVIS,KEONDRE",2
14:06,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:05,"FOUL  by PAGE,SAM",,,,,,,"FOUL  by PAGE,SAM",2
14:05,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
14:05,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
14:05,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",2
14:05,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND OFF by TOULIATOS,LUKE",,,"REBOUND OFF by TOULIATOS,LUKE",2
14:05,,54,,63 (+9),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 54-63 (+9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
13:57,"GOOD JUMPER by JOHNSON,JUSTIN(in the paint)",56,,63 (+7),,Hunt 56-63 (+7),,"GOOD JUMPER by JOHNSON,JUSTIN(in the paint)",2
13:46,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,"REBOUND DEF by TONEY,CALEB",,,,,,,"REBOUND DEF by TONEY,CALEB",2
13:38,"TURNOVER  by JOHNS,NATE",,,,,,,"TURNOVER  by JOHNS,NATE",2
13:38,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
13:32,,56,,65 (+9),"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",BSC 56-65 (+9),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
13:22,"MISS JUMPER by JOHNS,NATE(in the paint)",,,,,,,"MISS JUMPER by JOHNS,NATE(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
13:13,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by DAVIS,KEONDRE",,,,,,,"REBOUND DEF by DAVIS,KEONDRE",2
13:06,"TURNOVER  by DAVIS,KEONDRE",,,,,,,"TURNOVER  by DAVIS,KEONDRE",2
13:06,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",2
13:00,,56,,67 (+11),"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",BSC 56-67 (+11),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",2
12:55,"TURNOVER  by DAVIS,KEONDRE",,,,,,,"TURNOVER  by DAVIS,KEONDRE",2
12:55,,,,,"STEAL  by TOULIATOS,LUKE",,,"STEAL  by TOULIATOS,LUKE",2
12:50,,56,,70 (+14),"GOOD 3PTR by GREEN,KALEB(fastbreak)",BSC 56-70 (+14),,"GOOD 3PTR by GREEN,KALEB(fastbreak)",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
12:33,"TURNOVER  by JOHNSON,JUSTIN",,,,,,,"TURNOVER  by JOHNSON,JUSTIN",2
12:33,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
12:33,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
12:33,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
12:33,,,,,"SUB IN by GLOVER,COLIN",,,"SUB IN by GLOVER,COLIN",2
12:33,"SUB OUT by DAVIS,KEONDRE",,,,,,,"SUB OUT by DAVIS,KEONDRE",2
12:33,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",2
12:33,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",2
12:33,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
12:33,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",2
12:33,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
12:33,"SUB IN by LINVILLE,AUSTIN",,,,,,,"SUB IN by LINVILLE,AUSTIN",2
12:33,"SUB IN by GARDNER,MAX",,,,,,,"SUB IN by GARDNER,MAX",2
12:33,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
12:33,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",2
11:54,,56,,72 (+16),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 56-72 (+16),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
11:48,,,,,"FOUL  by GLOVER,COLIN",,,"FOUL  by GLOVER,COLIN",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:48,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
11:48,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
