Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MVILLE,Game Score,Team Indicator,Play,Period
04:09,,,,,"SUB OUT by KAH,KORDELL",,,"SUB OUT by KAH,KORDELL",2
04:09,,,,,"SUB IN by UADIALE,FELIX",,,"SUB IN by UADIALE,FELIX",2
03:53,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
03:50,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:34,,57,,57,"GOOD JUMPER by RASNICK,MYLES",MVILLE 57-57 (0),,"GOOD JUMPER by RASNICK,MYLES",2
03:19,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
03:19,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
03:19,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
02:57,,,,,"MISS JUMPER by RASNICK,MYLES(in the paint)",,,"MISS JUMPER by RASNICK,MYLES(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
02:28,"MISS JUMPER by SIGLER,EVAN(in the paint)",,,,,,,"MISS JUMPER by SIGLER,EVAN(in the paint)",2
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",2
02:23,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
02:23,,,,,"STEAL  by UADIALE,FELIX",,,"STEAL  by UADIALE,FELIX",2
02:10,"FOUL  by STEPHENS,TROY",,,,,,,"FOUL  by STEPHENS,TROY",2
02:10,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
02:10,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
02:10,,57,,58 (+1),"GOOD FT by RASNICK,MYLES",MVILLE 57-58 (-1),,"GOOD FT by RASNICK,MYLES",2
02:10,,57,,59 (+2),"GOOD FT by RASNICK,MYLES",MVILLE 57-59 (-2),,"GOOD FT by RASNICK,MYLES",2
01:45,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",2
01:45,,,,,"BLOCK  by RASNICK,MYLES",,,"BLOCK  by RASNICK,MYLES",2
--,,,,,"REBOUND DEF by CLIFTON,NICHOLAS",,,"REBOUND DEF by CLIFTON,NICHOLAS",2
01:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:39,,57,,61 (+4),"GOOD LAYUP by UADIALE,FELIX(in the paint)",MVILLE 57-61 (-4),,"GOOD LAYUP by UADIALE,FELIX(in the paint)",2
--,,,,,"ASSIST  by SANDERS,JR",,,"ASSIST  by SANDERS,JR",2
01:20,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
01:20,,,,,"STEAL  by SANDERS,JR",,,"STEAL  by SANDERS,JR",2
01:20,,,,,"SUB OUT by CLIFTON,NICHOLAS",,,"SUB OUT by CLIFTON,NICHOLAS",2
01:20,,,,,"SUB IN by POWELL,KALEB",,,"SUB IN by POWELL,KALEB",2
01:02,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
01:02,,,,,"MISS FT by SANDERS,JR",,,"MISS FT by SANDERS,JR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:02,,57,,62 (+5),"GOOD FT by SANDERS,JR",MVILLE 57-62 (-5),,"GOOD FT by SANDERS,JR",2
01:02,,,,,"SUB OUT by POWELL,KALEB",,,"SUB OUT by POWELL,KALEB",2
01:02,,,,,"SUB IN by CLIFTON,NICHOLAS",,,"SUB IN by CLIFTON,NICHOLAS",2
00:46,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by RASNICK,MYLES",,,"REBOUND DEF by RASNICK,MYLES",2
00:35,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
00:35,,57,,63 (+6),"GOOD FT by RIDENOUR,CHASE",MVILLE 57-63 (-6),,"GOOD FT by RIDENOUR,CHASE",2
00:35,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
00:35,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
00:35,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
00:35,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
00:35,,57,,64 (+7),"GOOD FT by RIDENOUR,CHASE",MVILLE 57-64 (-7),,"GOOD FT by RIDENOUR,CHASE",2
00:26,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by SANDERS,JR",,,"REBOUND DEF by SANDERS,JR",2
00:20,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",2
00:20,,57,,65 (+8),"GOOD FT by SANDERS,JR(fastbreak)",MVILLE 57-65 (-8),,"GOOD FT by SANDERS,JR(fastbreak)",2
00:20,,57,,66 (+9),"GOOD FT by SANDERS,JR(fastbreak)",MVILLE 57-66 (-9),,"GOOD FT by SANDERS,JR(fastbreak)",2
00:08,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
00:01,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
00:01,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",2
--,"REBOUND OFF by STEPHENS,TROY",,,,,,,"REBOUND OFF by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by CLIFTON,NICHOLAS",,,"REBOUND DEF by CLIFTON,NICHOLAS",2
