Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:47,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
01:47,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
01:36,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",1
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",1
01:35,"TURNOVER  by WILLIAMS,JAYSON",,,,,,,"TURNOVER  by WILLIAMS,JAYSON",1
01:35,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
01:35,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
01:32,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",1
01:08,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:41,,27,,32 (+5),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 27-32 (+5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
00:41,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",1
00:41,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
00:41,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
00:41,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
00:41,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
00:41,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
00:17,"GOOD JUMPER by WILEY,KOKI",29,,32 (+3),,Rhodes 29-32 (+3),,"GOOD JUMPER by WILEY,KOKI",1
00:03,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",1
00:03,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:03,,29,,33 (+4),"GOOD FT by STEWART,CHRISTIAN",BSC 29-33 (+4),,"GOOD FT by STEWART,CHRISTIAN",1
00:03,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
00:03,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",1
00:00,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
20:00,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
20:00,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
20:00,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
19:49,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
19:33,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
19:33,,29,,34 (+5),"GOOD FT by GILLISPIE,JAY",BSC 29-34 (+5),,"GOOD FT by GILLISPIE,JAY",2
19:33,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
19:24,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
19:24,,,,,"STEAL  by FITZGERALD,PAUL",,,"STEAL  by FITZGERALD,PAUL",2
19:20,,29,,36 (+7),"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",BSC 29-36 (+7),,"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
19:02,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:48,,29,,38 (+9),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 29-38 (+9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
18:35,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
18:09,,29,,40 (+11),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 29-40 (+11),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
17:59,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
17:44,"GOOD JUMPER by WILEY,KOKI",31,,40 (+9),,Rhodes 31-40 (+9),,"GOOD JUMPER by WILEY,KOKI",2
17:25,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
17:06,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
17:03,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
16:54,,31,,43 (+12),"GOOD 3PTR by SIGLER,EVAN",BSC 31-43 (+12),,"GOOD 3PTR by SIGLER,EVAN",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
16:32,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",33,,43 (+10),,Rhodes 33-43 (+10),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
16:16,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
16:10,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND OFF by GLOVER,CAMERON",,,"REBOUND OFF by GLOVER,CAMERON",2
16:09,,33,,45 (+12),"GOOD LAYUP by GLOVER,CAMERON(in the paint)",BSC 33-45 (+12),,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",2
16:02,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
15:54,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND OFF by FITZGERALD,PAUL",,,"REBOUND OFF by FITZGERALD,PAUL",2
15:50,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
15:39,"GOOD LAYUP by WILEY,KOKI(in the paint)",35,,45 (+10),,Rhodes 35-45 (+10),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
15:28,,35,,47 (+12),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 35-47 (+12),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
15:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:28,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:28,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
15:28,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
15:28,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
15:28,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
15:28,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
15:28,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
15:28,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
15:28,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
15:28,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
15:28,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
15:28,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
15:28,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
15:28,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
15:28,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
15:28,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
15:28,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
15:28,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
15:04,"TURNOVER  by AESCHLIMAN,SETH",,,,,,,"TURNOVER  by AESCHLIMAN,SETH",2
15:04,,,,,"STEAL  by GLOVER,CAMERON",,,"STEAL  by GLOVER,CAMERON",2
14:42,,,,,"TURNOVER  by DAVIS,BRODY",,,"TURNOVER  by DAVIS,BRODY",2
14:42,"STEAL  by WHITE,ELIJAH",,,,,,,"STEAL  by WHITE,ELIJAH",2
14:38,"GOOD LAYUP by WHITE,ELIJAH(fastbreak)(in the paint)",37,,47 (+10),,Rhodes 37-47 (+10),,"GOOD LAYUP by WHITE,ELIJAH(fastbreak)(in the paint)",2
14:21,,,,,"TURNOVER  by WILLIAMS,JU'QUAN",,,"TURNOVER  by WILLIAMS,JU'QUAN",2
14:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:21,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
14:21,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
14:21,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
14:21,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
14:00,"MISS JUMPER by WHITE,ELIJAH(in the paint)",,,,,,,"MISS JUMPER by WHITE,ELIJAH(in the paint)",2
--,"REBOUND OFF by LAMEY,HAYDEN",,,,,,,"REBOUND OFF by LAMEY,HAYDEN",2
13:55,"GOOD LAYUP by LAMEY,HAYDEN(in the paint)",39,,47 (+8),,Rhodes 39-47 (+8),,"GOOD LAYUP by LAMEY,HAYDEN(in the paint)",2
13:48,,39,,50 (+11),"GOOD 3PTR by STEPHENS,TROY",BSC 39-50 (+11),,"GOOD 3PTR by STEPHENS,TROY",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
13:33,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
13:33,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
13:29,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",2
13:10,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
13:02,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",2
12:42,"MISS LAYUP by WHITE,ELIJAH(in the paint)",,,,,,,"MISS LAYUP by WHITE,ELIJAH(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
12:35,,39,,53 (+14),"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",BSC 39-53 (+14),,"GOOD 3PTR by WILLIAMS,JU'QUAN(fastbreak)",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
12:09,"GOOD LAYUP by CLAYTON,TJ(in the paint)",41,,53 (+12),,Rhodes 41-53 (+12),,"GOOD LAYUP by CLAYTON,TJ(in the paint)",2
12:00,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,"MISS LAYUP by STEPHENS,TROY(in the paint)",2
--,"REBOUND DEF by CLAYTON,TJ",,,,,,,"REBOUND DEF by CLAYTON,TJ",2
11:45,,,,,"FOUL  by WILLIAMS,JU'QUAN",,,"FOUL  by WILLIAMS,JU'QUAN",2
11:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:45,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
11:45,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
11:45,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
11:45,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
11:45,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
11:45,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
11:45,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
11:45,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
11:45,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
11:45,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
11:45,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",2
11:45,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
11:45,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
11:45,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
11:40,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
11:27,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
11:27,,41,,54 (+13),"GOOD FT by STEWART,CHRISTIAN",BSC 41-54 (+13),,"GOOD FT by STEWART,CHRISTIAN",2
11:27,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
11:16,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:04,,,,,"TURNOVER  by SIGLER,EVAN",,,"TURNOVER  by SIGLER,EVAN",2
10:45,"GOOD JUMPER by CLAYTON,TJ(in the paint)",43,,54 (+11),,Rhodes 43-54 (+11),,"GOOD JUMPER by CLAYTON,TJ(in the paint)",2
10:25,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",2
10:25,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
10:25,,,,,"SUB IN by DAVIS,RANDALL",,,"SUB IN by DAVIS,RANDALL",2
10:25,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
10:25,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
10:22,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
10:09,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
09:47,,,,,"TURNOVER  by DAVIS,RANDALL",,,"TURNOVER  by DAVIS,RANDALL",2
09:47,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
09:35,"GOOD JUMPER by JAMES,MAC(in the paint)",45,,54 (+9),,Rhodes 45-54 (+9),,"GOOD JUMPER by JAMES,MAC(in the paint)",2
09:22,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
09:22,,45,,55 (+10),"GOOD FT by GILLISPIE,JAY",BSC 45-55 (+10),,"GOOD FT by GILLISPIE,JAY",2
09:22,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
09:22,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
09:22,,45,,56 (+11),"GOOD FT by GILLISPIE,JAY",BSC 45-56 (+11),,"GOOD FT by GILLISPIE,JAY",2
09:12,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
09:07,,,,,"FOUL  by KANE,DENMAN",,,"FOUL  by KANE,DENMAN",2
09:05,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
08:58,"GOOD LAYUP by WILEY,KOKI(in the paint)",47,,56 (+9),,Rhodes 47-56 (+9),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
08:57,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
08:57,,,,,"SUB OUT by DAVIS,RANDALL",,,"SUB OUT by DAVIS,RANDALL",2
08:57,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
08:57,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
08:57,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
08:57,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
08:51,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
08:38,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
08:27,"GOOD LAYUP by JAMES,MAC(in the paint)",49,,56 (+7),,Rhodes 49-56 (+7),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
08:16,,49,,59 (+10),"GOOD 3PTR by KANE,DENMAN",BSC 49-59 (+10),,"GOOD 3PTR by KANE,DENMAN",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
08:01,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
08:01,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
08:01,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
08:01,"GOOD FT by JAMES,MAC",50,,59 (+9),,Rhodes 50-59 (+9),,"GOOD FT by JAMES,MAC",2
08:01,"GOOD FT by JAMES,MAC",51,,59 (+8),,Rhodes 51-59 (+8),,"GOOD FT by JAMES,MAC",2
07:48,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
07:34,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
07:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:27,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
07:27,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
07:27,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
07:27,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
07:12,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
07:06,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",53,,59 (+6),,Rhodes 53-59 (+6),,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",2
06:59,,53,,61 (+8),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 53-61 (+8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
06:45,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
06:27,,53,,64 (+11),"GOOD 3PTR by TOULIATOS,LUKE",BSC 53-64 (+11),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
06:08,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
06:01,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
06:01,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
06:01,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
06:01,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
06:01,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
05:46,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
05:37,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
05:37,"BLOCK  by WILEY,KOKI",,,,,,,"BLOCK  by WILEY,KOKI",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
05:31,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,"REBOUND OFF by AESCHLIMAN,SETH",,,,,,,"REBOUND OFF by AESCHLIMAN,SETH",2
05:29,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",55,,64 (+9),,Rhodes 55-64 (+9),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",2
05:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:29,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
05:29,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
05:18,,,,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",,,"MISS JUMPER by TOULIATOS,LUKE(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
05:14,,55,,66 (+11),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 55-66 (+11),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
05:02,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",57,,66 (+9),,Rhodes 57-66 (+9),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",2
04:50,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
04:40,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",2
04:40,"BLOCK  by AESCHLIMAN,SETH",,,,,,,"BLOCK  by AESCHLIMAN,SETH",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
04:28,"GOOD LAYUP by JAMES,MAC(in the paint)",59,,66 (+7),,Rhodes 59-66 (+7),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
04:09,,59,,68 (+9),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 59-68 (+9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
03:51,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
03:28,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
