Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:05,,2,,8 (+6),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 2-8 (+6),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",1
16:45,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",1
16:45,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
16:45,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
16:45,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
16:45,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
16:45,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
16:45,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
16:34,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",4,,8 (+4),,Centre 4-8 (+4),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
--,"ASSIST  by RING,NOAH",,,,,,,"ASSIST  by RING,NOAH",1
16:19,,4,,10 (+6),"GOOD JUMPER by STEPHENS,TROY",BSC 4-10 (+6),,"GOOD JUMPER by STEPHENS,TROY",1
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",1
16:02,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",6,,10 (+4),,Centre 6-10 (+4),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",1
15:47,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
15:43,,6,,12 (+6),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 6-12 (+6),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
15:17,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
15:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:17,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
15:17,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
15:17,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
15:17,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
15:17,"GOOD FT by SMITH,RJ",7,,12 (+5),,Centre 7-12 (+5),,"GOOD FT by SMITH,RJ",1
15:17,"GOOD FT by SMITH,RJ",8,,12 (+4),,Centre 8-12 (+4),,"GOOD FT by SMITH,RJ",1
14:56,,8,,15 (+7),"GOOD 3PTR by STEPHENS,TROY",BSC 8-15 (+7),,"GOOD 3PTR by STEPHENS,TROY",1
--,,,,,"ASSIST  by GLOVER,CAMERON",,,"ASSIST  by GLOVER,CAMERON",1
14:33,"MISS LAYUP by SMITH,RJ(in the paint)",,,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
14:24,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,"MISS LAYUP by STEPHENS,TROY(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
14:22,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
14:22,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
14:22,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
14:22,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
14:22,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
14:22,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
14:19,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
14:03,,,,,"FOUL  by SIGLER,EVAN",,,"FOUL  by SIGLER,EVAN",1
14:03,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:03,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
14:03,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
14:03,"GOOD FT by SMITH,RJ",9,,15 (+6),,Centre 9-15 (+6),,"GOOD FT by SMITH,RJ",1
13:52,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
13:46,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
13:44,,9,,17 (+8),"GOOD LAYUP by STEPHENS,TROY(in the paint)",BSC 9-17 (+8),,"GOOD LAYUP by STEPHENS,TROY(in the paint)",1
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",1
13:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:29,"GOOD JUMPER by SMITH,RJ",11,,17 (+6),,Centre 11-17 (+6),,"GOOD JUMPER by SMITH,RJ",1
13:11,,,,,"MISS JUMPER by GARRIDO,BRANDAN(in the paint)",,,"MISS JUMPER by GARRIDO,BRANDAN(in the paint)",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
12:54,"MISS JUMPER by SMITH,RJ(in the paint)",,,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",1
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",1
12:30,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",1
12:17,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",1
--,,,,,"REBOUND DEF by KANE,DENMAN",,,"REBOUND DEF by KANE,DENMAN",1
12:14,,,,,"TURNOVER  by KANE,DENMAN",,,"TURNOVER  by KANE,DENMAN",1
12:14,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
12:14,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
12:05,"GOOD JUMPER by WILSON,DREW(in the paint)",13,,17 (+4),,Centre 13-17 (+4),,"GOOD JUMPER by WILSON,DREW(in the paint)",1
11:41,,,,,"MISS 3PTR by GARRIDO,BRANDAN",,,"MISS 3PTR by GARRIDO,BRANDAN",1
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",1
11:35,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:35,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",1
11:35,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
11:35,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
11:35,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
11:35,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
11:35,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
11:35,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
11:35,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
11:35,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
11:35,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
11:35,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
11:35,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
11:35,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
11:33,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",1
11:26,"TURNOVER  by KNOCHELMANN,PETE",,,,,,,"TURNOVER  by KNOCHELMANN,PETE",1
11:06,,13,,20 (+7),"GOOD 3PTR by KANE,DENMAN",BSC 13-20 (+7),,"GOOD 3PTR by KANE,DENMAN",1
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",1
10:49,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",1
10:36,"GOOD LAYUP by MOORE,CHEZ(in the paint)",15,,20 (+5),,Centre 15-20 (+5),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
10:22,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
10:22,"BLOCK  by KNOCHELMANN,PETE",,,,,,,"BLOCK  by KNOCHELMANN,PETE",1
--,,,,,"REBOUND OFF by KANE,DENMAN",,,"REBOUND OFF by KANE,DENMAN",1
10:18,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
10:18,,15,,21 (+6),"GOOD FT by KANE,DENMAN(fastbreak)",BSC 15-21 (+6),,"GOOD FT by KANE,DENMAN(fastbreak)",1
10:18,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
10:18,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
10:18,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
10:18,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
10:18,,15,,22 (+7),"GOOD FT by KANE,DENMAN(fastbreak)",BSC 15-22 (+7),,"GOOD FT by KANE,DENMAN(fastbreak)",1
10:03,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",1
10:03,,15,,25 (+10),"GOOD 3PTR by KANE,DENMAN",BSC 15-25 (+10),,"GOOD 3PTR by KANE,DENMAN",1
09:44,"GOOD JUMPER by GERALD,DUSTIN",17,,25 (+8),,Centre 17-25 (+8),,"GOOD JUMPER by GERALD,DUSTIN",1
09:16,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
09:08,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",19,,25 (+6),,Centre 19-25 (+6),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
08:56,,19,,27 (+8),"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 19-27 (+8),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
08:32,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",1
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",1
08:22,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
08:15,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",1
08:15,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",1
--,,,,,"REBOUND DEF by KANE,DENMAN",,,"REBOUND DEF by KANE,DENMAN",1
07:58,,19,,29 (+10),"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 19-29 (+10),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",1
07:43,"GOOD 3PTR by WILLIAMS,JALEN",22,,29 (+7),,Centre 22-29 (+7),,"GOOD 3PTR by WILLIAMS,JALEN",1
07:22,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
07:16,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
07:16,,22,,31 (+9),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 22-31 (+9),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
07:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:16,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
07:16,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
07:16,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
07:16,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
07:16,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
07:16,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
07:16,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
07:16,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
07:16,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
07:16,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
07:16,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
07:16,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",1
07:05,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",1
06:51,,22,,33 (+11),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 22-33 (+11),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",1
06:51,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",1
06:51,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
06:51,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
06:51,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",1
06:25,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",24,,33 (+9),,Centre 24-33 (+9),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
06:07,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",1
06:02,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
06:02,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",1
05:54,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",1
--,"REBOUND OFF by WILLIAMS,JALEN",,,,,,,"REBOUND OFF by WILLIAMS,JALEN",1
05:49,"GOOD 3PTR by BAUGHMAN,CARTER",27,,33 (+6),,Centre 27-33 (+6),,"GOOD 3PTR by BAUGHMAN,CARTER",1
05:36,,,,,"MISS JUMPER by STEPHENS,TROY",,,"MISS JUMPER by STEPHENS,TROY",1
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",1
05:22,"GOOD JUMPER by GERALD,DUSTIN",29,,33 (+4),,Centre 29-33 (+4),,"GOOD JUMPER by GERALD,DUSTIN",1
04:52,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",1
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",1
04:39,"GOOD 3PTR by WILLIAMS,JALEN",32,,33 (+1),,Centre 32-33 (+1),,"GOOD 3PTR by WILLIAMS,JALEN",1
04:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:36,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
04:36,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
04:36,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
04:36,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
04:36,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
04:36,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
04:36,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
04:36,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",1
04:16,,32,,35 (+3),"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",BSC 32-35 (+3),,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",1
04:01,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",1
04:01,"TURNOVER  by KNOCHELMANN,PETE",,,,,,,"TURNOVER  by KNOCHELMANN,PETE",1
03:47,,32,,38 (+6),"GOOD 3PTR by GLOVER,CAMERON",BSC 32-38 (+6),,"GOOD 3PTR by GLOVER,CAMERON",1
03:32,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",34,,38 (+4),,Centre 34-38 (+4),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
03:15,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",1
03:15,"STEAL  by KNOCHELMANN,PETE",,,,,,,"STEAL  by KNOCHELMANN,PETE",1
03:06,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",1
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",1
03:00,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",1
02:51,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",1
02:51,,,,,"STEAL  by SIGLER,EVAN",,,"STEAL  by SIGLER,EVAN",1
02:46,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",1
02:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:46,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
02:46,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
02:46,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
02:46,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
02:46,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
02:46,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",1
02:46,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
02:46,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
02:28,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",36,,38 (+2),,Centre 36-38 (+2),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
02:16,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",1
02:09,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",1
02:09,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
02:01,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
02:00,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
02:00,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
02:00,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",1
01:41,"MISS JUMPER by SMITH,RJ(in the paint)",,,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",1
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",1
01:32,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
01:32,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
01:32,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
01:32,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
01:22,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",1
01:16,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",1
01:06,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",38,,38,,Centre 38-38 (0),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
00:59,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:56,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
00:56,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
00:45,"GOOD 3PTR by BAUGHMAN,CARTER",41 (+3),,38,,Centre 41-38 (-3),,"GOOD 3PTR by BAUGHMAN,CARTER",1
00:18,,41 (+1),,40,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 41-40 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
00:18,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",1
00:18,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
00:18,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
00:18,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
00:18,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
00:18,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
00:18,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
00:18,,41,,41,"GOOD FT by STEWART,CHRISTIAN",BSC 41-41 (0),,"GOOD FT by STEWART,CHRISTIAN",1
00:04,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",43 (+2),,41,,Centre 43-41 (-2),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
